n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active
1,30,0,3088691.174942553,3078654.156470275,3088691.174942553,3078654.156470275,84.37426614626966,84.36273630997432,84.37426614626966,84.36273630997432,14.202669549017797,14.231349585992117,14.202669549017797,14.231349585992117,1.4230619570056566,1.4059141040363818,1.4230619570056566,1.4059141040363818,76.97594515102475,77.13197457554878,76.97594515102475,77.13197457554878,0,True,28,-3088702.8313957434,3088702.831400996,0.0732,0.0403,,-3088691.1749341935,-3078654.1564700613,-3088691.1749341935,-3078654.1564700613,1.084214516467202,1.084214516467202,4,1.0840614025333075,1-unit runs 기준 (30 of 30),30,False,1.0,1:30,conflict,partial,6410,-1.4055510177968245e-05,11.977552769895185,120,0.14103323643362517,0.17558754232988955,0.0007932179790823356,0.8029656203895541,3.8418780761132485,3.741607438697195,3.859961168067186,0.45048317010517175,3015248.8510229276,0.6333333333333333,0.9996988186961913,0.9999999999999978,76,-20333.51363676988,11696046.028658824,-636876.2173325343,236858.5165232396,-4.862276171008339,False,-1178.6276572941065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
