n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,2,18,-30399423.8025821,-26036208.599954143,7081727.521185129,6908602.482128455,2.727039799999943
1,2,19,-30410894.91834139,-28493747.564833857,1649192.8932522703,-22373995.859416004,2.6646855999999843
1,2,20,-30410894.91834139,-26708534.965914994,6755024.643352145,3459452.195662936,2.6676903999999695
1,2,21,-30410894.91834139,-27575989.812518038,5965992.383605001,3240127.2259796523,2.692293999999947
1,2,22,-30410894.91834139,-28524737.886029683,2052028.550139324,-23248653.689462464,2.7627999000000045
1,2,23,-30410894.91834139,-27833945.75638736,3988736.643770399,-15296745.794699803,2.9575505999999905
1,2,24,-30410894.91834139,-29305168.849268846,842973.453401342,-27503550.781353302,2.9171506999999792
1,2,25,-30410894.91834139,-28577055.129641596,2787443.336824685,-16287374.397728153,2.8462041000000227
1,2,26,-30410894.91834139,-29112460.794480108,1710472.952928821,-23265945.103570946,2.9309575999999424
1,2,27,-30410894.91834139,-28969792.108839516,1950283.9124649665,-23094156.25111478,2.878362799999991
1,2,28,-30410894.91834139,-29234945.81299743,1797434.6381166908,-22541752.723008234,2.72017679999999
1,2,29,-30410894.91834139,-29652806.64224754,709004.3979673765,-27727650.78998059,2.6743960000000015
1,2,30,-30410894.91834139,-28466257.66460506,3543432.087367972,-15916819.20356794,2.7077070999999933
