n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,4933714239.410648,8824090991.742535,2803199764.049454,17790706916.59825,12.60340030000043
1,0,1,4534350875.675613,8467161061.516812,3135116243.44988,19746034452.131927,2.816539399999783
1,0,2,4267138617.2516017,7319475034.493698,3036228070.3659463,19891555136.280476,2.9137032999997245
1,0,3,4210496730.003361,6604961309.966087,1646358978.9453077,9315477472.40462,2.722933699999885
1,0,4,4210496730.003361,6317041315.563635,1676303929.6664793,11043324301.149826,2.9239684000003763
1,0,5,3911285346.2048693,5792431086.575362,1449974693.848733,9140095262.484829,3.173660100000234
1,0,6,3911285346.2048693,7152962373.851234,1823604100.9454024,11896590097.330103,3.2549220999999307
1,0,7,3549237432.8558745,8184525680.475954,2724100679.9214067,14657212614.233164,3.1905870000000505
1,0,8,3549237432.8558745,7405102568.30582,1927288854.874038,11758540023.605545,3.3162601999993058
1,0,9,3523447842.3020115,6774764392.630135,2010006306.001865,10645691057.44754,3.1330441999998584
1,0,10,3523447842.3020115,6848584593.086771,2199187188.94952,10854044730.438961,3.2653799999998228
1,0,11,3523447842.3020115,6440168106.224461,2105681162.8632693,10706086627.408766,3.1379752000002554
1,0,12,3523447842.3020115,6268947530.371236,2065360197.2941535,9386203363.641636,3.529105499999787
1,0,13,3523447842.3020115,6237922269.266052,2393770740.8351636,12721900371.669743,3.4889383999998245
1,0,14,3501849973.6757536,5837165797.233038,2243222551.218046,10075227334.01298,3.4519663999999466
1,0,15,3501849973.6757536,5718446967.592675,1912603369.4519355,9137092175.930973,4.290876900000512
1,0,16,3501705963.016774,5354894616.933994,2136966709.6992636,12550176239.114006,3.932090000000244
1,0,17,3501705963.016774,5587003445.999926,2206494672.4109774,9167472961.542593,3.5627345000002606
1,0,18,3501705963.016774,4984183485.85295,1651558319.3941457,9106946863.049055,3.4786519999997836
1,0,19,3501666620.750334,5181215305.060951,2011098885.179166,10883781156.018261,3.5348719000003257
1,0,20,3501666620.750334,4879648007.067741,1789194706.519245,9127317512.785208,3.631418500000109
1,0,21,3501666620.750334,4688310860.60971,1889440434.4608881,10246292098.949955,3.615392900000188
1,0,22,3501634497.574348,4420996610.615347,1378207763.756976,9108230175.025593,3.4308344999999463
1,0,23,3501634497.574348,4737731391.530544,1949839677.0081015,9507114969.334059,3.586382199999207
1,0,24,3501634497.574348,4323433284.407991,1713908458.9643896,9114903769.71858,3.731044300000576
1,0,25,3501561306.222155,4289171164.2473803,1419512462.1717117,9107420124.70623,3.490168000000267
1,0,26,3501524990.4293675,4042585776.891195,1084796874.787823,9115939343.94124,3.494146600000022
1,0,27,3501508174.5614552,4025362742.1570497,1065010131.8914653,9111300600.940432,3.5746297999994567
1,0,28,3501504719.516669,3943458607.162965,1260027354.8689783,10618721723.340479,3.433133800000178
1,0,29,3501504719.516669,3698090039.2937646,477745179.65994376,5787314434.734877,3.832679199999802
1,0,30,3501502371.7196345,3796538299.8733854,1018862802.227258,9104912202.190578,3.374010699999417
1,1,0,4473432546.929867,9366972934.990032,3821083553.08411,27699810379.819916,3.4894714999991265
1,1,1,4218709715.1024075,8047598799.2426815,1801072170.5046256,12836487504.373783,3.489424900000813
1,1,2,4218709715.1024075,6391585562.442027,1880477388.453014,13818891469.102543,3.9697157000000516
1,1,3,4218709715.1024075,5749050375.601078,1152618217.614594,9106704667.214401,3.584549100000004
1,1,4,4155304551.766584,5531733094.00448,1169297004.2753599,9100283212.36268,3.6419853000006697
1,1,5,4155304551.766584,5180192634.642545,885542087.5002178,8475541833.440394,3.4828603000005387
1,1,6,4155304551.766584,5464670572.384865,1249093814.815094,8099127986.45964,3.6054228000002695
1,1,7,4155304551.766584,5334058204.861549,1299177236.1563878,9090972752.831179,3.2989412999995693
1,1,8,4155304551.766584,5349598543.534903,2767098334.4424224,20316415992.298725,3.3993579999996655
1,1,9,4155304551.766584,5113039409.371742,1107157175.405771,7974471575.643829,3.4109081999995396
1,1,10,4155304551.766584,4989145586.563251,1394879705.9367828,11201023484.647808,3.499592200000734
1,1,11,4155304551.766584,4898918201.345493,1006361629.5824865,7971218303.879331,3.45629050000025
