n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_total_share_of_gross_pct,b_loss_total_share_of_gross_pct_mean,b_loss_total_share_of_gross_pct_all,b_loss_total_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active
1,3,0,3962475.1776354965,3962475.264706478,3962475.1776354965,3962475.264706478,82.208234445795,82.20829675100974,82.208234445795,82.20829675100974,13.040285179419813,13.040258990057024,13.040285179419813,13.040258990057024,4.751480374784395,4.751444258932492,4.751480374784395,4.751444258932492,73.74721116487359,73.74719291514641,73.74721116487359,73.74719291514641,0,True,1,-3962475.510037964,3962475.51025963,0.0878,0.0432,,-3962475.187489528,-3962475.2679186254,-3962475.187489528,-3962475.2679186254,1.01908418815303e-05,1.01908418815303e-05,1,0.0,1-unit runs 기준 (3 of 3),3,True,1.0,1:3,aligned,aligned,86,-7.298053361637358e-06,15.477001733141314,115,0.1480369708640612,0.2106929363303592,5.735875728125764e-13,0.702407909536294,3.2446783384407945,3.540734400328902,1.3402804107434003,3.4748115872413066,1701684.1117977465,0.5333333333333333,0.9996987883323804,0.9999999999999963,64,12171.55407830939,12408133.771198818,474566.5548481323,242600.09517445695,3.144169729346427,False,1536.724062650048,nan,nan,90.24992205761373,0.00014300557682199577,5.471245103093325e-05,0.7407002188183808,28440.0,227520.0,1413.144387301043,0.0010923058880806247,False
