n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
2,0,0,42903151.35388447,165884122.21185702,65736313.03345896,284841831.1099049,95.358616599995,0.0
2,0,1,42903151.35388447,126962461.7614852,39679275.20076663,201050796.91270682,90.96361560000514,0.0
2,0,2,8611169.83351522,79076226.55296245,35587593.31193315,143556138.77734503,87.5657882000014,0.0
2,0,3,1601928.3473567143,38150223.231526636,30514100.644132327,130890426.83661565,74.45186860000103,0.004651162790697674
2,0,4,-3070828.489580866,11456623.804927807,15453045.341954567,56005540.70521332,37.60015790000034,0.00847457627118644
2,0,5,-3509344.0596533585,2851682.36071083,6196127.37685787,23793557.84300012,24.709493999995175,0.008064516129032258
2,0,6,-3509344.0596533585,3158374.002285781,5607116.484223523,17508884.155051276,22.967513399999007,0.007782101167315175
2,0,7,-3509344.0596533585,2899031.5651246654,5949282.997930018,19614556.37177962,27.3924418999959,0.011029411764705883
2,0,8,-3509344.0596533585,310346.6401849672,4647397.257896052,13775614.160704033,49.33158369999728,0.013422818791946308
2,0,9,-3509344.0596533585,1237031.3111209166,7901204.229415716,36536469.843513295,44.70387430000119,0.027692307692307693
2,0,10,-3522112.718878027,429638.85397014965,4458668.668644006,17154136.48454923,39.01210859999992,0.04011461318051576
2,0,11,-3522112.718878027,4005672.651093941,7315574.776087117,19344566.36700941,28.273446999999578,0.05962059620596206
2,0,12,-3522112.718878027,1415295.1283784218,6969467.169683074,24921113.026484847,39.349681300001976,0.061381074168797956
2,0,13,-3650773.0315589365,1225947.1293613892,7286848.56198271,25145164.275050595,39.61152679999941,0.06987951807228916
2,0,14,-3657519.385264363,2340041.3789668083,7990147.629951901,27323208.692264397,45.38387900000089,0.07692307692307693
2,0,15,-3657519.385264363,-626359.4753609947,4279466.07214726,14589781.185389234,40.564562899999146,0.08742004264392324
2,0,16,-3657519.385264363,-1189914.9333367655,3116535.3288698145,12206942.607697373,38.66059120000136,0.10505050505050505
2,0,17,-3657519.385264363,-360237.87641297386,5074144.29011157,19239898.429325838,39.9049501000045,0.11663479923518165
2,0,18,-3716546.1518193763,307674.9061810676,5934031.910687984,22148666.33436217,38.89826650000032,0.13454545454545455
2,0,19,-3716546.1518193763,-228696.63063284112,4065359.614869776,13635873.421633208,34.51838809999754,0.14782608695652175
2,0,20,-3726961.1368427146,-887210.257749,3665894.9823324364,11368458.733328862,39.212012799995136,0.15640599001663893
2,0,21,-3726961.1368427146,-146013.27676505258,6060893.038013802,23260629.751186844,40.907004500004405,0.16825396825396827
2,0,22,-3726961.1368427146,-407814.39052111673,4510459.424145057,13154553.200821137,38.51839369999652,0.18968133535660092
2,0,23,-3726961.1368427146,-1411732.4824705594,3567565.37597783,12703956.559304794,38.906137600002694,0.20899854862119013
2,0,24,-3726961.1368427146,-1519323.419685898,5358144.728834002,26586117.590377543,45.07165729999542,0.22191400832177532
2,0,25,-3726961.1368427146,-1638251.5843817634,3199890.262590365,9041540.332734548,39.55659379999997,0.23803191489361702
2,0,26,-3726961.1368427146,-2283416.3025487103,2735826.735762295,10950293.40168291,33.12713090000034,0.25769230769230766
2,0,27,-3726961.1368427146,-1460730.2355854553,3558381.1254146527,11245341.53624857,33.262824600002205,0.27832512315270935
2,0,28,-3729359.309854459,-1503155.395703215,2881385.457052712,6096078.637320837,34.550797500000044,0.29572446555819476
2,0,29,-3729359.309854459,-2420392.6387730464,1852325.6743697894,3232852.831637867,34.850682600001164,0.3099885189437428
2,0,30,-3753253.1950277407,-1994771.0073228243,3711603.2061652555,9982784.753162025,33.389256299997214,0.3266888150609081
2,0,31,-3754924.1097240336,-1822280.0921198302,3918551.991981613,12497845.672145573,38.75345940000261,0.3404710920770878
2,0,32,-3754924.1097240336,-1834304.080775051,3159330.4901184654,9333820.87370616,40.04732589999912,0.3471502590673575
2,0,33,-3764307.614628244,-1571904.7421066146,3337942.871972686,9715757.863188427,40.021440900003654,0.3527638190954774
2,0,34,-3764307.614628244,-2610434.575808233,2466603.838926003,9400774.496202905,35.23472029999539,0.3645224171539961
2,0,35,-3764307.614628244,-1459924.046478053,3802158.0487331357,10418515.967255889,39.56437399999413,0.3740530303030303
2,0,36,-3764307.614628244,-2545024.1507593645,2297923.823477079,6071299.980915282,34.092965700001514,0.38786764705882354
2,0,37,-3765355.845323393,-2759189.7794016963,2113680.8962282105,5904447.502468831,33.98428180000337,0.4
2,0,38,-3765355.845323393,-2294615.188799331,2311982.0676818322,8782578.579229405,36.27515680000215,0.4081810269799826
2,0,39,-3770361.199646089,-1969426.4953018706,3244184.0500772935,10034493.611315615,29.38125659999787,0.41899915182357933
2,0,40,-3773070.2213773914,-2932155.3912294847,1310747.5411121624,1800338.6854256354,34.64142240000365,0.43140495867768597
2,0,41,-3773070.2213773914,-2482986.855188678,2340740.435252372,9105048.325689599,29.597157600001083,0.44363929146537845
2,0,42,-3773968.0590124205,-2711875.458059319,1859405.4235239974,5301916.680749971,29.849486099999922,0.45604395604395603
2,0,43,-3773968.0590124205,-2940970.7913245065,2209480.0009913775,8614751.88834676,28.100033200003963,0.4674329501915709
2,0,44,-3773968.0590124205,-2726839.5204230705,2403455.622552993,5958953.098190056,28.894821599998977,0.47754491017964074
2,0,45,-3774239.449269837,-3271570.170748404,655324.2284056176,-1521617.0612832513,29.703918799998064,0.48757309941520466
2,0,46,-3774239.449269837,-2360403.668631697,3378268.359973673,10587218.839833036,27.569190200003504,0.4982130092923517
2,0,47,-3776408.2918289974,-3026657.9971955447,2574916.105751514,10535167.440332584,24.804290899999614,0.5080475857242828
2,0,48,-3776408.2918289974,-3459784.9222140983,808253.3571606905,497425.3521015176,25.013114399996994,0.5164383561643836
2,0,49,-3776408.2918289974,-3331379.4657628364,1454973.0443662084,3773341.202291403,25.835787600000913,0.5234584450402144
2,0,50,-3776408.2918289974,-3130048.8186235465,1539128.7117744717,2106677.5318291616,16.456628900006763,0.5331582403151675
