n_ess,run,seed,gbest_f,x_json,wall_time_s,n_diverged_total,n_negative_bdefer,min_bdefer,j_net,b_energy,b_defer,b_arb,b_loss,cost,v_violation,i_violation,penalty_v,penalty_line,decomposition_ok
1,0,1174127800,-3052828.206299832,"[32.0, 0.1764458928018715, 0.41917653958227313]",96.62471050000022,0,126,-1.1622825724089125e-05,3052828.2063083015,2120212.3522710716,11445835.389873251,1932092.5919086384,188119.7603625659,10513219.535836022,0.0,0.0,0.0,0.0,True
1,1,500939758,-3084672.0061911326,"[15.0, 0.17415017281055106, 0.4102230645783557]",90.82652569999846,0,111,-1.0676781769802801e-05,3084672.006195724,2087265.2125060551,11290505.036853699,1896179.0545838247,191086.1579226689,10293098.24316403,0.0,0.0,0.0,0.0,True
1,2,4007147622,-3052922.742006127,"[32.0, 0.17594102734424877, 0.41926765535879584]",92.51447670000198,0,108,-1.2298571405722214e-05,3052922.7419904266,2118835.2508557946,11447955.846312258,1930537.7552376373,188297.49561851085,10513868.355177626,0.0,0.0,0.0,0.0,True
