scenario,t,unit,b,p_ch,p_dis,p_net,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess
summer,0,0,15,0.0,0.17547586224180622,0.17547586224180622,0.2055231739411239,0.49999999999999994,6.296033901525001,130.62,6.454850201237773,6.2691064407920525
summer,1,0,15,3.396644990642767e-11,0.0,-3.396644990642767e-11,0.02055289119048945,0.050001395940822764,5.770585022235,122.52,5.903238220445504,5.90323822097581
summer,2,0,15,6.049117516670904e-07,0.0,-6.049117516670904e-07,0.020552317335934316,0.04999999985846346,5.5452711824100005,111.95,5.667469805483167,5.667470442959576
summer,3,0,15,0.035091749601775205,0.0,-0.035091749601775205,0.020552317349975358,0.04999999989262273,5.4075321558,107.47,5.523563348214676,5.560516500469756
summer,4,0,15,0.17743145944532623,0.0,-0.17743145944532623,0.05384328633352786,0.13099079121109794,5.325058788015,104.36,5.437477964753977,5.6246598115211865
summer,5,0,15,0.1774314594497972,0.0,-0.1774314594497972,0.2221710083800011,0.54050111264739,5.319107101680001,104.35,5.431267945088634,5.618438431933839
summer,6,0,15,1.149520032889434e-05,0.0,-1.149520032889434e-05,0.3904940297726273,0.9499999982593006,5.405831673990001,107.59,5.5217877815201994,5.521799877926234
summer,7,0,15,1.1494400177774455e-05,0.0,-1.1494400177774455e-05,0.39049403055017784,0.9500000001509377,5.6838604499250005,114.98,5.812435697664656,5.8124478280034575
summer,8,0,15,1.149435332620334e-05,0.0,-1.149435332620334e-05,0.3904940305760939,0.9500000002139866,6.124285238715001,127.23,6.27427359199157,6.274285777397968
summer,9,0,15,1.4011093672735012e-11,0.0,-1.4011093672735012e-11,0.39049403055251136,0.9500000001566147,6.693946645065001,134.5,6.874257550547764,6.874257550562822
summer,10,0,15,-0.0,0.0,0.0,0.39048312584619355,0.9499734710161077,7.012786984440001,138.16,7.211382195808816,7.211382195808855
summer,11,0,15,-0.0,0.0,0.0,0.3904722213880486,0.9499469424793597,7.113115411230001,140.85,7.31766119806391,7.317661198063974
summer,12,0,15,-0.0,0.0,0.0,0.3904613172011868,0.9499204146025936,7.071453606885001,140.59,7.2735168856649794,7.273516885664893
summer,13,0,15,-0.0,0.0,0.0,0.3904504133090463,0.94989388744283,6.907357112220001,137.7,7.099801106839974,7.09980110684002
summer,14,0,15,0.0,8.569635973228936e-14,8.569635973228936e-14,0.3904395097477176,0.9498673610878705,7.17433275639,142.31,7.382556015343651,7.382556015343582
summer,15,0,15,0.0,9.319897994344861e-10,9.319897994344861e-10,0.3904286064091923,0.9498408352749508,7.311221542095001,145.06,7.527796305012301,7.5277963040118445
summer,16,0,15,0.0,0.17536097685579305,0.17536097685579305,0.39041770238730295,0.9498143077995321,7.386042741735001,145.39,7.607257465347377,7.419497953229445
summer,17,0,15,0.0,5.416117846663215e-11,5.416117846663215e-11,0.2055633540357906,0.5000977507642962,7.517830082010001,143.23,7.747347186917143,7.747347184577084
summer,18,0,15,-0.0,0.0,0.0,0.2055576134214921,0.5000837849078227,7.505076468435001,141.5,7.733782867868868,7.733782867868877
summer,19,0,15,-0.0,0.0,0.0,0.20555187304204875,0.5000698196227085,7.461714182280001,140.33,7.687675812933342,7.6876758129333895
summer,20,0,15,-0.0,0.0,0.0,0.20554613284775164,0.5000558547880208,7.408149005265,140.02,7.630744821572479,7.630744821572486
summer,21,0,15,-0.0,0.0,0.0,0.20554039281902442,0.5000418903561343,7.2083423925900005,137.43,7.418623991613883,7.418623991613876
summer,22,0,15,-0.0,0.0,0.0,0.205534652986488,0.5000279264015438,6.8750479578300006,135.17,7.06562775451025,7.065627754510229
summer,23,0,15,4.266628628733993e-11,0.0,-4.266628628733993e-11,0.20552891335108384,0.5000139629265398,6.574062677460001,133.37,6.747743671500527,6.747743671545975
winter,0,0,15,0.0,0.17547586213339325,0.17547586213339325,0.20552317394112396,0.5000000000000001,6.578313881985001,151.61,6.752227695413273,6.565938983787402
winter,1,0,15,7.094236399627335e-12,0.0,-7.094236399627335e-12,0.020552891335809193,0.050001396294358916,6.136188611385,143.16,6.286780113855868,6.286780114111603
winter,2,0,15,6.048504885491598e-07,0.0,-6.048504885491598e-07,0.020552317427819534,0.05000000008200326,5.918526939705001,132.98,6.058293064256344,6.0582937041097855
winter,3,0,15,0.17743145918049988,0.0,-0.17743145918049988,0.02055231736462388,0.04999999992825988,5.79354152667,129.41,5.927285512001881,6.115369784377781
winter,4,0,15,0.1774314593827518,0.0,-0.1774314593827518,0.1888809687971912,0.4595125823896136,5.742527072370001,128.4,5.873853532494229,6.061838739066115
winter,5,0,15,0.03509970049935547,0.0,-0.03509970049935547,0.3572049197385236,0.8690137294221911,5.789290322145,130.18,5.922831951817588,5.959937949827216
winter,6,0,15,1.1494454119505152e-05,0.0,-1.1494454119505152e-05,0.3904940304723471,0.9499999999615898,5.954237057715001,132.99,6.095749734397934,6.095761898522901
winter,7,0,15,1.1494432011465257e-05,0.0,-1.1494432011465257e-05,0.39049403051231585,0.9500000000588265,6.30368606967,140.92,6.462901974461078,6.462914182675281
winter,8,0,15,5.4080779306731e-10,0.0,-5.4080779306731e-10,0.3904940305314094,0.9500000001052775,6.84954073068,155.88,7.038655688328098,7.03865568890596
winter,9,0,15,0.0,9.728639187128604e-11,9.728639187128604e-11,0.3904831262927649,0.9499734721025336,7.490622373050001,171.35,7.718411850437494,7.718411850332825
winter,10,0,15,0.0,0.1774314594707646,0.1774314594707646,0.3904722216597827,0.9499469431404387,7.5356851410150005,177.93,7.766339847930745,7.576066805371852
winter,11,0,15,0.0,0.17349037373174236,0.17349037373174236,0.20343542992992053,0.4949209036354181,7.3647867191100005,172.76,7.584677857323597,7.398956657772558
winter,12,0,15,-0.0,0.0,0.0,0.020558057317585962,0.05001396417582382,7.103762761275001,168.65,7.307749826235482,7.307749826098144
winter,13,0,15,-0.0,0.0,0.0,0.020557483188336424,0.05001256742518367,6.716052908595001,160.75,6.897600922563718,6.897600922563828
