scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active,recompute_p_shift_mw,recompute_p_shift_frac_s,recompute_coef_delta_max,recompute_jnet_delta_won
summer,0,0,32,0.0,0.18814732547426524,0.18814732547426524,0.0929924206930737,0.20987378680882637,0.2099057705699375,0.9998476280045837,-3.123593254336643e-05,True,0.0005431615333640287,0.22036441379110203,0.4999999999999999,7.034750000000001,130.62,7.185512271970117,6.984620534592681,6.986387409728039,0.9862021328669495,False,0.18814732547342886,0.8963418440692222,0.11012783951265155,0.04666709986606805
summer,1,0,32,4.388430240264861e-13,0.0,-4.388430240264861e-13,3.0646822271753593e-12,3.0959425629848548e-12,0.2099057705699375,1.474920177076948e-11,0.20984255087318707,False,6.642748847395927e-14,0.022037056777015583,0.05000139631870407,6.447649999999999,122.52,6.573632573047587,6.573632573596161,6.573632573515973,0.9859718230337232,False,1.3354269360577307e-14,6.362030602740319e-14,1.1242984246723086e-05,4.648750471423266e-09
summer,2,0,32,6.486577153248274e-07,0.0,-6.486577153248274e-07,1.6815801695882503e-06,1.802350881044774e-06,0.2099057705699375,8.586476094254195e-06,0.20984074852540197,False,2.8842329142998696e-08,0.022036441379110105,0.04999999999999977,6.1959,111.95,6.311975827253596,6.3119765018543195,6.311976510360774,0.9873224724172435,False,6.48657715340399e-07,3.0902328867813372e-06,4.1438740807279143e-07,2.4139496280392256e-09
summer,3,0,32,0.02763818900043644,0.0,-0.02763818900043644,0.04364546989779565,0.05166039618337467,0.2099057705699375,0.2461123200334418,0.15818215469290833,False,0.0006005551795734563,0.022036441379110237,0.050000000000000065,6.042,107.47,6.152230182343842,6.180982737734817,6.1813072745583915,0.9882466075883944,False,0.027638189000781944,0.13166950544398354,0.017837802263114384,-0.002740439658172395
summer,4,0,32,0.1874929352342636,0.0,-0.1874929352342636,0.09437601260806781,0.20990577056993442,0.2099057705699375,0.9999999999999853,-6.321969365141733e-05,True,0.0005603208833917709,0.048256175902249884,0.10949176201379568,5.94985,104.36,6.056656131750002,6.252784268392003,6.2541753474404125,0.9872198403104354,False,0.18749293523424754,0.893224301195558,0.12967571377267187,-0.02117631540644739
summer,5,0,32,0.18749293523427493,0.0,-0.18749293523427493,0.09437601260804435,0.20990577056993395,0.2099057705699375,0.9999999999999831,-6.321969365094549e-05,True,0.000560320883391476,0.22612937597473773,0.5130805198635671,5.9432,104.35,6.04976122818321,6.245880237563055,6.247268760512991,0.9872554962585133,False,0.18749293523425134,0.893224301195576,0.1298027490141489,-0.02118888593283484
summer,6,0,32,0.015501274656394231,0.0,-0.015501274656394231,0.027363576569694497,0.0314492422588924,0.2099057705699375,0.14982552491768672,0.1783933086173906,False,0.0003986991900624546,0.40399760882553026,0.9166580072418276,6.040100000000001,107.59,6.150259008515443,6.166378582898794,6.166564369111337,0.9882430980616567,False,0.01550127465608905,0.07384873038030297,0.010112157437021931,0.0175001756592794
summer,7,0,32,1.2324496592785338e-05,0.0,-1.2324496592785338e-05,3.730678406125357e-05,3.9289812334224514e-05,0.2099057705699375,0.0001871783335329208,0.20980326106394878,False,6.7413289353598e-07,0.4186923862030942,0.9500000000000005,6.35075,114.98,6.4728686591927795,6.472881480425599,6.472881656167276,0.9864921410227776,False,1.2324496592800873e-05,5.871442485519726e-05,7.704285003853604e-06,4.563140785294983e-09
summer,8,0,32,1.232449659239282e-05,0.0,-1.232449659239282e-05,0.030834024215089354,0.0308340266781673,0.2099057705699375,0.14689461177959307,0.1790085241981157,False,0.0007705425545393733,0.4186923862030943,0.9500000000000007,6.84285,127.23,6.985253043091473,6.985298618314244,6.985266097574907,0.9841692415155971,False,1.2324496592644716e-05,5.871442485445332e-05,7.227169895371846e-06,6.200527272274279e-06
summer,9,0,32,1.2324496588895126e-05,0.0,-1.2324496588895126e-05,0.1280987303279056,0.12809873092078117,0.2099057705699375,0.6102677909852915,0.08174381995550184,False,0.0032021601606048097,0.41869238620309424,0.9500000000000006,7.47935,134.5,7.650457756139371,7.650450297378943,7.650470886332436,0.9817570669553907,False,1.2324496591561216e-05,5.871442484929149e-05,6.693933208425512e-06,7.020043884739535e-06
summer,10,0,32,9.145998350091737e-17,0.0,-9.145998350091737e-17,0.18242693090851433,0.18242693090851433,0.2099057705699375,0.8690896415719661,0.027415619967768673,False,0.0045606732727128604,0.4186923862030908,0.9499999999999929,7.8355999999999995,138.16,8.024006123412613,8.023849459503948,8.02400612341266,0.9804033759515097,False,3.4724163355158966e-17,1.6542738801737414e-16,1.0998474988090289e-10,-9.483694010659072e-08
summer,11,0,32,0.0,7.76698718551314e-16,7.76698718551314e-16,0.19950532129166593,0.19950532129166593,0.2099057705699375,0.9504518182133239,0.01033722958461708,False,0.004987633032291633,0.4186806939531732,0.9499734706486415,7.9477,140.85,8.141734210688744,8.141518417537396,8.141734210688732,0.9799768008683811,False,2.3465566451204776e-16,1.1179095451969195e-15,1.7468130383199668e-10,-1.63995746670087e-08
summer,12,0,32,0.0,5.801412614783595e-16,5.801412614783595e-16,0.19241423941079322,0.19241423941079322,0.2099057705699375,0.9166696031669298,0.017428311465489787,False,0.00481035598526982,0.4186690020297679,0.9499469420381365,7.90115,140.59,8.092836335878602,8.092646046387483,8.092836335878593,0.9801539688120466,False,1.6690652559258913e-16,7.951497719162434e-16,2.2954369696416317e-10,-1.1997704129664e-07
summer,13,0,32,2.6222579170951734e-16,0.0,-2.6222579170951734e-16,0.16447079012851584,0.16447079012851584,0.2099057705699375,0.7835458247857774,0.045371760747767165,False,0.0041117697532128935,0.4186573104328672,0.9499204141684601,7.7178,137.7,7.900387440847766,7.900284509471262,7.900387440847724,0.9808513434798753,False,9.345953761090055e-17,4.452452038699966e-16,1.489827829352629e-09,-1.1042691448748254e-07
summer,14,0,32,0.0,6.758884787127806e-15,6.758884787127806e-15,0.20984255086823578,0.20984255086823578,0.2099057705699375,0.9996988186578669,8.047229549390522e-12,True,0.00524606377170573,0.41864561916246296,0.949893887039594,8.0161,142.31,8.213611994824772,8.213356131099975,8.213611994824761,0.9797155520686394,False,2.298722957065384e-15,1.0951213731875387e-14,1.3210381574001907e-09,-3.3628426779341858e-09
summer,15,0,32,0.0,0.11229908765546587,0.11229908765546587,0.17733963863250313,0.20990577056993168,0.2099057705699375,0.9999999999999722,-6.321969364866953e-05,True,0.0024401670728616473,0.41863392821853707,0.9498673606514972,8.16905,145.06,8.374458917452944,8.251715433944021,8.254244114692705,0.9799989533320161,False,0.11229908765546999,0.5349976198870321,0.062326819463873334,0.02166602424435865
summer,16,0,32,0.0,0.12086546212007564,0.12086546212007564,0.17161577021083457,0.20990577056993315,0.2099057705699375,0.9999999999999792,-6.321969365014057e-05,True,0.0022260077112464397,0.30025068952955986,0.6812594746223118,8.252650000000001,145.39,8.462445671960106,8.330310299045472,8.332975850480793,0.9795979740101438,False,0.12086546212005277,0.5758081914178828,0.06624068526245837,0.025611439632660053
summer,17,0,32,0.0,0.04800992194427001,0.04800992194427001,0.20429969730611397,0.2098650016664634,0.2099057705699375,0.9998057752134999,-2.2450790180400526e-05,True,0.004046376993054839,0.17284116420436296,0.3921712249969055,8.3999,143.23,8.617543845835959,8.564268994308753,8.565993076129727,0.9782026894913857,False,0.048009921944227936,0.22872130582151737,0.02334577409712528,0.007522001500045363
summer,18,0,32,0.0,3.0327784445603783e-15,3.0327784445603783e-15,0.20984255087627157,0.20984255087627157,0.2099057705699375,0.9996988186961498,1.1435297153639112e-14,True,0.005246063771906719,0.12223032723426137,0.27733681026676915,8.38565,141.5,8.602527556482379,8.601948648840919,8.602527556480624,0.9777168480272727,False,1.0133796684849394e-15,4.827783751410952e-15,1.0846939762007321e-06,9.664279419568586e-05
summer,19,0,32,0.0,7.311344104482138e-16,7.311344104482138e-16,0.20984255087626963,0.20984255087626963,0.2099057705699375,0.9996988186961405,1.3378187446733136e-14,True,0.005246063771906727,0.12222691387499794,0.27732906546078007,8.337200000000001,140.33,8.551483062848575,8.550946767838138,8.551483062848613,0.9779791215788421,False,2.193198233486804e-16,1.044848946997416e-15,4.1491194989076074e-10,-7.819457052346546e-09
summer,20,0,32,0.0,5.145462372145621e-16,5.145462372145621e-16,0.20984255087626638,0.20984255087626638,0.2099057705699375,0.9996988186961251,1.662558979376172e-14,True,0.005246063771906651,0.12222350061105701,0.27732132087107475,8.27735,140.02,8.488451308767335,8.48796754410381,8.488451308767335,0.9783030094785867,False,1.4461101123621452e-16,6.889329952366997e-16,1.401653094394491e-09,-5.214248026408352e-09
summer,21,0,32,2.229865790095035e-16,0.0,-2.229865790095035e-16,0.209842550876158,0.209842550876158,0.2099057705699375,0.9996988186956087,1.2501111257279263e-13,True,0.005246063771903949,0.12222008744243398,0.27731357649764277,8.0541,137.43,8.253558437481066,8.253269565177074,8.253558437481098,0.9795102179262298,False,7.964726692205211e-17,3.794429600758156e-16,1.35061219341707e-09,-7.971005886592275e-10
summer,22,0,32,1.2842427709001192e-14,0.0,-1.2842427709001192e-14,0.15896586445804242,0.15896586445804242,0.2099057705699375,0.7573201252467585,0.050876686418240585,False,0.003974146611450743,0.12221667436912682,0.27730583234047956,7.6817,135.17,7.862523853537317,7.862435673800382,7.86252385353735,0.980988559496156,False,4.43334976865597e-15,2.1120666461996303e-14,2.300237545421378e-09,-2.9746459115354007e-08
summer,23,0,32,0.1034621748525804,0.0,-0.1034621748525804,0.18263628033148582,0.20990577056990833,0.2099057705699375,0.999999999999861,-6.321969362532709e-05,True,0.0026610898929332006,0.12221326139114437,0.2772980883996051,7.3454,133.37,7.5102334521833525,7.6186493144654674,7.620482098771778,0.9817161416141731,False,0.10346217485250797,0.4928981922297172,0.0625191234258876,-0.02626447158471077
winter,0,0,32,0.0,0.18814732547345178,0.18814732547345178,0.09299242069479392,0.20987378680885932,0.2099057705699375,0.9998476280047407,-3.12359325763123e-05,True,0.0005431615333851889,0.22036441379110205,0.49999999999999994,7.35015,151.61,7.515203801605535,7.313620388138774,7.315510133418974,0.9845077910010295,False,0.18814732547345167,0.8963418440693309,0.10607296722919765,0.05549601336559892
