n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,2513139.5622195937,74186423.11955109,59933647.154272504,254360821.02320468,14.68096549999973
1,0,1,516618.6398849189,41551820.928558715,39927579.7505236,131422641.5658145,2.3385183999998844
1,0,2,-308765.074733939,20434539.198041216,26240023.026826687,83036382.51485448,2.3189622000008967
1,0,3,-3972402.4680928476,6574444.7405492235,11848957.972428761,45167784.452012174,2.380512900001122
1,0,4,-3972402.4680928476,537131.9776485338,4067438.5368473255,18129778.581732057,2.314999000000171
1,0,5,-4434159.70860995,-1266063.553307883,1511817.3835418632,2376748.9454734093,2.347176200000831
1,0,6,-4490321.272265006,-1464717.9959231112,1676804.0961819198,1452628.3887271797,2.385174700000789
1,0,7,-4490321.272265006,-2102238.4179102466,1784108.9292610122,644151.5476891198,2.4897698999993736
1,0,8,-4491131.993338451,-2251422.92044563,1448238.780455717,517703.1651226138,2.722493499999473
1,0,9,-4491131.993338451,-2893778.955873386,1345329.5795071411,287534.25040379167,2.695990199999869
1,0,10,-4491131.993338451,-2791419.0764464615,1094738.7098233418,-328898.82635544846,2.6614542999996047
1,0,11,-4491131.993338451,-3113019.672755882,1294543.6307472344,352874.06933949934,2.6738997000011295
1,0,12,-4555112.72346051,-3093968.3440658525,1510788.4537209915,-114960.11330986302,2.684246800001347
1,0,13,-4555112.72346051,-3299413.0585820666,1349427.0068540652,-182656.6640904448,2.7270343999989564
1,0,14,-4555112.72346051,-3711311.5268788496,853228.3471836568,-694835.2449663915,2.682466000000204
1,0,15,-4591385.438024377,-3793547.580164979,920008.4624684341,-574197.0923359548,2.708258200000273
1,0,16,-4627310.808002874,-3659192.20868,1047213.9937064443,-343004.4731171811,2.6518159000006563
1,0,17,-4627310.808002874,-3748260.394765373,1087385.3561978948,229456.582169645,2.7242641000011645
1,0,18,-4633596.986436047,-3974749.1961587435,822860.2819720452,-112652.3270683852,2.698244400000476
1,0,19,-4633857.34364065,-4158408.2961587664,409372.59937393595,-2813766.3371174224,2.7041112999995676
1,0,20,-4641332.879440427,-4077575.9501179745,698276.9822780556,-698064.9803041895,2.6492622999994637
1,0,21,-4641332.879440427,-4165685.1681480682,479702.7306987418,-2917875.370617968,2.690720300000976
1,0,22,-4641332.879440427,-4314039.5448320145,319091.9744351409,-3227053.556744175,2.6873899000001984
1,0,23,-4642126.177734913,-4331765.342756721,358662.8162999689,-2812033.702898249,2.658593500000279
1,0,24,-4642126.177734913,-4271652.124315431,688347.8217516666,-738349.2691405369,2.8009189999993396
1,0,25,-4657645.7337365225,-4435076.331485011,184615.88550241353,-3880764.544940319,2.6954324999987875
1,0,26,-4657645.7337365225,-4458321.104594052,165034.98740467217,-3891281.7676702477,2.8385117999987415
1,0,27,-4657645.7337365225,-4468883.773502365,175949.7473250673,-3810536.904354561,2.6923840999988897
1,0,28,-4657645.7337365225,-4487468.747803366,136340.98139895702,-4101011.743080007,2.7233521999987715
1,0,29,-4657645.7337365225,-4512794.142941744,85470.0822360261,-4208184.453712568,2.7490993999999773
1,0,30,-4657645.7337365225,-4516815.811271684,63589.70459715534,-4365502.315526294,2.6801319000005606
1,1,0,-2510310.473270869,76672449.71347146,100560148.6141093,542447125.995563,2.391292099999191
1,1,1,-2510310.473270869,44830239.97258431,52707013.19385498,193844973.95529792,2.4557311999997182
1,1,2,-2510310.473270869,21890193.164917517,30561256.5159692,122335900.58477558,2.7300272999982553
1,1,3,-3149817.593797937,7701289.25497647,18031924.988170795,81568677.60258837,2.664710799999739
1,1,4,-3149817.593797937,4468110.15550132,14470795.983132938,80102012.16932851,2.7427494000003207
1,1,5,-3149817.593797937,2420081.861454393,9091319.26765781,48519530.27738833,2.7374399000000267
1,1,6,-3233331.2337662205,-406671.6130727049,1693042.9495724372,4585735.548974281,2.7203934999997728
1,1,7,-3233331.2337662205,985825.7827119499,6029139.09510088,30221003.4976378,2.689839700000448
1,1,8,-3235685.702775033,1885982.1493658538,5052314.653388756,15122415.145589,2.8096686999997473
1,1,9,-3235685.702775033,-257030.03313549206,4288005.2317940425,17794159.28879004,2.6797535000005155
1,1,10,-3416559.342540294,-1472628.3441885053,1252202.7902256907,1377040.1594149915,2.718023399998856
1,1,11,-3416559.342540294,-1270666.940157875,1739030.219614717,2896866.7933989633,2.7154372000004514
1,1,12,-3416559.342540294,-760555.8105476843,3647170.196993046,10472711.073198464,2.6641195000011066
1,1,13,-3416559.342540294,-1501120.302422999,2178427.460890134,6189986.838599008,2.743602699998519
1,1,14,-3416559.342540294,-1586249.6528655812,1433716.6563943462,2903988.695977206,2.709416699999565
1,1,15,-3416559.342540294,-1025572.8042785886,3007151.2415313916,11363812.272280496,2.644077400000242
1,1,16,-3416559.342540294,-1102968.8577282864,3683057.169644635,13449283.257472351,2.6781893000006676
1,1,17,-3416559.342540294,-1402054.2207184224,3162168.9775005495,11140946.311649516,2.731600900000558
1,1,18,-3416559.342540294,-1673321.7798630898,2430736.2173678065,8802434.496316915,2.722714799998357
1,1,19,-3440698.269772794,-1985963.319913737,2440073.4361909046,8225124.244822771,2.714172600000893
1,1,20,-3440698.269772794,-2670586.696957181,987038.8015768253,314804.2523688972,2.7325029999992694
1,1,21,-3440698.269772794,-2549944.968053405,1207147.076914994,1215458.544214936,2.747564399998737
1,1,22,-3440698.269772794,-2942981.0250677,710678.7310883981,-364077.663654753,2.680098100001487
1,1,23,-3440698.269772794,-2531644.637723298,2155832.6120626633,9007161.964692185,2.7382173999994848
1,1,24,-3440698.269772794,-2959190.882887841,960879.3073306362,560645.6799294353,2.6920845999993617
1,1,25,-3440698.269772794,-3218952.747462365,299807.4361059824,-1815289.9317976031,2.6985619999995833
1,1,26,-3464120.838769382,-3257947.846977546,278338.88028000854,-2023599.361114867,2.733283000001393
1,1,27,-3464120.838769382,-1934602.2703314843,668595.8477568454,-480509.9509404022,2.686498000000938
1,1,28,-3464120.838769382,-2679872.353359472,954013.6971651652,809194.8043670319,2.6767141000000265
1,1,29,-3471881.106133146,-2860200.9339426598,928050.1576767389,1183042.6726548746,2.730392800000118
1,1,30,-3471881.106133146,-2613573.5850312486,2259238.421705045,9458140.661782723,2.75156909999896
1,2,0,-3196344.2236252334,89812504.09405035,64505154.43485485,329254147.84440637,2.599119900000005
1,2,1,-3196344.2236252334,55100754.276154906,40062487.19423735,150079397.94318607,2.703963699999804
1,2,2,-4478180.95370933,27260770.76057953,26915667.068005305,110439180.42218427,2.6906558999999106
1,2,3,-4478180.95370933,8559271.006203659,16519939.891543373,71883844.39354391,2.7130793999986054
