n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,2,4,-4511271.643308654,1630391.753261001,7183613.162840629,35585693.86253978,2.6479411000000255
1,2,5,-4511271.643308654,-640281.3245569544,2022887.0445969293,6596740.164047278,2.6628491999999824
1,2,6,-4511271.643308654,-1200562.3277860978,1313474.0961224122,1513134.2449393794,2.6836851999996725
1,2,7,-4511271.643308654,-2003784.3726663934,1635019.4446273053,2861834.4685593024,2.6642033999996784
1,2,8,-4586744.937984835,-1880881.3010124878,1763963.4929154168,2202708.1418597847,2.684764499999801
1,2,9,-4586744.937984835,-2667512.8334951904,1729850.9101064247,2500576.2449117377,2.7092725000002247
1,2,10,-4586744.937984835,-2526317.4136045626,1864436.8331842574,2963173.6398985256,2.7073670999998285
1,2,11,-4586744.937984835,-3050760.6767787575,1376516.1960518125,717757.4253437221,2.690348799998901
1,2,12,-4586744.937984835,-3299497.2650062963,1182688.571753309,-592507.5560758505,2.6895180999999866
1,2,13,-4586744.937984835,-3111870.920982725,1610884.6244473394,902413.2894192636,2.741924599999038
1,2,14,-4586744.937984835,-2793299.4015234886,1711618.963129599,1540173.398757549,2.703919000001406
1,2,15,-4586744.937984835,-3378996.6781918323,1189505.37270676,-310909.19308517873,2.678168200000073
1,2,16,-4586744.937984835,-3433549.5952863996,1267329.9455029643,-263538.82436423376,2.6592841999990924
1,2,17,-4591746.857316904,-3235495.851810985,1242177.0531266623,-541725.0184290353,2.724506399999882
1,2,18,-4591746.857316904,-3411833.8147497084,1361766.0829581881,-142937.12196552008,2.727584399999614
1,2,19,-4591746.857316904,-3642151.785826807,918560.4821605498,-636503.2333008936,2.7053680999997596
1,2,20,-4597829.439125523,-3602532.2716094656,1105854.6516226784,-640712.6208739243,2.6996580000013637
1,2,21,-4597829.439125523,-3688339.688110077,1117099.5941765914,-114960.91140001547,2.7280630999994173
1,2,22,-4597829.439125523,-3853816.3689315473,1006672.5123528197,708417.1347408975,2.830443999999261
1,2,23,-4618344.357799921,-4011347.4643288804,776435.20779785,-669189.8671456696,2.754176299999017
1,2,24,-4618344.357799921,-4024432.5969105754,613624.7338089459,-2387072.8900946006,2.714997500001118
1,2,25,-4624233.742988089,-4202804.808859145,447115.88248817495,-2724079.580091808,2.658459700000094
1,2,26,-4624233.742988089,-4095968.914969655,730699.021116414,-724420.8333295076,2.7206857000001037
1,2,27,-4624233.742988089,-4187537.0207112846,634435.9372116079,-1199011.3201933801,2.7375716000005923
1,2,28,-4624233.742988089,-4285055.487005228,441245.71224143263,-2170210.8814953268,2.7278140999987954
1,2,29,-4624233.742988089,-4285045.720679787,692698.1690255194,-545372.7766797785,2.6561593000005814
1,2,30,-4624233.742988089,-4317268.923613761,439036.8993465929,-2112281.8690143507,2.7340755999994144
