n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,1534482.3314263131,136201129.7402491,336386405.18005913,1972041143.9629178,11.94166320000295
1,0,1,288559.6962928809,90798119.49835077,167522399.7408626,692132637.0833917,2.5459483999984514
1,0,2,-227546.61887965724,32419369.999479145,70247714.67240153,397062218.7733762,2.514429700000619
1,0,3,-1046850.8177125044,9975725.895847427,14651313.228708943,55664465.12518397,2.3304580000003625
1,0,4,-2328152.05519804,5499725.595606778,12101023.733641488,58418086.94187369,2.2640648000015062
1,0,5,-2328152.05519804,3885314.080111077,6914109.13483424,26353315.59693083,2.2696623999981966
1,0,6,-2859704.411024146,1401680.9278582355,4427558.32101003,19893029.67942365,2.4299883999992744
1,0,7,-2859704.411024146,1275648.3062327073,5200247.314653795,24413345.464725714,2.3614870000019437
1,0,8,-2859704.411024146,1185007.9702021587,4854468.451572218,22912500.113476258,2.4151098000002094
1,0,9,-2859704.411024146,1701058.1137322774,4889981.2087549055,14829373.101563845,2.598403599997255
1,0,10,-2859704.411024146,1420954.0764529465,6116210.416433217,21173176.432357755,2.8838496999997005
1,0,11,-2935274.188490806,-637212.7705587854,3545022.7696305104,13398587.206432704,2.9972640000014508
1,0,12,-2935274.188490806,2084814.5467005102,7182511.1304186825,30201654.244751833,3.1018637999986822
1,0,13,-3038710.341772681,2835877.723091936,6151370.63191674,18518619.500466567,2.803824700000405
1,0,14,-3038710.341772681,454861.78900576464,4524918.839086737,15550936.07673326,2.9711649999990186
1,0,15,-3038710.341772681,-281283.78251170204,3500313.7834003507,13192332.748646531,2.9323999999978696
1,0,16,-3038710.341772681,-106455.35787450796,4726593.105647411,20693903.355359882,2.9515790000004927
1,0,17,-3038710.341772681,958278.288937037,5116914.816285579,14357821.226518549,3.0166516000026604
1,0,18,-3038710.341772681,-431572.93451334693,4416713.96609982,18828811.250376973,2.9898381999992125
1,0,19,-3038710.341772681,-803019.3924479077,2683669.6302850316,7654168.125837844,3.006656000001385
1,0,20,-3038710.341772681,-733617.3485539501,3588989.3922601426,11137046.876438553,3.0125953999995545
1,0,21,-3044440.239145441,64313.39383580402,5278865.92898695,16584613.84090178,2.950471500000276
1,0,22,-3044440.239145441,-1538700.9368894335,3439390.4005116867,11542038.747011736,3.0510318000015104
1,0,23,-3044440.239145441,-1831838.8562033055,3247726.9207257447,11359316.50388206,2.9971178000014334
1,0,24,-3044440.239145441,-1605726.1581882886,2891937.9841987505,7881915.88885125,3.0453486000005796
1,0,25,-3050436.7535948753,-2098649.8609667285,2050504.3455625807,5577977.003942422,3.005222399999184
1,0,26,-3050436.7535948753,-2573383.839551256,1559252.4329263268,5825741.532353234,3.060450299999502
1,0,27,-3050436.7535948753,-2232012.9884295305,2471295.0069123646,7487932.486405586,3.0133123000014166
1,0,28,-3052323.513733566,-2582553.8081913297,1454023.8646022147,4920399.624648493,3.0915805000004184
1,0,29,-3052828.206299832,-2801605.1883175643,663136.0514188256,606809.2237573601,3.0101093999983277
1,0,30,-3052828.206299832,-2810067.443135456,551346.1337236306,-106294.29658989795,3.0552519999982906
1,1,0,-1853978.6074197683,197103762.85679403,745421470.6360615,4335261670.404491,2.64369920000172
1,1,1,-1853978.6074197683,64725098.14576149,146641278.77665436,835443809.2804449,2.813929400002962
1,1,2,-1853978.6074197683,22812041.217723742,31385654.758117735,123319803.6316844,2.865700900001684
1,1,3,-2801626.530636484,8005225.232469847,18007953.242972035,81903851.60235804,2.7680811999998696
1,1,4,-2801626.530636484,4483835.932220197,14286806.065141039,79505488.92807093,2.6256977999983064
1,1,5,-2801626.530636484,2793942.156434471,9145109.06161153,48577708.739549145,2.588148300001194
1,1,6,-2801626.530636484,304564.53254813084,2082743.214621617,6209359.081331049,2.7969780000021274
1,1,7,-2801626.530636484,2211324.792712656,6063156.668595246,28155259.961407125,2.8619840999999724
1,1,8,-2801626.530636484,1549738.7921668303,4449726.975351537,13566792.979219899,2.8778072999994038
1,1,9,-2910396.209850073,915648.0296833698,4376169.541614241,19276598.667721182,2.8968810999976995
1,1,10,-2910396.209850073,1252826.809418855,5548969.184083306,19422852.45823972,3.006791699997848
1,1,11,-2910396.209850073,355724.796018045,3740153.8283624994,14748353.013708157,2.8949405000021216
1,1,12,-2910396.209850073,-735448.2763931684,2361405.508402664,6750254.102096411,2.9412303999997675
1,1,13,-2910396.209850073,-224062.6002775869,4191121.5218692264,17196375.240005497,2.999537899999268
1,1,14,-2917840.336552851,-371606.2076469555,2812345.086046461,7236921.27025404,2.954500600000756
1,1,15,-2917840.336552851,854741.2815739607,4269948.084832841,12907195.324548708,2.9614340999978594
1,1,16,-2917840.336552851,-1334214.1187198758,1643529.3517106078,3428743.3769516274,2.9434179999989283
1,1,17,-2932779.916587649,-1255013.2839256397,2095329.0322082215,4926948.603183278,2.96540449999884
1,1,18,-3045436.2753500342,-1377668.1213339625,3232454.885797576,11217687.620135507,2.9901559999998426
1,1,19,-3045436.2753500342,-687612.6014226876,4192473.495655174,16160110.962953242,3.0814929000007396
1,1,20,-3053332.597916836,-1483838.9150129906,2487936.119291404,10352977.888105923,3.003357599998708
1,1,21,-3053542.762324689,-1725270.0156466817,2117372.790016146,8605264.952693097,3.019751700001507
1,1,22,-3053542.762324689,-1597325.9568502489,2607469.394351427,9218763.603708845,3.0970836999986204
1,1,23,-3062689.689122319,-1592062.4140052693,2430686.1138885277,8002541.551726127,3.007159500000853
1,1,24,-3063456.0703860223,-1664101.010292496,3028046.8715099543,12509490.078022994,3.0232303999982832
1,1,25,-3063456.0703860223,-2451790.546786306,873130.6097191989,750558.3534826227,2.988206400001218
1,1,26,-3063902.8986674547,-2189863.397759962,1903936.5216359645,4982700.541662702,3.0244556999969063
1,1,27,-3076764.6707836557,-1453140.5194137117,3121565.7940393346,10189761.753696328,3.103658500000165
1,1,28,-3076764.6707836557,-2480286.5579578234,845653.6791456926,507084.5441477822,3.0226905000017723
1,1,29,-3084672.0061911326,-2454716.8462929386,988326.6023899567,530654.1834790278,3.028727799999615
1,1,30,-3084672.0061911326,-2822949.744639296,395117.7193422033,-1114429.6461051349,3.0246259000014106
1,2,0,1504990.072944153,186103638.27470586,491202332.71723545,2836172130.404253,2.9996436000001268
1,2,1,112436.80713383481,82422041.19119756,161052402.75560895,951675481.018505,3.0394416000017372
1,2,2,-465832.9346574284,30312755.390813746,29074751.184113804,114389893.73457405,2.9920085000012477
1,2,3,-1978965.4660954196,10660360.973322928,17683527.1559434,75673343.94301957,2.941732499999489
1,2,4,-2912523.2419885155,3172476.80025324,7633625.2539070835,39999686.168069184,2.726931399996829
1,2,5,-2912523.2419885155,2057514.2174385157,4434206.829773644,20153763.78172223,2.63562009999805
1,2,6,-2912523.2419885155,1346781.372613221,3392832.681241452,13263890.717861902,2.726749199999176
1,2,7,-2912523.2419885155,1650479.1102048003,5447063.995022957,21084745.650465965,2.875452700001915
1,2,8,-3026966.578265097,2262532.2682143664,5578116.614033732,16987674.133552343,2.8667958000005456
1,2,9,-3026966.578265097,1666908.915569013,5071382.617044457,18534277.930651985,2.846169299999019
1,2,10,-3026966.578265097,3028792.245651176,5631065.787590371,17582117.868715115,2.8664372000021103
1,2,11,-3026966.578265097,922488.3224216709,5187022.9375677,19295773.888270438,2.8469894000008935
1,2,12,-3039764.0632198304,153994.68758245805,4135979.5926980525,10980067.49267555,2.9635445999992953
1,2,13,-3039764.0632198304,25703.95632985118,4645833.815139821,15103217.920010643,2.993532000000414
1,2,14,-3039764.0632198304,-728847.7916278578,2396861.286940528,6908041.671393121,2.9902126000015414
1,2,15,-3046421.0655779913,-1143915.7880894523,2826576.4761042916,8758045.563257417,2.9975044000020716
1,2,16,-3046421.0655779913,6219.684120374091,4271150.038681819,17750211.918062862,2.976084099998843
1,2,17,-3046421.0655779913,-626378.2629987308,3830691.00558261,10951852.518894477,3.042270900001313
1,2,18,-3046421.0655779913,-472065.1862986717,3648812.6469349302,10629922.961011516,3.3429639999994833
1,2,19,-3046421.0655779913,-743599.434307063,3197824.2368198773,8901970.360699235,3.2346088999984204
1,2,20,-3046421.0655779913,-1357235.485734933,2928472.2784155747,11204224.229929898,3.2792592000005243
1,2,21,-3049818.088353988,-1103471.673535725,3047093.8553778706,10999983.179299321,2.9873359999983222
1,2,22,-3049818.088353988,-1576083.4863324498,2735406.855251499,9411096.311758988,3.047438699999475
1,2,23,-3049818.088353988,-1421533.1442833254,2399048.3255190323,5103080.816626735,2.9973585000007006
1,2,24,-3052922.742006127,-418642.10538301617,4722563.5438474445,11157359.248121398,2.9718101999969804
1,2,25,-3052922.742006127,-2367011.2097300943,1722473.2862536635,5580246.881894838,3.08818969999993
1,2,26,-3052922.742006127,-2366227.8011932056,1556702.2708766374,5828541.486977613,3.0718987000000197
1,2,27,-3052922.742006127,-1660443.5511325137,2520523.2116727964,7448957.2303064475,3.049511299999722
1,2,28,-3052922.742006127,-2175640.465132474,1679625.6211389643,3847531.126693776,3.0404453000010108
1,2,29,-3052922.742006127,-2704516.205724372,709044.4754423011,575983.6276943218,2.995997300000454
1,2,30,-3052922.742006127,-2806391.6030707583,526547.6867803404,-559886.8203181904,3.0749633000014
