n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall
1,3,0,4624233.742996911,4251253.527621574,4624233.742996911,4251253.527621574,70.02832406976644,73.75513442285178,70.02832406976644,73.75513442285178,11.736962165350185,12.436496928876359,11.736962165350185,12.436496928876359,18.234713764886106,13.808368648274291,18.234713764886106,13.808368648274291,73.32356386316475,73.93848807612858,73.32356386316475,73.93848807612858,0,True,0,-4657645.7337365225,4657645.733732209,0.4353,0.0397,,-4624233.742988089,-4251253.527619253,-4624233.742988089,-4251253.527619253,25.642402471574854,25.642402471574854,2,25.28113190643567,1-unit runs 기준 (3 of 3),3,True,1.0,1:3,conflict,partial,56,-1285087.4879304827
