scenario,t,unit,b,p_ch,p_dis,p_net,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess
summer,0,0,29,0.0,0.14290714945262117,0.14290714945262117,0.16737764097727936,0.499999999999977,6.296033901525001,130.62,6.454850201237773,6.271273047658816
summer,1,0,29,5.433443827496049e-08,0.0,-5.433443827496049e-08,0.01673825364489735,0.05000146240311963,5.770585022235,122.52,5.903238220445504,5.877686576683562
summer,2,0,29,4.5037292010533737e-07,0.0,-4.5037292010533737e-07,0.01673783522128431,0.050000212464326746,5.5452711824100005,111.95,5.667469805483167,5.645655040710852
summer,3,0,29,4.76628913448565e-07,0.0,-4.76628913448565e-07,0.016737793260267964,0.05000008711599437,5.4075321558,107.47,5.523563348214676,5.503970821119894
summer,4,0,29,2.214099722019373e-05,0.0,-2.214099722019373e-05,0.016737775197328057,0.05000003315735389,5.325058788015,104.36,5.437477964753977,5.419116485256749
summer,5,0,29,0.31754990368444624,0.0,-0.31754990368444624,0.016758309674910703,0.050061374915616075,5.319107101680001,104.35,5.431267945088634,5.742982192459039
summer,6,0,29,9.423624714835807e-06,0.0,-9.423624714835807e-06,0.31801743200586324,0.9499997435410679,5.405831673990001,107.59,5.5217877815201994,5.502174646175095
summer,7,0,29,9.364724745695627e-06,0.0,-9.364724745695627e-06,0.3180174884880971,0.9499999122680062,5.6838604499250005,114.98,5.812435697664656,5.788332615937038
summer,8,0,29,9.183695854638723e-06,0.0,-9.183695854638723e-06,0.3180174900044674,0.9499999167977937,6.124285238715001,127.23,6.27427359199157,6.242567428270192
summer,9,0,29,1.3320251573573845e-07,0.0,-1.3320251573573845e-07,0.3180173208425204,0.9499994114676134,6.693946645065001,134.5,6.874257550547764,6.832136316854187
summer,10,0,29,2.587524224907904e-08,0.0,-2.587524224907904e-08,0.31800856506586345,0.9499732557140558,7.012786984440001,138.16,7.211382195808816,7.163190999291033
summer,11,0,29,0.0,1.6554412932591278e-08,1.6554412932591278e-08,0.3179997058284175,0.9499467908965502,7.113115411230001,140.85,7.31766119806391,7.267583831159451
summer,12,0,29,0.0,3.0276158842827286e-08,3.0276158842827286e-08,0.3179908039642846,0.9499201987421831,7.071453606885001,140.59,7.2735168856649794,7.224203251525359
summer,13,0,29,2.0112600212808215e-08,0.0,-2.0112600212808215e-08,0.31798188788543896,0.9498935641248186,6.907357112220001,137.7,7.099801106839974,7.053377836418901
summer,14,0,29,0.0,7.668155025771571e-08,7.668155025771571e-08,0.3179730224637822,0.949867080833487,7.17433275639,142.31,7.382556015343651,7.331328504175808
summer,15,0,29,0.0,8.271012298897285e-07,8.271012298897285e-07,0.3179640585661265,0.9498403033690558,7.311221542095001,145.06,7.527796305012301,7.474241059567161
summer,16,0,29,0.0,0.1428124933625541,0.1428124933625541,0.3179543046110087,0.9498111658000806,7.386042741735001,145.39,7.607257465347377,7.402092164036677
summer,17,0,29,0.0,1.409989563735945e-07,1.409989563735945e-07,0.1674104872876037,0.5000981203645984,7.517830082010001,143.23,7.747347186917143,7.689993254885061
summer,18,0,29,0.0,6.20113496153271e-08,6.20113496153271e-08,0.16740566053918354,0.5000837016274482,7.505076468435001,141.5,7.733782867868868,7.6768125898365005
summer,19,0,29,0.0,3.544702446095375e-08,3.544702446095375e-08,0.16740091664732792,0.5000695304041357,7.461714182280001,140.33,7.687675812933342,7.631859872389293
summer,20,0,29,0.0,3.0350237178187055e-08,3.0350237178187055e-08,0.16739620049327575,0.5000554420407658,7.408149005265,140.02,7.630744821572479,7.575801463930376
summer,21,0,29,9.199902768619023e-09,0.0,-9.199902768619023e-09,0.16739148972750964,0.5000413697735903,7.2083423925900005,137.43,7.418623991613883,7.366760828799498
summer,22,0,29,5.29525010233122e-08,0.0,-5.29525010233122e-08,0.16738681909079967,0.5000274173822113,6.8750479578300006,135.17,7.06562775451025,7.0199736308819665
summer,23,0,29,1.3404700910767283e-07,0.0,-1.3404700910767283e-07,0.16738219123286718,0.5000135927820274,6.574062677460001,133.37,6.747743671500527,6.707683288350334
winter,0,0,29,0.0,0.14290703479338682,0.14290703479338682,0.16737764097727517,0.49999999999996453,6.578313881985001,151.61,6.752227695413273,6.565012049905495
winter,1,0,29,2.710115138844194e-09,0.0,-2.710115138844194e-09,0.016738374079931787,0.05000182217349797,6.136188611385,143.16,6.286780113855868,6.256452082064319
winter,2,0,29,5.224266335613529e-07,0.0,-5.224266335613529e-07,0.01673790325338617,0.050000415693687204,5.918526939705001,132.98,6.058293064256344,6.031578587523302
winter,3,0,29,1.0839150161049668e-06,0.0,-1.0839150161049668e-06,0.016737929803061574,0.05000049500438619,5.79354152667,129.41,5.927285512001881,5.902652331420038
winter,4,0,29,0.3175706532008409,0.0,-0.3175706532008409,0.016738486857174023,0.0500021590680843,5.742527072370001,128.4,5.873853532494229,6.181166291482127
winter,5,0,29,9.465433623091828e-06,0.0,-9.465433623091828e-06,0.3180172943497623,0.949999332326941,5.789290322145,130.18,5.922831951817588,5.898251818310382
winter,6,0,29,9.449169443309014e-06,0.0,-9.449169443309014e-06,0.31801738981462363,0.9499996175049994,5.954237057715001,132.99,6.095749734397934,6.068433817867341
winter,7,0,29,9.388363599395957e-06,0.0,-9.388363599395957e-06,0.31801747029835326,0.9499998579305698,6.30368606967,140.92,6.462901974461078,6.42964538573015
winter,8,0,29,9.268176089589167e-06,0.0,-9.268176089589167e-06,0.318017493776237,0.9499999280650383,6.84954073068,155.88,7.038655688328098,6.995672334480927
winter,9,0,29,0.0,3.1382069386443028e-09,3.1382069386443028e-09,0.31801740273881685,0.9499996561128837,7.490622373050001,171.35,7.718411850437494,7.664552220059678
winter,10,0,29,0.0,0.2858029818730845,0.2858029818730845,0.31800851337975783,0.9499731013143841,7.5356851410150005,177.93,7.766339847930745,7.410250804429927
winter,11,0,29,0.0,5.607890801873679e-08,5.607890801873679e-08,0.016742138576850613,0.05001306769260328,7.3647867191100005,172.76,7.584677857323597,7.532728892999931
winter,12,0,29,3.1962296314703227e-09,0.0,-3.1962296314703227e-09,0.01674160807320661,0.05001148294197319,7.103762761275001,168.65,7.307749826235482,7.260146853291932
winter,13,0,29,5.431956777789858e-07,0.0,-5.431956777789858e-07,0.016741138514476867,0.050010080249454046,6.716052908595001,160.75,6.897600922563718,6.856860364624514
winter,14,0,29,8.391635452767799e-08,0.0,-8.391635452767799e-08,0.01674118454543,0.050010217755732854,6.9430672302300005,164.01,7.137583026223181,7.092913919694187
winter,15,0,29,4.422079716362454e-08,0.0,-4.422079716362454e-08,0.01674079443167519,0.05000905238575711,7.062951197835001,165.6,7.2645098514174515,7.217613114562134
winter,16,0,29,4.4530732862273556e-09,0.0,-4.4530732862273556e-09,0.016740366443761482,0.0500077738759418,7.188786851775001,167.93,7.397883568799766,7.348736098435816
winter,17,0,29,0.0,8.762354840368952e-09,8.762354840368952e-09,0.016739899679757392,0.050006379531985924,7.37498960997,168.53,7.595515532444161,7.54344971525925
winter,18,0,29,1.4107025761973952e-08,0.0,-1.4107025761973952e-08,0.01673942010739845,0.05000494692618463,7.37158864635,166.68,7.591902859716822,7.539867172177026
winter,19,0,29,4.0233372193102826e-08,0.0,-4.0233372193102826e-08,0.016738964292746253,0.05000358529075491,7.27126021956,164.82,7.485378611332841,7.434838584849063
winter,20,0,29,9.107158646579799e-08,0.0,-9.107158646579799e-08,0.01673853533109109,0.05000230387212379,7.108864206705,162.31,7.313155926822502,7.265446084663808
winter,21,0,29,3.2156075217076026e-07,0.0,-3.2156075217076026e-07,0.016738157361656337,0.050001174780350995,6.886101089595,158.05,7.077317539018657,7.033679150072298
winter,22,0,29,6.393420017047102e-07,0.0,-6.393420017047102e-07,0.01673800234471368,0.05000071170493139,6.655685804340001,152.64,6.83386629522897,6.794377039594245
winter,23,0,29,0.15878567810557895,0.0,-0.15878567810557895,0.016738138707046928,0.05000111905424176,6.580014363795001,150.5,6.754021359875697,6.882536069447623
shoulder,0,0,29,0.0,0.14290717339158981,0.14290717339158981,0.16737764097728702,0.49999999999999994,5.830101885585,142.46,5.965592851707893,5.791194066786335
shoulder,1,0,29,1.6075455467950408e-10,0.0,-1.6075455467950408e-10,0.016738231530458794,0.05000139634161218,5.37182203779,133.73,5.486281846613129,5.467409183301648
shoulder,2,0,29,4.92693802740932e-07,0.0,-4.92693802740932e-07,0.016737764249831658,0.050000000454370586,5.181368075070001,122.25,5.28763819735667,5.271624797963555
shoulder,3,0,29,4.929962955294427e-07,0.0,-4.929962955294427e-07,0.016737764258906315,0.050000000481478915,5.0793391664700005,116.75,5.181353815555364,5.166795901459574
shoulder,4,0,29,0.31757164587936354,0.0,-0.31757164587936354,0.016737764546198224,0.05000000133969363,5.035976880315001,114.38,5.136210706710075,5.451201692945141
shoulder,5,0,29,9.361250844094869e-06,0.0,-9.361250844094869e-06,0.3180175175710883,0.9499999991463702,5.0733874801350005,116.86,5.175156723580945,5.160669746458372
shoulder,6,0,29,9.361078930814444e-06,0.0,-9.361078930814444e-06,0.31801751774190656,0.9499999996566482,5.21537771127,124.3,5.3230867323535,5.306596146134459
shoulder,7,0,29,9.361054704198156e-06,0.0,-9.361054704198156e-06,0.3180175177515804,0.9499999996855464,5.491706005395001,132.21,5.611486079360489,5.590729143266241
shoulder,8,0,29,6.21707836481321e-10,0.0,-6.21707836481321e-10,0.3180175177368469,0.9499999996415336,5.83945453554,143.59,5.975394344835025,5.948850162959706
shoulder,9,0,29,0.0,1.2690910663092526e-10,1.2690910663092526e-10,0.3180086374779585,0.9499734720275806,6.16254607944,153.46,6.314477725053543,6.2823553844050215
shoulder,10,0,29,0.0,0.14282911672013768,0.14282911672013768,0.31799975674333925,0.9499469429924975,6.173599211205,156.95,6.326094738760355,6.145047906128078
