n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,3178252.402446501,65805574.777784005,49427911.13687271,196444062.20432216,72.83394479999697,0.0
1,0,1,-2846423.888563676,40288698.047761515,39660931.43014701,148239578.79461762,71.02241569999751,0.0
1,0,2,-2846423.888563676,21254671.150305472,26516583.290369816,78075016.0797289,53.06882479999331,0.0
1,0,3,-2846423.888563676,8475776.867421411,16188723.164280081,62924557.455839336,36.51559709999856,0.0
1,0,4,-2853371.4509576913,3104242.448413915,7304869.752289719,36834880.6127757,32.049932900001295,0.0
1,0,5,-2853371.4509576913,1248630.1868992734,2953176.8758646315,12112531.573376492,31.050722500003758,0.0
1,0,6,-2981951.744414363,35310.39822307849,1437901.3529823045,3017774.6790913297,35.66380249999929,0.015384615384615385
1,0,7,-3657795.530074876,2925640.6009046226,6446657.949542255,22723646.21879842,51.804236399999354,0.0196078431372549
1,0,8,-3657795.530074876,1773742.6746202044,4272961.377077255,13517727.97468961,49.053143099998124,0.022988505747126436
1,0,9,-3657795.530074876,1020224.8909520187,4561008.386546991,11754337.965485357,52.363612999994075,0.030456852791878174
1,0,10,-3657795.530074876,476497.94460155437,3023243.8711881456,12952621.44931361,48.56895179999992,0.045454545454545456
1,0,11,-3657795.530074876,11077.327177524043,4693270.143886094,15925403.933964405,54.91761910000059,0.05714285714285714
1,0,12,-3657795.530074876,1936585.2121439073,6087088.658965864,20623084.488306735,55.087147899997944,0.06296296296296296
1,0,13,-3741625.8363231122,-328956.17502299923,4494469.644187778,18077581.26597934,59.59966669999994,0.08695652173913043
1,0,14,-3741625.8363231122,-1034065.4196766629,2633246.1163682253,7605102.413603219,59.789684299998044,0.09785932721712538
1,0,15,-3741625.8363231122,-1267968.722647906,2089770.8210610342,4468640.748410744,64.19329799999832,0.10393258426966293
1,0,16,-3741625.8363231122,99706.97972206178,5411837.590722885,17422858.647161,58.32793249999668,0.1174934725848564
1,0,17,-3741625.8363231122,-816360.9270560533,3854831.502830118,13036279.813198132,51.18413039999723,0.1386861313868613
1,0,18,-3744974.9839020465,-1544126.3542401404,2517071.350767141,7853411.26956364,54.613126700001885,0.167420814479638
1,0,19,-3744974.9839020465,-1726228.4183657488,2548584.920852422,5730288.792078039,56.96213010000065,0.1843220338983051
1,0,20,-3744974.9839020465,-2741620.2137352913,1167387.3934382084,1540087.8752728477,54.25876369999605,0.20874751491053678
1,0,21,-3744974.9839020465,-2272608.5795298945,2501533.9652970615,9484566.564475518,51.57550770000671,0.2336448598130841
1,0,22,-3744974.9839020465,-2961847.406750449,1231810.04730319,1713848.3475930225,43.474934300000314,0.26855123674911663
1,0,23,-3773570.984206641,-2719792.9134359173,1952521.2371773708,6298293.616878582,47.184754999994766,0.2976588628762542
1,0,24,-3773570.984206641,-3088609.917836424,1333516.0178076196,2767851.6387972627,50.03302460000123,0.32273449920508746
1,0,25,-3773623.7976874113,-3060023.3328036447,2314933.090374035,9699025.78904753,49.44996560000436,0.3484848484848485
1,0,26,-3773623.7976874113,-2926174.052766403,2661846.714196872,11277459.324844003,46.52646470000036,0.37337192474674386
1,0,27,-3775069.3365543857,-3076979.2512000073,2142963.3780618864,8426515.941678958,38.240182199995616,0.3983402489626556
1,0,28,-3775069.3365543857,-3059341.8200476174,1819614.4343416097,4388304.134632831,38.12683069999912,0.42119205298013246
1,0,29,-3776432.1638165545,-3340143.7126603466,1219173.0218876135,2983519.000892615,39.359841899997264,0.4383735705209657
1,0,30,-3776504.1953631807,-3291977.0997922337,1010338.8236750102,1566613.416735785,36.21518520000245,0.45665445665445664
