n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,3178640.668229945,65805973.048768476,49428464.72362843,196446348.76335394,62.830554699998174,0.0
1,0,1,-2846076.9718386736,40289067.903752685,39661444.407633506,148241806.51406288,57.24778399999923,0.0
1,0,2,-2846076.9718386736,21255053.521247156,26517311.63583196,78083404.18103153,44.07662129999517,0.012987012987012988
1,0,3,-2846076.9718386736,8475949.89344872,16188877.008517435,62924455.15002127,31.575230899994494,0.010752688172043012
1,0,4,-2853326.8868520707,3104253.459362005,7304930.718898627,36834789.777026474,26.06426439999632,0.009615384615384616
1,0,5,-2853326.8868520707,1248574.730734656,2953227.043254531,12112585.666621536,25.386993499996606,0.008695652173913044
1,0,6,-2981985.504409589,35304.92078099646,1437887.2577151493,3017774.6790841445,31.273772100001224,0.007692307692307693
1,0,7,-3657520.08882658,2925573.9339357754,6446646.678502792,22723651.503746435,44.186709400004474,0.006535947712418301
1,0,8,-3657520.08882658,1773883.0942127928,4273155.7135947775,13517727.974296171,40.85727500000212,0.017241379310344827
1,0,9,-3657520.08882658,1020374.4458638721,4561117.058867343,11754337.965484474,45.1057060000021,0.02030456852791878
1,0,10,-3657520.08882658,476535.0872387355,3023223.4742594436,12952621.449312827,43.83501080000133,0.02727272727272727
1,0,11,-3657520.08882658,11081.385106302623,4693235.554467214,15925403.953555744,47.86746519999724,0.0326530612244898
1,0,12,-3657520.08882658,1936671.6767739607,6087041.505504896,20623084.488308977,44.587927799999306,0.040740740740740744
1,0,13,-3741485.4964188635,-328969.41138703556,4494397.724046454,18077415.413939178,57.80795310000394,0.046822742474916385
1,0,14,-3741485.4964188635,-1034001.6812506961,2633269.5472936365,7605102.38333314,46.614158500000485,0.07033639143730887
1,0,15,-3741485.4964188635,-1267920.9180217402,2089733.6294964282,4468650.854041028,54.536829699994996,0.07865168539325842
1,0,16,-3741485.4964188635,99753.09310538002,5411844.571467103,17422882.71574486,45.900364200002514,0.09660574412532637
1,0,17,-3741485.4964188635,-816285.9261608834,3854771.6667458783,13036279.813208697,50.4198200000028,0.10218978102189781
1,0,18,-3744857.081468167,-1544124.6843005964,2517032.4148583612,7853418.921769869,43.951824199997645,0.1334841628959276
1,0,19,-3744857.081468167,-1726185.9478716943,2548597.6006771866,5730293.080563867,46.805193399995915,0.15466101694915255
1,0,20,-3744857.081468167,-2741691.308532385,1167237.227089114,1539148.9785159566,39.048851899999136,0.18687872763419483
1,0,21,-3744857.081468167,-2262176.600027469,2498402.9668290587,9484713.921412371,44.278847399997176,0.21121495327102804
1,0,22,-3744857.081468167,-2960406.075915747,1231692.246445945,1713398.3221655972,32.76047919999837,0.24381625441696114
1,0,23,-3773137.8855239265,-2660015.6650820747,1982803.6489781172,6298321.476258185,34.7795380000025,0.2725752508361204
1,0,24,-3773137.8855239265,-3091449.2230711794,1333675.7207916176,2767812.087557532,36.48092739999993,0.2988871224165342
1,0,25,-3773217.315804407,-3033017.767069366,2314611.382977361,9699025.748689303,32.26627730000473,0.32727272727272727
1,0,26,-3773217.315804407,-2888345.637310129,2659637.5335420896,11277459.237261416,25.943374100002984,0.3545586107091172
1,0,27,-3774664.1268592104,-3042166.1025451045,2140946.2122392063,8426546.684249079,26.315555199995288,0.3789764868603043
1,0,28,-3774664.1268592104,-3005885.705190038,1825894.5164473457,4388334.625795824,26.049092699999164,0.4
1,0,29,-3776046.784237629,-3332880.406074718,1217386.666693095,2983615.180418212,28.469451200006006,0.420584498094028
1,0,30,-3776236.1841860637,-3211640.958144871,1072996.552064657,1566404.2329705749,22.430990000000747,0.44078144078144077
