n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,1534482.3558968399,136201129.73981804,336386405.1802621,1972041143.9629178,12.117218600000342
1,0,1,288559.6962897796,90798119.49983647,167522399.7409012,692132637.083662,2.5586112000019057
1,0,2,-359883.3698494099,32374318.964160886,70240452.50314498,397062218.77363056,2.3994797999985167
1,0,3,-1170553.3051905371,9946055.965057425,14573622.19532328,55246627.0031891,2.235027699996863
1,0,4,-2204009.490378218,5787046.468037326,12473332.078768793,60013727.32763535,2.2919059000014386
1,0,5,-2204009.490378218,4002403.252294089,7271799.300932334,26267734.9220905,2.1924265999987256
1,0,6,-2467408.469514248,2979052.3884031014,6093221.551270037,24797403.997804057,2.3622676999984833
1,0,7,-2886359.58414525,1599894.9621866003,4136529.348442642,19920388.670831416,2.260497499999474
1,0,8,-2886359.58414525,607328.7229852774,2680176.9432930104,10535838.441184003,2.310449000000517
1,0,9,-2930482.319745984,757108.7114500244,5077122.582580338,24494941.665249445,2.434393800001999
1,0,10,-2930482.319745984,2191444.3248833413,6487260.526161139,20486485.68776038,2.6207496999995783
1,0,11,-2930482.319745984,1675448.2755209724,6681071.49542679,23218481.788558096,2.939359300002252
1,0,12,-2930482.319745984,851001.1216178418,4133157.7524145534,13382047.617865918,2.803828900003282
1,0,13,-2930482.319745984,19993.050049701473,3491063.407555791,14465993.978644323,2.8797533999968437
1,0,14,-2930482.319745984,1621038.112056443,5428916.294708315,16378504.851072727,2.8986231999988377
1,0,15,-2930482.319745984,-81992.55506546944,3655676.342445137,12133525.841797361,2.9031624999988708
1,0,16,-2930482.319745984,847342.6701532698,5634793.178804095,27436039.68905292,2.8681689000004553
1,0,17,-2986428.713888908,-292497.9514606034,3707645.9342478937,11003513.358738791,2.9344290000008186
1,0,18,-2990178.248414429,2203496.9683596706,5419424.177624926,13540065.423422584,2.78816580000057
1,0,19,-2990178.248414429,1191195.6894644988,4519939.231440326,14234056.103204647,2.801813799997035
1,0,20,-2990178.248414429,-477438.8957809846,3467813.9256929,11048968.976752382,2.9465028999984497
1,0,21,-2990178.248414429,741913.2632622804,4344458.376481307,13759188.158512345,2.985960999998497
1,0,22,-2990178.248414429,1478261.457442577,5928993.16947433,20828715.12475419,2.825383299998066
1,0,23,-3025813.0069670435,647475.9756845371,4584358.3218552815,15723315.591418123,2.8422471999983827
1,0,24,-3025813.0069670435,-588232.9707223398,3193844.485241355,7567782.306882799,2.953588699998363
1,0,25,-3025813.0069670435,-768380.5052891619,2990981.4863562593,9200555.027668351,2.9015213000020594
1,0,26,-3025813.0069670435,351434.1966176147,6140955.90533197,20609620.531266995,2.9742656000016723
1,0,27,-3025813.0069670435,263552.92033566145,4526200.661695972,12711631.000604203,2.9114771999993536
1,0,28,-3025813.0069670435,501152.0979258159,4384474.526922844,10972399.931959977,2.9059078999998746
1,0,29,-3025813.0069670435,-682112.3790321434,3109487.407783816,8900295.055230977,2.9342377000029956
1,0,30,-3025813.0069670435,-1049443.7798734629,2936274.0476982514,9613139.613444936,2.955906099999993
1,0,31,-3039715.9251173176,-962174.6633544551,3376899.1952846185,11102790.524293853,2.963111299999582
1,0,32,-3039715.9251173176,-1017227.7056812831,3406854.3725544955,9236141.465863397,2.959080599997833
1,0,33,-3039715.9251173176,-1002450.9523583432,3681961.541573028,11509051.43428585,2.9205516999973042
1,0,34,-3039715.9251173176,-1042993.8793488364,3060163.0124669117,10240883.974019922,2.9433100999995077
1,0,35,-3042512.969943065,-1158064.0410780436,2549075.5544994366,7650220.484408045,3.0376223999992362
1,0,36,-3042512.969943065,-2069303.0732832775,1983660.9888654766,8096501.915118641,2.924939300002734
1,0,37,-3042512.969943065,-1722435.9140357703,2842282.0977460984,10651512.768535402,2.9775448000000324
1,0,38,-3042512.969943065,-709660.6902721112,3623910.556436171,11054905.657309417,2.9422152000006463
1,0,39,-3042512.969943065,-1588464.2585553816,2360238.676875527,5937618.398212796,3.0160203999985242
1,0,40,-3042512.969943065,-1863874.6599287172,2011557.0935329346,6940533.022221339,2.994413500000519
1,0,41,-3042512.969943065,-1839544.4975149124,2036110.1120037776,4462319.411345035,2.9831941000011284
1,0,42,-3051945.8265283704,-989735.061790574,3257909.9997584643,10869636.688789953,2.938503800000035
1,0,43,-3051945.8265283704,-1837160.3897904763,2259698.876500488,6814149.891692318,2.9848753999976907
1,0,44,-3051945.8265283704,-2032641.5285932235,1811705.8166477636,4714820.076363139,2.954455600000074
1,0,45,-3053248.909269221,-1987218.3770839223,2033717.885339109,5737760.7732676305,3.0336521999997785
1,0,46,-3053248.909269221,-1268883.2852707051,2689712.6466148132,6304269.136283668,2.8816337999996904
