n_ess,run,seed,gbest_f,x_json,wall_time_s,n_diverged_total,n_negative_bdefer,min_bdefer,j_net,b_energy,b_defer,b_arb,b_loss,cost,v_violation,i_violation,penalty_v,penalty_line,decomposition_ok
1,0,1174127800,-4657645.7337365225,"[31.0, 1.0446480415830726, 0.4045654533233829]",93.46108789999926,0,13,-164156.6685667644,4657645.733732209,5326050.027415673,12112307.054617994,2014808.4529687758,3311241.5744472314,12780711.34830146,0.0,0.0,0.0,0.0,True
1,1,500939758,-3471881.106133146,"[17.0, 0.3026935209871561, 0.40383701709884495]",83.534898599999,0,37,-658141.8677856342,3471881.106135603,2550933.0990785933,11449208.877503619,1962629.4242433102,588303.6748356591,10528260.87044661,0.0,0.0,0.0,0.0,True
1,2,4007147622,-4624233.742988089,"[31.0, 0.9899427493563823, 0.4085288200974531]",83.75409680000121,0,6,-1285087.4879304827,4624233.742996911,5195447.939890997,12139078.00381891,2034546.7515560437,3160901.188335423,12710292.200712996,0.0,0.0,0.0,0.0,True
