n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_total_share_of_gross_pct,b_loss_total_share_of_gross_pct_mean,b_loss_total_share_of_gross_pct_all,b_loss_total_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active
1,20,0,3962475.5815579314,3962475.5814311034,3962475.5815579314,3962475.5814311034,82.20806764238162,82.20806737195724,82.20806764238162,82.20806737195724,13.040356859019528,13.04035697785107,13.040356859019528,13.04035697785107,4.751575500642695,4.751575650191112,4.751575500642695,4.751575650191112,73.74726968107174,73.74726981353372,73.74726968107174,73.74726981353372,0,True,10,-3962475.586380575,3962475.5863725636,0.0878,0.0432,,-3962475.581841198,-3962475.582067491,-3962475.581841198,-3962475.582067491,1.3570166864198858e-07,1.3570166864198858e-07,1,0.0,1-unit runs 기준 (20 of 20),20,False,1.0,1:20,aligned,aligned,776,-5393283.938552491,15.478226563824352,115,0.14805736866455643,0.2107121678620961,5.947439168618084e-13,0.7024405759723232,3.244846582018963,3.5409187808649394,1.3403276348888233,3.475075351014514,1701770.2890337831,0.5333333333333333,0.9996987964193741,0.9999999999999925,64,12171.9781755281,12408136.943398533,474586.06977477856,242598.42883617827,3.1442910888050672,False,1536.7259976579835,0.0019266783627902683,0.0009400708068399487,90.21641831845045,7.096842079210432e-05,5.8629214915023505e-05,0.9235801367826345,30840.0,246720.0,1521.0301226990414,0.0010923055420636318,False
