n_ess,run,seed,gbest_f,x_json,wall_time_s,n_diverged_total,n_negative_bdefer,min_bdefer,j_net,b_energy,b_defer,b_arb,b_loss,cost,v_violation,i_violation,penalty_v,penalty_line,decomposition_ok
2,0,1587909317,-3088005.4543388337,"[15.0, 0.17400755375390559, 0.41127909672041635, 32.0, 0.0, 0.0]",100.0929610000021,0,138,-23592344.796960488,3088005.4543378837,2090541.641781219,11315279.295699295,1898912.0969851455,191629.54479623924,10317815.48314263,0.0,0.0,0.0,0.0,True
2,1,2587068805,-3086835.4780680034,"[16.0, 0.17451390996741492, 0.4096383764041219, 10.0, 0.0, 0.0]",92.32128830000147,0,157,-25176130.735014237,3086835.478078816,2079531.9941212828,11287574.521911616,1895701.1129460023,183830.88117562028,10280271.037954083,0.0,0.0,0.0,0.0,True
2,2,2848154552,-3084723.141315585,"[28.0, 0.0, 0.0, 15.0, 0.17563354534725484, 0.41244980973287115]",94.06553229999918,0,141,-19043667.947090954,3084723.141313283,2099777.0238614692,11335537.550317131,1908427.819428414,191349.2044333489,10350591.432865318,0.0,0.0,0.0,0.0,True
