scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active,recompute_p_shift_mw,recompute_p_shift_frac_s,recompute_coef_delta_max,recompute_jnet_delta_won
summer,0,0,31,0.0,0.1344391480909655,0.1344391480909655,0.07614813764502767,0.15450703351702352,0.1545072617620868,0.9999985227551077,-4.630645348013829e-05,True,0.0005016971356514512,0.15745960770403558,0.5,7.034750000000001,130.62,7.185512271970117,6.984875064979058,6.986610304752312,0.9855616551362115,False,0.18735238007672672,0.9333232974564417,0.07014604043214151,0.017058547991341128
summer,0,1,17,0.0,0.052913231985761214,0.052913231985761214,0.02035129158645032,0.05669202050038177,0.05669335816427606,0.999976405280308,-1.573731563419417e-05,True,9.446971286551408e-05,0.0619737395627834,0.49999999999999994,7.034750000000001,130.62,7.185512271970117,6.984875064979058,6.986610304752312,0.9819971902972718,False,0.18735238007672672,0.9333232974564417,0.07014604043214151,0.017058547991341128
summer,1,0,31,6.638626466293323e-14,0.0,-6.638626466293323e-14,2.7260527800406986e-12,2.726860996769641e-12,0.1545072617620868,1.7648756218128524e-11,0.1544607270608165,False,6.651186830266776e-14,0.01574640049847491,0.0500013963202302,6.447649999999999,122.52,6.573632573047587,6.5736325737157255,6.573632573670133,0.9860782879724649,False,8.917822247819441e-14,4.2966436597107043e-13,2.6454338388395983e-05,4.757337340448088e-09
summer,1,1,17,2.2791957815261178e-14,0.0,-2.2791957815261178e-14,4.777329922517185e-13,4.782763690867793e-13,0.05669335816427606,8.436197547178525e-12,0.0566762831842693,False,1.1387110281787965e-14,0.0061975470266598465,0.05000139632030217,6.447649999999999,122.52,6.573632573047587,6.5736325737157255,6.573632573670133,0.9831539614771786,False,8.917822247819441e-14,4.2966436597107043e-13,2.6454338388395983e-05,4.757337340448088e-09
summer,2,0,31,4.634931177934613e-07,0.0,-4.634931177934613e-07,1.0456260424425633e-06,1.1437480889059446e-06,0.1545072617620868,7.402552319302051e-06,0.15445958331545448,False,1.70063742778121e-08,0.015745960770403234,0.04999999999999897,6.1959,111.95,6.311975827253596,6.311976501200036,6.311976508949318,0.9874246355461893,False,6.459170491790829e-07,3.217730212012236e-06,2.5711014559619145e-07,-2.7873053385516625e-09
summer,2,1,17,1.8242393138562163e-07,0.0,-1.8242393138562163e-07,2.3371182389191742e-07,2.9647884809725063e-07,0.05669335816427606,5.2295164318572605e-06,0.05667598670589948,False,2.8513729177907276e-09,0.006197373956280084,0.05000000000001406,6.1959,111.95,6.311975827253596,6.311976501200036,6.311976508949318,0.9846184926081653,False,6.459170491790829e-07,3.217730212012236e-06,2.5711014559619145e-07,-2.7873053385516625e-09
summer,3,0,31,0.01672112450804469,0.0,-0.01672112450804469,0.029516912702256218,0.033924093801988985,0.1545072617620868,0.21956310282830555,0.1205366332615544,False,0.00043007423234860776,0.01574596077040306,0.04999999999999842,6.042,107.47,6.152230182343842,6.181502992683385,6.18178651159056,0.9883048494248317,False,0.02801005772040991,0.19912267641042067,0.014566027307827335,-0.025190371014530758
summer,3,1,17,0.011288933212365222,0.0,-0.011288933212365222,0.011857137352225896,0.016371674296259166,0.05669335816427606,0.28877587827519763,0.040304608888488413,False,0.00012706852709734872,0.00619737395627597,0.04999999999998087,6.042,107.47,6.152230182343842,6.181502992683385,6.18178651159056,0.9854903482847956,False,0.02801005772040991,0.19912267641042067,0.014566027307827335,-0.025190371014530758
summer,4,0,31,0.1380096409170785,0.0,-0.1380096409170785,0.06946821540212793,0.15450726176208482,0.1545072617620868,0.9999999999999872,-4.653469854143388e-05,True,0.00041244052112515803,0.031608851875263855,0.10037130263488438,5.94985,104.36,6.056656131750002,6.256753057718499,6.258061421048875,0.9875477548720251,False,0.19090413582611523,0.932992798834889,0.08376676244209147,-0.004114672956647136
summer,4,1,17,0.05289449490903672,0.0,-0.05289449490903672,0.020403658207796393,0.05669335816427431,0.05669335816427606,0.9999999999999691,-1.7074979526729428e-05,True,9.497158138093978e-05,0.01690701182925672,0.13640464451986814,5.94985,104.36,6.056656131750002,6.256753057718499,6.258061421048875,0.9848881545624707,False,0.19090413582611523,0.932992798834889,0.08376676244209147,-0.004114672956647136
