n_ess,run,gen,batch_size,eval_cumulative,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,36,36,3178640.668237582,65873194.30302037,48198963.91060522,196446348.76334232,66.08506219999981,0.0
1,0,1,36,72,-2672525.1963700615,54264526.10378207,55863493.58961754,219668721.68865085,52.40029580000555,0.0
1,0,2,34,106,-2672525.1963700615,27881342.614459425,27848856.363919828,110876096.88825047,49.1544026999909,0.011764705882352941
1,0,3,33,139,-3162033.947348725,15342684.339186175,17957996.372261122,76214535.42481604,37.338048999998136,0.018867924528301886
1,0,4,32,171,-3162033.947348725,7849016.785885194,9940986.351078644,40737877.68705158,35.7045466999989,0.016129032258064516
1,0,5,31,202,-3162033.947348725,5057369.7434455855,9588870.849158727,48378018.912611075,36.574041200001375,0.014084507042253521
1,0,6,30,232,-3162033.947348725,4593279.533765038,10050588.389290819,47649210.0245172,36.21544420000282,0.01875
1,0,7,29,261,-3229168.0432493463,1807607.3120324956,6226539.656100929,21631666.2279882,37.49215809999441,0.02197802197802198
1,0,8,28,289,-3229168.0432493463,36667.00797742522,2182964.6090902095,4946812.437710714,36.90347439999459,0.024752475247524754
1,0,9,27,316,-3851399.5945441667,-591307.7595386378,2384344.8907656968,7721614.220176224,39.19460780000372,0.02666666666666667
1,0,10,27,343,-3851399.5945441667,73451.29855776437,4323011.230746793,15458847.144707425,32.66596460000437,0.040983606557377046
1,0,11,26,369,-3851399.5945441667,3451349.0185401025,8682430.138611726,23615316.386565402,26.723364699995727,0.057034220532319393
1,0,12,25,394,-3851399.5945441667,1604613.6719573033,7115133.540748995,20964088.627809614,28.707894500010298,0.060498220640569395
1,0,13,24,418,-3851399.5945441667,351962.448585588,6988099.89773746,30548387.51759572,37.10902059999353,0.06291390728476821
1,0,14,24,442,-3851399.5945441667,-1306271.2707337488,4701678.461147283,18425382.00565151,37.17250879999483,0.07098765432098765
1,0,15,23,465,-3851399.5945441667,-1857984.4394282808,3710021.7712117922,14910736.391810643,37.410323400006746,0.07803468208092486
1,0,16,22,487,-3851399.5945441667,-3022311.896721176,1104072.682931754,1481425.1063557127,35.70502989999659,0.08695652173913043
1,0,17,22,509,-3851399.5945441667,-1780042.392925226,4164827.985977608,14589600.079091473,32.885412300005555,0.1
1,0,18,21,530,-3936905.3128891494,-3432645.2613271526,403230.70023556607,-2477438.9701303765,26.960220900000422,0.12165450121654502
1,0,19,20,550,-3945188.925938299,-2320068.9887084095,3426135.7184545225,10247275.456368845,27.900978800011217,0.12790697674418605
1,0,20,20,570,-3945188.925938299,-2815484.218664377,2392995.4329412486,6680304.695040908,26.632251899995026,0.14666666666666667
1,0,21,19,589,-3955505.971038699,-3676057.4686001507,197941.47317094117,-3310153.2249025106,20.146810299993376,0.16844349680170576
1,0,22,19,608,-3956560.1228529513,-3662740.9675144195,677323.2111328103,-822904.5659524109,24.30805359999067,0.1864754098360656
1,0,23,18,626,-3956889.7942814697,-3804800.1075076344,247098.84692466818,-2856680.4656959586,13.469062399992254,0.20948616600790515
1,0,24,17,643,-3956889.7942814697,-3827287.1996034305,228534.8952460447,-2936138.770820774,14.9247738999984,0.2237093690248566
1,0,25,17,660,-3956889.7942814697,-3889647.977345016,42176.27707274386,-3809677.693831997,22.86994770000456,0.23703703703703705
1,0,26,16,676,-3959345.5967176445,-3923402.1140803453,46588.37126929886,-3755277.616229769,11.32215150000411,0.25719424460431656
1,0,27,16,692,-3959345.5967176445,-3849665.968585382,268135.88494949974,-2823818.0372670135,13.61821260000579,0.2762237762237762
1,0,28,15,707,-3959345.5967176445,-3901706.3213802767,72757.72681909133,-3708570.248310391,6.873619599995436,0.29471890971039183
1,0,29,15,722,-3961612.7719835136,-3915112.8368115444,48502.69487495853,-3795996.356530698,8.875504399999045,0.3122923588039867
1,0,30,15,737,-3961612.7719835136,-3940896.1128718713,24891.979621315906,-3871922.716177391,2.9502162000135286,0.32901134521880065
1,0,31,14,751,-3961612.7719835136,-3741739.199705642,500378.62456374126,-2200709.4192059506,10.58422239999345,0.34231378763866877
1,0,32,14,765,-3961612.7719835136,-3951184.680845505,4971.968606954991,-3941218.9897527862,2.682909800001653,0.35658914728682173
1,0,33,13,778,-3961612.7719835136,-3912581.644513968,61295.63197471899,-3772200.271647375,5.418078599992441,0.36930091185410335
1,0,34,13,791,-3961612.7719835136,-3925840.3984801727,66341.06642262066,-3769350.6119440272,3.1126550000044517,0.38152011922503726
1,0,35,13,804,-3961649.1030990444,-3932423.105899203,83034.49589235954,-3645487.5308777113,9.457272400002694,0.391812865497076
1,0,36,12,816,-3961649.1030990444,-3951356.0924267187,10578.087958147778,-3928941.343410341,5.012176000003819,0.40229885057471265
1,0,37,12,828,-3961649.1030990444,-3944141.2207224458,48009.844272999806,-3785227.1013767105,2.9363823999883607,0.4124293785310734
1,0,38,11,839,-3962151.6650528572,-3958923.589970149,4573.897405602482,-3945455.7200716585,2.815388699993491,0.42141863699582754
1,0,39,11,850,-3962151.6650528572,-3953215.616142085,12275.028773430395,-3924784.1712144557,6.41570130000764,0.4301369863013699
1,0,40,11,861,-3962261.384562418,-3959233.3061864404,3682.1744427987833,-3949909.0309414417,2.8083643999998458,0.43859649122807015
1,0,41,10,871,-3962261.384562418,-3958792.5968497978,6390.862633104929,-3940260.6814705487,5.3951699000026565,0.44607190412782954
1,0,42,10,881,-3962261.384562418,-3961297.2327918387,582.9622340191087,-3960415.560078522,2.744671799999196,0.4533508541392904
1,0,43,10,891,-3962449.308061769,-3959303.016147732,5309.844772946194,-3944075.068552442,2.7393026999925496,0.4604409857328145
1,0,44,10,901,-3962449.308061769,-3958301.5422852496,8790.11207412897,-3932300.2167353276,2.7201682000013534,0.4673495518565941
