n_ess,run,gen,batch_size,eval_cumulative,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,36,36,-2216024.187237883,67923275.8312881,53469468.51748778,212697279.63044113,65.79985559999477,0.0
1,0,1,36,72,-2216024.187237883,56034977.89283338,49144479.66640841,175452810.77762073,52.78338110000186,0.016666666666666666
1,0,2,34,106,-2216024.187237883,26046951.66414138,36489554.13876649,122664988.6840903,48.096063799996045,0.023255813953488372
1,0,3,33,139,-2667266.4936841503,17320162.403712142,25744362.60654412,93863213.90726882,36.007872999995016,0.02830188679245283
1,0,4,32,171,-2667266.4936841503,5355671.089020006,13288880.072780944,67560560.08935028,27.571148899995023,0.024793388429752067
1,0,5,31,202,-3362611.2100106403,2816954.472197265,7169677.285822933,33011346.380417213,26.561662299995078,0.02962962962962963
1,0,6,30,232,-3362611.2100106403,775905.1711585604,2352170.109605479,9562482.387611648,22.23064819999854,0.03424657534246575
1,0,7,29,261,-3367716.096202554,-163590.94675469963,2698627.9502030923,9082423.522440733,36.8115550000075,0.030303030303030304
1,0,8,28,289,-3784588.0330394283,-93899.32220212709,3483735.0350683555,13670694.764183778,27.23786900000414,0.03314917127071823
1,0,9,27,316,-3784588.0330394283,39002.9611449686,3589688.2122052927,9108360.218832865,36.56685919998563,0.03482587064676617
1,0,10,27,343,-3784588.0330394283,-229681.00130400356,4075829.474192863,12905113.682434756,36.34360760000709,0.031818181818181815
1,0,11,26,369,-3784588.0330394283,916610.7695043825,6056141.138685711,17338613.95676701,35.36619219998829,0.0375
1,0,12,25,394,-3784588.0330394283,-630005.2610969809,4013439.1097662845,11729270.316402374,35.31854159999057,0.04247104247104247
1,0,13,24,418,-3784588.0330394283,-2457179.32003905,1308961.1954075566,1430033.271796789,35.579747000010684,0.06028368794326241
1,0,14,24,442,-3804059.2660213336,-2868213.9326335476,1275917.57467943,1148065.9546256836,31.772988600001554,0.08196721311475409
1,0,15,23,465,-3898728.207695447,-2366255.6718442924,2799704.6237327033,9108360.245843597,26.54099270000006,0.11042944785276074
1,0,16,22,487,-3931205.7323121913,-2448285.8898097333,3480665.3152619074,12801817.958489722,27.31361399999878,0.12716763005780346
1,0,17,22,509,-3931205.7323121913,-1327225.2740056969,4574356.951822854,11203490.063750375,28.11426579998806,0.14207650273224043
1,0,18,21,530,-3931205.7323121913,-2914506.9125846922,3213768.682573809,11393142.970325753,26.39122320000024,0.16062176165803108
1,0,19,20,550,-3942852.4249636866,-3293058.773253171,1597711.245010121,3420721.914887356,25.413551200006623,0.17530864197530865
1,0,20,20,570,-3942852.4249636866,-2382589.7427386427,3574633.4753667093,11240302.362548133,25.52154960000189,0.18912529550827423
1,0,21,19,589,-3960464.9868613575,-2629274.246689088,3313869.1807167237,10078896.523086317,22.457036799998605,0.20861678004535147
1,0,22,19,608,-3960464.9868613575,-3474230.1139050582,1136701.2234676653,500066.16870178096,22.0719156999985,0.22440087145969498
1,0,23,18,626,-3960464.9868613575,-3456617.1986647164,1170298.4079239666,757624.7254236545,22.839386999999988,0.2389937106918239
1,0,24,17,643,-3960464.9868613575,-2465366.911265961,3771102.1139647528,11393142.970313946,13.950138900007005,0.25963488843813387
1,0,25,17,660,-3961008.6775472555,-3205882.7797455494,1988584.772788733,4254311.09272395,18.490772899996955,0.27647058823529413
1,0,26,16,676,-3961008.6775472555,-3800080.3771350486,284841.7136329416,-2726737.5672971476,15.460490200013737,0.2908745247148289
1,0,27,16,692,-3961008.6775472555,-3881569.885624549,114221.10683325405,-3545287.5159934014,14.271930899994913,0.3062730627306273
1,0,28,15,707,-3961008.6775472555,-3413591.3567975885,1827011.6390954347,3413191.001998676,17.857279800009564,0.3177737881508079
1,0,29,15,722,-3961008.6775472555,-3886690.057286211,92160.76760287513,-3602505.0107102897,11.13649489999807,0.3339160839160839
1,0,30,15,737,-3961008.6775472555,-3897931.866566562,68660.67833527355,-3694494.127943909,13.043980500006,0.3475298126064736
1,0,31,14,751,-3961008.6775472555,-3913707.0951690846,92294.39461675193,-3585667.2811993975,11.70194499999343,0.3610648918469218
1,0,32,14,765,-3961008.6775472555,-3937563.206365804,15118.85783281376,-3912488.2239124794,9.359557700008736,0.375609756097561
1,0,33,13,778,-3961008.6775472555,-3944026.336135661,12311.71109143195,-3911892.074814994,11.322640899990802,0.3869426751592357
1,0,34,13,791,-3961399.4019873627,-3949366.4040610837,10563.405584525915,-3931096.5298288036,8.726605999996536,0.3993759750390016
1,0,35,13,804,-3961399.4019873627,-3947040.615510193,17411.283497559478,-3901769.0669289865,7.826071499992395,0.41131498470948014
1,0,36,12,816,-3962002.8716928978,-3950371.4817687725,12119.95918343734,-3913930.9344066903,5.821692900004564,0.4219219219219219
1,0,37,12,828,-3962002.8716928978,-3954101.8762483015,7926.685717469646,-3932119.1159450673,6.501330099999905,0.43215339233038347
1,0,38,11,839,-3962002.8716928978,-3957023.0151287173,6989.6464203822115,-3935736.5592114255,2.7198025999969104,0.4412191582002903
1,0,39,11,850,-3962002.8716928978,-3952635.661664997,11923.651308417457,-3926315.9715561476,3.1481762000039453,0.45
1,0,40,11,861,-3962206.5714668,-3957609.953932349,6670.06214035255,-3937428.427183619,2.8766504999948665,0.45850914205344584
1,0,41,10,871,-3962206.5714668,-3955537.997430681,9829.047308691532,-3930279.922113305,2.7270074999978533,0.46601941747572817
1,0,42,10,881,-3962315.715086641,-3960436.5367517695,1686.4078628491945,-3957254.688207619,2.7117460000008577,0.47332421340629277
1,0,43,10,891,-3962437.9972286317,-3961631.074448357,814.233565879735,-3959449.471854564,2.7065938000014285,0.48043184885290147
1,0,44,10,901,-3962437.9972286317,-3959516.443548041,4618.726970210271,-3947488.910539368,2.712957199997618,0.4873501997336884
1,0,45,9,910,-3962472.2508464027,-3960672.6961677023,2687.549831079444,-3953973.6859642286,3.004729899999802,0.4934210526315789
1,0,46,9,919,-3962472.2508464027,-3957736.9803542444,5372.0821355982025,-3943756.473302761,2.579841899991152,0.49934980494148246
1,0,47,9,928,-3962472.2508464027,-3959414.084050158,2944.6021060713856,-3953091.207703745,2.6320721999945818,0.5051413881748072
1,0,48,9,937,-3962472.2508464027,-3961429.7065169537,1642.0164459112234,-3957085.1234051045,2.6448569999920437,0.5108005082592122
1,0,49,8,945,-3962472.2508464027,-3960109.2376448577,2587.4038151466966,-3954976.7443570737,1.878861599994707,0.5157232704402516
1,0,50,8,953,-3962472.2508464027,-3960606.1365831345,2724.4872262263984,-3955352.002041187,1.9269564999995055,0.5205479452054794
1,0,51,8,961,-3962472.2508464027,-3960445.341288304,2259.1452313406535,-3956965.483123364,1.6181022999953711,0.5252774352651048
1,0,52,8,969,-3962472.2508464027,-3961452.623858976,1764.5359653711935,-3956848.356967861,1.8708695000095759,0.5299145299145299
1,0,53,7,976,-3962472.250851717,-3962296.5732594677,127.72510378689437,-3962041.49927767,1.5272240999911446,0.5338983050847458
1,0,54,7,983,-3962472.250851717,-3962317.1731202235,125.8123910180964,-3962107.4488094393,1.5322280999971554,0.5378151260504201
1,0,55,7,990,-3962472.2508567274,-3962370.0920351627,65.52858545343639,-3962273.2176628765,1.8673840999981621,0.5416666666666666
1,0,56,7,997,-3962472.2508567274,-3961609.8711585677,1782.9219387252178,-3957244.828123426,1.8580424999963725,0.5454545454545454
1,0,57,6,1003,-3962472.2508567274,-3962431.368813133,42.29475493948957,-3962342.1184365842,1.407684000005247,0.5486518171160609
1,0,58,6,1009,-3962472.2508567274,-3962409.642700708,53.46670268865409,-3962299.0858336315,1.4451583999907598,0.5518044237485448
