n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,1534482.3314263131,136201129.74291837,336386405.17909133,1972041143.9638646,12.447423300000082
1,0,1,288559.6962843649,90798119.50098802,167522399.74033117,692132637.0834974,2.674106700000266
1,0,2,-227546.68314806,32419369.99888334,70247714.6728078,397062218.7737075,2.5301088000014715
1,0,3,-1046850.8177252337,9975725.896204753,14651313.228117362,55664465.125189796,2.369048799999291
1,0,4,-2328152.055201344,5500830.896678121,12100395.602039732,58418086.93984908,2.3545594999995956
1,0,5,-2328152.055201344,3885314.0778238657,6914109.134624743,26353315.598425668,2.370600700000068
1,0,6,-2859704.411020197,1402407.9268238717,4427184.425439426,19893029.68441929,2.460376600000018
1,0,7,-2859704.411020197,1279201.380593272,5198606.689758715,24413345.46472057,2.398376200000712
1,0,8,-2859704.411020197,1185007.9704824146,4854468.4516001595,22912500.122677613,2.3957642000004853
1,0,9,-2859704.411020197,1700559.045663062,4890000.994738935,14829373.103037724,2.639560800000254
1,0,10,-2859704.411020197,1424307.859696494,6115132.879082956,21173176.43372939,2.9140473999996175
1,0,11,-2935274.1884816103,-607029.7460464627,3557832.174276105,13398587.206527663,2.931528899998739
1,0,12,-2935274.1884816103,2084825.7558672538,7182554.999677132,30202012.857640527,2.9875875000016094
1,0,13,-3038710.341776727,2835877.725448547,6151370.630998681,18518619.50046844,2.726099299999987
1,0,14,-3038710.341776727,454861.786647205,4524918.835663124,15550936.07498685,2.9214449999999488
1,0,15,-3038710.341776727,-281283.7829694913,3500313.7840129086,13192332.751346894,2.917934000000969
1,0,16,-3038710.341776727,-106455.35628521378,4726593.104629508,20693903.340367604,2.9038468999988254
1,0,17,-3038710.341776727,958278.2867447564,5116914.814120355,14357821.224169847,3.007468499999959
1,0,18,-3038710.341776727,-431572.9341057464,4416713.965771086,18828811.248217907,2.9699720999997226
1,0,19,-3038710.341776727,-803019.3923299843,2683669.6301920894,7654168.121780425,3.0320280000014463
1,0,20,-3038710.341776727,-733617.3513044359,3588989.3930257983,11137046.876001343,3.0047113000000536
1,0,21,-3044440.239126753,64313.39784014964,5278865.928276135,16584613.840093264,3.0050338999990345
1,0,22,-3044440.239126753,-1538700.9369507474,3439390.3990436997,11542038.74564908,3.047829200000706
1,0,23,-3044440.239126753,-1831838.8540113166,3247726.9204766424,11359316.503560033,3.0327280000001338
1,0,24,-3044440.239126753,-1605726.1601077737,2891937.984030296,7881915.888848356,2.945188199999393
1,0,25,-3050436.753606163,-2098649.8614189383,2050504.3447036783,5577976.9981503505,3.0459172000009858
1,0,26,-3050436.753606163,-2573383.839635277,1559252.4324754984,5825741.529675567,2.9662790999991557
1,0,27,-3050436.753606163,-2232012.98638966,2471295.008296531,7487932.487265375,3.042758600000525
1,0,28,-3052323.513729168,-2582553.808247815,1454023.864524445,4920399.624265114,2.957915299999513
1,0,29,-3052828.2063010223,-2801605.1883308208,663136.0513481766,606809.223313611,3.034339399999226
1,0,30,-3052828.2063010223,-2810067.4431030545,551346.133761747,-106294.2965873722,2.987336399999549
1,1,0,-1853978.6074228454,197103762.8557118,745421470.6366227,4335261670.407418,2.680102199999965
1,1,1,-1853978.6074228454,64725098.14285323,146641278.7791432,835443809.2804253,2.8243589000012435
1,1,2,-1853978.6074228454,22812041.21500128,31385654.76014678,123319803.63169771,2.8372538999992685
1,1,3,-2801626.530634163,8005225.231414763,18007953.2433041,81903851.602379,2.768804100000125
1,1,4,-2801626.530634163,4483835.931288679,14286806.061611557,79505488.90376887,2.6212579000002734
1,1,5,-2801626.530634163,2793942.1565173697,9145109.061766649,48577708.73954144,2.5247914000010496
