n_ess,unit_idx,bus,S_rated,E_rated,is_active,eta_peak,duration_h,e_over_s,annual_efc,corr_summer_avg_peak,corr_winter_avg_peak,l1norm_summer,l1norm_winter,dis_peak_hours_summer_avg,dis_peak_hours_summer_peak,dis_peak_hours_winter_avg,dis_peak_hours_winter_peak
1,0,16,0.15018212110054674,0.4358017280776617,True,1.0710635410531402,2.6116394707683193,2.9018216341870215,255.4299406809139,0.049067400134122814,0.5069676720243658,0.4202413417678928,0.29777998568671377,0,17;18,0;10,10
