scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero
winter,23,0,31,0.1918994569875338,0.0,-0.1918994569875338,0.3229188926454912,0.37563547864851715,1.0446480415830726,0.35958089585778047,0.6334170440988691,False,0.005512080649829505,0.02022827674735155,0.05000001008781736,6.580014363795001,150.5,6.754021359875697,6.949634643991592,6.957551446760825
shoulder,0,0,31,0.0,0.17270916929050478,0.17270916929050478,0.2357331656127298,0.2922303586672934,1.0446480415830726,0.2797404934818467,0.7168221640800929,False,0.003585635681303662,0.20228272666168973,0.4999999999999957,5.830101885585,142.46,5.965592851707893,5.779464215456942,5.784550445116352
shoulder,1,0,31,1.527420219430311e-08,0.0,-1.527420219430311e-08,0.20387560887271275,0.20387560887271333,1.0446480415830726,0.19516200744870751,0.8051769138746729,False,0.00611626780795534,0.020228833063784722,0.050001385184056064,5.37182203779,133.73,5.486281846613129,5.485625369881424,5.486281862852525
shoulder,2,0,31,5.996473176479932e-07,0.0,-5.996473176479932e-07,0.17691039034398123,0.1769103903449975,1.0446480415830726,0.16934927679269404,0.8321421324023888,False,0.0053072937209304,0.020228281742147646,0.050000022433894016,5.181368075070001,122.25,5.28763819735667,5.287252187244992,5.287638823641905
shoulder,3,0,31,6.201477538052701e-07,0.0,-6.201477538052701e-07,0.16300232225760547,0.16300232225878517,1.0446480415830726,0.15603563666454534,0.8460502004886011,False,0.004890051063330945,0.020228284965706538,0.05000003040184794,5.0793391664700005,116.75,5.181353815555364,5.181089237363948,5.1813544626583825
shoulder,4,0,31,0.383798261567805,0.0,-0.383798261567805,0.18006740050065362,0.4239402956850552,1.0446480415830726,0.40582117498886117,0.5851122270623311,False,0.001204261023517507,0.020228307942978495,0.05000008719679117,5.035976880315001,114.38,5.136210706710075,5.533872283345957,5.538514358042926
shoulder,5,0,31,1.1330487918034224e-05,0.0,-1.1330487918034224e-05,0.1627174097104702,0.16271741010495766,1.0446480415830726,0.1557629015973396,0.8463351126424287,False,0.004881182388511193,0.3843371532073901,0.9499999321498575,5.0733874801350005,116.86,5.175156723580945,5.174909849365865,5.175168545929582
shoulder,6,0,31,1.131685945517633e-05,0.0,-1.131685945517633e-05,0.18180527734005297,0.1818052776922741,1.0446480415830726,0.17403495766551585,0.8272472450551123,False,0.005453818824984572,0.3843371690218748,0.9499999712399098,5.21537771127,124.3,5.3230867323535,5.322667576654456,5.323098555559043
shoulder,7,0,31,1.1314662567658e-05,0.0,-1.1314662567658e-05,0.2217878503490756,0.22178785063768833,1.0446480415830726,0.21230868369942882,0.787264672109698,False,0.006653296079253626,0.38433717187966365,0.9499999783037577,5.491706005395001,132.21,5.611486079360489,5.610640872540656,5.611497929837467
shoulder,8,0,31,4.156110701347775e-08,0.0,-4.156110701347775e-08,0.270567970576932,0.27056797057693516,1.0446480415830726,0.259003951385304,0.7384845521704512,False,0.008117037870474852,0.38433717266894846,0.9499999802547023,5.83945453554,143.59,5.975394344835025,5.973829313345175,5.975394388502639
shoulder,9,0,31,0.0,1.2357526128870476e-08,1.2357526128870476e-08,0.3108719037018101,0.31087190370181034,1.0446480415830726,0.2975853027309669,0.6981806190455759,False,0.009326156740328535,0.38432647851906643,0.9499735465842192,6.16254607944,153.46,6.314477725053543,6.312096991067014,6.314477712031009
shoulder,10,0,31,0.0,0.17261469729995663,0.17261469729995663,0.28320184164817935,0.3316611476143627,1.0446480415830726,0.31748601865156356,0.6773913751330236,False,0.004771393509432187,0.3843157322629493,0.9499469841181736,6.173599211205,156.95,6.326094738760355,6.138398900644069,6.144580796691417
shoulder,11,0,31,0.0,6.635993525683684e-08,6.635993525683684e-08,0.3013192798233897,0.30131927982339696,1.0446480415830726,0.28844095602455155,0.7077332429239893,False,0.009039576403903859,0.2023563357493688,0.500181946053655,6.076671748035,155.97,6.22426041304674,6.22210812300464,6.224260343059693
shoulder,12,0,31,0.0,9.44734499498694e-09,9.44734499498694e-09,0.27956593294062665,0.2795659329406268,1.0446480415830726,0.26761734269560217,0.7294865898067595,False,0.008386977704798461,0.20235061431492227,0.5001678038811104,5.901522121605001,152.39,6.0404606118842485,6.038747954168354,6.040460601952405
shoulder,13,0,31,8.809705645415226e-09,0.0,-8.809705645415226e-09,0.25208489519325666,0.25208489519325683,1.0446480415830726,0.24131083882686868,0.7569676275541295,False,0.007562546591506542,0.2023449528774252,0.5001538100083005,5.653251777345001,145.46,5.7804038812757135,5.779231136778183,5.780403890516138
shoulder,14,0,31,0.0,1.034796164614456e-09,1.034796164614456e-09,0.28236433477943734,0.28236433477943734,1.0446480415830726,0.2702961414176768,0.726688187967949,False,0.008470930012339244,0.20233931002393865,0.5001398620712233,5.9168264578950005,149.8,6.056509701249743,6.054758246103674,6.056509700161715
shoulder,15,0,31,0.0,8.148262077616695e-09,8.148262077616695e-09,0.30271187256126103,0.30271187256126114,1.0446480415830726,0.28977402963636234,0.7063406501861251,False,0.00908135593238998,0.20233365751051294,0.5001258902568252,6.07242054351,152.34,6.219795954203662,6.217648970314306,6.219795945624111
shoulder,16,0,31,0.0,1.9034647069031526e-08,1.9034647069031526e-08,0.32147247935825785,0.3214724793582584,1.0446480415830726,0.3077328119728201,0.6875800433891279,False,0.009644173809708348,0.20232799788116435,0.5001119008533749,6.219512220075001,154.47,6.374361969344143,6.371808017472746,6.37436194927458
shoulder,17,0,31,0.0,1.9287217154674624e-08,1.9287217154674624e-08,0.3456851609095839,0.34568516090958445,1.0446480415830726,0.33091064851443064,0.6633673618378019,False,0.010370554248671029,0.2023223270555739,0.5000978837751893,6.4210193145600005,154.67,6.58642982247944,6.583270577736384,6.586429802105431
shoulder,18,0,31,0.0,1.5936340714476364e-08,1.5936340714476364e-08,0.35393334222351075,0.35393334222351114,1.0446480415830726,0.3388063042622051,0.6551191805238752,False,0.010617999788615122,0.20231665612592786,0.5000838664398003,6.479685937005001,154.25,6.648241247318543,6.644888610716205,6.648241230475098
shoulder,19,0,31,0.0,1.862659387715942e-08,1.862659387715942e-08,0.35856180881321276,0.35856180881321326,1.0446480415830726,0.3432369511456167,0.6504907139341731,False,0.01075685370559859,0.20231098886515383,0.5000698581730848,6.523048223160001,154.81,6.6939483571612595,6.6904563032969095,6.693948337466343
shoulder,20,0,31,0.0,1.3949333429490427e-08,1.3949333429490427e-08,0.35237072783623075,0.352370727836231,1.0446480415830726,0.33731047569116585,0.6566817949111553,False,0.010571121416606937,0.20230531895386036,0.5000558433548473,6.476284973385001,153.91,6.644657109920821,6.641320992314279,6.644657095177946
shoulder,21,0,31,0.0,2.174582347299902e-09,2.174582347299902e-09,0.3317283373476078,0.3317283373476078,1.0446480415830726,0.31755033670948407,0.6773241853997785,False,0.009951850055190772,0.20229965409717557,0.5000418410305306,6.297734383335,150.45,6.45663943785309,6.453854333647078,6.456639435558585
shoulder,22,0,31,5.432452590733268e-09,0.0,-5.432452590733268e-09,0.30757565617031485,0.3075756561703149,1.0446480415830726,0.29442993613831026,0.7014768665770714,False,0.009227269522135878,0.2022940015610953,0.5000278691601353,6.09792777066,147.35,6.246585174362836,6.244364927672317,6.246585180084232
shoulder,23,0,31,2.0655392860373205e-08,0.0,-2.0655392860373205e-08,0.29212147971793906,0.2921214797179398,1.0446480415830726,0.27963626799630553,0.7169310430294465,False,0.008763643771876417,0.202288356740678,0.5000139163612224,5.96529018948,144.91,6.107345806753624,6.105466255116311,6.107345828480985
summer_peak,0,0,31,0.04142109348462503,0.0,-0.04142109348462503,0.30736870893235546,0.3101471106043148,1.0446480415830726,0.29689148714079244,0.6989054121430716,False,0.0080617805135907,0.20228272666169142,0.49999999999999994,6.879299162355001,132.98,7.070123690349532,7.108810148158727,7.114091538537682
summer_peak,1,0,31,0.05834768321262657,0.0,-0.05834768321262657,0.23764954816975364,0.24470749862145436,1.0446480415830726,0.23424875066115242,0.764345024125932,False,0.005590794462264839,0.1915459654707536,0.4734610033982422,6.193154752020001,127.95,6.346650646333878,6.404465303607256,6.4082026707066575
summer_peak,2,0,31,0.05475455359686393,0.0,-0.05475455359686393,0.21041364781039343,0.2174211680689535,1.0446480415830726,0.20812863224198533,0.7916313546784328,False,0.004879998434162692,0.19743792142620228,0.48802466894864466,5.927029348755001,117.96,6.0672102716950755,6.121792437831456,6.12482724643655
summer_peak,3,0,31,0.05387608023058299,0.0,-0.05387608023058299,0.1941151757416805,0.2014530552616061,1.0446480415830726,0.19284299327869475,0.8075994674857803,False,0.004427309250930697,0.19962452689507243,0.49342949393038205,5.7603821313750005,113.83,5.892552060032534,5.946480321256026,5.94915729558063
summer_peak,4,0,31,0.05406350219732009,0.0,-0.05406350219732009,0.18452828578776417,0.19228507619056245,1.0446480415830726,0.18406685174000928,0.8167674465568239,False,0.004146647219797275,0.20088040744223043,0.496533764294649,5.65920346368,109.52,5.786631631665692,5.840887808366884,5.843381370940372
summer_peak,5,0,31,0.05449889358301063,0.0,-0.05449889358301063,0.18366396573017996,0.19157917869515212,1.0446480415830726,0.18339112415778874,0.8174733440522342,False,0.004112408553364248,0.20229755603118016,0.5000366550563498,5.64900057282,108.99,5.775955682732446,5.830671853273424,5.833157438387358
summer_peak,6,0,31,0.05591990852455536,0.0,-0.05591990852455536,0.19357788492187425,0.201493011541892,1.0446480415830726,0.19288124183581198,0.8075595112054943,False,0.004367193090520103,0.20415061440820972,0.5046170223660329,5.750179240515001,112.96,5.8818668358620965,5.937908794864712,5.940615499622498
summer_peak,7,0,31,0.058362834730606994,0.0,-0.058362834730606994,0.22531685709574306,0.23275288734899863,1.0446480415830726,0.22280507700591867,0.7762996353983878,False,0.0052317015785517534,0.20746223679238157,0.5128026505677685,6.071570302605,121.14,6.2189030820505895,6.276956472580042,6.280401811234594
summer_peak,8,0,31,0.062138557729914445,0.0,-0.062138557729914445,0.2814663796317039,0.28824386068003666,1.0446480415830726,0.2759243775953749,0.7208086620673497,False,0.006783159088503673,0.21333107456772332,0.5273091728798716,6.607222072755,131.19,6.782723539405977,6.8435486440155895,6.848531771316118
summer_peak,9,0,31,0.05165822340208431,0.0,-0.05165822340208431,0.3457159467955109,0.34955412730187607,1.0446480415830726,0.33461425608203643,0.6594983954455103,False,0.008936877116993761,0.22326521163579685,0.5518642528711748,7.306120096665,135.09,7.522380432617693,7.570390359556558,7.577445710497046
summer_peak,10,0,31,0.04114375590440994,0.0,-0.04114375590440994,0.37095607681242276,0.37323078594079795,1.0446480415830726,0.35727897921983315,0.6358217368065884,False,0.00996261090109165,0.2234205808678977,0.5522482926620778,7.737192235500001,139.1,7.980897624884177,8.016623074410733,8.02493147100907
summer_peak,11,0,31,0.04236076759684537,0.0,-0.04236076759684537,0.38538115117564326,0.3877022908274569,1.0446480415830726,0.371131974975924,0.6213502319199294,False,0.010360245696918355,0.2138319779763203,0.5285472998738653,7.899588248355001,141.38,8.154096037250666,8.190458957923893,8.199504837209941
summer_peak,12,0,31,0.05025109347244372,0.0,-0.05025109347244372,0.38844041372780047,0.3916773256294026,1.0446480415830726,0.3749371176112578,0.6173751971179837,False,0.010242786964708775,0.2058981081244596,0.5089364562225195,7.909791139215001,143.69,8.16498613623989,8.209513687635587,8.2188641507969
summer_peak,13,0,31,0.0907299129224231,0.0,-0.0907299129224231,0.38520673192822485,0.39574757538326594,1.0446480415830726,0.3788334057311256,0.6133049473641203,False,0.009150529873825293,0.2060024133375306,0.5091942765880849,7.783955485275,140.69,8.030745381003353,8.11796147467807,8.127958057417777
summer_peak,14,0,31,0.12501952571866198,0.0,-0.12501952571866198,0.42251097292780593,0.44061934144488063,1.0446480415830726,0.4217873617770447,0.5684331813025056,False,0.009467994471786569,0.2467466496124985,0.6099053875845043,8.091742692885001,146.9,8.359362841154594,8.481354041694763,8.49378220613424
summer_peak,15,0,31,0.09652883554508579,0.0,-0.09652883554508579,0.45122725565396216,0.46143672625474486,1.0446480415830726,0.441715015858813,0.5476157964926415,False,0.010947236721289782,0.323606081939221,0.7998856038766902,8.252438223930001,150.81,8.531300755771445,8.622443151118683,8.635211209336706
summer_peak,16,0,31,0.01429712342780709,0.0,-0.01429712342780709,0.4674133470104089,0.4676319543206846,1.0446480415830726,0.44764546115649567,0.5414205684267017,False,0.013600044926786337,0.3801761072258873,0.9397147089620617,8.345964723480002,152.15,8.631487109668905,8.63587524672981,8.64687438148725
summer_peak,17,0,31,0.0,0.13412564862400733,0.13412564862400733,0.48774648684468414,0.5058520782285493,1.0446480415830726,0.48423206486078774,0.503200444518837,False,0.011151792888136268,0.3843371652435691,0.9499999619007393,8.500708568190001,147.89,8.797439433025081,8.638019850011082,8.653159730102603
summer_peak,18,0,31,0.0,0.13582613080439773,0.13582613080439773,0.48831383578161414,0.5068521875508151,1.0446480415830726,0.4851894297171371,0.5022003351965713,False,0.011130781702392529,0.24294806150163722,0.6005160833825339,8.50240905,146.66,8.79926439945775,8.637960522484109,8.653156423663406
summer_peak,19,0,31,0.0,0.07545901664032983,0.07545901664032983,0.4755352908718446,0.48148507355565595,1.0446480415830726,0.4609065009359588,0.5275674491917304,False,0.012180781707459794,0.09977047197663885,0.24661144731230655,8.442041945745,146.01,8.734495583845543,8.640064125877,8.653305727879756
summer_peak,20,0,31,0.0024963219500745634,0.0,-0.0024963219500745634,0.47289717627117006,0.4729037649971974,1.0446480415830726,0.4526919557332948,0.5361487577501889,False,0.014112223291413697,0.020228286652006617,0.0500000345700241,8.36126905977,144.19,8.647889439715703,8.639810600779205,8.6505760760899
