scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active
shoulder,17,0,16,0.0,0.018275868386644446,0.018275868386644446,0.15242623463848706,0.15351796107085666,0.15352984933287142,0.9999225670964544,-3.435205817889364e-05,True,0.0033810523171053084,0.27195940501006477,0.6210775335641927,7.1743999999999994,154.67,7.331405118469767,7.312462548734824,7.311823328173258,0.9821142209890883,False
shoulder,18,0,16,0.0,0.0037678110537500173,0.0037678110537500173,0.1534836090126751,0.15352984933130262,0.15352984933287142,0.9999999999897818,-4.624031862485167e-05,True,0.0037440509569388186,0.2526876927509478,0.5770664521419187,7.23995,154.25,7.39993198662635,7.396867721576934,7.395890910566259,0.9814612392708153,False
shoulder,19,0,16,0.0,0.028210630072908714,0.028210630072908714,0.15087908746614379,0.15349377408783318,0.15352984933287142,0.9997650278092828,-1.0165075155416092e-05,True,0.0031320786003731144,0.24870908463359612,0.5679804486023395,7.2884,154.81,7.450601442079562,7.420686634646978,7.4203454487554446,0.9816279109040253,False
shoulder,20,0,16,0.0,3.116893076674749e-14,3.116893076674749e-14,0.15348360901266636,0.15348360901266636,0.15352984933287142,0.9996988186961299,1.1407541578023483e-14,True,0.003837090225315883,0.21896604770449923,0.5000558551655045,7.23615,153.91,7.395958600907522,7.397036897591408,7.395958600907378,0.9814076160236422,False
shoulder,21,0,16,0.0,8.660467448916209e-16,8.660467448916209e-16,0.1534836090126655,0.1534836090126655,0.15352984933287142,0.9996988186961243,1.226796442210798e-14,True,0.0038370902253166196,0.21895993293897698,0.5000418907891347,7.03665,150.45,7.187496304589105,7.188675128337863,7.187496304589037,0.9825622928189526,False
shoulder,22,0,16,-0.0,0.0,0.0,0.15348360901266442,0.15348360901266442,0.15352984933287142,0.9996988186961172,1.3350431871117507e-14,True,0.003837090225316614,0.21895381834424582,0.5000279268028028,6.8134,147.35,6.954542591975322,6.955832983392334,6.9545425919753265,0.9838528243824664,False
shoulder,23,0,16,2.1601461393612945e-16,0.0,-2.1601461393612945e-16,0.1534836090126636,0.1534836090126636,0.15352984933287142,0.999698818696112,1.4155343563970746e-14,True,0.0038370902253165883,0.2189477039202706,0.5000139632064288,6.6652000000000005,144.91,6.800089832033767,6.801453750564571,6.800089832033759,0.9847085836367838,False
summer_peak,0,0,16,0.012860415161999122,0.0,-0.012860415161999122,0.0011144459805166936,0.01290861216329884,0.15352984933287142,0.08407884342614963,0.14057499684937894,False,1.2049250324929286e-06,0.21894158966698896,0.49999999999987005,7.686450000000001,132.98,7.867505373339356,7.881342135286727,7.8813684392295755,0.97599002793047,False
summer_peak,1,0,16,0.013380331179950522,0.0,-0.013380331179950522,0.0008389136100403633,0.01340660428782274,0.15352984933287142,0.0873224610463571,0.14007700472485501,False,6.568276968054598e-07,0.22440282309999338,0.5124718959089789,6.9198,127.95,7.0655245831633025,7.079815073798192,7.079832805353502,0.9804293382735229,False
summer_peak,2,0,16,0.013719975304972945,0.0,-0.013719975304972945,0.0007454864815910691,0.013740213697876117,0.15352984933287142,0.08949538970813199,0.13974339531480165,False,5.059598225793092e-07,0.2303882002377743,0.5261407861981267,6.622450000000001,117.96,6.755564047530454,6.770175411758705,6.7701904587599735,0.9821432077515403,False
summer_peak,3,0,16,0.014116810114797915,0.0,-0.014116810114797915,0.0006883634820113905,0.01413358313028326,0.15352984933287142,0.0920575587854576,0.1393500258823945,False,4.193253871336275e-07,0.23672216183422085,0.5406057437378953,6.43625,113.83,6.561774691450622,6.576781953375874,6.57679544360671,0.9832112416842693,False
summer_peak,4,0,16,0.014601309438704815,0.0,-0.014601309438704815,0.0006542068469833781,0.014615957851726662,0.15352984933287142,0.09519945414677952,0.1388676511609511,False,3.662103255461672e-07,0.2434669292177394,0.5560088642545948,6.3232,109.52,6.444231705644267,6.45973752489888,6.459750118866624,0.9838542570135284,False
summer_peak,5,0,16,0.015175060256462085,0.0,-0.015175060256462085,0.0006508699274108434,0.01518901199715317,0.15352984933287142,0.09893198008825985,0.1382945970155246,False,3.4879351727711905e-07,0.2507155699309951,0.5725626874096176,6.3118,108.99,6.432383433475228,6.448497426362854,6.448509946293599,0.9839085679574684,False
summer_peak,6,0,16,0.0158443812301646,0.0,-0.0158443812301646,0.0006851410424881437,0.01585918770980702,0.15352984933287142,0.10329709681029106,0.13762442130287075,False,3.7016199106046746e-07,0.25856321168190627,0.5904844576928366,6.42485,112.96,6.549917690871033,6.566761831462761,6.566775280716124,0.9832424728102478,False
summer_peak,7,0,16,0.01657192741799187,0.0,-0.01657192741799187,0.0007961113984281616,0.01659103889772723,0.15352984933287142,0.10806393004239738,0.13689257011495054,False,4.777869933839459e-07,0.2671119008787989,0.6100072199279446,6.78395,121.14,6.923838087042967,6.941518889234232,6.94153548364484,0.9811517571941395,False
summer_peak,8,0,16,0.01735958036626748,0.0,-0.01735958036626748,0.0009955412022684235,0.017388103196677707,0.15352984933287142,0.11325552179093318,0.13609550581600005,False,7.130707602556573e-07,0.27642713007769126,0.631280540389942,7.38245,131.19,7.549006382698002,7.567638569766479,7.567661355034501,0.9776660998619895,False
summer_peak,9,0,16,0.018131867107243703,0.0,-0.018131867107243703,0.001338062365707175,0.018181172010881697,0.15352984933287142,0.11842108938348986,0.13530243700179606,False,1.2326225909498588e-06,0.2865773416019488,0.6544607217791732,8.16335,135.09,8.368461632824845,8.388074579324934,8.388108792018233,0.9731059267070192,False
summer_peak,10,0,16,0.01921427272543865,0.0,-0.01921427272543865,0.0015888914703345999,0.019279856132036817,0.15352984933287142,0.12557724908747706,0.13420375288064096,False,1.639585164954148e-06,0.29755695939244375,0.6795350299706688,8.645,139.1,8.876052584650294,8.896937900140252,8.896981246366487,0.9702709399921952,False
summer_peak,11,0,16,0.020879888619558647,0.0,-0.020879888619558647,0.0016733916889127257,0.02094683719585601,0.15352984933287142,0.13643494920939261,0.13253677181682175,False,1.673714407434119e-06,0.3096871428071534,0.7072369011253374,8.826450000000001,141.38,9.067708702864751,9.0904503402749,9.09049722013943,0.9691750410328582,False
summer_peak,12,0,16,0.02329870265893076,0.0,-0.02329870265893076,0.001676234445095169,0.02335892350910441,0.15352984933287142,0.1521458114536374,0.13012468550357337,False,1.5055212543412501e-06,0.3235635708626389,0.7389266958248918,8.83785,143.69,9.079757898049879,9.10514363126809,9.105190858503983,0.9690590625325078,False
