scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active,recompute_p_shift_mw,recompute_p_shift_frac_s,recompute_coef_delta_max,recompute_jnet_delta_won
summer,0,0,31,0.0,0.18817080930913918,0.18817080930913918,0.09477981255117982,0.21069282461273617,0.21069418956369043,0.9999935216488073,-6.209219976072156e-05,True,0.0005630503825899252,0.2203919188419567,0.5000000000000001,7.034750000000001,130.62,7.185512271970117,6.984578537437987,6.986368027999784,0.9861159301726178,False,0.18817080930887892,0.8930991865439983,0.0967050890335841,0.045923037635573795
summer,1,0,31,0.0,1.6560273873570826e-13,1.6560273873570826e-13,2.794431176215325e-12,2.7993338253379022e-12,0.21069418956369043,1.3286241215929193e-11,0.2106307324101761,False,6.58432771650549e-14,0.022039807360107463,0.05000139632141467,6.447649999999999,122.52,6.573632573047587,6.573632573613347,6.573632573537418,0.9860782879724869,False,2.9916519952667193e-13,1.4199024669175214e-12,1.1173152504120516e-05,-7.933169249956112e-09
summer,2,0,31,6.487386774933777e-07,0.0,-6.487386774933777e-07,1.4635337047137766e-06,1.600872504763914e-06,0.21069418956369043,7.598085680858269e-06,0.2106291315404707,False,2.380334568176343e-08,0.022039191884195692,0.050000000000000065,6.1959,111.95,6.311975827253596,6.3119765016520555,6.311976510351631,0.9874246373424069,False,6.487386769182584e-07,3.079053476802938e-06,3.6377765988031115e-07,-4.878222622297438e-09
summer,3,0,31,0.02720054326792675,0.0,-0.02720054326792675,0.04295435176250333,0.0508423631375178,0.21069418956369043,0.24130880515880926,0.15978836927545764,False,0.0005910454967397767,0.022039191884195366,0.04999999999999932,6.042,107.47,6.152230182343842,6.180523214932513,6.180842288928942,0.9883185264092131,False,0.027200543267599596,0.1290996364158262,0.015551452366529819,-0.004196458703227743
summer,4,0,31,0.18819717023900537,0.0,-0.18819717023900537,0.09473049472018057,0.2106941895636881,0.21069418956369043,0.9999999999999889,-6.345715071265356e-05,True,0.0005624254831170688,0.04784373182409365,0.10854239138051712,5.94985,104.36,6.056656131750002,6.253469218557081,6.254866900799802,0.9873395624907549,False,0.18819717023901994,0.8932243011956915,0.11410568036632109,-0.0202783994588885
summer,5,0,31,0.18819717023901467,0.0,-0.18819717023901467,0.0947304947201608,0.2106941895636875,0.21069418956369043,0.999999999999986,-6.345715071204294e-05,True,0.000562425483116821,0.2263850511633419,0.5135965337406109,5.9432,104.35,6.04976122818321,6.246565186526296,6.247960308060785,0.9873751044594039,False,0.18819717023903576,0.8932243011957666,0.11421554673402437,-0.020289597577325715
summer,6,0,31,0.01458265928371401,0.0,-0.01458265928371401,0.025741993658208947,0.02958554020605607,0.21069418956369043,0.1404193455326052,0.1810451922069194,False,0.0003750720230585518,0.4049213846232397,0.9186393647073997,6.040100000000001,107.59,6.150259008515443,6.165421116110823,6.165595697316102,0.9883207880375183,False,0.014582659284004942,0.06921244156852636,0.008361565246904797,0.01621035231535087
summer,7,0,31,1.232603488956028e-05,0.0,-1.232603488956028e-05,3.73114401367218e-05,3.9294715944702185e-05,0.21069418956369043,0.0001865011846129902,0.21059143769703073,False,6.742170263785482e-07,0.41874464579971793,0.9500000000000007,6.35075,114.98,6.4728686591927795,6.472881482057467,6.4728816559431355,0.9865969206260087,False,1.2326034889417895e-05,5.850201619201215e-05,6.783638904270689e-06,3.982724396313899e-09
summer,8,0,31,1.2326034889532525e-05,0.0,-1.2326034889532525e-05,0.03030682618414994,0.030306828690699603,0.21069418956369043,0.14384273602162245,0.18032390372227586,False,0.0007573625663952525,0.418744645799718,0.9500000000000008,6.84285,127.23,6.985253043091473,6.985298784016101,6.985266097190194,0.9842458187264994,False,1.2326034889207285e-05,5.850201619101255e-05,6.367335631008595e-06,7.417410470752237e-06
summer,9,0,31,1.2326034886819892e-05,0.0,-1.2326034886819892e-05,0.13289969589501774,0.1328996964666185,0.21069418956369043,0.6307705814850886,0.07773103594635694,False,0.003322184260793295,0.41874464579971793,0.9500000000000007,7.47935,134.5,7.650457756139371,7.650453124186107,7.6504708857329,0.9817944319983252,False,1.232603488481187e-05,5.850201617015096e-05,5.910434050606965e-06,8.4896380901818e-06
