scenario,t,unit,b,p_ch,p_dis,p_net,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess
summer,0,0,15,0.0,0.17564044196757359,0.17564044196757359,0.20571672481958808,0.4999999999878924,6.296033901525001,130.62,6.454850201237773,6.268932803295357
summer,1,0,15,0.0,1.2897828224659368e-07,1.2897828224659368e-07,0.020572957485874774,0.05000312323516456,5.770585022235,122.52,5.903238220445504,5.903238084704807
summer,2,0,15,-0.0,0.0,0.0,0.020572246980705432,0.05000139633335347,5.5452711824100005,111.95,5.667469805483167,5.667469805483193
summer,3,0,15,0.03904118737401453,0.0,-0.03904118737401453,0.020571672498029,0.05000000003784827,5.4075321558,107.47,5.523563348214676,5.564678446784338
summer,4,0,15,0.1756404419493593,0.0,-0.1756404419493593,0.057609472510554975,0.14002136325980058,5.325058788015,104.36,5.437477964753977,5.622764172944644
summer,5,0,15,0.17564044194967124,0.0,-0.17564044194967124,0.2242379510366773,0.5450163355164783,5.319107101680001,104.35,5.431267945088634,5.616542909183656
summer,6,0,15,1.1506129714013629e-05,0.0,-1.1506129714013629e-05,0.39086177635736674,0.9499999980329373,5.405831673990001,107.59,5.5217877815201994,5.521799889448575
summer,7,0,15,1.1505261088080469e-05,0.0,-1.1505261088080469e-05,0.39086177718792664,0.9500000000516353,5.6838604499250005,114.98,5.812435697664656,5.812447839465297
summer,8,0,15,1.1505242839234353e-05,0.0,-1.1505242839234353e-05,0.3908617771947759,0.9500000000682827,6.124285238715001,127.23,6.27427359199157,6.274285788942225
summer,9,0,15,-0.0,0.0,0.0,0.3908617771837026,0.9500000000413686,6.693946645065001,134.5,6.874257550547764,6.874257550547875
summer,10,0,15,-0.0,0.0,0.0,0.3908508621406042,0.9499734707372791,7.012786984440001,138.16,7.211382195808816,7.211382195808903
summer,11,0,15,-0.0,0.0,0.0,0.3908399473829164,0.9499469421268875,7.113115411230001,140.85,7.31766119806391,7.3176611980638935
summer,12,0,15,-0.0,0.0,0.0,0.3908290329152711,0.949920414221452,7.071453606885001,140.59,7.2735168856649794,7.273516885665047
summer,13,0,15,-0.0,0.0,0.0,0.3908181187565802,0.9498938870669383,6.907357112220001,137.7,7.099801106839974,7.099801106839956
summer,14,0,15,-0.0,0.0,0.0,0.3908072049164107,0.9498673606865996,7.17433275639,142.31,7.382556015343651,7.382556015343658
summer,15,0,15,0.0,3.192957750164174e-10,3.192957750164174e-10,0.3907962913531351,0.9498408349792588,7.311221542095001,145.06,7.527796305012301,7.52779630466953
