n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,-22161748.138077408,66763184.18466236,57499600.936006814,223897129.43218237,14.003532199999881
1,0,1,-26386431.315056942,51781199.42602065,127519042.90268627,734933811.8485262,2.35501209999984
1,0,2,-28197585.08510331,15346654.817548018,57209576.313187264,242375585.65091437,2.3452754999998433
1,0,3,-29030934.755570307,-12857588.52587631,15721504.387101915,19479517.584612817,2.666367199999968
1,0,4,-29571023.2687962,-23082529.3295509,7931031.639893316,6908602.482127641,2.545730100000128
1,0,5,-29571023.2687962,-24670349.308267858,6635863.094093128,10211775.108972043,2.5217569000001276
1,0,6,-29571023.2687962,-23185160.321713798,6448912.341134363,5431033.613246184,2.396246499999961
1,0,7,-29870867.318127703,-25970286.719853245,3047126.0478526163,-13494849.304225812,2.3346653999997216
1,0,8,-29870867.318127703,-26364490.19564813,3395337.8234653757,-14859778.112373283,2.3009806999998546
1,0,9,-30333359.318161428,-26589410.937145695,3217219.8718998022,-13494849.304224117,2.906688699999904
1,0,10,-30359356.54159506,-26243926.921390742,4211765.054781511,-15542320.484102719,2.985024799999792
1,0,11,-30359356.54159506,-27551671.634613086,2826449.4707359523,-16413490.382911284,2.6632321000001866
1,0,12,-30370843.890975647,-27876359.504301526,2630908.7681024703,-16576143.207479138,2.620499699999982
1,0,13,-30370843.890975647,-27009253.947795134,4246404.501263071,-15406377.19671166,2.6654969000001074
1,0,14,-30370843.890975647,-28258649.060622323,1872847.0552486198,-22795927.761809543,2.6366570999998657
1,0,15,-30395847.674457967,-27898648.127359487,3235250.244508206,-13619110.076617476,2.695278600000165
1,0,16,-30395847.674457967,-28591748.33609474,1581776.5549497784,-21021589.354949154,2.655694499999754
1,0,17,-30395847.674457967,-28700588.39857504,2401757.951557553,-16557998.374171529,2.7037672000001294
1,0,18,-30399852.083781168,-28590282.25510341,3351447.4042904656,-11420708.55678465,2.6732499999998254
1,0,19,-30399852.083781168,-28370334.770323273,1940701.2679472645,-23472488.82245156,2.687048700000105
1,0,20,-30405095.54972821,-28540864.650545,2865376.3770287614,-14579357.743693065,2.694962999999916
1,0,21,-30408195.38426195,-29012519.705472868,862412.3714318881,-27782811.46060626,2.702206699999806
1,0,22,-30410453.007271137,-29037891.424522042,1843090.1675304351,-22307235.265604347,2.6926495999996405
1,0,23,-30411614.952317677,-28782740.709658217,2577086.3697826536,-20029044.997085765,2.795900200000233
1,0,24,-30411614.952317677,-28950605.473122336,1419853.2033292213,-23567001.631476145,2.752556800000093
1,0,25,-30411614.952317677,-29300625.91480767,959690.0710742794,-26747879.725692105,2.69830520000005
1,0,26,-30411614.952317677,-29187931.03105505,1342281.8071184324,-23866861.35448061,2.8692142999998396
1,0,27,-30411614.952317677,-29370275.924449373,944178.4578950959,-26244368.72347361,2.6946256999999605
1,0,28,-30411811.41995897,-29344850.36844229,821571.2107275287,-26989454.807791963,2.689785799999754
1,0,29,-30411811.41995897,-29541537.36441189,1546308.2096161286,-21979404.59083412,2.6808689999998023
1,0,30,-30411853.11731191,-29558402.449272275,752965.9859114548,-27490085.362740032,2.7333026000001155
1,1,0,-16709520.12530398,68501478.80072811,100003623.15993702,511411218.9073452,2.404338800000005
1,1,1,-16952845.11569026,41775492.918997556,75725611.6688452,338290266.4047622,2.50265249999984
1,1,2,-17431800.871284008,10564644.208276518,33759088.44480911,114113867.57213247,2.7239913999997043
1,1,3,-19349650.681507967,-6021321.737225685,16570054.737877578,68430234.39575519,2.6802267000002757
1,1,4,-19349650.681507967,-10314824.181168104,9523937.809473632,26269610.52040778,2.734957099999974
1,1,5,-19490334.372530922,-12554378.848739201,7273569.764559669,4347743.351978077,2.6480084999998326
1,1,6,-19944823.20460922,-13947181.553828772,6174818.292632787,4347743.326569462,2.665891399999964
1,1,7,-20219496.6600897,-16417971.48557205,2912808.999441094,-7128994.924015209,2.666159599999901
1,1,8,-20219496.6600897,-14545458.292775562,5639867.161741576,2610589.5587478876,2.644104299999981
1,1,9,-20219496.6600897,-14549120.041527357,6478875.428013359,4347743.351978515,2.6871961000001647
1,1,10,-20219496.6600897,-17340735.86112254,2101381.150197321,-11070832.886355033,2.7345243999998274
1,1,11,-20235616.939223558,-17738724.740217917,1723259.3734535484,-13215603.101114003,2.846854300000359
1,1,12,-20235616.939223558,-15655822.52489141,5769324.64057256,1167202.6985839717,2.757589100000132
1,1,13,-20235616.939223558,-16251933.070088197,5103479.014300771,-635978.3535936493,2.6981015000001207
1,1,14,-20235616.939223558,-18082916.1373201,1668331.056564941,-13675320.981987212,2.724972600000001
1,1,15,-20235616.939223558,-17006141.78351807,3467122.1011692304,-2133377.7151468173,2.700525600000219
1,1,16,-20235616.939223558,-17935439.079953656,2050507.6357006787,-12360705.1862574,2.682229600000028
1,1,17,-20235616.939223558,-15961303.294819485,6065969.104949867,2110673.6587506905,2.715226100000109
1,1,18,-20235616.939223558,-17593338.39446861,3529771.8131158003,-2133341.7347493395,2.6967792000000372
1,1,19,-20235616.939223558,-18237338.374711074,4108848.8821632885,3354362.4721938893,2.7083542999998826
1,1,20,-20235616.939223558,-17776393.154280704,4314332.879540149,-2025239.8912198097,2.6869470999999976
1,1,21,-20235616.939223558,-18117687.970903866,3571809.7055634996,-1518655.700209422,2.700332900000376
1,1,22,-20235616.939223558,-19038994.809532627,1463607.3243699356,-13730100.356945284,2.72930340000039
1,1,23,-20235616.939223558,-18359922.118195336,3745485.7993914736,54975.05265999213,2.698646099999678
1,1,24,-20235616.939223558,-18944347.85459704,1847475.005332698,-12400047.05645335,2.7408572000003915
1,1,25,-20235699.052252784,-19082021.675250158,1483319.3691310054,-13983671.241626501,2.7174581999997827
1,1,26,-20235714.257065758,-19155561.528994516,1891603.473111221,-10357502.195780005,2.6912764000003335
1,1,27,-20235714.257065758,-19061446.486359518,1264687.989696677,-13902940.958182234,2.698794999999791
1,1,28,-20235714.257065758,-19444097.39852251,850234.3701638065,-16476230.532573355,2.668149600000106
1,1,29,-20275392.8589497,-19289459.363261804,1359736.0052898019,-13923705.07683957,2.7497863000003235
1,1,30,-20275392.8589497,-19712653.86066546,601922.9416183038,-17936699.089799777,2.7270102000002225
1,2,0,-19340820.46117527,82559300.75997883,63339876.249228604,303922868.33689266,2.634124300000167
1,2,1,-19340820.46117527,44929095.86011118,42847545.7242713,145929822.2689315,2.72720500000014
1,2,2,-19340820.46117527,17416856.902764224,27913019.69250158,104488357.84880601,2.710996100000102
1,2,3,-23296180.17713228,-4471145.445664864,17930642.73708082,59520093.579139754,2.748895000000175
1,2,4,-26232968.485503796,-17388152.397161845,9461613.520267406,16361174.703333229,2.651257799999712
1,2,5,-30178478.92369429,-21674446.877835497,8783139.36008137,5778533.575955143,2.721662599999945
1,2,6,-30178478.92369429,-23272345.967763066,8702989.443089291,9974644.803044058,2.7002950999999484
1,2,7,-30292656.886761207,-24393015.28013625,5495292.204147559,-9786675.9747544,2.6686647999999877
1,2,8,-30292656.886761207,-22956821.394866563,8908749.162457347,7532856.820891516,2.641523199999938
1,2,9,-30308252.111874837,-23214771.992300987,12859847.538360279,37365019.096772425,2.7559488000001693
1,2,10,-30308252.111874837,-24239539.391405333,9558107.644506397,12898180.059627801,2.66750409999986
1,2,11,-30308252.111874837,-24961167.001724124,7419902.867955192,7015752.239632924,2.692920399999821
1,2,12,-30371644.968124673,-25031072.753890216,6679576.440697612,2979949.9296299517,2.7101589000003514
1,2,13,-30371644.968124673,-25788549.59652261,7589371.435198825,6675454.030798133,2.702896899999814
1,2,14,-30371644.968124673,-25927231.772646733,8022687.34392343,3474434.249269357,2.6621571999999105
1,2,15,-30371644.968124673,-25697306.99118672,5927233.444262304,2041280.0520059392,2.703539500000261
1,2,16,-30371644.968124673,-26485713.275290787,6712045.086444794,5003985.469951389,2.762735299999804
1,2,17,-30399423.879308566,-26712993.344065573,4624509.635986186,-14289676.649512388,2.733814700000039
1,2,18,-30399423.879308566,-26036208.602266338,7081727.521600991,6908602.482128715,2.6914034999999785
1,2,19,-30410894.918346778,-28493747.565148707,1649192.8932957547,-22373995.859416027,2.723535200000242
1,2,20,-30410894.918346778,-26708534.96657829,6755024.647963208,3459452.2243489716,2.715103199999703
1,2,21,-30410894.918346778,-27575989.813982256,5965992.384125977,3240127.225975126,2.644298600000184
1,2,22,-30410894.918346778,-28524737.891788203,2052028.5536659197,-23248653.68945088,2.689950299999964
1,2,23,-30410894.918346778,-27833945.758126605,3988736.644718923,-15296745.794696502,2.682289700000183
1,2,24,-30410894.918346778,-29305168.850141764,842973.4518194221,-27503550.781361073,2.7013059000000794
1,2,25,-30410894.918346778,-28577055.132214002,2787443.336411924,-16287374.397737522,2.72827690000031
1,2,26,-30410894.918346778,-29112460.787740037,1710472.952818053,-23265945.103565045,2.764480999999705
1,2,27,-30410894.918346778,-28969792.102556664,1950283.9103148377,-23094156.251113974,2.7248638000000938
1,2,28,-30410894.918346778,-29234945.805840656,1797434.634927386,-22541752.72300012,2.664998100000048
1,2,29,-30410894.918346778,-29652806.642054364,709004.3989716608,-27727650.78997118,2.6906214999999065
1,2,30,-30410894.918346778,-28466257.666967142,3543432.0882070907,-15916819.20356441,2.7060365000002093
