n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall
1,30,0,3088691.174942553,3078654.156470275,3088691.174942553,3078654.156470275,84.37426614626966,84.36273630997432,84.37426614626966,84.36273630997432,14.202669549017797,14.231349585992117,14.202669549017797,14.231349585992117,1.4230619570056566,1.4059141040363818,1.4230619570056566,1.4059141040363818,76.97594515102475,77.13197457554878,76.97594515102475,77.13197457554878,0,True,28,-3088702.8313957434,3088702.831400996,0.0732,0.0403,,-3088691.1749341935,-3078654.1564700613,-3088691.1749341935,-3078654.1564700613,1.084214516467202,1.084214516467202,4,1.0840614025333075,1-unit runs 기준 (30 of 30),30,False,1.0,1:30,conflict,partial,6410,-1.4055510177968245e-05
