scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active
summer,0,0,16,0.0,0.14366596105953783,0.14366596105953783,0.03975772587571371,0.14906570743792497,0.14906570743792508,0.9999999999999992,-4.489580411728977e-05,True,0.00013499365945967857,0.21806523216989845,0.49999999999999994,7.034750000000001,130.62,7.185512271970117,7.031512762838545,7.032216702983485,0.9835620863521994,False
summer,1,0,16,0.0,0.04251655608558288,0.04251655608558288,0.14282907906473785,0.14902282834471922,0.14906570743792508,0.9997123477026149,-2.0167109115454274e-06,True,0.0026626568064784108,0.06662458889783451,0.15276297884553672,6.447649999999999,122.52,6.573632573047587,6.5288160011602505,6.528442718449233,0.9866361533881781,False
summer,2,0,16,2.2987175011762967e-16,0.0,-2.2987175011762967e-16,0.14902081163380693,0.14902081163380693,0.14906570743792508,0.9996988186961991,7.494005416219807e-16,True,0.003725520290845171,0.021807132194960586,0.05000139632064378,6.1959,111.95,6.311975827253596,6.313509397333135,6.311975827267752,0.9873397463526398,False
summer,3,0,16,0.0734742177197046,0.0,-0.0734742177197046,0.12970013286209686,0.14906570743792194,0.14906570743792508,0.9999999999999789,-4.4895804114264415e-05,True,0.0018897872429554353,0.0218065232169904,0.050000000000001266,6.042,107.47,6.152230182343842,6.23009823296763,6.230192318667933,0.9864395412013793,False
summer,4,0,16,0.136277323980605,0.0,-0.136277323980605,0.0604075831552144,0.14906570743792458,0.14906570743792508,0.9999999999999967,-4.4895804116901195e-05,True,0.0003197095864329899,0.09151090460670978,0.20982461004010952,5.94985,104.36,6.056656131750002,6.200600529508321,6.201314313832995,0.9845667691842434,False
summer,5,0,16,0.13627732398060763,0.0,-0.13627732398060763,0.0604075831552081,0.1490657074379244,0.14906570743792508,0.9999999999999956,-4.489580411673466e-05,True,0.00031970958643291985,0.2207946463671721,0.5062582516481745,5.9432,104.35,6.04976122818321,6.193697171004469,6.194409580427786,0.9846051567326771,False
summer,6,0,16,0.0677336770161941,0.0,-0.0677336770161941,0.13276851579450855,0.14904807878134746,0.14906570743792508,0.9998817390204587,-2.7267147539783432e-05,True,0.002032860044128836,0.35007477779731155,0.8026836151591605,6.040100000000001,107.59,6.150259008515443,6.222137971765474,6.2221198148402,0.9866159378020021,False
summer,7,0,16,1.2195908425756218e-05,0.0,-1.2195908425756218e-05,0.14902081163380704,0.14902081213286547,0.14906570743792508,0.999698822044109,-4.990577950891861e-10,True,0.0037252154056109966,0.41432394112280707,0.9499999999999998,6.35075,114.98,6.4728686591927795,6.47434156533923,6.472881620799631,0.9864477116843035,False
summer,8,0,16,1.2195908425575082e-05,0.0,-1.2195908425575082e-05,0.14902081163380726,0.1490208121328657,0.14906570743792508,0.9996988220441104,-4.990580171337911e-10,True,0.003725215405611006,0.41432394112280707,0.9499999999999998,6.84285,127.23,6.985253043091473,6.9864901260758,6.985266070599946,0.9836083078994431,False
summer,9,0,16,2.4760309778820058e-17,0.0,-2.4760309778820058e-17,0.14902081163380737,0.14902081163380737,0.14906570743792508,0.9996988186962021,3.0531133177191805e-16,True,0.003725520290845187,0.414323941122807,0.9499999999999997,7.47935,134.5,7.650457756139371,7.65137023103445,7.650457756139612,0.9799237623255517,False
