n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall
1,3,0,30410894.918344922,27032492.66076081,30410894.918344922,27032492.66076081,31.254791820206496,34.23421258809759,31.254791820206496,34.23421258809759,3.65657134708789,4.422859960628409,3.65657134708789,4.422859960628409,65.08863683270619,61.34292745127495,65.08863683270619,61.34292745127495,33.33319968051899,37.980787892945905,33.33319968051899,37.980787892945905,0,True,0,-30411190.281780586,30411190.204987176,1.0000,0.0328,S=1.000,-30410894.91834139,-27032492.686356377,-30410894.91834139,-27032492.686356377,33.32949408443858,33.32949408443858,2,33.32900833707965,1-unit runs 기준 (3 of 3),3,True,1.0,1:3,conflict,partial,15,-3550330.8383382983
