n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,0,4933714239.409847,8824090991.745975,2803199764.0485516,17790706916.597454,11.068142099999932
1,0,1,4534350875.67315,8467161061.5166,3135116243.451163,19746034452.13511,2.748520300000564
1,0,2,4267138617.251803,7319475034.492587,3036228070.366879,19891555136.283493,2.633491600000525
1,0,3,4210496729.928445,6604961309.960082,1646358978.9441915,9315477472.328955,2.6620105000001786
1,0,4,4210496729.928445,6317041315.566496,1676303929.6674242,11043324301.148312,2.642467399999987
1,0,5,3911285346.203183,5792431086.575828,1449974693.8486297,9140095262.488209,2.720882999999958
1,0,6,3911285346.203183,7152962373.848221,1823604100.9433968,11896590097.327406,2.5778851999994004
1,0,7,3549237432.8510404,8184525680.47781,2724100679.9191403,14657212614.2345,2.7704588999995394
1,0,8,3549237432.8510404,7405102568.308151,1927288854.86503,11758540023.606377,2.564959700000145
1,0,9,3523447842.302465,6774764392.632738,2010006306.0002918,10645691057.447933,2.8017931000003955
1,0,10,3523447842.302465,6848584593.086025,2199187188.9507527,10854044730.434963,3.024088899999697
1,0,11,3523447842.302465,6440168106.225958,2105681162.8627756,10706086627.407734,3.08278270000028
1,0,12,3523447842.302465,6268947530.36928,2065360197.2927806,9386203363.644608,2.9621643000000404
1,0,13,3523447842.302465,6237922269.264745,2393770740.8391895,12721900371.669844,3.0736810999997033
1,0,14,3501849973.674944,5837165797.236349,2243222551.2176433,10075227334.011644,3.0364792000000307
1,0,15,3501849973.674944,5718446967.589587,1912603369.456025,9137092175.900164,3.1690552000000025
1,0,16,3501705963.0166335,5354894616.931574,2136966709.70041,12550176239.112335,2.964413499999864
1,0,17,3501705963.0166335,5587003445.997603,2206494672.40919,9167472961.507534,3.2062183999996705
1,0,18,3501705963.0166335,4984183485.851559,1651558319.396129,9106946863.044044,3.0035265000005893
1,0,19,3501666620.7508564,5181215305.063663,2011098885.1785002,10883781156.016626,3.147903799999767
1,0,20,3501666620.7508564,4879648007.065334,1789194706.5202222,9127317512.783335,3.001552400000037
1,0,21,3501666620.7508564,4688310860.611611,1889440434.4613144,10246292098.949333,3.126038299999891
1,0,22,3501634497.574628,4420996610.617174,1378207763.7549193,9108230175.027052,2.9848290999998426
1,0,23,3501634497.574628,4737731391.53063,1949839677.008282,9507114969.334251,3.131598799999665
1,0,24,3501634497.574628,4323433284.4093,1713908458.9598455,9114903769.689335,3.0515580999999656
1,0,25,3501561306.221574,4289171164.2509475,1419512462.1694765,9107420124.705414,3.1527649999998175
