n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s
1,0,26,3501524990.428358,4042585776.8911896,1084796874.7958071,9115939343.983683,2.99063440000009
1,0,27,3501508174.5613027,4025362742.1571026,1065010131.8915673,9111300600.941778,3.16843979999976
1,0,28,3501504719.519567,3943458607.163466,1260027354.8675594,10618721723.334007,3.0040030000000115
1,0,29,3501504719.519567,3698090039.2938166,477745179.6596822,5787314434.733837,3.242005799999788
1,0,30,3501502371.714284,3796538299.873267,1018862802.227711,9104912202.193104,3.110212600000523
1,1,0,4473432546.934878,9366972934.992184,3821083553.0819793,27699810379.820263,2.6920467999998436
1,1,1,4218709715.1039352,8047598799.242851,1801072170.5015385,12836487504.376667,2.9866407999998046
1,1,2,4218709715.1039352,6391585562.439457,1880477388.4531147,13818891469.105728,3.0739928999992117
1,1,3,4218709715.1039352,5749050375.6022,1152618217.6159744,9106704667.251974,3.0503959000006944
1,1,4,4155304551.773231,5531733094.00346,1169297004.2756069,9100283212.35809,3.13441739999962
1,1,5,4155304551.773231,5180192634.643812,885542087.5003507,8475541833.441368,3.0720719000000827
1,1,6,4155304551.773231,5464670572.389559,1249093814.8135493,8099127986.461475,3.040229100000033
1,1,7,4155304551.773231,5334058204.862387,1299177236.1567397,9090972752.830711,3.112032299999555
1,1,8,4155304551.773231,5349598543.535529,2767098334.443873,20316415992.306767,3.0433035000005475
1,1,9,4155304551.773231,5113039409.373368,1107157175.4048352,7974471575.644319,3.0907563000000664
1,1,10,4155304551.773231,4989145586.564845,1394879705.93667,11201023484.645912,3.0714552999997977
1,1,11,4155304551.773231,4898918201.345329,1006361629.5821476,7971218303.877295,3.0582858000007036
1,1,12,3822988991.90666,4450863391.4194565,339192649.6431338,5383902098.785778,3.0233644999998432
1,1,13,3822988991.90666,7249204525.424528,1655436750.2445745,9120434570.575405,3.1124165000001085
1,1,14,3817301831.6229987,7847992836.653384,1934065762.6927052,11676237629.306322,3.0273433000002115
1,1,15,3660867733.968887,7210813933.996677,2174244471.0064282,12507468376.663416,3.120876699999826
1,1,16,3660867733.968887,7626668518.492142,2405580218.9282002,13156690992.60706,3.082203899999513
1,1,17,3660867733.968887,6712426144.045108,2319360729.5413337,12346944515.149826,3.1532978999994157
1,1,18,3558883667.888647,6571535632.09915,2294509644.7970834,11168505025.936268,3.012522199999694
1,1,19,3542254786.6287103,6177912210.78397,2091742427.98711,9122982828.270697,3.125068299999839
1,1,20,3540324454.745024,6368463713.433507,2587631739.2073646,12916359065.232246,3.020220600000357
1,1,21,3540324454.745024,6314567548.220486,2293256514.481275,9735758617.816944,3.0615854999996372
1,1,22,3532184407.1450195,5972419448.183792,2295370989.6710434,9149737517.224552,3.0986696999998458
1,1,23,3502634400.8871183,5865393272.794952,2199142892.977898,9173596026.781218,3.0842703999996957
1,1,24,3502634400.8871183,5462856438.402266,2277697564.866575,10396508521.362011,3.0747841000002154
1,1,25,3502634400.8871183,5764542004.078538,2412752906.031713,9115240256.127783,3.093476200000623
1,1,26,3502634400.8871183,5270084941.234121,2400981378.7977586,12564694468.904467,3.111076000000139
1,1,27,3501851380.2436,5470340213.14139,2409857240.5823326,9122713148.331501,3.1310426000000007
1,1,28,3501851380.2436,5307200381.815397,2234071919.0717354,9851661355.168402,3.06397029999971
1,1,29,3501851380.2436,5517340366.107971,2797996144.9916134,14427530107.091162,3.1129517999997915
1,1,30,3501601058.131741,5031187040.242367,2221157148.9805627,9330582232.629175,3.060906700000487
1,2,0,4488871724.436233,8787756161.134918,3878073498.692101,24588188431.541885,2.9888591999997516
1,2,1,3950578503.5731726,9025431505.174019,3864180915.8054395,23659061473.95767,3.0859481999996206
1,2,2,3554313449.8037143,6951578403.161412,2359908156.6667376,16436828320.077204,3.031341999999313
1,2,3,3528988234.31894,5942681838.275114,1543138937.792111,9093425700.35809,3.026702000000114
1,2,4,3509592171.7851615,5573146789.072456,1464790890.323712,9111177726.0041,3.0308234999993147
1,2,5,3501998898.136256,5683906376.707232,2011094630.431093,11587044150.892363,3.015679699999964
1,2,6,3501998898.136256,5459675615.4676695,1535208176.1549697,9896788594.822926,3.0463181000004624
1,2,7,3501998898.136256,5265417384.659588,1522666409.4220462,9106740297.71274,3.0695544999998674
1,2,8,3501998898.136256,5179472589.348004,1621444734.585917,9088751106.365541,3.068674299999657
1,2,9,3501998898.136256,4868966425.397845,1402362873.1649055,9130249684.781937,3.090818099999524
1,2,10,3501998898.136256,5377918795.979636,2988966082.8159585,20109127313.435238,3.069013199999972
1,2,11,3501998898.136256,4687043009.780487,1961656809.372563,14065652241.64748,3.094655299999431
1,2,12,3501998898.136256,4678679233.406347,1150447836.1076543,9101058569.854631,3.0111075999993773
1,2,13,3501904348.27319,4659680305.087095,1034440674.0309261,8030551562.896664,3.1994236000000456
1,2,14,3501904348.27319,4424473857.962851,1430145577.6450934,9558684686.480595,3.0201311000000715
1,2,15,3501712020.259896,3972536705.471344,577336489.499435,5434712092.946876,3.1582388000006176
1,2,16,3501712020.259896,4353307679.85337,1939942100.7164607,14275792440.334612,2.988646699999663
1,2,17,3501693151.456713,4140193934.812834,1077018265.4706323,8010708501.877948,3.1791308000001663
1,2,18,3501693151.456713,4231950802.273707,2002709598.2078373,14985269117.802454,3.0902406999994128
1,2,19,3501693151.456713,4089839726.4202414,1300232538.888784,9220109679.984476,3.3085204999997586
1,2,20,3501622639.00453,4104420979.252819,1159536593.925262,9102852275.320616,3.048071400000481
1,2,21,3501576316.8103237,4038293033.2249827,927571691.6253092,7612773545.397452,3.1454968000007284
1,2,22,3501576316.8103237,4014711512.1800475,1071893996.5492369,9105150030.061863,3.0322156000001996
1,2,23,3501576316.8103237,3874651968.593629,1000733848.0087696,9148911328.154053,3.080011299999569
1,2,24,3501576316.8103237,3725943389.079512,726153498.1430732,7714647996.789055,3.0938803000008193
1,2,25,3501576316.8103237,3839350706.6969767,1010798281.0747443,9096849134.68504,3.0855412999999317
1,2,26,3501521439.3777924,3783639567.852062,1065652347.7709125,9630256913.386177,3.1033198999994056
1,2,27,3501521439.3777924,3866618196.180826,758499423.1644285,7434700605.800566,3.095550600000024
1,2,28,3501515525.1254077,3783091679.9718747,980770297.4734442,9106502828.560282,3.071816700000454
1,2,29,3501515525.1254077,3802411405.2781096,998844849.2171062,9103761865.817856,3.0198593999994046
1,2,30,3501515525.1254077,3786241005.800366,971357834.6646241,9098121321.799866,3.0735351000002993
