n_ess,run,gen,batch_size,eval_cumulative,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
2,0,37,36,1964,-3952199.5442213435,-554314.3805966909,5033543.922578872,14932578.37145535,64.18485670001246,0.3218390804597701
2,0,38,35,1999,-3952199.5442213435,-2261580.4757777476,3085119.4485078654,10444904.320794586,65.01175039997906,0.3298876404494382
2,0,39,34,2033,-3952199.5442213435,-2635397.7730961377,2028836.3464015652,3905752.3828828633,61.75445239999681,0.33787945446546414
2,0,40,34,2067,-3952199.5442213435,-2487513.8113834206,2740619.4188169627,9232098.992670545,54.2671682999935,0.3486870426173052
2,0,41,33,2100,-3952199.5442213435,-2264861.8187819635,3065510.1657441384,10398365.233413067,66.219939099974,0.35774410774410775
2,0,42,32,2132,-3952199.5442213435,-2440682.963543251,2110803.12997271,4637251.503739569,50.92406620000838,0.36809563066776585
2,0,43,32,2164,-3952199.5442213435,-2883067.3718742724,1738163.1791816426,4166232.8217225373,62.633941299980506,0.37479806138933763
2,0,44,31,2195,-3952199.5442213435,-2313003.187969854,3155893.900685066,11127868.574224945,55.69333720000577,0.3824811732065002
2,0,45,31,2226,-3952199.5442255624,-2563798.5058512804,2441976.657599593,6933541.57375242,58.90567320000264,0.3911525029103609
2,0,46,30,2256,-3952199.5442255624,-3126461.7599218288,1190438.7419904564,2091649.9296726026,60.25119629999972,0.39756283320639757
2,0,47,29,2285,-3952199.5442255624,-2988872.8247226416,1288079.9326341087,1376027.4268614147,46.01287209999282,0.4059925093632959
2,0,48,29,2314,-3952199.5442255624,-2376965.8984606178,2455699.801166916,5878600.962841678,52.18384459998924,0.41319572429045337
2,0,49,28,2342,-3952199.5442255624,-2339421.043852662,3133595.725131571,10689850.166969754,47.89947160001611,0.42080463936208773
2,0,50,28,2370,-3952199.5442255624,-2728818.8890188015,1999794.4259366007,6348330.624996554,47.81216920001316,0.4281639928698752
2,0,51,27,2397,-3952199.5442255624,-2742345.592782321,2269255.193417925,6353987.7993517835,45.24366370000644,0.43534785664089953
2,0,52,27,2424,-3952199.5442255624,-2207794.0129681197,2815694.497609004,7611346.367560919,47.421685099980095,0.44182825484764543
2,0,53,26,2450,-3952199.5442255624,-2099220.621544398,3273044.3811980337,8288494.344231173,46.3694718000188,0.44744027303754264
2,0,54,26,2476,-3952199.5442255624,-3141276.322760038,1828331.9619358217,5377631.535610683,43.88488950001192,0.45264577013818674
2,0,55,25,2501,-3952199.5442255624,-2318102.224545215,2772851.601862313,6048533.772741479,47.961620300018694,0.45575515635395875
2,0,56,25,2526,-3952199.5442255624,-2651349.42984184,3104821.524892657,11861654.948429748,43.73642019997351,0.4609067017082786
2,0,57,24,2550,-3952199.5442255624,-3304732.93330488,843198.3983169028,-788618.1628287323,43.90643249999266,0.4641350210970464
2,0,58,24,2574,-3952199.5442255624,-2358041.5141476556,3767275.603233013,14326915.27038426,50.92380420002155,0.46630295250320924
2,0,59,23,2597,-3952199.5442255624,-2301490.1984398477,3838260.695755645,11371966.644144014,49.173001399991335,0.46907706945765937
2,0,60,23,2620,-3952199.5442255624,-635566.4200802447,4765935.385752587,11158901.382128734,36.96371310000541,0.47173366834170855
2,0,61,23,2643,-3952199.5442255624,-2958768.5237917323,2668427.0846443917,8880278.37058754,44.26828829999431,0.4751707014276847
2,0,62,22,2665,-3952199.5442255624,-2623969.7315289844,3143890.5383897135,10862817.986636158,47.42259699999704,0.4777402517654283
2,0,63,22,2687,-3952199.5442255624,-2832075.034492297,1689847.5576093013,2742305.1778119504,45.23298679999425,0.4816276951108412
2,0,64,21,2708,-3952199.5442255624,-2744795.6594227143,2670102.7434149846,8692097.53446922,39.25065500001074,0.4852764423076923
2,0,65,21,2729,-3956423.041319648,-2979608.182731374,3075635.486236408,10620720.440791294,37.94244569999864,0.4882335418528448
2,0,66,20,2749,-3956423.041319648,-2444359.906083863,2768075.59610383,7048528.76319989,36.74095849998412,0.4895063553059415
2,0,67,20,2769,-3956423.041319648,-3157495.904136756,1690714.2922682173,3235882.397026658,41.896268399985274,0.4916593503072871
2,0,68,20,2789,-3956423.041319648,-3632292.5804021894,599185.5683266424,-1898612.5864658915,34.476664499990875,0.4944863609982589
2,0,69,19,2808,-3956423.041319648,-1164501.528432945,4856749.699676528,10228607.876968922,37.372039000008954,0.49654576856649396
2,0,70,19,2827,-3956423.041319648,-3467384.091206552,632158.4315068694,-1903460.006247338,36.754831999976886,0.4991438356164384
2,0,71,19,2846,-3956423.041319648,-2885964.272000215,3714206.152053252,12723236.349218838,35.440919699991355,0.5008493771234428
2,0,72,18,2864,-3956423.041319648,-3671120.2945622434,591121.4586238037,-1936336.827804368,39.33143210000708,0.5022459292532285
2,0,73,18,2882,-3956423.041319648,-3662095.897310493,863788.7098884439,-129534.59740205482,38.36249120000866,0.5033426183844011
2,0,74,18,2900,-3956423.041319648,-3674381.893644901,748513.4296835676,-655336.0652017542,37.396423300000606,0.5056614194973764
2,0,75,17,2917,-3956423.041319648,-3921187.115801398,37780.35581262867,-3801247.7427127846,38.93474779999815,0.5067141682652782
2,0,76,17,2934,-3956423.041319648,-3871243.1515520653,181536.93526606244,-3167669.423717987,39.70237559999805,0.5077466702908399
2,0,77,17,2951,-3956423.041319648,-3915892.151594617,48907.77451743995,-3745081.4315749947,24.802757099998416,0.5097244732576985
2,0,78,16,2967,-3956423.041319648,-3889033.873708696,129325.4189874424,-3521981.1982661057,27.92285719999927,0.5112781954887218
2,0,79,16,2983,-3960193.609288769,-3822924.0896653803,455510.5163063464,-2059797.3583120592,30.88040710001951,0.5128068303094984
2,0,80,16,2999,-3960193.609288769,-3538178.338648214,1556526.711507211,2489197.2927272134,36.476599299989175,0.5136423841059603
2,0,81,15,3014,-3960193.609288769,-3894815.2438540207,175291.24019947244,-3241314.829189133,32.025038299994776,0.5148801685541217
2,0,82,15,3029,-3961576.103889812,-3679386.0080440324,537985.527084846,-2347055.2899621837,22.160943199996836,0.5165007857517024
2,0,83,15,3044,-3961576.103889812,-3941741.084144481,14876.91186106837,-3903752.852923168,28.63132620000397,0.5178338974225463
2,0,84,15,3059,-3961576.103889812,-3148246.4431849066,2954717.541332816,7907128.877021036,27.751007099985145,0.5196789228379078
2,0,85,14,3073,-3961576.103889812,-3945871.5046484205,15969.003107184108,-3906858.3012042698,29.605475299991667,0.5204738604172032
2,0,86,14,3087,-3961576.103889812,-3938086.144234736,47505.2550155643,-3768465.641505111,26.95913550001569,0.5212602459016393
2,0,87,14,3101,-3961576.103889812,-3945007.5396071426,24880.669525628527,-3872367.874553496,34.29949010000564,0.5215067447187579
2,0,88,13,3114,-3961576.103889812,-3953797.5686099883,10492.476516589782,-3925975.023153072,33.54917149999528,0.521893191597064
2,0,89,13,3127,-3961576.103889812,-3955985.826911985,5915.0011915791265,-3941020.3469713815,24.416870599990943,0.5226700251889169
2,0,90,13,3140,-3961576.103889812,-3955695.1188742495,6923.183319208621,-3935619.4820722565,19.39827829998103,0.5237020316027088
2,0,91,13,3153,-3961576.103889812,-3960233.3252961244,1098.9527070927252,-3958286.765977809,35.87296629999764,0.5239401496259352
2,0,92,12,3165,-3961576.103889812,-3957619.4725038675,5521.596005805877,-3945906.2017363124,24.824887800001306,0.524317617866005
2,0,93,12,3177,-3961620.599680256,-3949114.910118863,12752.807581182036,-3924779.580700474,25.641527400002815,0.5248209434428254
2,0,94,12,3189,-3961620.599680256,-3949819.98148582,19027.870964496953,-3891467.037330171,25.43865170000936,0.5253195673549655
2,0,95,12,3201,-3961678.1191801876,-3954915.8754359637,7112.95805941321,-3943875.129790865,24.023873399972217,0.525813555174945
2,0,96,12,3213,-3961943.0460967813,-3955275.248991787,11924.596461891737,-3921093.939032713,26.59443269998883,0.5261748234721207
2,0,97,11,3224,-3961943.0460967813,-3958629.325610452,5665.275781886141,-3946288.3938396815,28.05720690000453,0.5264178380998545
2,0,98,11,3235,-3962030.680714637,-3958837.4790864396,5729.349775628665,-3945925.169912344,32.325621500000125,0.5264046298529057
2,0,99,11,3246,-3962030.680714637,-3958207.5938208727,6400.412598232204,-3944449.8641348835,23.134607599989977,0.5268972142170989
2,0,100,11,3257,-3962030.680714637,-3961604.662090909,290.7248648581038,-3960994.755737761,24.828875699982746,0.5272596843615495
2,0,101,10,3267,-3962030.680714637,-3959603.657445638,4256.634038790789,-3947264.90347901,19.59314120002091,0.5276322058122915
2,0,102,10,3277,-3962030.680714637,-3956357.283858697,6759.2731008403625,-3945372.5862523,27.276967799989507,0.527988614800759
2,0,103,10,3287,-3962285.6761452686,-3958813.708944266,6353.93872160705,-3945948.6972035635,32.02507840000908,0.5279811097992916
2,0,104,10,3297,-3962320.7060101163,-3960506.9305730327,4316.224687499801,-3947589.86320154,33.515277899976354,0.5278495887191539
2,0,105,10,3307,-3962320.7060101163,-3957041.9805612513,7038.7406798417105,-3945956.5501098055,31.252180200011935,0.527719298245614
2,0,106,10,3317,-3962320.7060101163,-3953869.1479696864,7880.551877465359,-3945777.0104631297,33.57123080000747,0.527713088029809
2,0,107,9,3326,-3962320.7060101163,-3957724.1812565485,6537.4208635265895,-3945537.452236561,24.780750500009162,0.5277197865924379
2,0,108,9,3335,-3962320.7060101163,-3956513.7384754578,7524.782282071246,-3945674.6121232156,33.356924599997,0.5276045276045276
2,0,109,9,3344,-3962330.625022223,-3958486.573781153,6599.860100500414,-3945818.301464839,25.50021550001111,0.5276115968706857
2,0,110,9,3353,-3962347.072177101,-3954969.748598486,7986.973777658934,-3945364.3527610693,25.705350300006103,0.5276186110474445
2,0,111,9,3362,-3962404.5129061043,-3954657.565375637,8478.682521583756,-3942484.2312864885,27.400225700024748,0.5276255707762557
2,0,112,8,3370,-3962404.5129061043,-3959433.269908345,5803.595623138283,-3944643.9558328036,18.0177018000104,0.5278852720236741
2,0,113,8,3378,-3962404.5129061043,-3959582.5766723836,6682.748087644001,-3941917.2783081513,17.714375799987465,0.5281434407625964
2,0,114,8,3386,-3962404.5129061043,-3960068.1444226475,5494.418707265048,-3945542.306014532,19.72797459998401,0.5284000905182168
2,0,115,8,3394,-3962404.5129061043,-3961845.3098973157,1172.431269824461,-3958749.1508199163,19.677879900002154,0.5285359801488834
2,0,116,8,3402,-3962441.2237888407,-3961913.1095266053,1126.6226835552318,-3958938.6710715145,20.44651010000962,0.528671014166854
2,0,117,8,3410,-3962441.2237888407,-3961957.589112157,711.0477339652815,-3960099.053570153,17.491474099981133,0.5290423861852434
2,0,118,8,3418,-3962441.2237888407,-3962171.3782793162,289.0059688226483,-3961535.885312801,18.081140099995537,0.5291750503018109
2,0,119,7,3425,-3962441.2237888407,-3962260.4221293298,128.3926914029403,-3962038.8873471003,20.764969399984693,0.5290840205036773
2,0,120,7,3432,-3962441.2237888407,-3962238.2005820754,354.4951999413328,-3961372.196269797,19.071649899997283,0.5292287174927762
2,0,121,7,3439,-3962441.2237888407,-3962325.2721271715,87.3763934844346,-3962172.0334085617,17.432150999986334,0.529594324983374
2,0,122,7,3446,-3962441.2237888407,-3961676.883744541,1224.318867015585,-3959003.7986265086,16.220596200000728,0.5299712452997124
2,0,123,7,3453,-3962441.2237888407,-3962381.81442434,38.81418187812916,-3962311.063776387,15.355783100007102,0.5302294792586054
2,0,124,7,3460,-3962459.0510910098,-3962423.561876398,32.2318649280644,-3962354.2832917124,16.270765199995367,0.5304864626898526
2,0,125,7,3467,-3962459.0510910098,-3962340.4107556045,99.83743692074114,-3962189.401419729,17.558205700013787,0.5306256860592755
2,0,126,7,3474,-3962472.4199597184,-3962358.9876437103,122.3856831599615,-3962123.3864911553,15.677604800002882,0.5309967141292442
2,0,127,6,3480,-3962472.50758975,-3962360.868823514,162.04421825573502,-3962030.495449558,14.671651399985421,0.5313798381806254
2,0,128,6,3486,-3962474.935133759,-3962424.9030340244,47.22630912622022,-3962326.281903103,14.185764299996663,0.5318777292576419
2,0,129,6,3492,-3962474.935133759,-3962376.108800042,148.25724659026352,-3962046.7147913165,17.149948400008725,0.5321420788842885
2,0,130,6,3498,-3962474.935133759,-3962426.2909641587,80.7855755538932,-3962248.4111585766,16.689700100017944,0.5325212094844464
2,0,131,6,3504,-3962474.935133759,-3962344.5493596583,198.67952064589437,-3961905.403536992,15.52503209997667,0.532899022801303
2,0,132,6,3510,-3962475.2388544623,-3962428.757959818,68.49638191022608,-3962281.4792876486,14.844349499995587,0.5332755256882723
2,0,133,6,3516,-3962475.2388544623,-3962454.419398409,20.25835652695815,-3962418.1642247383,14.909451100014849,0.5336507249513093
2,0,134,6,3522,-3962475.2388544623,-3962459.3408467,13.12803993150244,-3962436.071000835,15.761834000004455,0.5340246273493195
2,0,135,5,3527,-3962475.2388544623,-3962447.0998757062,20.632426971261488,-3962416.644633662,16.291438399988692,0.5344120819848975
2,0,136,5,3532,-3962475.2388544623,-3962452.9567050845,25.61793474369063,-3962419.972996637,15.565192099980777,0.5346833261525205
2,0,137,5,3537,-3962475.2388544623,-3962460.368176514,24.564446164851272,-3962411.24383281,15.580990899994504,0.5350688468158348
2,0,138,5,3542,-3962475.2388544623,-3962442.53489373,41.78186257251671,-3962373.0520221405,1.7891942000132985,0.5355684504620675
2,0,139,5,3547,-3962475.2388544623,-3962452.5744829075,26.528752482461325,-3962414.114331618,1.9515395000053104,0.5360669815371404
2,0,140,5,3552,-3962475.2388544623,-3962453.0447603045,21.159281141222113,-3962418.672145864,15.02118480001809,0.5364493996569468
2,0,141,5,3557,-3962475.2388544623,-3962471.608897911,6.415355349276102,-3962458.786412902,13.992028799984837,0.5367159066581032
2,0,142,5,3562,-3962475.2388544623,-3962469.217984541,6.890182874175672,-3962458.5586507656,14.931060000002617,0.5370964293350439
2,0,143,5,3567,-3962475.330779923,-3962457.3654381176,34.07009514416883,-3962389.258085927,1.7974423000123352,0.5375907731738573
2,0,144,5,3572,-3962475.330779923,-3962473.3473517015,1.8853887914383805,-3962469.9745202456,15.629269700002624,0.5379692832764505
2,0,145,5,3577,-3962475.330779923,-3962464.7050655363,13.56904903595135,-3962438.547560554,2.0047356000286527,0.5384615384615384
2,0,146,4,3581,-3962475.330779923,-3962472.9116697726,1.0251081647548261,-3962471.314793352,1.6299020999867935,0.5388545880349159
2,0,147,4,3585,-3962475.330779923,-3962467.818668081,9.800899238361684,-3962451.0797391385,1.9511873000010382,0.5392469687300574
2,0,148,4,3589,-3962475.330779923,-3962475.137770033,0.27674433171014073,-3962474.660437353,1.7510851999977604,0.5396386822529224
2,0,149,4,3593,-3962475.330779923,-3962474.3267474137,0.8310661132888775,-3962473.0372192133,2.352029700006824,0.5400297303036738
2,0,150,4,3597,-3962475.330779923,-3962474.2231926755,0.40147514745222224,-3962473.7345456146,1.9141817000054289,0.5404201145767027
2,1,0,72,72,17289021.76669069,258309263.57787502,205061276.6625586,1341303246.361968,250.38451940001687,0.0703125
2,1,1,72,144,9114458.738301374,215587210.76455104,204174413.75979742,1157058087.7822413,220.44231889999355,0.09615384615384616
2,1,2,69,213,6307225.805712275,117890537.90428776,91956439.10555641,446085971.8519192,200.8184193999914,0.11436170212765957
2,1,3,68,281,3146827.153355408,75602252.51413542,58981215.34597484,240103608.96220356,180.78354650002439,0.12025316455696203
2,1,4,67,348,2351975.9735934804,45190274.91657709,45965220.84139125,196869527.12903798,149.6016180999868,0.12252252252252252
2,1,5,65,413,-0.027622739138355,21414537.95867924,21728626.193971086,85991352.3369936,114.87632589999703,0.1270358306188925
2,1,6,64,477,-2223610.0565610453,16956457.63065064,20731634.289019648,99790907.88429849,91.62534729999606,0.14114114114114115
2,1,7,63,540,-2624809.0900496384,14102270.660178127,18000202.49331423,77142886.55902757,84.02977069999906,0.1466854724964739
2,1,8,62,602,-2624809.0900496384,8111026.449987829,9689849.024087535,46884331.952638306,87.33879239999806,0.14627659574468085
2,1,9,61,663,-2624809.0900496384,6521847.477305147,8711880.472563177,54362371.388844,74.56637310000951,0.15636822194199243
2,1,10,59,722,-2624809.0900496384,4394587.814207225,5881528.089414945,25482515.121138748,73.2700060000061,0.163855421686747
2,1,11,58,780,-3825988.4272321425,3796886.019401568,6325874.490700022,28238821.780651364,86.39628899999661,0.17123287671232876
2,1,12,57,837,-3825988.4272321425,3320445.000397366,5449643.34543515,22380773.275369342,76.01660230002017,0.18082788671023964
2,1,13,56,893,-3825988.4272321425,2473558.262062677,4969359.031473834,18253514.794804428,72.40047659998527,0.19250780437044746
2,1,14,55,948,-3825988.4272321425,1721956.5485301642,4486581.6037935745,17917494.22715317,74.93453959998442,0.20298507462686566
2,1,15,54,1002,-3825988.4272321425,3238382.144143119,6401299.694499605,23337881.85818561,86.91016569998465,0.21347248576850095
2,1,16,53,1055,-3825988.4272321425,3810635.1667471672,6302652.914753388,24765143.018039577,62.0484609999985,0.22922374429223744
2,1,17,52,1107,-3856335.7610138655,1622270.480399292,6606751.177708899,30622636.638016246,91.52423679997446,0.2430795847750865
2,1,18,51,1158,-3856335.7610138655,198016.85099515493,4277255.261546941,15931101.981011458,88.83711689998745,0.25598678777869527
2,1,19,50,1208,-3856335.7610138655,1315654.119853379,6059886.10434831,22105539.189242616,79.54450770001858,0.2697784810126582
2,1,20,49,1257,-3856335.7610138655,857093.1356399099,5588021.906332286,24967020.76394815,85.98763859999599,0.2850678733031674
2,1,21,48,1305,-3856335.7610138655,-272522.8273497227,4720443.851466147,18163598.08280985,90.6132929000014,0.29488103821196826
2,1,22,47,1352,-3856335.7610138655,-666795.4573665282,3598295.3340710513,12169275.153252732,85.63227440000628,0.31383344803854096
2,1,23,46,1398,-3856335.7610138655,313521.937398858,5053233.230884554,17268368.591836177,72.2143919999944,0.3291307232913072
2,1,24,46,1444,-3863148.586939037,-703264.2758091494,4376476.497561571,14111344.1830502,82.36332319999929,0.3405612244897959
2,1,25,45,1489,-3863148.586939037,586036.7827518005,5112905.68159383,12595567.7640885,77.27483579999534,0.35
2,1,26,44,1533,-3863148.5869907215,-1146193.8229051826,4187099.4030228313,17552726.94013309,75.38013420000789,0.3633114949374628
2,1,27,43,1576,-3863148.5869907215,-171772.90987510135,4388299.8679922605,11095082.048420899,67.63405159997637,0.37636887608069164
2,1,28,42,1618,-3867205.81457353,-1555770.8595217485,4145321.847180107,20071223.8071819,60.09039299999131,0.3892316320807628
2,1,29,41,1659,-3868646.3818586487,-1361203.64557232,3666422.6606589677,17436532.174126253,68.80325679999078,0.3988030467899891
2,1,30,41,1700,-3926820.9016050994,-1637629.484373709,2423656.7216050257,6889044.838240944,62.288108399981866,0.41005291005291006
2,1,31,40,1740,-3926820.9016050994,-1205413.5778197292,5972563.521895851,31744802.460702583,62.26602969999658,0.4215131240349974
2,1,32,39,1779,-3926820.9016050994,-1593940.0372621124,3481379.8909246954,10871057.805525776,68.98523709998699,0.42907268170426066
2,1,33,38,1817,-3926820.9016050994,-1949029.5676830066,3071001.8201455562,9641517.682069495,59.010569300007774,0.43759177679882527
2,1,34,38,1855,-3926820.9016050994,-2392080.227706657,2851764.129610812,10142790.082928766,63.29925049998565,0.44433827042522694
2,1,35,37,1892,-3926820.9016050994,-2550008.238234544,3051638.2240888393,13164309.827439446,54.798588200006634,0.4540363975734951
2,1,36,36,1928,-3926820.9016050994,-3354722.045312359,826700.3896949479,-887283.9080780149,56.49974070000462,0.46213503649635035
2,1,37,36,1964,-3939452.330421904,-2777266.40157045,2661561.2697887854,7685056.6908107195,52.61182590000681,0.4691413237924866
2,1,38,35,1999,-3939452.330421904,-2851457.9885543757,2309925.8916252838,6620698.499585982,52.40158540001721,0.47591943957968474
2,1,39,34,2033,-3949462.467150977,-3427492.407312587,1499831.393907207,4825818.113631584,55.698647799988976,0.48132245598969514
2,1,40,34,2067,-3950061.0669311285,-2951879.260238147,2640405.0237863115,7460233.379612436,39.143459599989,0.48732037193575656
2,1,41,33,2100,-3950061.0669311285,-3597367.766107351,706406.707397343,-81084.6622493416,54.54311329999473,0.49232046492320464
2,1,42,32,2132,-3950061.0669311285,-3582327.145974612,1096616.2134240144,2373834.169248957,42.822205800010124,0.49775234981610134
2,1,43,32,2164,-3961536.319513101,-3806977.3558553318,322869.20690339437,-2102991.70177697,51.02817939998931,0.5020080321285141
2,1,44,31,2195,-3961536.319513101,-3798756.953496867,345372.40991056734,-2446492.4359310865,41.48718339999323,0.5067246835443038
2,1,45,31,2226,-3961536.319513101,-3857377.384103928,180366.81322439588,-3095983.607785588,43.56103889999213,0.5111024542267238
2,1,46,30,2256,-3961536.319513101,-3906435.799318336,60305.806120675596,-3721770.2055241335,35.586876999994274,0.5153727901614144
2,1,47,29,2285,-3961536.319513101,-3930640.9227884044,24023.282271783177,-3840140.2175461464,30.80433709998033,0.5203190277250285
2,1,48,29,2314,-3961746.9748631567,-3932298.9425925296,32521.193002943328,-3817597.984658446,26.670088300015777,0.5251501501501501
2,1,49,28,2342,-3961746.9748631567,-3902340.456734565,137353.9619114983,-3224132.7080595195,24.84228099999018,0.5293026706231454
2,1,50,28,2370,-3961746.9748631567,-3926613.5176387355,33122.96019507432,-3799459.2648479305,25.88000639999518,0.533357771260997
2,1,51,27,2397,-3961746.9748631567,-3920866.783678479,71038.86291677467,-3660686.5665042456,27.231585200002883,0.5369565217391304
2,1,52,27,2424,-3961746.9748631567,-3934750.5557565796,34246.815428887,-3826239.055244932,29.35436599998502,0.5404727793696275
2,1,53,26,2450,-3961746.9748631567,-3934693.9934947686,67473.26092068401,-3600972.4850897994,25.06493860000046,0.5443262411347518
2,1,54,26,2476,-3961746.9748631567,-3940813.7388415914,41467.26453854665,-3740941.9440428596,25.555144300014945,0.547719298245614
2,1,55,25,2501,-3961746.9748631567,-3928856.5264585656,82436.05728054141,-3599832.956710836,25.51568040001439,0.5510771369006254
2,1,56,25,2526,-3961746.9748631567,-3955087.47581569,5771.828516207493,-3939300.799302835,29.208553300006315,0.5536082474226804
2,1,57,24,2550,-3961746.9748631567,-3954610.2995610633,6628.43691381091,-3939259.3153479565,23.001888000027975,0.556501021102791
2,1,58,24,2574,-3962025.536566455,-3956862.5467517935,7010.838665110308,-3928676.6304129623,21.943665900005726,0.5591506572295247
2,1,59,23,2597,-3962025.536566455,-3957199.7180445907,5359.546168707096,-3945195.4004556406,20.652018000022508,0.5621242484969939
2,1,60,23,2620,-3962467.677498879,-3955725.0737612615,8315.770045684223,-3932903.209064249,23.101476000010734,0.5643400595434999
2,1,61,23,2643,-3962467.677498879,-3957294.770238596,6232.519733883282,-3944263.4543706495,33.22581060000812,0.5663282017687521
2,1,62,22,2665,-3962467.677498879,-3959098.9466511514,4624.697702667391,-3945858.5982473455,29.031907700002193,0.5679532922478105
2,1,63,22,2687,-3962467.677498879,-3961386.2320413073,1046.2193120508311,-3957611.4997699186,37.047678100003395,0.5691813804173355
2,1,64,21,2708,-3962467.677498879,-3959977.2737681214,5579.454925835601,-3940438.492498815,35.12278930001776,0.5700667302192565
2,1,65,21,2729,-3962467.677498879,-3958041.0531946975,7708.453331837084,-3934374.4932179097,32.99969269998837,0.5712936732766761
2,1,66,20,2749,-3962467.677498879,-3961091.965098074,3965.227129607179,-3943904.4570211805,35.487549499986926,0.5721858434674151
