n_ess,run,seed,gbest_f,x_json,wall_time_s,n_diverged_total,n_negative_bdefer,min_bdefer
1,0,42,3501502371.7196345,"[9.0, 0.7805211503192695, 10.2]",114.92190870000013,0,0,2278658.7940416574
1,1,42,3501601058.133296,"[9.0, 0.7815377363488005, 10.2]",104.97402260000035,0,1,-1.2163422269395596e-06
1,2,42,3501515525.1260605,"[9.0, 0.7806521153068082, 10.2]",95.74281289999999,0,0,6087951.543631527
