n_ess,run,seed,gbest_f,x_json,wall_time_s,n_diverged_total,n_negative_bdefer,min_bdefer,j_net,b_energy,b_defer,b_arb,b_loss_avg,b_arb_total,b_loss_total,cost,capex_power_annual,capex_energy_annual,opex,v_violation,i_violation,penalty_v,penalty_line,decomposition_ok,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,cross_effect_pct_avg_max,cross_effect_pct_peak_max,cross_effect_mw_avg_total,cross_effect_mw_peak_total,coef_cache_hit_rate,coef_runpp_total,coef_unique_bs_count,coef_measure_wall_s,peak_day_selected,peak_reduction_mw
2,0,1587909317,-3962475.0191411395,"[31.0, 0.21071426055904016, 0.4407839906597266, 25.0, 0.0, 0.0]",3869.1882079999777,0,64,-4271771.216779798,3962475.018119352,2685330.426821639,12408125.67876208,1961908.211568872,711251.8217034817,1968203.1511270246,717127.2756946272,11130981.087464368,591925.8060036855,7438867.919930151,3100187.3615305317,0.0,0.0,0.0,0.0,True,96.8563077300787,9.482257936162873e-05,0.0006509780734255148,0.11909392192441473,0.1163660997778067,0.01089716145307884,0.011261116111461078,0.618692070030896,1421760,177720,9958.107089799189,summer_peak,0.16308841856258205
2,1,2587068805,-3962475.336600799,"[23.0, 0.0, 7.0996268984497304e-09, 31.0, 0.21076210108008078, 0.4407821021264694]",3281.06163880002,0,83,-3954883.9426512537,3962475.336597413,2685418.3497673,12408137.389874654,1961950.9527925136,711295.8085090377,1968246.4047075652,717171.945059883,11131080.40304454,592060.1967131774,7438836.168014081,3100184.0383172827,0.0,0.0,0.0,0.0,True,95.80306071043015,1.7813823514666436e-05,0.00046635116227100403,0.11911075348730833,0.11640658116290846,0.010898562977643245,0.01126333660889589,0.6971907077255538,1076160,134520,7564.114076297672,summer_peak,0.16308857248968422
