n_ess,run,gen,batch_size,eval_cumulative,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
2,0,0,72,72,28035387.759002082,219493250.6169592,103511690.0969713,453767586.3587148,222.20169020001777,0.015625
2,0,1,72,144,-420344.96275181137,157481309.4775693,97578181.43317062,356723622.82383627,205.80399210000178,0.027888446215139442
2,0,2,70,214,-420344.96275181137,99093611.78230295,77698730.75703274,326316460.1844446,162.1773009999888,0.0339943342776204
2,0,3,68,282,-420344.96275181137,58627974.471350275,53241054.68780431,263422941.87456608,138.55965489998925,0.03644646924829157
2,0,4,67,349,-420344.96275181137,37054270.220949866,48639487.86322538,315586436.02556753,108.97861639998155,0.03592814371257485
2,0,5,66,415,-863704.9557279013,24864692.053613164,26072566.69701961,103888761.75377281,99.47946910001338,0.03770197486535009
2,0,6,65,480,-1331486.4445660524,16334991.028096762,21244113.85012567,78781107.679925,99.78618099994492,0.042483660130718956
2,0,7,64,544,-1945836.856568884,15941973.498733921,24977223.477717698,129263041.21034141,80.44879400002537,0.04892966360856269
2,0,8,63,607,-3192851.069206711,6878357.063753283,10728080.433646679,52297540.539082274,85.66702850000001,0.04992867332382311
2,0,9,62,669,-3192851.069206711,7205912.417821902,9588246.854778003,49798230.33556352,65.53918960003648,0.05277401894451962
2,0,10,61,730,-3192851.069206711,5394718.033560135,9344646.587885298,48290387.10893411,72.72800190001726,0.05641025641025641
2,0,11,60,790,-3192851.069206711,5347012.618276372,8636242.446885873,37280949.34250697,87.64248300000327,0.05896510228640193
2,0,12,59,849,-3657102.597893901,1296048.2993309097,4992984.195187289,18005837.170889404,89.5249732999946,0.06666666666666667
2,0,13,58,907,-3657102.597894158,2147335.826532978,6210520.362590822,23790456.211384904,91.30471050000051,0.07249466950959488
2,0,14,57,964,-3657102.597894158,1480332.3226249514,4769981.087669301,15957342.921078576,77.16868589998921,0.08206686930091185
2,0,15,56,1020,-3816292.851405127,974734.4477761328,5000297.421125845,15764027.881022748,92.04651529999683,0.09342230695900858
2,0,16,55,1075,-3816292.851405127,791139.2998128573,5776426.801423828,23221295.885842767,87.5556695999694,0.10469314079422383
2,0,17,54,1129,-3816292.851405127,-468778.8587248028,4396592.960479615,20983816.12127287,83.91269830003148,0.12372013651877133
2,0,18,53,1182,-3816292.851405127,310267.9086079022,5224787.105165772,18061635.782195367,81.30915109999478,0.1389114541023558
2,0,19,52,1234,-3907118.5187706966,-890603.7950494247,3830571.821018712,19575285.311773103,81.15000710001914,0.1511627906976744
2,0,20,51,1285,-3935568.4622772615,-1051820.2113385305,4374835.943740256,18309986.216606196,85.11449010000797,0.16334072431633406
