n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_total_share_of_gross_pct,b_loss_total_share_of_gross_pct_mean,b_loss_total_share_of_gross_pct_all,b_loss_total_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active,peak_day_selected,peak_reduction_mw
2,20,0,3962475.5557825733,3964876.720548863,3962475.5557825733,3964876.720548863,82.20810728467458,82.2150218938779,82.20810728467458,82.2150218938779,13.040341220546745,13.038107374846168,13.040341220546745,13.038107374846168,4.751551494778714,4.746870731275968,4.751551494778714,4.746870731275968,73.74726633435915,73.72416058791987,73.74726633435915,73.72416058791987,0,True,19,-3978498.4920805953,3978498.492118893,0.0533;0.0195,0.0242;0.0095,unit1:S=0.020;unit1:E=0.010,-3962475.556714272,-3964876.773844107,-3962475.556714272,-3964876.773844107,0.4043693080266121,0.4043693080266121,2,0.0,1-unit runs 기준 (17 of 20),20,False,1.0,"1:17, 2:3",aligned,aligned,1431,-10098233.814461235,14.957261838796523,218,0.04561621545596556,0.1544607270635392,4.777329922517185e-13,0.576336059681896,3.015010973165143,3.314195877854251,1.3437342832080952,3.4438088163231955,1603801.3757801645,0.5291666666666667,0.9996742455664376,0.9999999999999872,127,11894.45082316456,12392117.242913269,442758.376130455,268123.6167579913,2.938930537043127,False,1693.4960382937943,0.0022531563503697862,0.0011600899082463288,50.56099212728441,0.050034819148720336,0.0005162949247708298,0.8945320499692812,61800.0,494400.0,3183.397558010067,0.0011134386309790134,False,summer_peak,0.1628780088202184
