n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,3178689.8573588207,65805981.79779764,49428373.85548069,196446348.67830834,55.22897669998929,0.0
1,0,1,-2846049.8772661965,40289053.92194408,39661314.22706669,148241806.61670476,52.15313150000293,0.0
1,0,2,-2846049.8772661965,21255095.9312978,26517387.89185225,78083404.15583923,38.95482530002482,0.0
1,0,3,-2846049.8772661965,8475952.651832066,16188883.48758406,62924455.2711659,27.820290600007866,0.0
1,0,4,-2853309.7424248196,3104251.6184029775,7304931.906774592,36834791.02982497,23.681744500005152,0.0
1,0,5,-2853309.7424248196,1248566.9301478383,2953221.609196665,12112585.668321341,23.555203799973242,0.0
1,0,6,-2982048.04994132,35304.12146936613,1437882.7241471105,3017774.679078797,27.890927299973555,0.0
1,0,7,-3657620.630398944,2925573.2716009426,6446646.508076811,22723651.492050864,39.56091810000362,0.0
1,0,8,-3657620.630398944,1773887.7181515312,4273148.2367791375,13517727.974305458,37.620234700036235,0.0
1,0,9,-3657620.630398944,1020394.2701347102,4561102.364656366,11754337.984714316,40.39143640000839,0.0
1,0,10,-3657620.630398944,476537.87397640606,3023216.8895458947,12952621.430092357,40.903847700043116,0.0
1,0,11,-3657620.630398944,11094.096692629275,4693229.393420109,15925403.933635816,50.82493530004285,0.0
1,0,12,-3657620.630398944,1936632.279000606,6087067.746529053,20623084.488304526,50.63894849998178,0.0
1,0,13,-3741394.0071308017,-328979.42353444814,4494399.632726118,18077414.895202335,49.72770580003271,0.0
1,0,14,-3741394.0071308017,-1034046.1370209011,2633270.2122700857,7605102.413602058,49.91876209998736,0.0030581039755351682
1,0,15,-3741394.0071308017,-1267930.833920835,2089738.7416997987,4468647.933515701,50.515281500003766,0.0028089887640449437
1,0,16,-3741394.0071308017,99751.93142810382,5411846.768912457,17422882.350390732,49.23237850004807,0.0026109660574412533
1,0,17,-3741394.0071308017,-816287.2834843289,3854768.70042113,13036279.777954709,50.2123486000346,0.004866180048661801
1,0,18,-3744939.4049561676,-1544124.564681909,2517036.3037537877,7853418.973928388,53.13967199996114,0.006787330316742082
1,0,19,-3744939.4049561676,-1726175.1932244939,2548590.180834046,5730293.433329929,51.58607140003005,0.006355932203389831
