n_ess,run,gen,batch_size,eval_cumulative,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,36,36,3178640.6682416126,65873194.305275165,48198963.91179301,196446348.76335073,68.18997400000808,0.0
1,0,1,36,72,-2672525.1963683255,54264526.10270038,55863493.591317885,219668721.70785636,57.20835129999614,0.0
1,0,2,35,107,-2672525.1963683255,31096191.30399001,33901804.43709456,139362196.4181463,55.530458000008366,0.0
1,0,3,35,142,-2672525.1963683255,23372557.270970084,25462678.133238528,111484148.17046085,50.92909450001025,0.008771929824561403
1,0,4,35,177,-2672525.1963683255,14279170.236718103,24501384.43190392,115892498.56208938,40.22346920000564,0.022388059701492536
1,0,5,34,211,-2672525.1963683255,8077290.02783222,18866293.90360258,91527965.83212104,32.84818639999139,0.02
1,0,6,34,245,-3079865.413305402,6574028.177538304,23026025.018942248,134581708.52661586,40.67647079999733,0.023668639053254437
1,0,7,34,279,-3683240.4706881978,5920397.300946027,23231356.15861836,134581708.56494766,39.1076264000003,0.0213903743315508
1,0,8,34,313,-3688608.870531719,5502890.155209907,14076980.579410119,72935746.97184971,31.38160730000527,0.03431372549019608
1,0,9,33,346,-3942258.0028645433,692837.2636811185,6470862.441143671,30496055.54616803,42.65385709999828,0.043859649122807015
1,0,10,33,379,-3942258.0028645433,-197644.21857120038,3602929.031373491,14445818.132198717,44.448291900000186,0.04365079365079365
1,0,11,33,412,-3942258.0028645433,363802.7376047122,5514117.892660657,19174010.966405362,42.17142679999233,0.050724637681159424
1,0,12,32,444,-3942258.0028645433,1463808.3215556701,5267659.333147279,15794448.659932114,39.836876300003496,0.053691275167785234
1,0,13,32,476,-3942258.0028645433,771503.289099345,4953522.822268485,12242849.209771235,38.92512030000216,0.071875
1,0,14,32,508,-3942258.0028645433,-1102273.3295564372,4100900.513571413,10025621.973325513,44.28279409999959,0.09482758620689655
1,0,15,31,539,-3942258.0028645433,-2006174.0846863356,3163699.1128250198,9426942.86788057,41.53759490000084,0.11936339522546419
1,0,16,31,570,-3942258.0028645433,-2229359.9454043186,3453184.7540713386,11656477.290818304,33.888281599996844,0.15517241379310345
1,0,17,31,601,-3951070.988341067,-1935520.5987803277,3519855.212799238,7908410.808613832,43.30453870000201,0.18077803203661327
1,0,18,31,632,-3951070.988341067,-2726154.9527223767,2705696.003085655,11083368.429920843,44.34215039999981,0.20085470085470086
1,0,19,30,662,-3951070.988341067,-3249381.119596839,1637638.8669583567,5307018.367052783,36.44838410000375,0.2289156626506024
1,0,20,30,692,-3951070.988341067,-3353881.4699190655,1008533.8301613935,359196.2304985728,35.80946620000759,0.25946969696969696
1,0,21,30,722,-3951070.988341067,-2724187.754949065,3726260.8283296726,11598476.058351139,30.396945200001937,0.28776978417266186
1,0,22,30,752,-3951070.988341067,-3027100.871621498,1682497.402937769,2525842.463818535,28.484328199992888,0.3162393162393162
1,0,23,29,781,-3956048.119429037,-2797116.1130530345,3661633.2145706885,12321087.8264052,33.63043000000471,0.33931484502446985
1,0,24,29,810,-3956048.119429037,-3440884.547628451,1395311.0588597103,3437723.4311991017,25.004570299992338,0.3582554517133956
1,0,25,29,839,-3956048.119429037,-3786476.8793057026,320562.36193199473,-2262554.8758660406,26.538842699999805,0.38152011922503726
1,0,26,29,868,-3958300.0562024005,-3793680.211169761,563415.44852765,-828757.0778507777,25.188840599992545,0.4
1,0,27,28,896,-3958300.0562024005,-3736553.958532822,894703.351908116,907448.4015690833,26.37192770000547,0.4175824175824176
1,0,28,28,924,-3958300.0562024005,-3906483.7877650694,134183.75260835636,-3221654.729863815,16.296489999993355,0.43915343915343913
1,0,29,28,952,-3958300.0562024005,-3752257.5232184506,887172.312029259,853960.6041443553,14.909987099992577,0.45918367346938777
1,0,30,28,980,-3961278.4264291395,-3923453.813252378,91991.45564596835,-3456117.950543508,14.654221799995867,0.47783251231527096
1,0,31,27,1007,-3961278.4264291395,-3733931.46598958,608919.4349802805,-1131306.8713603262,16.340137799998047,0.4934445768772348
1,0,32,27,1034,-3961278.4264291395,-3802720.7015076396,657280.9656455452,-476509.38051620126,17.914714900005492,0.5080831408775982
1,0,33,27,1061,-3961278.4264291395,-3926533.705566228,117525.27824436173,-3330279.5700249337,10.322292099997867,0.522956326987682
1,0,34,27,1088,-3961278.4264291395,-3922039.5320982696,156102.53036590232,-3126884.6455507316,11.095431499998085,0.5369565217391304
1,0,35,26,1114,-3961501.1280957833,-3950213.112065973,15595.442887579928,-3901585.4214090016,10.532462899995153,0.5496828752642706
1,0,36,26,1140,-3962107.067497749,-3952485.5617802185,8113.241503420839,-3924453.3911655713,9.595487500002491,0.5617283950617284
1,0,37,26,1166,-3962156.1315534655,-3952549.4841339597,12485.779596215003,-3900085.618045356,10.3780834999925,0.5731462925851704
1,0,38,26,1192,-3962156.1315534655,-3946679.651823428,25493.625481123017,-3831003.804415727,9.11928810000245,0.583984375
1,0,39,25,1217,-3962156.1315534655,-3944344.1591294976,28606.77292352464,-3854580.1827705316,8.711683500005165,0.5938989513822688
1,0,40,25,1242,-3962156.131558746,-3954259.269978624,7819.129078687635,-3935288.828991156,6.92609629999788,0.6033519553072626
