n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,3178640.6682407707,65805973.05137318,49428464.72247398,196446348.76335183,55.04924349999055,0.0
1,0,1,-2846076.9718387555,40289067.90190075,39661444.40921799,148241806.51406285,52.15950499998871,0.0
1,0,2,-2846076.9718387555,21303595.57663427,26544945.376818113,78085775.24909627,38.99503420002293,0.0
1,0,3,-2846076.9718387555,8502979.228276977,16162675.527928889,62924455.15020183,27.844869899970945,0.0
1,0,4,-2846076.9718387555,3248248.9004016714,7395894.124309988,36834789.777046576,23.428039899969008,0.0
1,0,5,-2846076.9718387555,1698492.060222696,3896584.5812918106,15306956.787465453,21.59721239999635,0.0
1,0,6,-2920657.8316821028,13678.025533263688,1855775.1056197942,5770085.300001174,35.10146269999677,0.0
1,0,7,-2980692.056162568,411179.3261816505,2388977.7117361957,9573083.244439892,38.9146396999713,0.0
1,0,8,-2980692.056162568,-368152.44619637687,2365383.6309409593,7417805.185740925,48.71902499999851,0.011049723756906077
1,0,9,-3526626.3509643916,208274.3386860591,5138250.351153919,24711073.70224421,39.42088170000352,0.033816425120772944
1,0,10,-3594713.7518092245,730169.2695813233,5036140.9621552825,21726591.310590647,38.63095570000587,0.034782608695652174
1,0,11,-3594713.7518092245,3426934.606771054,6975219.83716122,20421991.20803116,35.75729949999368,0.04
1,0,12,-3594713.7518092245,3140049.9637748622,7444224.545077016,20876819.706549678,37.26643399999011,0.05128205128205128
1,0,13,-3641789.0410683267,2346751.8281264715,8248800.542654695,31245688.359269343,39.834585000004154,0.05387205387205387
1,0,14,-3700481.7852800153,-385916.24446305406,3424982.2572649796,14397361.38065159,39.79150629998185,0.06521739130434782
1,0,15,-3731297.5697991326,515845.70509825926,4124873.7696805233,9086403.16066479,39.959185200044885,0.07471264367816093
1,0,16,-3731297.5697991326,1698060.8452808484,6238008.120775875,21167277.72448706,47.76654719997896,0.08222811671087533
1,0,17,-3731297.5697991326,615629.1792773668,4887022.003049195,14688674.208782122,47.54408109997166,0.09090909090909091
1,0,18,-3731297.5697991326,1345253.561344298,6105523.001185679,20162361.914102897,41.239148500026204,0.10392609699769054
1,0,19,-3731297.5697991326,-209799.9208893032,5108719.654413421,19309357.740586832,43.31489439995494,0.11471861471861472
1,0,20,-3767374.183993822,417995.61074708437,5680769.3973716535,27607208.2738041,45.4595263999654,0.12778904665314403
1,0,21,-3767374.183993822,-800388.0392574451,3709596.2932470487,10247338.60165883,44.48636889999034,0.1360153256704981
1,0,22,-3767374.183993822,-1729597.9200560274,2595631.0419884757,6886589.052541942,38.59280889999354,0.15245009074410162
1,0,23,-3767374.183993822,-738154.5405058273,4243272.076344515,16059130.064698841,40.133037600026,0.1703958691910499
1,0,24,-3767374.183993822,-1635104.5037063723,3056675.9519298417,7335226.076091177,40.04419300000882,0.19249592169657423
1,0,25,-3767374.183993822,-1916811.1165560384,2638290.2619367773,7886394.449452215,43.50429919996532,0.2062015503875969
1,0,26,-3767374.183993822,-1891436.4141697763,2802903.7762777396,6477901.195047844,45.29521660000319,0.21565731166912852
1,0,27,-3767374.183993822,-2351839.382814096,2911193.7625312395,12292815.838203985,38.95574379997561,0.23022598870056496
1,0,28,-3767374.183993822,-1505247.3689796873,3518325.2542636297,10505046.734899364,39.499093700025696,0.2445945945945946
1,0,29,-3767374.183993822,-2489240.130478506,2854458.601203354,10443162.336328117,37.95209089998389,0.2619974059662776
1,0,30,-3767374.183993822,-1642751.1890476386,3363266.2548384382,10281454.684584223,38.61065370001597,0.27340823970037453
1,0,31,-3767374.183993822,-2410199.494636383,1818245.98392993,2929191.9395683566,42.260809600003995,0.2848557692307692
