scenario,t,unit,b,p_ch,p_dis,p_net,q_mvar,s_apparent,s_rated,s_utilization,poly_margin,poly_binding,loss_pcs_mw,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess,p_slack_ess_qzero,v_lindistflow,mu_penalty_active,recompute_p_shift_mw,recompute_p_shift_frac_s,recompute_coef_delta_max,recompute_jnet_delta_won
summer,0,0,31,0.0,0.18816975812802872,0.18816975812802872,0.09495453268748595,0.21077054147071803,0.21077564954105102,0.9999757653678492,-5.837361460417356e-05,True,0.0005650195835672332,0.2203906876623959,0.4999999999999997,7.034750000000001,130.62,7.185512271970117,6.9845775476360945,6.986369137778457,0.986117556498441,False,0.18816975812802872,0.8927490368918563,0.09670486206582711,0.04623399956428197
summer,1,0,31,3.9597218481965025e-13,0.0,-3.9597218481965025e-13,9.44865007580625e-13,1.024482236889045e-12,0.21077564954105102,4.860534122987082e-12,0.21071216785508937,False,1.5712751301734885e-14,0.022039684237601796,0.05000139631889333,6.447649999999999,122.52,6.573632573047587,6.5736325736140975,6.573632573537986,0.9860782879724429,False,3.9597218481965025e-13,1.878642934712105e-12,1.1172986042522817e-05,-9.488844264627956e-11
summer,2,0,31,6.487350538602871e-07,0.0,-6.487350538602871e-07,1.463525024695628e-06,1.6008631009606812e-06,0.21077564954105102,7.595104578951348e-06,0.21071056699301288,False,2.3803201177509875e-08,0.022039068766239688,0.0500000000000002,6.1959,111.95,6.311975827253596,6.311976501648282,6.311976510347829,0.9874246373423534,False,6.487350538602871e-07,3.0778463037493255e-06,3.6106856152602383e-07,-3.172065321482346e-10
summer,3,0,31,0.027120532181106376,0.0,-0.027120532181106376,0.04282800044914781,0.05069280903894192,0.21077564954105102,0.24050600318073698,0.16001935881717194,False,0.000589306921445889,0.022039068766239425,0.0499999999999996,6.042,107.47,6.152230182343842,6.180439893477143,6.180758096496217,0.9883183153608943,False,0.027120532181106376,0.12867013926968987,0.015506620887708827,-0.004277187721541017
summer,4,0,31,0.1882699322703424,0.0,-0.1882699322703424,0.09476712004894938,0.21077564954104944,0.21077564954105102,0.9999999999999925,-6.348168493558459e-05,True,0.0005626429317676767,0.04776770219150882,0.10837050943069212,5.94985,104.36,6.056656131750002,6.253545535846957,6.254943719761642,0.9873390211556883,False,0.1882699322703424,0.893224301195545,0.11414186227538872,-0.020507752845802807
summer,5,0,31,0.188269932270348,0.0,-0.188269932270348,0.09476712004893754,0.21077564954104913,0.21077564954105102,0.999999999999991,-6.348168493527928e-05,True,0.0005626429317675289,0.226378052993062,0.5135835261330045,5.9432,104.35,6.04976122818321,6.246641500256925,6.248037122470235,0.9873745631438238,False,0.188269932270348,0.8932243011955716,0.11425207082881383,-0.02051890331326552
summer,6,0,31,0.014514809728350215,0.0,-0.014514809728350215,0.025622222443128125,0.02944788590672255,0.21077564954105102,0.1397119922099314,0.18126428194939131,False,0.0003733269044593087,0.4049834159875132,0.9187852270053359,6.040100000000001,107.59,6.150259008515443,6.165350518777478,6.1655243262030055,0.9883204908918942,False,0.014514809728350215,0.06886378839280145,0.008322809304751945,0.01618567825989392
summer,7,0,31,1.232596603268359e-05,0.0,-1.232596603268359e-05,3.731123192383261e-05,3.929449664155142e-05,0.21077564954105102,0.00018642806570451752,0.2106728733594723,False,6.742132652216962e-07,0.4187423065585526,0.9500000000000004,6.35075,114.98,6.4728686591927795,6.472881481985878,6.472881655870542,0.9865969206248942,False,1.232596603268359e-05,5.8479079815540855e-05,6.781761599598829e-06,3.6143435558861193e-09
summer,8,0,31,1.2325966032395843e-05,0.0,-1.2325966032395843e-05,0.030306826180284623,0.03030682868680628,0.21077564954105102,0.14378714406904802,0.18040533916930757,False,0.0007573625680193477,0.41874230655855266,0.9500000000000006,6.84285,127.23,6.985253043091473,6.985298783945011,6.985266097117314,0.9842458187272863,False,1.2325966032395843e-05,5.8479079814175675e-05,6.368651631266386e-06,7.3948414302583455e-06
summer,9,0,31,1.232596603051885e-05,0.0,-1.232596603051885e-05,0.1328996958915851,0.13289969646317948,0.21077564954105102,0.6305268030370639,0.07781247139293437,False,0.003322184262428727,0.4187423065585525,0.9500000000000002,7.47935,134.5,7.650457756139371,7.650453124114582,7.650470885659571,0.981794431999132,False,1.232596603051885e-05,5.8479079805270506e-05,5.910078230790804e-06,8.48801528911293e-06
summer,10,0,31,0.0,1.8352911412455723e-16,1.8352911412455723e-16,0.19022246862226502,0.19022246862226502,0.21077564954105102,0.90248787768635,0.02048969923384883,False,0.0047555617155566245,0.41874230655855066,0.9499999999999961,7.8355999999999995,138.16,8.024006123412613,8.023848242689319,8.024006123412583,0.9804189322704466,False,1.8352911412455723e-16,8.707320533665953e-16,8.738230179428686e-11,-2.1622253848496698e-08
