scenario,t,unit,b,p_ch,p_dis,p_net,soc,soc_frac,load_mw,smp_won_per_kwh,p_slack_base,p_slack_ess
summer,0,0,15,0.0,0.174150172988206,0.174150172988206,0.2051115322891779,0.5000000000000001,6.296033901525001,130.62,6.454850201237773,6.270505129241273
summer,1,0,15,0.0,0.0009736586246206172,0.0009736586246206172,0.02153863540867794,0.052504691394708,5.770585022235,122.52,5.903238220445504,5.902209799617233
summer,2,0,15,6.159636063305108e-10,0.0,-6.159636063305108e-10,0.020511725461126347,0.050001394929388356,5.5452711824100005,111.95,5.667469805483167,5.667469806133037
summer,3,0,15,0.04087351956216915,0.0,-0.04087351956216915,0.020511153485743127,0.050000000626062656,5.4075321558,107.47,5.523563348214676,5.566609579273823
summer,4,0,15,0.17415017278614206,0.0,-0.17415017278614206,0.05928728895328189,0.14452451378914988,5.325058788015,104.36,5.437477964753977,5.621186947701984
summer,5,0,15,0.1741501727881173,0.0,-0.1741501727881173,0.2245019025072936,0.5472678693433436,5.319107101680001,104.35,5.431267945088634,5.614965780314697
summer,6,0,15,1.1480856624014444e-05,0.0,-1.1480856624014444e-05,0.38971190234059055,0.9499999780391495,5.405831673990001,107.59,5.5217877815201994,5.521799862869484
summer,7,0,15,1.1471246081435733e-05,0.0,-1.1471246081435733e-05,0.38971191152458906,0.9500000004269655,5.6838604499250005,114.98,5.812435697664656,5.812447803568286
summer,8,0,15,1.1470887150421522e-05,0.0,-1.1470887150421522e-05,0.3897119115929611,0.950000000593636,6.124285238715001,127.23,6.27427359199157,6.274285752521007
summer,9,0,15,1.3798887750078372e-10,0.0,-1.3798887750078372e-10,0.3897119113220395,0.9499999999332108,6.693946645065001,134.5,6.874257550547764,6.874257550695065
summer,10,0,15,-0.0,0.0,0.0,0.3897010287495746,0.9499734715065947,7.012786984440001,138.16,7.211382195808816,7.211382195808857
summer,11,0,15,-0.0,0.0,0.0,0.3896901461176924,0.9499469429351373,7.113115411230001,140.85,7.31766119806391,7.317661198063995
summer,12,0,15,-0.0,0.0,0.0,0.38967926360403726,0.9499204146518816,7.071453606885001,140.59,7.2735168856649794,7.273516885664996
summer,13,0,15,-0.0,0.0,0.0,0.3896683814285362,0.9498938871929435,6.907357112220001,137.7,7.099801106839974,7.099801106840006
summer,14,0,15,0.0,8.416640348725515e-11,8.416640348725515e-11,0.38965749971014246,0.949867360848295,7.17433275639,142.31,7.382556015343651,7.382556015253444
summer,15,0,15,0.0,0.0008596019412049425,0.0008596019412049425,0.389646617961718,0.9498408344304409,7.311221542095001,145.06,7.527796305012301,7.526873567398991
summer,16,0,15,0.0,0.17415016890602616,0.17415016890602616,0.388729652535055,0.9476055495187903,7.386042741735001,145.39,7.607257465347377,7.420790039176272
summer,17,0,15,0.0,2.8705705500837107e-10,2.8705705500837107e-10,0.2051516323248432,0.5000977517822079,7.517830082010001,143.23,7.747347186917143,7.747347184378211
summer,18,0,15,-0.0,0.0,0.0,0.20514590279880052,0.5000837849272517,7.505076468435001,141.5,7.733782867868868,7.733782867868868
summer,19,0,15,-0.0,0.0,0.0,0.2051401737594915,0.5000698192588051,7.461714182280001,140.33,7.687675812933342,7.687675812933292
summer,20,0,15,-0.0,0.0,0.0,0.20513444497487057,0.5000558542112113,7.408149005265,140.02,7.630744821572479,7.630744821572519
summer,21,0,15,-0.0,0.0,0.0,0.20512871636955748,0.5000418896007158,7.2083423925900005,137.43,7.418623991613883,7.41862399161382
summer,22,0,15,-0.0,0.0,0.0,0.20512298804821036,0.5000279256824437,6.8750479578300006,135.17,7.06562775451025,7.065627754510235
summer,23,0,15,7.767598532944534e-11,0.0,-7.767598532944534e-11,0.20511726000134478,0.5000139624332747,6.574062677460001,133.37,6.747743671500527,6.747743671583253
winter,0,0,15,0.0,0.1741501728210484,0.1741501728210484,0.20511153228917786,0.5,6.578313881985001,151.61,6.752227695413273,6.567341747017031
winter,1,0,15,0.0,7.543182097022742e-11,7.543182097022742e-11,0.021538635816689102,0.05250469238931606,6.136188611385,143.16,6.286780113855868,6.286780114026087
winter,2,0,15,2.2675350378060793e-11,0.0,-2.2675350378060793e-11,0.021538034228136115,0.0525032258980216,5.918526939705001,132.98,6.058293064256344,6.0582930642803285
winter,3,0,15,0.17415017261003482,0.0,-0.17415017261003482,0.021537432816199322,0.05250175983726412,5.79354152667,129.41,5.927285512001881,6.111880058890293
winter,4,0,15,0.1741501727506115,0.0,-0.1741501727506115,0.18675310015852997,0.455247684209279,5.742527072370001,128.4,5.873853532494229,6.058350864598978
winter,5,0,15,0.03979928981639823,0.0,-0.03979928981639823,0.3519641538829262,0.8579823619734535,5.789290322145,130.18,5.922831951817588,5.964909870462914
winter,6,0,15,1.147143011517231e-05,0.0,-1.147143011517231e-05,0.3897119113429209,0.9499999999841133,5.954237057715001,132.99,6.095749734397934,6.095761874157639
winter,7,0,15,1.1471412449949907e-05,0.0,-1.1471412449949907e-05,0.3897119113706649,0.9500000000517449,6.30368606967,140.92,6.462901974461078,6.462914158226216
winter,8,0,15,8.665085412530564e-11,0.0,-8.665085412530564e-11,0.3897119113813562,0.950000000077807,6.84954073068,155.88,7.038655688328098,7.03865568842088
winter,9,0,15,0.0,0.0019186524195331036,0.0019186524195331036,0.3897010285458085,0.9499734710098746,7.490622373050001,171.35,7.718411850437494,7.71634834372347
winter,10,0,15,0.0,0.17415017282587003,0.17415017282587003,0.3876677442424522,0.9450169376529649,7.5356851410150005,177.93,7.766339847930745,7.579573783278202
winter,11,0,15,0.0,0.17415017262252488,0.17415017262252488,0.20408974976605002,0.49750920264764226,7.3647867191100005,172.76,7.584677857323597,7.398252701845494
winter,12,0,15,0.0,1.5245253010884914e-11,1.5245253010884914e-11,0.020516882037881306,0.05001396510693373,7.103762761275001,168.65,7.307749826235482,7.3077498260777105
winter,13,0,15,-0.0,0.0,0.0,0.02051630904442648,0.05001256832185678,6.716052908595001,160.75,6.897600922563718,6.897600922563692
winter,14,0,15,-0.0,0.0,0.0,0.020515736129044056,0.05001117172709677,6.9430672302300005,164.01,7.137583026223181,7.137583026223123
winter,15,0,15,-0.0,0.0,0.0,0.020515163213514435,0.05000977513197794,7.062951197835001,165.6,7.2645098514174515,7.264509851417413
winter,16,0,15,-0.0,0.0,0.0,0.020514590307373216,0.0500083785597452,7.188786851775001,167.93,7.397883568799766,7.3978835687997675
winter,17,0,15,-0.0,0.0,0.0,0.02051401740555201,0.050006981998043355,7.37498960997,168.53,7.595515532444161,7.595515532444162
winter,18,0,15,-0.0,0.0,0.0,0.020513444520974096,0.05000558547837544,7.37158864635,166.68,7.591902859716822,7.591902859716934
winter,19,0,15,-0.0,0.0,0.0,0.020512871665423784,0.050004189029468064,7.27126021956,164.82,7.485378611332841,7.485378611332891
winter,20,0,15,-0.0,0.0,0.0,0.020512298835140632,0.050002792642154396,7.108864206705,162.31,7.313155926822502,7.313155926822527
winter,21,0,15,3.2436277478052455e-11,0.0,-3.2436277478052455e-11,0.02051172603286713,0.0500013963231198,6.886101089595,158.05,7.077317539018657,7.077317539053348
winter,22,0,15,0.020434064445167002,0.0,-0.020434064445167002,0.02051115329540422,0.05000000016207386,6.655685804340001,152.64,6.83386629522897,6.855657856296656
winter,23,0,15,0.17415017276485126,0.0,-0.17415017276485126,0.039896377482538894,0.09725532503528549,6.580014363795001,150.5,6.754021359875697,6.940139536052687
shoulder,0,0,15,0.0,0.17415017282627068,0.17415017282627068,0.20511153228917786,0.5,5.830101885585,142.46,5.965592851707893,5.782127629759472
shoulder,1,0,15,0.0,0.0009736588600099659,0.0009736588600099659,0.02153863580460345,0.05250469235985488,5.37182203779,133.73,5.486281846613129,5.485257598037854
shoulder,2,0,15,1.7186128653713022e-10,0.0,-1.7186128653713022e-10,0.02051172580491453,0.050001395767440164,5.181368075070001,122.25,5.28763819735667,5.287638197537483
shoulder,3,0,15,0.1741501711183292,0.0,-0.1741501711183292,0.020511153200561953,0.04999999993087704,5.0793391664700005,116.75,5.181353815555364,5.364604685193195
shoulder,4,0,15,0.1741501727955743,0.0,-0.1741501727955743,0.1857268477905735,0.4527459907245129,5.035976880315001,114.38,5.136210706710075,5.319381183015429
shoulder,5,0,15,0.040880975320272135,0.0,-0.040880975320272135,0.3509379302212177,0.8554807384658546,5.0733874801350005,116.86,5.175156723580945,5.218065501920226
shoulder,6,0,15,1.1471396401511948e-05,0.0,-1.1471396401511948e-05,0.389711911380745,0.9500000000763172,5.21537771127,124.3,5.3230867323535,5.3230987809263945
shoulder,7,0,15,1.1471408613551336e-05,0.0,-1.1471408613551336e-05,0.38971191137920896,0.9500000000725728,5.491706005395001,132.21,5.611486079360489,5.6114981617292
shoulder,8,0,15,8.938472720365555e-11,0.0,-8.938472720365555e-11,0.3897119113941611,0.9500000001090216,5.83945453554,143.59,5.975394344835025,5.975394344929565
shoulder,9,0,15,0.0,3.9906312960434606e-11,3.9906312960434606e-11,0.3897010285683811,0.9499734710648998,6.16254607944,153.46,6.314477725053543,6.3144777250112325
shoulder,10,0,15,0.0,0.17415017255738763,0.17415017255738763,0.3896901458446135,0.9499469422694533,6.173599211205,156.95,6.326094738760355,6.141982413864341
shoulder,11,0,15,0.0,0.0008785526451405198,0.0008785526451405198,0.20611209517156556,0.502439070273672,6.076671748035,155.97,6.22426041304674,6.223329514930351
shoulder,12,0,15,0.0,2.5875099740887157e-12,2.5875099740887157e-12,0.20518027982643816,0.5001675857434563,5.901522121605001,152.39,6.0404606118842485,6.040460611881804
shoulder,13,0,15,-0.0,0.0,0.0,0.20517455000048535,0.5001536181574097,5.653251777345001,145.46,5.7804038812757135,5.780403881275709
shoulder,14,0,15,-0.0,0.0,0.0,0.2051688203900366,0.5001396510966969,5.9168264578950005,149.8,6.056509701249743,6.056509701249709
shoulder,15,0,15,0.0,2.9359899255895765e-12,2.9359899255895765e-12,0.20516309090999982,0.5001256843538892,6.07242054351,152.34,6.219795954203662,6.219795954200634
shoulder,16,0,15,0.0,7.749266817659599e-11,7.749266817659599e-11,0.20515736156371364,0.5001117179371249,6.219512220075001,154.47,6.374361969344143,6.374361969261895
shoulder,17,0,15,0.0,9.539459397899024e-11,9.539459397899024e-11,0.20515163229666644,0.5000977517135216,6.4210193145600005,154.67,6.58642982247944,6.586429822377949
shoulder,18,0,15,0.0,5.997668759294488e-11,5.997668759294488e-11,0.2051459031706398,0.5000837858336836,6.479685937005001,154.25,6.648241247318543,6.648241247254743
shoulder,19,0,15,0.0,1.1053034279240868e-10,1.1053034279240868e-10,0.2051401742423227,0.5000698204358018,6.523048223160001,154.81,6.6939483571612595,6.6939483570436416
shoulder,20,0,15,0.0,4.23842732707798e-11,4.23842732707798e-11,0.2051344454202207,0.5000558552968405,6.476284973385001,153.91,6.644657109920821,6.644657109875726
shoulder,21,0,15,-0.0,0.0,0.0,0.20512871683063594,0.500041890724686,6.297734383335,150.45,6.45663943785309,6.4566394378530765
shoulder,22,0,15,-0.0,0.0,0.0,0.20512298846650706,0.5000279267021248,6.09792777066,147.35,6.246585174362836,6.246585174362811
shoulder,23,0,15,1.4103271573607744e-12,0.0,-1.4103271573607744e-12,0.20511726028369792,0.5000139631215664,5.96529018948,144.91,6.107345806753624,6.107345806755137
summer_peak,0,0,15,0.0053411724607280164,0.0,-0.0053411724607280164,0.20511153228917792,0.5000000000000001,6.879299162355001,132.98,7.070123690349532,7.0758315110251155
summer_peak,1,0,15,0.011054969090224007,0.0,-0.011054969090224007,0.20120672424875904,0.49048125671716597,6.193154752020001,127.95,6.346650646333878,6.358381067388368
summer_peak,2,0,15,0.01043820762421696,0.0,-0.01043820762421696,0.2029949129931077,0.4948403210866612,5.927029348755001,117.96,6.0672102716950755,6.078255671311638
summer_peak,3,0,15,0.010315171424897976,0.0,-0.010315171424897976,0.2041561436630469,0.4976710509266149,5.7603821313750005,113.83,5.892552060032534,5.9034485584080185
summer_peak,4,0,15,0.010607697842125438,0.0,-0.010607697842125438,0.2051896282396391,0.5001903743528938,5.65920346368,109.52,5.786631631665692,5.797825598924189
summer_peak,5,0,15,0.011111534046289909,0.0,-0.011111534046289909,0.2065139988139741,0.5034187900337533,5.64900057282,108.99,5.775955682732446,5.787680219327888
summer_peak,6,0,15,0.012156617845099665,0.0,-0.012156617845099665,0.2083437814548147,0.5078792477672095,5.750179240515001,112.96,5.8818668358620965,5.894707656453981
summer_peak,7,0,15,0.013647343551690547,0.0,-0.013647343551690547,0.21122462659274402,0.5149018785909794,6.071570302605,121.14,6.2189030820505895,6.233366736406299
summer_peak,8,0,15,0.0156384394399499,0.0,-0.0156384394399499,0.21561115389257218,0.5255949080147072,6.607222072755,131.19,6.782723539405977,6.799390863759344
summer_peak,9,0,15,0.014088477983762629,0.0,-0.014088477983762629,0.2220194963084123,0.5412165123787303,7.306120096665,135.09,7.522380432617693,7.537507221458813
summer_peak,10,0,15,0.012273833640324291,0.0,-0.012273833640324291,0.22692564292813502,0.5531762168501633,7.737192235500001,139.1,7.980897624884177,7.994137041008519
summer_peak,11,0,15,0.015151920288952236,0.0,-0.015151920288952236,0.230058040413744,0.56081205636306,7.899588248355001,141.38,8.154096037250666,8.170469819140143
summer_peak,12,0,15,0.024539699131302245,0.0,-0.024539699131302245,0.23610408073365718,0.5755504775830553,7.909791139215001,143.69,8.16498613623989,8.191512578000467
summer_peak,13,0,15,0.042706038365166454,0.0,-0.042706038365166454,0.25158193196529444,0.613280806684726,7.783955485275,140.69,8.030745381003353,8.076862009524257
summer_peak,14,0,15,0.05157613420840757,0.0,-0.05157613420840757,0.28529050564097674,0.6954521339120953,8.091742692885001,146.9,8.359362841154594,8.415255683424965
summer_peak,15,0,15,0.06491462650456944,0.0,-0.06491462650456944,0.32792182381285256,0.7993744187687355,8.252438223930001,150.81,8.531300755771445,8.601791882480548
summer_peak,16,0,15,0.011990399067162427,0.0,-0.011990399067162427,0.38402160245612804,0.9361287446156675,8.345964723480002,152.15,8.631487109668905,8.644507349368666
summer_peak,17,0,15,0.0,0.13573578188473712,0.13573578188473712,0.3897119115139707,0.9500000004010812,8.500708568190001,147.89,8.797439433025081,8.650223722829038
summer_peak,18,0,15,0.0,0.13743626369469966,0.13743626369469966,0.24662547054468031,0.6011984499169304,8.50240905,146.66,8.79926439945775,8.650206584219202
summer_peak,19,0,15,0.0,0.07706915944285617,0.07706915944285617,0.10175059170052825,0.24803722775829712,8.442041945745,146.01,8.734495583845543,8.650865627644576
summer_peak,20,0,15,0.002633848614103391,0.0,-0.002633848614103391,0.020511153315143343,0.05000000021019188,8.36126905977,144.19,8.647889439715703,8.650749460246995
summer_peak,21,0,15,0.08143798106922268,0.0,-0.08143798106922268,0.021324650183020894,0.05198306000892284,8.082390042930001,141.65,8.349363651801713,8.437660682308687
summer_peak,22,0,15,0.06610938830108487,0.0,-0.06610938830108487,0.09387564936279967,0.22884049549795293,7.660670554050001,138.64,7.899374033405363,7.97070004610148
summer_peak,23,0,15,0.0630704660514031,0.0,-0.0630704660514031,0.1510432407208372,0.368197826409604,7.25425540146,133.97,7.467333123115381,7.535078403187329
winter_peak,0,0,15,0.007350790462059276,0.0,-0.007350790462059276,0.2051115322891779,0.5000000000000001,6.988129998195,169.12,7.185277274140551,7.193142041018161
winter_peak,1,0,15,0.01150268921197356,0.0,-0.01150268921197356,0.20322304351191736,0.49539643442720227,6.544304245785001,154.23,6.71636014636136,6.728610559987971
winter_peak,2,0,15,0.012121194400333213,0.0,-0.012121194400333213,0.20547488759961338,0.5008857505630723,6.324942092295,144.06,6.48527082948815,6.498150527538825
winter_peak,3,0,15,0.013459650940811543,0.0,-0.013459650940811543,0.20834135358589814,0.5078733293556763,6.1940049929250005,140.86,6.347544463587995,6.361827265079643
winter_peak,4,0,15,0.01624834955638786,0.0,-0.01624834955638786,0.21254948943164315,0.5181314942642494,6.124285238715001,140.12,6.274273592431108,6.291504079164417
winter_peak,5,0,15,0.021259392049088277,0.0,-0.021259392049088277,0.2195568801815134,0.535213397635706,6.152343188580001,140.76,6.303755317609902,6.32630843240749
winter_peak,6,0,15,0.03047753122317999,0.0,-0.03047753122317999,0.23159734979978047,0.5645644279846279,6.30708703329,143.31,6.466480712917372,6.4988706514712975
winter_peak,7,0,15,0.04658148555273253,0.0,-0.04658148555273253,0.25289766458246005,0.616488165633492,6.656536045245001,152.79,6.834763730863078,6.8844650118786666
winter_peak,8,0,15,0.06853790903527779,0.0,-0.06853790903527779,0.2903779499677291,0.7078537874660743,7.241501787885,167.44,7.453800804601174,7.52741650282687
winter_peak,9,0,15,0.038231940075479365,0.0,-0.038231940075479365,0.3499343048162401,0.8530342026865727,8.025423902295,182.48,8.288477920178234,8.329868640892316
winter_peak,10,0,15,0.0,0.17415017284557674,0.17415017284557674,0.37931339132926256,0.9246515471262851,8.268592801125001,195.23,8.548599525155264,8.36034438417159
winter_peak,11,0,15,0.0,0.14576432459474895,0.14576432459474895,0.19573563015830417,0.4771443808492079,8.23203244221,189.12,8.509453342100564,8.351858639939215
winter_peak,12,0,15,0.012369576045765732,0.0,-0.012369576045765732,0.04068336760591701,0.09917376939235013,8.06708570664,184.09,8.333003183644696,8.346394050387968
winter_peak,13,0,15,0.10481278049471246,0.0,-0.10481278049471246,0.04390476577813507,0.10702656571312538,7.698931394775,176.98,7.9401287819187365,8.053345188832028
winter_peak,14,0,15,0.0822637373855204,0.0,-0.0822637373855204,0.13985324053947687,0.34091998382203065,7.912341861930001,180.11,8.16770881872702,8.256736181402726
winter_peak,15,0,15,0.05301658524113992,0.0,-0.05301658524113992,0.2132853563632194,0.5199253157119358,7.999916675145,182.19,8.26122591246299,8.318623470236673
winter_peak,16,0,15,0.0,0.0028799880807258427,0.0028799880807258427,0.25745976965666184,0.6276092006705905,8.067935947545001,187.28,8.33391203860094,8.330795171869644
winter_peak,17,0,15,0.0,0.1144657446445549,0.1144657446445549,0.24580402468017334,0.5991960128639303,8.19122087877,182.43,8.465770771764667,8.341994300177959
winter_peak,18,0,15,0.0,0.0297941846677989,0.0297941846677989,0.12209962254476325,0.2976420223232994,8.093443174695,180.74,8.361180967518198,8.328944265420937
winter_peak,19,0,15,0.04968379187837641,0.0,-0.04968379187837641,0.0834232788294966,0.2033607713287465,7.8689795757750005,177.25,8.12143179592448,8.175140582445527
winter_peak,20,0,15,0.039406712539054645,0.0,-0.039406712539054645,0.12416809236437344,0.30268432734760675,7.63176236328,175.11,7.86859089364974,7.911071627470401
winter_peak,21,0,15,0.03114940825658702,0.0,-0.03114940825658702,0.15454397198591757,0.3767315524902635,7.353733587345,173.18,7.572938160259716,7.6064114262614755
winter_peak,22,0,15,0.025477436828248268,0.0,-0.025477436828248268,0.17658381156440295,0.4304580283556292,7.0816564977450005,167.9,7.284326225332346,7.311621741657389
winter_peak,23,0,15,0.021404557463345686,0.0,-0.021404557463345686,0.1928966307461412,0.47022375727315174,6.983028552765001,164.63,7.179876968831405,7.2027831026620985
