n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,0,7517507.9068271145,73675279.238933,49633330.29227404,198002389.44509917,221.1941761999915,0.014409722222222223
1,0,1,574074.8219934795,47522292.179304495,39727755.79880515,149800798.08303538,212.03050130000338,0.014772727272727272
1,0,2,105367.51639997459,25493648.579244412,26902956.560250424,86630771.8477458,156.37329529999988,0.014393939393939395
1,0,3,-0.02206022820274356,10799683.452117775,16944293.650941167,63095910.52923523,87.4770722000103,0.014415708812260536
1,0,4,-0.03315738391618517,4306739.566356137,9976891.743491204,39237973.07878147,35.2705394999939,0.014583333333333334
1,0,5,-0.03315738391618517,35673.94691260002,161907.8655835255,908414.6943175603,3.0981566999980714,0.014583333333333334
1,0,6,-0.03315738391618517,-0.019078086780122905,5.990225709996968e-06,-0.019066345722340117,3.1181700000015553,0.014583333333333334
1,0,7,-0.03315738391618517,-0.01907718326196156,4.470234733409222e-06,-0.01906815799124395,3.290329000010388,0.014583333333333334
1,0,8,-0.03315738391618517,-0.019077061356019498,5.9545013750615e-06,-0.019062388313585643,3.141514500021003,0.014583333333333334
1,0,9,-0.03315738391618517,-0.01907810850276409,5.093561258791321e-06,-0.01906643161377275,3.280040999990888,0.014583333333333334
1,0,10,-0.03315738391618517,-0.019077798537089796,4.995157121737994e-06,-0.01906831216968463,3.4132672999985516,0.014583333333333334
1,0,11,-0.03315738391618517,-0.019076368451030112,4.871415237635954e-06,-0.019063894028928274,3.1969095000240486,0.014583333333333334
1,0,12,-0.03315738391618517,-0.019078220519481104,4.9437075971957045e-06,-0.019070257265621393,3.3293109000078402,0.014583333333333334
1,0,13,-0.03315738391618517,-0.019076152645801536,4.999497482955717e-06,-0.019067835182067228,3.195686499995645,0.014583333333333334
1,0,14,-0.03315738391618517,-0.019076509800745156,3.6235034750721826e-06,-0.019069826177467775,3.614146100007929,0.014583333333333334
1,0,15,-0.03315738391618517,-0.019076606600310686,5.189161361975659e-06,-0.01906472569420714,3.2826973000192083,0.014583333333333334
1,0,16,-0.03315738391618517,-0.019079056517280313,4.38639269536983e-06,-0.019070974220849024,3.303972199995769,0.014583333333333334
1,0,17,-0.03315738391618517,-0.01907726298284762,5.264176975319324e-06,-0.019068419690942306,3.340201299986802,0.014583333333333334
1,0,18,-0.03315738391618517,-0.0190765494722826,4.1950054759674295e-06,-0.019068631862220187,3.3545520000043325,0.014583333333333334
1,0,19,-0.03315738391618517,-0.019077838954033366,4.256048515897503e-06,-0.019066802983969566,3.4327093999891076,0.014583333333333334
1,0,20,-0.03315738391618517,-0.0190781755282175,3.7008707791319444e-06,-0.019065030175260844,3.3170657999871764,0.014583333333333334
1,0,21,-0.03315738391618517,-0.019077123894274572,5.352109003803084e-06,-0.01906315243750001,3.4512610000092536,0.014583333333333334
1,0,22,-0.03315738391618517,-0.01907841561835577,4.328962094004838e-06,-0.01907052188053804,3.3811302999965847,0.014583333333333334
1,0,23,-0.03315738391618517,-0.01907761993644158,5.044039781190795e-06,-0.01906780636825367,3.389829399995506,0.014583333333333334
1,0,24,-0.03315738391618517,-0.019078689172294327,4.981816458734372e-06,-0.019069099795938627,3.486096499982523,0.014583333333333334
1,0,25,-0.03315738391618517,-0.019076112504675224,5.217109265870693e-06,-0.01906594033173903,3.294371800002409,0.014583333333333334
1,0,26,-0.03315738391618517,-0.019077169704729446,5.263154696848744e-06,-0.019063897139627528,3.2232737000158522,0.014583333333333334
1,0,27,-0.03315738391618517,-0.019077370675751104,5.493018974618641e-06,-0.019066533766226357,3.238797300000442,0.014583333333333334
1,0,28,-0.03315738391618517,-0.019078860163090683,4.762831255717296e-06,-0.019068130993510124,3.3128924000193365,0.014583333333333334
1,0,29,-0.03315738391618517,-0.019078243962678765,6.872059517586754e-06,-0.019065504685652712,3.215500599995721,0.014583333333333334
1,0,30,-0.03315738391618517,-0.019077887277451633,5.1371919611769635e-06,-0.019068878122693533,3.4737518999900203,0.014583333333333334
1,1,0,1171143.8768396415,69951627.3029143,55180360.93118754,206848603.9129939,213.37788929999806,0.011631944444444445
1,1,1,1171143.8768396415,46925561.23238304,49469721.23241046,195390927.1201845,191.46848129999125,0.01096938775510204
1,1,2,323219.136806628,24827680.656135343,29841115.605420478,121635732.78647259,144.88806339999428,0.012318840579710146
1,1,3,-0.02578693477140348,12085862.92106905,23839559.020491365,117135016.56163496,92.36238539998885,0.013160569105691057
1,1,4,-0.03985552241333856,5438765.312038081,17328117.665004488,97155417.5069088,34.57452760002343,0.013591269841269842
1,1,5,-0.03985552241333856,1563240.202600141,8447791.135716807,48577708.74391485,3.1482053000072483,0.013591269841269842
1,1,6,-0.03985552241333856,31122.816421062722,173284.61435423588,995930.7168493208,3.374886699981289,0.013591269841269842
1,1,7,-0.03985552241333856,-0.01907752800709961,6.281232022647333e-06,-0.019066215048198387,3.394246400013799,0.013591269841269842
1,1,8,-0.03985552241333856,-0.019076794785144235,4.650727715399292e-06,-0.019066881856213413,3.419232699990971,0.013591269841269842
1,1,9,-0.03985552241333856,-0.019075800887091432,5.1409974689217e-06,-0.01906222122036283,3.396231600025203,0.013591269841269842
1,1,10,-0.03985552241333856,-0.0190778425040648,4.599510181575467e-06,-0.01906644764092924,3.391302000003634,0.013591269841269842
1,1,11,-0.03985552241333856,-0.019078938927894862,5.227151446367294e-06,-0.0190698720330591,3.7171252999978606,0.013591269841269842
1,1,12,-0.03985552241333856,-0.01907751730176427,4.358590892642304e-06,-0.019066540706697666,3.6602813999925274,0.013591269841269842
1,1,13,-0.03985552241333856,-0.01907624583137779,4.859240726447632e-06,-0.01906677220328845,3.8674044999934267,0.013591269841269842
1,1,14,-0.03985552241333856,-0.01907738066806547,5.242802214806053e-06,-0.01906528608228797,3.6511101000069175,0.013591269841269842
1,1,15,-0.03985552241333856,-0.019076200249167896,4.371083451852892e-06,-0.019066860552031883,3.6449536999862175,0.013591269841269842
1,1,16,-0.03985552241333856,-0.019078818969556932,4.322564545668741e-06,-0.019068945265685144,3.6395149000163656,0.013591269841269842
1,1,17,-0.03985552241333856,-0.01907647154073905,4.100892538977083e-06,-0.019069451697340867,3.688295600004494,0.013591269841269842
1,1,18,-0.03985552241333856,-0.019076913447376442,4.828850131268043e-06,-0.01906935507010843,3.3944619000249077,0.013591269841269842
1,1,19,-0.03985552241333856,-0.01907649740064893,4.738486282784025e-06,-0.019066505849197668,3.5010607999865897,0.013591269841269842
1,1,20,-0.03985552241333856,-0.019076328062405057,5.573540299777868e-06,-0.019065229406532325,3.61267949998728,0.013591269841269842
1,1,21,-0.03985552241333856,-0.019077713416906117,4.52224435670212e-06,-0.019068911910064656,3.370554599998286,0.013591269841269842
1,1,22,-0.03985552241333856,-0.01907660822470436,6.170282771915046e-06,-0.019064780466466758,3.322523100010585,0.013591269841269842
1,1,23,-0.03985552241333856,-0.019078297573571212,5.842095621415394e-06,-0.01905977139112025,2.9972873000078835,0.013591269841269842
1,1,24,-0.03985552241333856,-0.019076313414025048,4.349038585646129e-06,-0.019067449792112612,3.3832388000155333,0.013591269841269842
1,1,25,-0.03985552241333856,-0.019076691355992992,5.019380738979991e-06,-0.019064241362958256,3.3692876999848522,0.013591269841269842
1,1,26,-0.03985552241333856,-0.019077717146348816,5.491455150391808e-06,-0.019066196700133986,3.2641729000024498,0.013591269841269842
1,1,27,-0.03985552241333856,-0.019077583084305016,5.192262058094239e-06,-0.019066488001111992,3.5232563000172377,0.013591269841269842
1,1,28,-0.03985552241333856,-0.019078047266173348,5.650005058022574e-06,-0.019064733006217693,3.4878687000018544,0.013591269841269842
1,1,29,-0.03985552241333856,-0.019077930275299138,4.881671971787973e-06,-0.01906964906975972,3.2724621999950614,0.013591269841269842
1,1,30,-0.03985552241333856,-0.019076868323506524,4.957689723016668e-06,-0.019067184061540843,3.200394999992568,0.013591269841269842
1,2,0,8154041.3299782425,88305938.4105736,45124094.60590794,159375980.76765996,216.70256289999816,0.008854166666666666
1,2,1,4219315.620124709,66909130.077445984,42218558.56937752,182237395.51999137,219.1614367000002,0.01011904761904762
1,2,2,577310.7814438688,37478709.13662009,30594101.69804369,118566314.48455033,198.6641815000039,0.011385658914728682
1,2,3,-0.019562399056150426,19213134.72292237,27508456.44504143,108659779.13018654,110.0142138999945,0.012009803921568628
1,2,4,-0.04492019320708707,6852249.7089129435,17992603.327304672,88843475.79770681,39.03273969999282,0.01214622641509434
1,2,5,-1133068.0501773441,446772.09620437375,1868309.1332812612,10388587.915239736,38.74491959999432,0.012194189602446483
1,2,6,-1133068.0501773441,126939.65385439442,231125.98341692955,969973.6111189352,3.4328338999766856,0.012194189602446483
1,2,7,-1133068.0501773441,498642.41384295974,345146.4502393005,1213217.2217125173,3.161587199982023,0.012194189602446483
1,2,8,-1133068.0501773441,469940.1851081027,439447.3100758027,1136402.5484492565,38.01168680001865,0.012199699699699699
1,2,9,-2842674.7625295445,711107.7295017957,2147872.9211222185,6987701.018254935,90.42771700001322,0.01263550135501355
1,2,10,-2842674.7625295445,3557178.1546758725,4723236.132322659,14663853.206279589,139.94156110001495,0.013286713286713287
1,2,11,-2842674.7625295445,4064003.9866450215,5043741.6440125,16227475.40596215,136.57898210000712,0.013768115942028985
1,2,12,-2842674.7625295445,664300.0717902161,3822473.297500391,17143376.893491197,142.3923435000179,0.014019337016574585
1,2,13,-2842674.7625295445,1802906.2826222486,4575030.070586411,16559770.666710114,147.47607990002143,0.01485148514851485
1,2,14,-2842674.7625295445,1639223.8404386025,4525105.302505562,15412731.646266494,187.34658469998976,0.015556768558951965
1,2,15,-2848312.890397178,1152959.5108286291,3610109.8258832833,11688555.876117602,189.33056279999437,0.01556758530183727
1,2,16,-2848312.890397178,77848.14129742018,3500794.476611768,11213675.759554135,146.55977210000856,0.019780385078219012
1,2,17,-2943252.7664221637,640466.9155486749,3664154.996070018,15429415.280284358,193.4810677000205,0.019921023965141612
1,2,18,-2943252.7664221637,80239.30962906356,3129741.9506987426,8664948.738939214,198.1657111000095,0.02003731343283582
1,2,19,-2943252.7664221637,224328.84336558147,3075591.914778356,12861307.823665982,190.60464139998658,0.019944598337950138
1,2,20,-2965149.044427555,717240.1800864903,4462589.275106486,11907688.268983115,152.75585849999334,0.019986979166666665
1,2,21,-2965149.044427555,370572.76089708536,3790014.6209313762,11637683.588340325,189.0266082000162,0.022374290348742904
1,2,22,-2965149.044427555,-1313317.2876007385,1856717.8718453627,6276937.548496358,201.31959129997995,0.022435897435897436
1,2,23,-2965149.044427555,-408753.1579900861,2924618.880198996,9671512.246432578,203.11909100000048,0.022634180790960454
1,2,24,-2978482.4897436947,-769305.3637905389,2748254.542649544,6544059.222671326,204.40050439999322,0.022481776010603048
1,2,25,-2981845.2996918745,-1286363.9465957042,1735001.3575740133,2788000.924391644,201.91584309999598,0.023444340212632895
1,2,26,-2985176.4189288393,-1119503.1537870471,2977358.852467767,11715368.25211315,196.5223011999915,0.02541371158392435
1,2,27,-2990415.1901620682,-1000193.5610459902,2977202.9628203306,9444553.323199207,199.4884884999774,0.02765406162464986
1,2,28,-2990415.1901620682,-1345717.2013919186,2346863.32484787,6359867.8306533955,206.42031139999744,0.028920786815523656
1,2,29,-2991579.4693118874,-1193120.553756292,2959550.6097583133,10468037.995640831,191.16142029999173,0.030124302384576356
1,2,30,-2991579.4693118874,-1722294.9035387684,2329875.9622817263,8825477.08663499,204.91181670001242,0.03186381228834059
