n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active
1,3,2,2991904.632349532,2991904.632349532,0.019079902080955335,997301.5568329523,88.5419231696309,88.5419231696309,0.042499946515401864,29.52743231700845,12.928001608302775,12.928001608302775,0.0,4.3093338694342584,-1.469924777934363,-1.469924777934363,99.95644039390741,66.16316344272091,78.35387486374148,78.35387486374148,0.0,26.117958287913826,0,True,2,-2991904.632356625,2991904.632349532,0.0626,0.0427,,-2991904.632356625,-2991904.632356625,-0.044832835050037545,-997301.5723525075,nan,6673467312.850779,1,0.0,1-unit runs 기준 (1 of 1),1,True,1.0,1:1,conflict,partial,406,-5393278.478679291,10.014757239780756,120,0.11825292605155126,0.15013688905350664,0.0005978068371182699,0.7873968298289054,3.225894723068795,3.16883125182617,3.1953288477303463,0.3569638372753754,2492264.149160806,0.6333333333333333,0.9996988186961887,0.9999999999999992,76,-16761.35260466206,12238171.424236927,-444113.67153068853,240942.21591281696,-3.2131171577935858,False,-885.2488004952407,nan,nan,182.00082753039896,0.0032546881301484267,0.00025481982196823294,0.046218487394957986,41656.0,653760.0,4248.541317097435,0.0011427006030650944,False
