n_ess,n_runs,n_degenerate,j_net_median,j_net_mean,j_net_median_all,j_net_mean_all,b_defer_share_of_gross_pct,b_defer_share_of_gross_pct_mean,b_defer_share_of_gross_pct_all,b_defer_share_of_gross_pct_all_mean,b_arb_share_of_gross_pct,b_arb_share_of_gross_pct_mean,b_arb_share_of_gross_pct_all,b_arb_share_of_gross_pct_all_mean,b_loss_share_of_gross_pct,b_loss_share_of_gross_pct_mean,b_loss_share_of_gross_pct_all,b_loss_share_of_gross_pct_all_mean,cost_to_gross_ratio_pct,cost_to_gross_ratio_pct_mean,cost_to_gross_ratio_pct_all,cost_to_gross_ratio_pct_all_mean,decomposition_violations,cost_check_ok,best_run,best_gbest_f,best_j_net,s_boundary_frac,e_boundary_frac,boundary_warning,gbest_median,gbest_mean,gbest_median_all,gbest_mean_all,gbest_spread_pct,gbest_spread_pct_all,bstar_distinct_count,bstar_jnet_spread_pct,bstar_spread_scope,bstar_n_runs,bstar_sample_warning,effective_n_units_median,effective_n_units_dist,incentive_conflict_summer,incentive_conflict_winter,total_negative_bdefer,min_bdefer_overall,q_sum_mvar,q_nonzero_hours,q_median_mvar,q_max_mvar,q_min_mvar,q_to_s_ratio,q_contrib_summer,q_contrib_winter,q_contrib_shoulder,q_contrib_peak,pcs_loss_annual_won,poly_binding_frac,s_util_median,s_util_max,s_util_high_hours,peak_day_energy_benefit,peak_day_defer_benefit,b_loss_q,b_loss_p,b_loss_q_share_of_gross_pct,b_loss_p_negative,b_loss_p_min,qp_loss_model_err_max,qp_loss_model_err_mean,recompute_jnet_delta,recompute_convergence_ratio,recompute_max_p_shift,coef_cache_hit_rate,coef_unique_bs_count,coef_runpp_total,coef_measure_wall_s,max_lindistflow_ac_voltage_err,mu_penalty_active
2,10,0,3776660.936671798,3830799.5819547353,3776660.936671798,3830799.5819547353,83.47034325187423,83.10411726194701,83.47034325187423,83.10411726194701,13.345854320584019,13.256635548347266,13.345854320584019,13.256635548347266,3.180151141569654,3.639247189705266,3.180151141569654,3.639247189705266,74.33860144093453,74.16895475069043,74.33860144093453,74.16895475069043,0,True,6,-3957412.27435071,3957412.274285268,0.0875,0.0432,,-3776660.936520991,-3830800.1384551376,-3776660.936520991,-3830800.1384551376,4.793794719555576,4.793794719555576,2,4.786532842013192,1-unit runs 기준 (10 of 10),10,False,1.0,1:10,aligned,aligned,369,-2718259.6761870845,15.284264868343024,115,0.14715034445748554,0.20984255096462737,2.311964926692468e-12,0.7010304864794425,3.194612522338637,3.472205663410385,1.319469659756263,3.457807893059508,1667054.2372804717,0.5333333333333333,0.9996988031591592,0.9999999999999853,64,12105.97639009406,12406581.96404687,470308.80484459514,240003.8110120627,3.1177984524115043,False,1523.46838188097,nan,nan,125.4901552926749,0.0001755570195527881,0.00015778299005336782,0.8315858453473133,30840.0,246720.0,1570.8834854997258,0.001092465821178501,False
