n_ess,run,gen,gbest_f,mean_f,std_f,worst_f,elapsed_s,coef_cache_hit_rate_cumulative
1,0,19,-0.0220621988718257,-0.019077388666558226,3.750712196972946e-06,-0.019070956083275803,3.453734299982898,0.013703703703703704
1,0,20,-0.0220621988718257,-0.019076805981322498,4.346313945564619e-06,-0.019069863738376824,3.3965636999928392,0.013703703703703704
1,0,21,-0.0220621988718257,-0.019077311007829667,4.199249851337958e-06,-0.01906728899986554,3.4438904999988154,0.013703703703703704
1,0,22,-0.0220621988718257,-0.019079381799890827,5.155991762311132e-06,-0.019069961703326754,3.399322099983692,0.013703703703703704
1,0,23,-0.0220621988718257,-0.019076590375104285,4.933957778722735e-06,-0.019069681389780158,3.3722376000368968,0.013703703703703704
1,0,24,-0.0220621988718257,-0.019077401986594356,6.0433633526316965e-06,-0.01906362713841503,3.5720904000336304,0.013703703703703704
1,0,25,-0.0220621988718257,-0.019078002381110903,5.36960094076792e-06,-0.019067696923260158,3.379149899992626,0.013703703703703704
1,0,26,-0.0220621988718257,-0.01907732134104012,4.237119516792053e-06,-0.019069978976974156,3.397418100037612,0.013703703703703704
1,0,27,-0.0220621988718257,-0.019076489369125815,4.370774047975183e-06,-0.01906852994132535,3.52570250001736,0.013703703703703704
1,0,28,-0.0220621988718257,-0.019077743785683887,5.444873982516937e-06,-0.01906770446329631,4.010057500039693,0.013703703703703704
1,0,29,-0.0220621988718257,-0.0190767184348552,4.684601678647134e-06,-0.019067550167353176,3.250224699964747,0.013703703703703704
1,0,30,-0.0220621988718257,-0.019077283576624526,5.584927047521845e-06,-0.019067249553330612,3.3186414999654517,0.013703703703703704
1,1,0,1170951.9528424963,69998529.47677085,55161625.932797976,206848603.86718306,97.77054140000837,0.011111111111111112
1,1,1,1170951.9528424963,46947239.2560547,49466778.74895202,195390926.61848897,85.46157009998569,0.010799319727891157
1,1,2,323219.12325305614,24838819.651715226,29846202.276444033,121659157.3807405,65.04373769997619,0.012077294685990338
1,1,3,-0.02033247216101053,12290998.993570196,23785624.002562407,117134765.13912967,47.41383409994887,0.012751004016064257
1,1,4,-0.02680906054104426,5429555.258928048,17321296.431851573,97155417.50690278,17.87644049996743,0.013235294117647059
1,1,5,-0.02786258717472556,1563240.2025317417,8447791.13572887,48577708.74391172,3.227830400050152,0.013235294117647059
1,1,6,-0.02786258717472556,31122.816420294297,173284.61435332827,995930.7168434992,3.4962691999971867,0.013235294117647059
1,1,7,-0.02786258717472556,-0.01907854381178714,4.136759685314589e-06,-0.01906576334868504,3.407064500031993,0.013235294117647059
1,1,8,-0.02786258717472556,-0.019078009815778785,4.4053221794215015e-06,-0.019068875935177587,3.3997453000047244,0.013235294117647059
1,1,9,-0.02786258717472556,-0.019078006039422835,5.023359764613978e-06,-0.019064273029542278,3.5568458999623545,0.013235294117647059
1,1,10,-0.02786258717472556,-0.019077372863956887,5.061835238477114e-06,-0.01906820756191152,3.5231859000050463,0.013235294117647059
1,1,11,-0.02786258717472556,-0.019076454458085368,4.986454192978774e-06,-0.01906790975753303,3.536424599995371,0.013235294117647059
1,1,12,-0.02786258717472556,-0.019076856189364222,5.779865630147586e-06,-0.019061967761645704,3.3990289000212215,0.013235294117647059
1,1,13,-0.02786258717472556,-0.019077912148446896,6.206284023941233e-06,-0.019067017689680554,3.5397488999878988,0.013235294117647059
1,1,14,-0.02786258717472556,-0.01907682034605046,5.151521539846611e-06,-0.01906853876721115,3.136804200010374,0.013235294117647059
1,1,15,-0.02786258717472556,-0.019076622114238106,5.44172505242106e-06,-0.019064936258162746,3.046042900008615,0.013235294117647059
1,1,16,-0.02786258717472556,-0.01907723234359593,4.402079183250903e-06,-0.019067611637195725,3.1684101999853738,0.013235294117647059
1,1,17,-0.02786258717472556,-0.01907705639274543,4.32270453596772e-06,-0.01906736385023322,3.183792199997697,0.013235294117647059
1,1,18,-0.02786258717472556,-0.019078665397475048,5.665797355969895e-06,-0.019064174250788213,3.18494720000308,0.013235294117647059
1,1,19,-0.02786258717472556,-0.019077479381564733,4.427185849285113e-06,-0.019069528028774485,3.2148286000010557,0.013235294117647059
1,1,20,-0.02786258717472556,-0.019077027816196968,4.656534568607448e-06,-0.019067467765827573,3.135670999996364,0.013235294117647059
1,1,21,-0.02786258717472556,-0.019076642978100133,6.1592237940184085e-06,-0.019059544055146205,3.052037300018128,0.013235294117647059
1,1,22,-0.02786258717472556,-0.01907842235942242,5.006221885001643e-06,-0.01906794829478997,3.228487699991092,0.013235294117647059
1,1,23,-0.02786258717472556,-0.01907600805704507,4.462143781079471e-06,-0.019064811192063047,3.2293695000116713,0.013235294117647059
1,1,24,-0.02786258717472556,-0.0190765214273656,5.390776413217565e-06,-0.01906506916019346,3.2386985999764875,0.013235294117647059
1,1,25,-0.02786258717472556,-0.019077239347252972,5.701832018315644e-06,-0.019066236162840866,3.26110050000716,0.013235294117647059
1,1,26,-0.02786258717472556,-0.019077072627949554,4.861993183292908e-06,-0.01906794166038317,3.3232482000021264,0.013235294117647059
1,1,27,-0.02786258717472556,-0.019076370204154924,5.690182336780042e-06,-0.01906579359764038,3.2802389999851584,0.013235294117647059
1,1,28,-0.02786258717472556,-0.019075369223370164,5.44230467026294e-06,-0.01906551133926726,3.453388400026597,0.013235294117647059
1,1,29,-0.02786258717472556,-0.01907952689882003,4.614542141648594e-06,-0.019068857331934197,3.3661315999925137,0.013235294117647059
1,1,30,-0.02786258717472556,-0.01907800428280204,5.321793086386889e-06,-0.019068263850074985,3.388769900018815,0.013235294117647059
1,2,0,8153181.563276861,88337614.3054905,45124171.532041624,159387969.9359513,98.15660759998718,0.009375
1,2,1,4219430.123691084,66933214.53709024,42211966.389935896,182237623.05953106,97.07409080001526,0.011532738095238096
1,2,2,577310.7606767345,37491751.498402975,30594275.910439428,118565384.70626058,93.73468630004209,0.011385658914728682
1,2,3,-0.019296882405592797,19215653.477485493,27508060.17817765,108659779.16008162,50.22640349995345,0.011683006535947713
1,2,4,-0.04491517153693536,6850511.679106474,17991643.574657045,88843475.7357293,19.48200540000107,0.01179245283018868
1,2,5,-1094866.3718206696,453276.18695320573,1893777.142679381,10545187.897060394,18.49218430003384,0.012194189602446483
1,2,6,-1094866.3718206696,126939.65384144594,231125.9818252515,969973.6111241163,3.3509093000320718,0.012194189602446483
1,2,7,-1094866.3718206696,498642.41384306527,345146.45023988816,1213217.2217036737,3.284223299997393,0.012194189602446483
1,2,8,-1094866.3718206696,466588.7828118342,447159.73993073485,1136402.5484487966,17.196618899994064,0.012199699699699699
1,2,9,-2859272.528190179,757916.3744668737,2020568.4812405,6987701.018259715,42.664719599997625,0.0125
1,2,10,-2859272.528190179,3192237.2237158557,4878715.516197017,14663853.205251386,64.2976155000506,0.013145539906103286
1,2,11,-2859272.528190179,3726066.0500680716,5318948.17535526,16227475.408381157,63.25087920000078,0.014322916666666666
1,2,12,-2859272.528190179,927607.384554731,3881496.9952220144,17143376.882497113,65.74458709999453,0.014652777777777778
1,2,13,-2859272.528190179,274006.6608286642,3045166.1677952046,10183492.371956177,65.97875740000745,0.01517412935323383
1,2,14,-2902357.6760294624,41036.43921367824,3269539.640198417,10394926.312918425,92.01073350000661,0.015836940836940837
1,2,15,-2902357.6760294624,871460.0142862914,3192546.5275544007,8591455.580064693,87.74709530000109,0.016151866151866152
1,2,16,-2971889.4952367563,880523.7796059502,3707200.7674802835,12943444.821405165,88.10092380002607,0.016462703962703964
1,2,17,-2971889.4952367563,-891584.9998175254,1835597.4196340851,3897931.2486756667,97.93412809999427,0.016810796645702307
1,2,18,-2971889.4952367563,1016195.1050872718,4618982.361900009,15696808.204523904,87.71898930001771,0.01711223506743738
1,2,19,-2971889.4952367563,1373731.3710742248,4231527.093211059,11853461.892458163,75.2010715000215,0.0175
1,2,20,-2983510.8564254474,-373273.9655708276,3369471.521796064,12442984.890487524,87.32230189995607,0.017779177162048698
1,2,21,-2989876.4838004224,-564247.090841256,3074719.20526249,12494257.93584424,86.853828399966,0.02034313725490196
1,2,22,-2989876.4838004224,277552.57531088474,4033950.229618281,11265935.682777392,86.93220330000622,0.02276064610866373
1,2,23,-2989876.4838004224,34097.06373466633,3884319.9484752975,14568320.60792115,89.74305489996914,0.022653554175293307
1,2,24,-2989876.4838004224,-680494.3238341163,2629327.238735879,6664517.352775434,91.64013539999723,0.025494487678339818
1,2,25,-2990154.7248022277,-1545160.7048181447,2440021.1188467643,10244355.358666442,93.44779190002009,0.025275229357798166
1,2,26,-2990154.7248022277,-178092.13893117546,3627732.9598805434,10907602.187437423,88.98195430001942,0.025145180023228804
1,2,27,-2990154.7248022277,-577282.9604162287,3725389.6643755506,16891564.924911134,89.2877768999897,0.027448951434878587
1,2,28,-2990154.7248022277,-1643868.0848203648,1925556.3056933414,5346570.885294415,94.31765909999376,0.030352463312368974
1,2,29,-2993945.0792549606,-1465539.232290598,2500534.989268794,7315300.413915867,89.87448920001043,0.03233858858858859
1,2,30,-2993945.0792549606,-2157494.4347193767,1198488.8522432558,1753853.3457637709,92.48351569997612,0.03468242597898758
