n_workers,n_particles,rounds,gen_time_best_s,gen_time_min_s,gen_time_max_s,time_per_particle_s,eval_time_std_s,n_diverged,peak_rss_mb,status,error
10,20,2,1.8086194000000262,1.8086194000000262,1.980952699999989,0.0904309700000013,0.08034239689212239,0,2944.921875,ok,
12,24,2,2.561048800000009,2.561048800000009,2.598893199999992,0.10671036666666704,0.18617939444098,0,3497.82421875,ok,
14,28,2,2.8298268000000064,2.8298268000000064,2.878553199999999,0.10106524285714309,0.2477440965225613,0,4041.96875,ok,
16,32,2,3.076145199999985,3.076145199999985,3.0801144000000136,0.09612953749999953,0.20238801854039648,0,4594.34765625,ok,
16,48,3,4.5907648000000165,4.5907648000000165,4.623209899999978,0.09564093333333368,0.2517730613820449,0,4593.265625,ok,
16,64,4,6.058212900000001,6.058212900000001,6.090315099999998,0.09465957656250001,0.20912290988533738,0,4592.91015625,ok,
16,30,2,2.9410573000000113,2.9410573000000113,2.9730899000000477,0.09803524333333372,0.19834321617179512,0,4593.09375,ok,
16,36,3,3.5856122999999798,3.5856122999999798,3.7415267000000085,0.0996003416666661,0.25154502910107424,0,4593.578125,ok,
16,40,3,3.869150100000013,3.869150100000013,3.931038000000001,0.09672875250000032,0.2653963355181079,0,4589.32421875,ok,
