method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate
pwl,1,P1_old_full_opt,winter,19,2.1592611104779926e-11,0.0,2.1592611104779926e-11,,False
pwl,1,P1_old_full_opt,winter,20,2.0973580266537286e-11,0.0,2.0973580266537286e-11,,False
pwl,1,P1_old_full_opt,winter,21,3.811760662833348e-11,0.0,3.811760662833348e-11,,False
pwl,1,P1_old_full_opt,winter,22,0.007702127360086622,0.02,0.012297872639913377,0.6148936319956688,False
pwl,1,P1_old_full_opt,winter,23,0.04555215193944734,0.0,0.04555215193944734,,False
pwl,1,P1_old_full_opt,shoulder,0,0.04555215192438379,0.0,0.04555215192438379,,False
pwl,1,P1_old_full_opt,shoulder,1,0.0023760470492720643,0.0,0.0023760470492720643,,False
pwl,1,P1_old_full_opt,shoulder,2,1.1199426059603891e-10,0.0,1.1199426059603891e-10,,False
pwl,1,P1_old_full_opt,shoulder,3,0.04555215189199423,0.0,0.04555215189199423,,False
pwl,1,P1_old_full_opt,shoulder,4,0.04555215191837271,0.0,0.04555215191837271,,False
pwl,1,P1_old_full_opt,shoulder,5,0.015407481873288284,0.02,0.004592518126711716,0.2296259063355858,False
pwl,1,P1_old_full_opt,shoulder,6,3.1590656766494947e-06,0.0,3.1590656766494947e-06,,False
pwl,1,P1_old_full_opt,shoulder,7,3.1411623107370817e-06,0.0,3.1411623107370817e-06,,False
pwl,1,P1_old_full_opt,shoulder,8,8.066283460388105e-11,0.0,8.066283460388105e-11,,False
pwl,1,P1_old_full_opt,shoulder,9,9.22806870026263e-11,0.0,9.22806870026263e-11,,False
pwl,1,P1_old_full_opt,shoulder,10,0.04555215194794089,0.0,0.04555215194794089,,False
pwl,1,P1_old_full_opt,shoulder,11,0.002350018963429211,0.0,0.002350018963429211,,False
pwl,1,P1_old_full_opt,shoulder,12,7.150120250457881e-11,0.0,7.150120250457881e-11,,False
pwl,1,P1_old_full_opt,shoulder,13,6.423729313483347e-11,0.0,6.423729313483347e-11,,False
pwl,1,P1_old_full_opt,shoulder,14,6.555377744480451e-11,0.0,6.555377744480451e-11,,False
pwl,1,P1_old_full_opt,shoulder,15,7.40325106643205e-11,0.0,7.40325106643205e-11,,False
pwl,1,P1_old_full_opt,shoulder,16,1.2552280293316967e-10,0.0,1.2552280293316967e-10,,False
pwl,1,P1_old_full_opt,shoulder,17,1.4495742801579085e-10,0.0,1.4495742801579085e-10,,False
pwl,1,P1_old_full_opt,shoulder,18,1.2556072831040946e-10,0.0,1.2556072831040946e-10,,False
pwl,1,P1_old_full_opt,shoulder,19,1.5920532449522724e-10,0.0,1.5920532449522724e-10,,False
pwl,1,P1_old_full_opt,shoulder,20,1.1170769435566946e-10,0.0,1.1170769435566946e-10,,False
pwl,1,P1_old_full_opt,shoulder,21,7.27076660790736e-11,0.0,7.27076660790736e-11,,False
pwl,1,P1_old_full_opt,shoulder,22,7.01558810518312e-11,0.0,7.01558810518312e-11,,False
pwl,1,P1_old_full_opt,shoulder,23,7.325138840989035e-11,0.0,7.325138840989035e-11,,False
pwl,1,P2_dev_run1,summer,0,0.04621259931659114,0.1,0.05378740068340886,0.5378740068340886,False
pwl,1,P2_dev_run1,summer,1,1.0567859898682355e-13,0.0,1.0567859898682355e-13,,False
pwl,1,P2_dev_run1,summer,2,2.04552348335078e-10,0.0,2.04552348335078e-10,,False
pwl,1,P2_dev_run1,summer,3,1.6167779442155072e-07,0.0,1.6167779442155072e-07,,False
pwl,1,P2_dev_run1,summer,4,0.024273381740676836,0.05,0.025726618259323167,0.5145323651864633,False
pwl,1,P2_dev_run1,summer,5,0.07842217066538518,0.0,0.07842217066538518,,False
pwl,1,P2_dev_run1,summer,6,3.02718547408857e-06,0.0,3.02718547408857e-06,,False
pwl,1,P2_dev_run1,summer,7,3.027183693768981e-06,0.0,3.027183693768981e-06,,False
pwl,1,P2_dev_run1,summer,8,3.027196903150929e-06,0.0,3.027196903150929e-06,,False
pwl,1,P2_dev_run1,summer,9,1.4128346977673257e-13,0.0,1.4128346977673257e-13,,False
pwl,1,P2_dev_run1,summer,10,1.2332138055109566e-13,0.0,1.2332138055109566e-13,,False
pwl,1,P2_dev_run1,summer,11,1.274547327525878e-13,0.0,1.274547327525878e-13,,False
pwl,1,P2_dev_run1,summer,12,1.240272632799175e-13,0.0,1.240272632799175e-13,,False
pwl,1,P2_dev_run1,summer,13,1.1927345964836124e-13,0.0,1.1927345964836124e-13,,False
pwl,1,P2_dev_run1,summer,14,1.340096013120023e-13,0.0,1.340096013120023e-13,,False
pwl,1,P2_dev_run1,summer,15,6.80090835743978e-10,0.0,6.80090835743978e-10,,False
pwl,1,P2_dev_run1,summer,16,0.0461823451084209,0.1,0.05381765489157911,0.538176548915791,False
pwl,1,P2_dev_run1,summer,17,1.6942697831755758e-13,0.0,1.6942697831755758e-13,,False
pwl,1,P2_dev_run1,summer,18,1.4151243280215876e-13,0.0,1.4151243280215876e-13,,False
pwl,1,P2_dev_run1,summer,19,1.368342927180316e-13,0.0,1.368342927180316e-13,,False
pwl,1,P2_dev_run1,summer,20,1.3461770560933632e-13,0.0,1.3461770560933632e-13,,False
pwl,1,P2_dev_run1,summer,21,1.298509373794878e-13,0.0,1.298509373794878e-13,,False
pwl,1,P2_dev_run1,summer,22,1.2729470806572518e-13,0.0,1.2729470806572518e-13,,False
pwl,1,P2_dev_run1,summer,23,1.583077865088175e-13,0.0,1.583077865088175e-13,,False
pwl,1,P2_dev_run1,winter,0,0.046212600281999826,0.1,0.05378739971800018,0.5378739971800017,False
pwl,1,P2_dev_run1,winter,1,6.508158623933026e-13,0.0,6.508158623933026e-13,,False
pwl,1,P2_dev_run1,winter,2,1.7613055183084103e-07,0.0,1.7613055183084103e-07,,False
pwl,1,P2_dev_run1,winter,3,0.024273383281571647,0.05,0.025726616718428356,0.514532334368567,False
pwl,1,P2_dev_run1,winter,4,0.07842217066599855,0.0,0.07842217066599855,,False
pwl,1,P2_dev_run1,winter,5,3.0271315396162994e-06,0.0,3.0271315396162994e-06,,False
pwl,1,P2_dev_run1,winter,6,3.0271316880846935e-06,0.0,3.0271316880846935e-06,,False
pwl,1,P2_dev_run1,winter,7,3.027132092460291e-06,0.0,3.027132092460291e-06,,False
pwl,1,P2_dev_run1,winter,8,3.0271318914731466e-06,0.0,3.0271318914731466e-06,,False
pwl,1,P2_dev_run1,winter,9,1.0830867218896762e-12,0.0,1.0830867218896762e-12,,False
pwl,1,P2_dev_run1,winter,10,0.07842217066605985,0.0,0.07842217066605985,,False
pwl,1,P2_dev_run1,winter,11,0.013998767820604024,0.05,0.03600123217939598,0.7200246435879195,False
pwl,1,P2_dev_run1,winter,12,5.010458568170815e-13,0.0,5.010458568170815e-13,,False
pwl,1,P2_dev_run1,winter,13,4.695569198779497e-13,0.0,4.695569198779497e-13,,False
pwl,1,P2_dev_run1,winter,14,4.67599590420674e-13,0.0,4.67599590420674e-13,,False
pwl,1,P2_dev_run1,winter,15,4.792672231206583e-13,0.0,4.792672231206583e-13,,False
pwl,1,P2_dev_run1,winter,16,5.086535595695923e-13,0.0,5.086535595695923e-13,,False
pwl,1,P2_dev_run1,winter,17,5.532960986006477e-13,0.0,5.532960986006477e-13,,False
pwl,1,P2_dev_run1,winter,18,5.334799264053169e-13,0.0,5.334799264053169e-13,,False
pwl,1,P2_dev_run1,winter,19,5.580095010820838e-13,0.0,5.580095010820838e-13,,False
pwl,1,P2_dev_run1,winter,20,8.526211784601801e-13,0.0,8.526211784601801e-13,,False
pwl,1,P2_dev_run1,winter,21,5.616848287154567e-10,0.0,5.616848287154567e-10,,False
pwl,1,P2_dev_run1,winter,22,1.84414256949321e-07,0.0,1.84414256949321e-07,,False
pwl,1,P2_dev_run1,winter,23,0.05134743765230149,0.1,0.04865256234769851,0.4865256234769851,False
pwl,1,P2_dev_run1,shoulder,0,0.04621260059112444,0.1,0.053787399408875565,0.5378739940887556,False
pwl,1,P2_dev_run1,shoulder,1,8.668037884868632e-13,0.0,8.668037884868632e-13,,False
pwl,1,P2_dev_run1,shoulder,2,0.0,0.0,0.0,,False
pwl,1,P2_dev_run1,shoulder,3,0.02427338286241707,0.05,0.02572661713758293,0.5145323427516586,False
pwl,1,P2_dev_run1,shoulder,4,0.07842217066557416,0.0,0.07842217066557416,,False
pwl,1,P2_dev_run1,shoulder,5,3.027151619912953e-06,0.0,3.027151619912953e-06,,False
pwl,1,P2_dev_run1,shoulder,6,3.0270793658483105e-06,0.0,3.0270793658483105e-06,,False
pwl,1,P2_dev_run1,shoulder,7,3.0271523437958955e-06,0.0,3.0271523437958955e-06,,False
pwl,1,P2_dev_run1,shoulder,8,0.0,0.0,0.0,,False
pwl,1,P2_dev_run1,shoulder,9,9.836550258683785e-13,0.0,9.836550258683785e-13,,False
pwl,1,P2_dev_run1,shoulder,10,0.0461873595424809,0.1,0.05381264045751911,0.538126404575191,False
pwl,1,P2_dev_run1,shoulder,11,1.7093626783662618e-12,0.0,1.7093626783662618e-12,,False
pwl,1,P2_dev_run1,shoulder,12,8.686101782749701e-13,0.0,8.686101782749701e-13,,False
pwl,1,P2_dev_run1,shoulder,13,8.689776856618007e-13,0.0,8.689776856618007e-13,,False
pwl,1,P2_dev_run1,shoulder,14,8.677374980013829e-13,0.0,8.677374980013829e-13,,False
pwl,1,P2_dev_run1,shoulder,15,9.075164214335785e-13,0.0,9.075164214335785e-13,,False
pwl,1,P2_dev_run1,shoulder,16,1.0994192241115373e-12,0.0,1.0994192241115373e-12,,False
pwl,1,P2_dev_run1,shoulder,17,1.221254155886149e-12,0.0,1.221254155886149e-12,,False
pwl,1,P2_dev_run1,shoulder,18,1.1413909612163324e-12,0.0,1.1413909612163324e-12,,False
pwl,1,P2_dev_run1,shoulder,19,1.3131767495524103e-12,0.0,1.3131767495524103e-12,,False
pwl,1,P2_dev_run1,shoulder,20,1.090524832397436e-12,0.0,1.090524832397436e-12,,False
pwl,1,P2_dev_run1,shoulder,21,9.579107819659044e-13,0.0,9.579107819659044e-13,,False
pwl,1,P2_dev_run1,shoulder,22,9.345808613295519e-13,0.0,9.345808613295519e-13,,False
pwl,1,P2_dev_run1,shoulder,23,9.893236264358427e-13,0.0,9.893236264358427e-13,,False
pwl,1,P3_dev_run0,summer,0,0.17289466455350191,0.15,0.02289466455350192,0.15263109702334615,False
pwl,1,P3_dev_run0,summer,1,2.4035350622317013e-11,0.0,2.4035350622317013e-11,,False
pwl,1,P3_dev_run0,summer,2,3.0781169904803246e-07,0.0,3.0781169904803246e-07,,False
pwl,1,P3_dev_run0,summer,3,2.5245507293116766e-07,0.0,2.5245507293116766e-07,,False
pwl,1,P3_dev_run0,summer,4,1.5739297469584373e-07,0.0,1.5739297469584373e-07,,False
pwl,1,P3_dev_run0,summer,5,0.10294894969377527,0.2,0.09705105030622474,0.4852552515311237,False
pwl,1,P3_dev_run0,summer,6,3.066011892046005e-06,0.0,3.066011892046005e-06,,False
pwl,1,P3_dev_run0,summer,7,3.1173937425279895e-06,0.0,3.1173937425279895e-06,,False
pwl,1,P3_dev_run0,summer,8,1.1325303992535699e-05,0.0,1.1325303992535699e-05,,False
pwl,1,P3_dev_run0,summer,9,5.821764873620089e-10,0.0,5.821764873620089e-10,,False
pwl,1,P3_dev_run0,summer,10,3.1162177790062054e-11,0.0,3.1162177790062054e-11,,False
pwl,1,P3_dev_run0,summer,11,3.178370930178335e-11,0.0,3.178370930178335e-11,,False
pwl,1,P3_dev_run0,summer,12,3.0443895108514315e-11,0.0,3.0443895108514315e-11,,False
pwl,1,P3_dev_run0,summer,13,3.118466933775094e-11,0.0,3.118466933775094e-11,,False
pwl,1,P3_dev_run0,summer,14,4.283052169729647e-11,0.0,4.283052169729647e-11,,False
pwl,1,P3_dev_run0,summer,15,1.2159944485170734e-09,0.0,1.2159944485170734e-09,,False
pwl,1,P3_dev_run0,summer,16,0.17278147726994866,0.2,0.027218522730051348,0.13609261365025674,False
pwl,1,P3_dev_run0,summer,17,2.1832404248235814e-10,0.0,2.1832404248235814e-10,,False
pwl,1,P3_dev_run0,summer,18,4.102676077292199e-11,0.0,4.102676077292199e-11,,False
pwl,1,P3_dev_run0,summer,19,3.375204819551652e-11,0.0,3.375204819551652e-11,,False
pwl,1,P3_dev_run0,summer,20,3.257733178989416e-11,0.0,3.257733178989416e-11,,False
pwl,1,P3_dev_run0,summer,21,3.5906553012741104e-11,0.0,3.5906553012741104e-11,,False
pwl,1,P3_dev_run0,summer,22,1.2468071973034424e-10,0.0,1.2468071973034424e-10,,False
pwl,1,P3_dev_run0,summer,23,9.823245475853981e-09,0.0,9.823245475853981e-09,,False
pwl,1,P3_dev_run0,winter,0,0.17289467269398773,0.15,0.022894672693987733,0.15263115129325155,True
pwl,1,P3_dev_run0,winter,1,1.4889727608485718e-10,0.0,1.4889727608485718e-10,,True
pwl,1,P3_dev_run0,winter,2,3.4946792470473396e-07,0.0,3.4946792470473396e-07,,True
pwl,1,P3_dev_run0,winter,3,3.361465225272376e-07,0.0,3.361465225272376e-07,,True
pwl,1,P3_dev_run0,winter,4,0.10294949507181485,0.2,0.09705050492818516,0.4852525246409258,True
pwl,1,P3_dev_run0,winter,5,1.1317236927638411e-05,0.0,1.1317236927638411e-05,,True
pwl,1,P3_dev_run0,winter,6,1.1321820261981221e-05,0.0,1.1321820261981221e-05,,True
pwl,1,P3_dev_run0,winter,7,1.1322601643379488e-05,0.0,1.1322601643379488e-05,,True
pwl,1,P3_dev_run0,winter,8,1.1325254232422961e-05,0.0,1.1325254232422961e-05,,True
pwl,1,P3_dev_run0,winter,9,1.4259823346318786e-10,0.0,1.4259823346318786e-10,,True
pwl,1,P3_dev_run0,winter,10,0.34577969102768197,0.3,0.04577969102768198,0.15259897009227327,True
pwl,1,P3_dev_run0,winter,11,1.297944783923846e-10,0.0,1.297944783923846e-10,,True
pwl,1,P3_dev_run0,winter,12,1.2909947926676437e-10,0.0,1.2909947926676437e-10,,True
pwl,1,P3_dev_run0,winter,13,4.000036633589709e-06,0.0,4.000036633589709e-06,,True
pwl,1,P3_dev_run0,winter,14,1.21310080725687e-10,0.0,1.21310080725687e-10,,True
pwl,1,P3_dev_run0,winter,15,1.1276270643664735e-10,0.0,1.1276270643664735e-10,,True
pwl,1,P3_dev_run0,winter,16,0.0,0.0,0.0,,True
pwl,1,P3_dev_run0,winter,17,0.0,0.0,0.0,,True
pwl,1,P3_dev_run0,winter,18,8.8398218231456e-09,0.0,8.8398218231456e-09,,True
pwl,1,P3_dev_run0,winter,19,1.548557082461768e-08,0.0,1.548557082461768e-08,,True
pwl,1,P3_dev_run0,winter,20,1.4442298005191064e-06,0.0,1.4442298005191064e-06,,True
pwl,1,P3_dev_run0,winter,21,3.9678232812282715e-07,0.0,3.9678232812282715e-07,,True
pwl,1,P3_dev_run0,winter,22,3.577263489659199e-07,0.0,3.577263489659199e-07,,True
pwl,1,P3_dev_run0,winter,23,0.19210558557962798,0.15,0.042105585579627985,0.2807039038641866,True
pwl,1,P3_dev_run0,shoulder,0,0.17289466836305217,0.1,0.07289466836305217,0.7289466836305216,False
pwl,1,P3_dev_run0,shoulder,1,1.5530394320770142e-11,0.0,1.5530394320770142e-11,,False
pwl,1,P3_dev_run0,shoulder,2,3.300638944900561e-07,0.0,3.300638944900561e-07,,False
pwl,1,P3_dev_run0,shoulder,3,3.730089330118508e-07,0.0,3.730089330118508e-07,,False
pwl,1,P3_dev_run0,shoulder,4,0.10294890954885812,0.2,0.0970510904511419,0.48525545225570943,False
pwl,1,P3_dev_run0,shoulder,5,3.0346440069177245e-06,0.0,3.0346440069177245e-06,,False
pwl,1,P3_dev_run0,shoulder,6,3.0346826925653062e-06,0.0,3.0346826925653062e-06,,False
pwl,1,P3_dev_run0,shoulder,7,3.0359160875733283e-06,0.0,3.0359160875733283e-06,,False
pwl,1,P3_dev_run0,shoulder,8,2.8406491129178532e-09,0.0,2.8406491129178532e-09,,False
pwl,1,P3_dev_run0,shoulder,9,2.111264439199597e-11,0.0,2.111264439199597e-11,,False
pwl,1,P3_dev_run0,shoulder,10,0.17280024817812203,0.15,0.02280024817812204,0.1520016545208136,False
pwl,1,P3_dev_run0,shoulder,11,1.281461062606837e-09,0.0,1.281461062606837e-09,,False
pwl,1,P3_dev_run0,shoulder,12,1.657294048298887e-11,0.0,1.657294048298887e-11,,False
pwl,1,P3_dev_run0,shoulder,13,2.008889354314595e-11,0.0,2.008889354314595e-11,,False
pwl,1,P3_dev_run0,shoulder,14,1.6216817916465713e-11,0.0,1.6216817916465713e-11,,False
pwl,1,P3_dev_run0,shoulder,15,1.7852843753935218e-11,0.0,1.7852843753935218e-11,,False
pwl,1,P3_dev_run0,shoulder,16,2.8614424832039352e-11,0.0,2.8614424832039352e-11,,False
pwl,1,P3_dev_run0,shoulder,17,3.7939862895734264e-11,0.0,3.7939862895734264e-11,,False
pwl,1,P3_dev_run0,shoulder,18,3.101931493608946e-11,0.0,3.101931493608946e-11,,False
pwl,1,P3_dev_run0,shoulder,19,4.6710870943735406e-11,0.0,4.6710870943735406e-11,,False
pwl,1,P3_dev_run0,shoulder,20,2.7103397745718304e-11,0.0,2.7103397745718304e-11,,False
pwl,1,P3_dev_run0,shoulder,21,1.9214477679699457e-11,0.0,1.9214477679699457e-11,,False
pwl,1,P3_dev_run0,shoulder,22,1.8668918980816995e-11,0.0,1.8668918980816995e-11,,False
pwl,1,P3_dev_run0,shoulder,23,3.5102224442614204e-11,0.0,3.5102224442614204e-11,,False
pwl,2,P1_old_full_opt,summer,0,0.04555215193799528,0.0,0.04555215193799528,,False
pwl,2,P1_old_full_opt,summer,1,0.008867530994475304,0.0,0.008867530994475304,,False
pwl,2,P1_old_full_opt,summer,2,8.379299392936475e-11,0.0,8.379299392936475e-11,,False
pwl,2,P1_old_full_opt,summer,3,0.024999999999299485,0.02,0.004999999999299485,0.24999999996497424,False
pwl,2,P1_old_full_opt,summer,4,0.04555215193796122,0.0,0.04555215193796122,,False
pwl,2,P1_old_full_opt,summer,5,0.0455521519379606,0.0,0.0455521519379606,,False
pwl,2,P1_old_full_opt,summer,6,1.1717277873074719e-05,0.0,1.1717277873074719e-05,,False
pwl,2,P1_old_full_opt,summer,7,1.1706058158162696e-05,0.0,1.1706058158162696e-05,,False
pwl,2,P1_old_full_opt,summer,8,1.1717265343600224e-05,0.0,1.1717265343600224e-05,,False
pwl,2,P1_old_full_opt,summer,9,1.1560761307950737e-12,0.0,1.1560761307950737e-12,,False
pwl,2,P1_old_full_opt,summer,10,1.039814926786854e-12,0.0,1.039814926786854e-12,,False
pwl,2,P1_old_full_opt,summer,11,1.055729698541174e-12,0.0,1.055729698541174e-12,,False
pwl,2,P1_old_full_opt,summer,12,1.032144017977476e-12,0.0,1.032144017977476e-12,,False
pwl,2,P1_old_full_opt,summer,13,9.972867927257772e-13,0.0,9.972867927257772e-13,,False
pwl,2,P1_old_full_opt,summer,14,1.3197284377145075e-12,0.0,1.3197284377145075e-12,,False
pwl,2,P1_old_full_opt,summer,15,0.025000000000056845,0.0,0.025000000000056845,,False
pwl,2,P1_old_full_opt,summer,16,0.04119849339685843,0.0,0.04119849339685843,,False
pwl,2,P1_old_full_opt,summer,17,2.599870737450978e-12,0.0,2.599870737450978e-12,,False
pwl,2,P1_old_full_opt,summer,18,1.2806689025839408e-12,0.0,1.2806689025839408e-12,,False
pwl,2,P1_old_full_opt,summer,19,1.2073446548386373e-12,0.0,1.2073446548386373e-12,,False
pwl,2,P1_old_full_opt,summer,20,1.1783221816225742e-12,0.0,1.1783221816225742e-12,,False
pwl,2,P1_old_full_opt,summer,21,1.1051586972668969e-12,0.0,1.1051586972668969e-12,,False
pwl,2,P1_old_full_opt,summer,22,1.082346057809457e-12,0.0,1.082346057809457e-12,,False
pwl,2,P1_old_full_opt,summer,23,1.4648870889246928e-12,0.0,1.4648870889246928e-12,,False
pwl,2,P1_old_full_opt,winter,0,0.04555215193802098,0.0,0.04555215193802098,,False
pwl,2,P1_old_full_opt,winter,1,0.008867531445911868,0.0,0.008867531445911868,,False
pwl,2,P1_old_full_opt,winter,2,7.019127015116386e-13,0.0,7.019127015116386e-13,,False
pwl,2,P1_old_full_opt,winter,3,0.04555215193804881,0.0,0.04555215193804881,,False
pwl,2,P1_old_full_opt,winter,4,0.045552151938031776,0.0,0.045552151938031776,,False
pwl,2,P1_old_full_opt,winter,5,0.0249999999998683,0.02,0.004999999999868301,0.24999999999341505,False
pwl,2,P1_old_full_opt,winter,6,1.1716892725812037e-05,0.0,1.1716892725812037e-05,,False
pwl,2,P1_old_full_opt,winter,7,1.1716840580542882e-05,0.0,1.1716840580542882e-05,,False
pwl,2,P1_old_full_opt,winter,8,1.17168979422334e-05,0.0,1.17168979422334e-05,,False
pwl,2,P1_old_full_opt,winter,9,0.024999999999279685,0.0,0.024999999999279685,,False
pwl,2,P1_old_full_opt,winter,10,0.045552151938047986,0.0,0.045552151938047986,,False
pwl,2,P1_old_full_opt,winter,11,0.043600907227812326,0.0,0.043600907227812326,,False
pwl,2,P1_old_full_opt,winter,12,9.34751774340666e-13,0.0,9.34751774340666e-13,,False
pwl,2,P1_old_full_opt,winter,13,1.044486207587001e-12,0.0,1.044486207587001e-12,,False
pwl,2,P1_old_full_opt,winter,14,6.896087618744625e-13,0.0,6.896087618744625e-13,,False
pwl,2,P1_old_full_opt,winter,15,6.744135195307847e-13,0.0,6.744135195307847e-13,,False
pwl,2,P1_old_full_opt,winter,16,7.344157809924061e-13,0.0,7.344157809924061e-13,,False
pwl,2,P1_old_full_opt,winter,17,8.7146912428347e-13,0.0,8.7146912428347e-13,,False
pwl,2,P1_old_full_opt,winter,18,6.985392699472382e-13,0.0,6.985392699472382e-13,,False
pwl,2,P1_old_full_opt,winter,19,6.016035635271275e-13,0.0,6.016035635271275e-13,,False
pwl,2,P1_old_full_opt,winter,20,0.0,0.0,0.0,,False
pwl,2,P1_old_full_opt,winter,21,2.428786477661631e-08,0.0,2.428786477661631e-08,,False
pwl,2,P1_old_full_opt,winter,22,0.025000000000021984,0.02,0.005000000000021983,0.2500000000010992,False
pwl,2,P1_old_full_opt,winter,23,0.04555215193805888,0.0,0.04555215193805888,,False
pwl,2,P1_old_full_opt,shoulder,0,0.0455521519351451,0.0,0.0455521519351451,,False
pwl,2,P1_old_full_opt,shoulder,1,0.00886753090899696,0.0,0.00886753090899696,,False
pwl,2,P1_old_full_opt,shoulder,2,2.2217326453029334e-09,0.0,2.2217326453029334e-09,,False
pwl,2,P1_old_full_opt,shoulder,3,0.035959098195682125,0.0,0.035959098195682125,,False
pwl,2,P1_old_full_opt,shoulder,4,0.04555215193358174,0.0,0.04555215193358174,,False
pwl,2,P1_old_full_opt,shoulder,5,0.02500000000454873,0.02,0.00500000000454873,0.2500000002274365,False
pwl,2,P1_old_full_opt,shoulder,6,1.1679166279316445e-05,0.0,1.1679166279316445e-05,,False
pwl,2,P1_old_full_opt,shoulder,7,1.1646391899870417e-05,0.0,1.1646391899870417e-05,,False
pwl,2,P1_old_full_opt,shoulder,8,1.0400145314955011e-09,0.0,1.0400145314955011e-09,,False
pwl,2,P1_old_full_opt,shoulder,9,7.008957406505785e-11,0.0,7.008957406505785e-11,,False
pwl,2,P1_old_full_opt,shoulder,10,0.04555215193855605,0.0,0.04555215193855605,,False
pwl,2,P1_old_full_opt,shoulder,11,0.008770376268034532,0.0,0.008770376268034532,,False
