point_id,b,S,E,scenario,t,n_feasible,matrix_rank,n_unique_p,n_unique_q,A_P,A_Q,B_PP,B_QQ,B_PQ,relative_max_residual,rmse_mw,lambda_min_cost,lambda_max_cost,lambda_min_over_lambda_max_pct,is_psd_cost
P1_old_full_opt,15,0.176,0.419,summer_peak,23,37,5,9,17,-0.07281908622848492,-0.042320129838350234,0.019346523845604865,0.026371362717541924,0.001298431951752048,0.006521452805760764,3.3167582165263665e-05,0.019287028994037628,0.02643085756910916,72.97163530773658,True
P1_old_full_opt,15,0.176,0.419,winter_peak,0,37,5,9,17,-0.06977878039362967,-0.040557969530870805,0.019219294375118254,0.02595515181003616,0.001211858682641391,0.006532710068375141,3.17919313512498e-05,0.01916522160038612,0.026009224584768294,73.68624750008807,True
P1_old_full_opt,15,0.176,0.419,winter_peak,1,37,5,9,17,-0.06477965620955296,-0.03765958613127004,0.019012135964331607,0.025271432951871117,0.0010714244507954163,0.006553639908726724,2.9529798899690022e-05,0.01896661717384753,0.025316951742355192,74.91666993272509,True
P1_old_full_opt,15,0.176,0.419,winter_peak,2,37,5,9,17,-0.06234109764546043,-0.036245387329198256,0.018912066112821233,0.024938405932438453,0.0010039241693592313,0.006565184988492676,2.8426547111700317e-05,0.018870541465095175,0.02497993058016451,75.5428098750581,True
P1_old_full_opt,15,0.176,0.419,winter_peak,3,37,5,9,17,-0.06089552135073418,-0.03540692123482331,0.01885302765997868,0.02474106482503216,0.0009641685204716602,0.006572486646158999,2.7772517438406705e-05,0.018813818016534454,0.024780274468476388,75.92255703409576,True
P1_old_full_opt,15,0.176,0.419,winter_peak,4,37,5,9,17,-0.06012882176822237,-0.034962181118979696,0.018821804316107936,0.024636435001946885,0.0009431697303065659,0.006576512084649058,2.742564688407945e-05,0.01878380562004674,0.02467443369800808,76.1265926097551,True
P1_old_full_opt,15,0.176,0.419,winter_peak,5,37,5,9,17,-0.06043711994746455,-0.03514101905937231,0.018834352099876373,0.024678504886072653,0.0009516063523592258,0.006574880254977667,2.7565126195399753e-05,0.018795867885663113,0.024716989100285913,76.044326472781,True
P1_old_full_opt,15,0.176,0.419,winter_peak,6,37,5,9,17,-0.062143535621764556,-0.036130802677965645,0.01890398397690861,0.024911431805110282,0.0009984782920795798,0.006566161230927959,2.8337158760774573e-05,0.018862778158309564,0.02495263762370933,75.59432570922544,True
P1_old_full_opt,15,0.176,0.419,winter_peak,7,37,5,9,17,-0.06603549314050432,-0.03838780144654971,0.019063948180654735,0.02544313710940423,0.001106498044762795,0.006548075895836608,3.0098137606080514e-05,0.019016322027287157,0.025490763262771807,74.60083415807208,True
P1_old_full_opt,15,0.176,0.419,winter_peak,8,37,5,9,17,-0.07267264828344346,-0.04223525103877246,0.019340461134092483,0.026351288735823476,0.0012943003299802705,0.0065220074556449886,3.310172923774196e-05,0.019281224987018484,0.026410524882897475,73.00583790935683,True
P1_old_full_opt,15,0.176,0.419,winter_peak,9,37,5,9,17,-0.08181619667138913,-0.04753252599218097,0.019729108273792914,0.027605278369381307,0.001560482028610359,0.006493504442232847,3.724049819344857e-05,0.01965255885702322,0.027681827786151,70.99444086150713,True
P1_old_full_opt,15,0.176,0.419,winter_peak,10,37,5,9,17,-0.08471252830129584,-0.049209895828422986,0.01985379190621513,0.02800368218864643,0.0016466115689310126,0.0064857902409540084,3.85503030613443e-05,0.019771453039974542,0.028086021054887018,70.39606287176187,True
P1_old_full_opt,15,0.176,0.419,winter_peak,11,37,5,9,17,-0.08427520940177016,-0.048956665741651376,0.019834873000388786,0.027943563058218077,0.0016335507022537596,0.006486909949974596,3.8352363576570334e-05,0.01975341876100071,0.028025017297606154,70.48494761388787,True
P1_old_full_opt,15,0.176,0.419,winter_peak,12,37,5,9,17,-0.08231036568405938,-0.047818819424597134,0.01975013306646686,0.027673534161664844,0.0015751154520913455,0.006492102374464533,3.7463095991986404e-05,0.019672611114536966,0.027751056113594737,70.88959437799454,True
P1_old_full_opt,15,0.176,0.419,winter_peak,13,37,5,9,17,-0.0779725773878893,-0.04530621910614421,0.019564457370881694,0.02707788062577903,0.0014474540856148355,0.006504544633728801,3.549971852570223e-05,0.019495379787683908,0.027146958208976814,71.81423287872185,True
P1_old_full_opt,15,0.176,0.419,winter_peak,14,37,5,9,17,-0.08047913147792629,-0.04675820379116045,0.019671524907278415,0.027422013430097425,0.001521016135758814,0.006497189041299617,3.663431712994096e-05,0.01959760588934672,0.02749593244802912,71.27456370642726,True
P1_old_full_opt,15,0.176,0.419,winter_peak,15,37,5,9,17,-0.08151406121299318,-0.04735763249124612,0.019715906138840413,0.02756414529510832,0.0015515476732484643,0.00649428376370525,3.710269931959939e-05,0.019639958278907244,0.02764009315504149,71.05604951741981,True
P1_old_full_opt,15,0.176,0.419,winter_peak,16,37,5,9,17,-0.08232045957695325,-0.047824665418808705,0.01975056689978873,0.02767492169241317,0.0015754146229399052,0.00649207490670951,3.7467662226007245e-05,0.019673024933522566,0.027752463658679335,70.88749011790887,True
P1_old_full_opt,15,0.176,0.419,winter_peak,17,37,5,9,17,-0.08378781840982719,-0.048674431025349324,0.019813814535325817,0.027876565556319264,0.0016190179242900823,0.006488173401961765,3.81317740268826e-05,0.01973334213199768,0.027957037959647404,70.58452387009085,True
P1_old_full_opt,15,0.176,0.419,winter_peak,18,37,5,9,17,-0.08262344048950124,-0.04800013263213285,0.01976360757639025,0.02771654973806621,0.0015843994553753626,0.006491257041308833,3.7604787547589494e-05,0.019685463673621378,0.02779469364083508,70.82453912965646,True
P1_old_full_opt,15,0.176,0.419,winter_peak,19,37,5,9,17,-0.07996806287486168,-0.04646217794553233,0.01964965019437625,0.027351843086639908,0.0015059801781454746,0.0064986536187282016,3.6403021441586574e-05,0.019576726009617997,0.02742476727139816,71.3833806350472,True
P1_old_full_opt,15,0.176,0.419,winter_peak,20,37,5,9,17,-0.07718817325774126,-0.04485179548055504,0.019531149152874485,0.026970356165625074,0.0014246695709164356,0.006506986785952205,3.514493777560293e-05,0.01946355434239163,0.02703795097610793,71.98605530275053,True
P1_old_full_opt,15,0.176,0.419,winter_peak,21,37,5,9,17,-0.07396394366004214,-0.04298360305612707,0.019394732529522715,0.026528298890427206,0.0013313662932770906,0.0065175000383813795,3.368582267986762e-05,0.019333144683181307,0.026589886736768615,72.70863871882293,True
P1_old_full_opt,15,0.176,0.419,winter_peak,22,37,5,9,17,-0.07084356485979229,-0.04117516708746426,0.019263753973224947,0.02610090092483851,0.0012420922226481085,0.006528657204888297,3.227376148186498e-05,0.019207799728336382,0.026156855169727076,73.4331386693869,True
P1_old_full_opt,15,0.176,0.419,winter_peak,23,37,5,9,17,-0.06972081575600587,-0.04052437021054106,0.019216875102987047,0.025947222873558603,0.0012102161850955223,0.006532933826316188,3.176569036528449e-05,0.019162904200189675,0.026001193776355975,73.70009379190637,True
P2_dev_run1,17,0.303,0.404,summer_peak,0,37,5,9,17,-0.0707503984786935,-0.04071098890338099,0.024375808242491557,0.02763347329478168,0.0012366590110225936,0.00648003612476063,5.69981464189849e-05,0.024262393146852062,0.027746888390421175,87.44185223748535,True
P2_dev_run1,17,0.303,0.404,summer_peak,1,37,5,9,17,-0.06283277416510966,-0.036165987027468,0.023884194249824818,0.026774333812779404,0.000997013204911655,0.0064321753228205394,5.081330510689514e-05,0.023800625582868055,0.026857902479736167,88.61684415164298,True
P2_dev_run1,17,0.303,0.404,summer_peak,2,37,5,9,17,-0.05981995795784669,-0.03443570611890704,0.023699091736409276,0.026448348978840425,0.0009076427731144962,0.006410877262512194,4.8461370611156024e-05,0.02362611623454362,0.02652132448070608,89.08347036638881,True
P2_dev_run1,17,0.303,0.404,summer_peak,3,37,5,9,17,-0.05794947280111169,-0.03336122272126134,0.023584746549574775,0.02624617383259751,0.0008526606262692291,0.0063966423828085385,4.700213524942414e-05,0.023518121172951354,0.02631279920922093,89.37901659930495,True
P2_dev_run1,17,0.303,0.404,summer_peak,4,37,5,9,17,-0.05681981450387637,-0.03271221173394523,0.023515895447672637,0.026124161256735338,0.0008196410269779297,0.0063876305594138,4.6121127725453655e-05,0.02345301866461661,0.026187038039791364,89.55964637535412,True
P2_dev_run1,17,0.303,0.404,summer_peak,5,37,5,9,17,-0.05670614923806423,-0.032646905086017995,0.023508976295048587,0.026111888181378804,0.0008163263818902269,0.006386705634161204,4.603249353591633e-05,0.023446473015054044,0.026174391461373347,89.57791072107634,True
P2_dev_run1,17,0.303,0.404,summer_peak,6,37,5,9,17,-0.05783535315692462,-0.03329566182689919,0.023577783996328837,0.02623384502222772,0.0008493185756759947,0.0063957465891378495,4.691312384968657e-05,0.02351154030594816,0.026300088712608395,89.39719011166913,True
P2_dev_run1,17,0.303,0.404,summer_peak,7,37,5,9,17,-0.06145235391417487,-0.035373272091259136,0.023799230501517072,0.02662493982869847,0.0009559410428912063,0.006422648297324646,4.973530645549114e-05,0.023720571129035372,0.026703599201180168,88.82911606906922,True
P2_dev_run1,17,0.303,0.404,summer_peak,8,37,5,9,17,-0.06758461659869008,-0.038894099850518046,0.02417832226214383,0.02728956054522725,0.001140005967224994,0.006462151860985936,5.4524316059973544e-05,0.02407718121740084,0.02739070158997024,87.90275465677475,True
P2_dev_run1,17,0.303,0.404,summer_peak,9,37,5,9,17,-0.07578781197600831,-0.04360095139372632,0.024692637738006173,0.028181695533159346,0.0013927509649499584,0.00650562144688144,6.093745823920588e-05,0.02455878438293235,0.02831554888823317,86.73250333189908,True
P2_dev_run1,17,0.303,0.404,summer_peak,10,37,5,9,17,-0.0809657639781642,-0.04657028166667284,0.02502147384107336,0.02874672456334459,0.0015561491527726554,0.0065287532939461235,6.498796012013744e-05,0.024865492434568398,0.028902705969849552,86.03171087339484,True
P2_dev_run1,17,0.303,0.404,summer_peak,11,37,5,9,17,-0.08294052272458885,-0.04770236844205683,0.025147759092850528,0.028962573587805834,0.0016192565450988267,0.006536855181476612,6.653339053894295e-05,0.02498304174285784,0.029127290937798523,85.77193737724957,True
P2_dev_run1,17,0.303,0.404,summer_peak,12,37,5,9,17,-0.08306503750389505,-0.04777374352633502,0.025155738119603706,0.028976189953487705,0.0016232503307904364,0.006537353846481516,6.663084840477699e-05,0.02499046446707822,0.02914146360601319,85.75569437741476,True
P2_dev_run1,17,0.303,0.404,summer_peak,13,37,5,9,17,-0.08153304565399883,-0.04689551495205611,0.02505769755811855,0.028808717536679903,0.0015742330030981619,0.0065311171372140694,6.543181385771912e-05,0.02489922374537364,0.028967191349424815,85.95663778728084,True
P2_dev_run1,17,0.303,0.404,summer_peak,14,37,5,9,17,-0.08529448027266004,-0.04905158712325151,0.025298930299621675,0.0292201217639763,0.0016950540461307603,0.006546049108294062,6.837608862019733e-05,0.025123586500852956,0.02939546556274502,85.46755773344131,True
P2_dev_run1,17,0.303,0.404,summer_peak,15,37,5,9,17,-0.08727764919579671,-0.05018807518001118,0.025426815943023245,0.029437331981807167,0.0017593958740625276,0.006553426076592739,6.992878938509361e-05,0.025242341516486518,0.029621806408343894,85.2154023576909,True
P2_dev_run1,17,0.303,0.404,summer_peak,16,37,5,9,17,-0.08843805631203737,-0.050852977523825844,0.025501871079234163,0.02956452166244929,0.0017972495265481878,0.006557596023960064,7.083745400319627e-05,0.025311978482949145,0.029754414258734308,85.06965811138056,True
P2_dev_run1,17,0.303,0.404,summer_peak,17,37,5,9,17,-0.0903680847089488,-0.05195872270055767,0.025627073544237267,0.029776223248979855,0.0018605454366932839,0.006564304296999788,7.234897633190208e-05,0.025428045936064625,0.029975250857152493,84.83013555830561,True
P2_dev_run1,17,0.303,0.404,summer_peak,18,37,5,9,17,-0.09038936402562346,-0.051970902615638324,0.025628470829559144,0.029778534845244176,0.001861245642686353,0.0065643815029434735,7.236584412470814e-05,0.025429339987213556,0.029977665687589763,84.82761884205301,True
P2_dev_run1,17,0.303,0.404,summer_peak,19,37,5,9,17,-0.0896348850504929,-0.051538681497478145,0.02557945607494598,0.029695777005759295,0.0018364503876061172,0.006561788490636091,7.17747336102645e-05,0.025383916913539514,0.02989131616716576,84.92070664129062,True
P2_dev_run1,17,0.303,0.404,summer_peak,20,37,5,9,17,-0.08862837682042973,-0.050962023212140876,0.02551419687641914,0.02958538897527517,0.001803472466504738,0.006558269969782927,7.098649451142878e-05,0.025323410319283965,0.029776175532410347,85.04587935317717,True
P2_dev_run1,17,0.303,0.404,summer_peak,21,37,5,9,17,-0.08517946877420286,-0.04898567253076247,0.025291527919631098,0.029207532337563638,0.0016913362011755986,0.006545610991106666,6.828604055219095e-05,0.025116708713975748,0.02938235154321899,85.48229598652497,True
P2_dev_run1,17,0.303,0.404,summer_peak,22,37,5,9,17,-0.08003985554090265,-0.04603941506387271,0.024962423952112248,0.02864559501892746,0.0015267104409632387,0.006524822654895736,6.426340719013504e-05,0.024810482844239954,0.028797536126799753,86.15488052518027,True
P2_dev_run1,17,0.303,0.404,summer_peak,23,37,5,9,17,-0.07517099491797952,-0.043247174129166704,0.024653644947818118,0.028114546589078335,0.001373486052423871,0.006502649724921621,6.045453873493009e-05,0.024522355714984765,0.02824583582191169,86.81759629843053,True
P2_dev_run1,17,0.303,0.404,winter_peak,0,37,5,9,17,-0.07202652173069278,-0.04144322757199913,0.024455766965182188,0.027772243613161003,0.0012759344952419094,0.006486831215609503,5.79957229905533e-05,0.024337278932023636,0.027890731646319555,87.25937792038943,True
P2_dev_run1,17,0.303,0.404,winter_peak,1,37,5,9,17,-0.0668574693867718,-0.03847671385549171,0.0241331258660335,0.02721065635874824,0.0011179627155038369,0.006457817415275743,5.395613553261499e-05,0.024034741564636777,0.027309040660144963,88.01020095778493,True
P2_dev_run1,17,0.303,0.404,winter_peak,2,37,5,9,17,-0.06433661874829301,-0.0370295127666763,0.023976956061411567,0.026937303020291643,0.001041996996422316,0.006442094663647321,5.1987097586829116e-05,0.02388794090834884,0.027026318173354373,88.38769955687229,True
P2_dev_run1,17,0.303,0.404,winter_peak,3,37,5,9,17,-0.06284245103312212,-0.03617156626353194,0.023884759487237856,0.026775432799367577,0.0009973018669443279,0.006432226149370657,5.082042476165818e-05,0.02380115834116117,0.026859033945444262,88.61509460655134,True
P2_dev_run1,17,0.303,0.404,winter_peak,4,37,5,9,17,-0.062050036698819803,-0.035716517550927675,0.02383597468203663,0.026689634277866994,0.0009736983252883885,0.0064268145111687595,5.020181701983056e-05,0.02375520195296201,0.026770407006941613,88.73679786341032,True
P2_dev_run1,17,0.303,0.404,winter_peak,5,37,5,9,17,-0.06236867030491,-0.03589949873775647,0.023855582068771468,0.026724130333520713,0.0009831810955810497,0.006429005806175185,5.0450551487361996e-05,0.023773675620385352,0.02680603678190683,88.68776766146864,True
P2_dev_run1,17,0.303,0.404,winter_peak,6,37,5,9,17,-0.0641324076218703,-0.03691226230145046,0.023964339084547637,0.0269151732863478,0.001035873869474839,0.006440770930040002,5.182762568419165e-05,0.023876070062853545,0.027003442308041893,88.41861637670918,True
P2_dev_run1,17,0.303,0.404,winter_peak,7,37,5,9,17,-0.06815583362857319,-0.03922197286209298,0.024213857394966697,0.027351587977797083,0.0011573633323906582,0.006465490046575862,5.4970492665211745e-05,0.024110535264650138,0.027454910108113642,87.81866401931815,True
P2_dev_run1,17,0.303,0.404,winter_peak,8,37,5,9,17,-0.07501951941019204,-0.04316027481616121,0.024644100121701512,0.02809802036917363,0.0013687615410914872,0.006501922339661922,6.0336284177539275e-05,0.024513435873271004,0.028228684617604142,86.83874649257935,True
P2_dev_run1,17,0.303,0.404,winter_peak,9,37,5,9,17,-0.08447991556526442,-0.048584679409315525,0.02524661599248033,0.029130844551110334,0.0016687545742457982,0.0065429492996211,6.773943912760209e-05,0.02507496743477085,0.029302493108819813,85.57281232573172,True
P2_dev_run1,17,0.303,0.404,winter_peak,10,37,5,9,17,-0.08747775687205374,-0.0503027391418149,0.025439747696657612,0.02945925927255254,0.001765912759282319,0.00655415294258144,7.00854875659348e-05,0.02525434283090855,0.029644664138301604,85.19018030728621,True
P2_dev_run1,17,0.303,0.404,winter_peak,11,37,5,9,17,-0.08702507584982377,-0.05004334459381774,0.025410501326410085,0.029409657590491585,0.0017511767882649604,0.00655250429224336,6.973101969116423e-05,0.025227198851987192,0.029592960064914478,85.24729799468979,True
P2_dev_run1,17,0.303,0.404,winter_peak,12,37,5,9,17,-0.08499136525732054,-0.048877866718428434,0.025279424490900468,0.02918694391900074,0.0016852587966522323,0.006544891935694851,6.81387643500822e-05,0.025105462107690553,0.029360906302210655,85.50642766023984,True
P2_dev_run1,17,0.303,0.404,winter_peak,13,37,5,9,17,-0.08050244259816856,-0.04630464511556425,0.024991909535910843,0.02869611864626628,0.001541406116853973,0.006526796104468437,6.462534890382923e-05,0.02483795464840528,0.028850073533771843,86.09321088672449,True
P2_dev_run1,17,0.303,0.404,winter_peak,14,37,5,9,17,-0.08309617447330875,-0.047791591594734346,0.025157734157026407,0.02897959433027431,0.0016242493146672102,0.006537478486740848,6.665522589056342e-05,0.024992321243321694,0.02914500724397902,85.7516384679739,True
P2_dev_run1,17,0.303,0.404,winter_peak,15,37,5,9,17,-0.08416722255470964,-0.04840551068518829,0.02522645164197922,0.029096753198508317,0.0016586786146916416,0.00654170712440474,6.749359723089176e-05,0.02505622544180814,0.029266979398679397,85.6126117440693,True
P2_dev_run1,17,0.303,0.404,winter_peak,16,37,5,9,17,-0.08500181229157017,-0.04888385431935455,0.025280096370273567,0.029188087679711622,0.0016855962240825348,0.006544931871776715,6.814694078248954e-05,0.02510608646195448,0.029362097588030708,85.5050848689667,True
P2_dev_run1,17,0.303,0.404,winter_peak,17,37,5,9,17,-0.08652057850867066,-0.04975424608539582,0.025377937914057347,0.02935438938248235,0.0017347812575207525,0.006550647811315289,6.933600650951937e-05,0.0251969683889522,0.029535358907587496,85.31119756421587,True
P2_dev_run1,17,0.303,0.404,winter_peak,18,37,5,9,17,-0.08531539629449174,-0.049063575714231984,0.02530027472051746,0.029222414572955394,0.0016957303366139376,0.006546127974177298,6.839243742648026e-05,0.025124835671995464,0.02939785362147739,85.46486418872378,True
P2_dev_run1,17,0.303,0.404,winter_peak,19,37,5,9,17,-0.08256729581834898,-0.047488420658321255,0.025123853738160264,0.028921764133532632,0.001607295796230486,0.006535351865799842,6.62412717009614e-05,0.024960800015651284,0.02908481785604161,85.82071972806366,True
P2_dev_run1,17,0.303,0.404,winter_peak,20,37,5,9,17,-0.0796908311809766,-0.045839296116947946,0.024940186778547806,0.028607494533989582,0.0015156383401629739,0.006523316466033989,6.399022537153371e-05,0.024789759902412178,0.02875792141012521,86.20150096690956,True
P2_dev_run1,17,0.303,0.404,winter_peak,21,37,5,9,17,-0.07635522731154572,-0.04392643004340584,0.024728476120410375,0.028243603664021077,0.0014105104187244408,0.006508286782073551,6.138070900881029e-05,0.024592256556589604,0.028379823227841848,86.65401598577797,True
P2_dev_run1,17,0.303,0.404,winter_peak,22,37,5,9,17,-0.07312771590573079,-0.04207502671507095,0.024524924680624546,0.02789206122307577,0.0013099717477739956,0.006492515706066929,5.885667452485437e-05,0.024402002260241393,0.028014983643458922,87.10339642100378,True
P2_dev_run1,17,0.303,0.404,winter_peak,23,37,5,9,17,-0.07196657718647824,-0.04140883383154441,0.02445200574662674,0.027765724394773143,0.0012740855177560406,0.0064865167582334494,5.79488482547059e-05,0.024333757666510768,0.027883972474889114,87.26790161776451,True
P3_dev_run0,31,1.045,0.405,summer_peak,0,15,5,3,9,-0.06083469103174759,-0.04746381293437377,0.01095981961287613,0.013416418190976182,0.0005867088988346455,0.004797747267790634,0.00010700434591060789,0.010925274502772506,0.013450963301079805,81.22298944861039,True
P3_dev_run0,31,1.045,0.405,summer_peak,1,15,5,3,9,-0.05404869491697412,-0.04214719998378059,0.010996443389429709,0.013165744619708642,0.00041267736212344475,0.005015570624510961,9.562555118641459e-05,0.01097699137880257,0.013185196630335782,83.25239043873874,True
P3_dev_run0,31,1.045,0.405,summer_peak,2,15,5,3,9,-0.051464527305940616,-0.0401235231536047,0.011011404066407621,0.013070907604583862,0.00034771187231390465,0.0051183187426500085,9.12970382390019e-05,0.010996830889668475,0.013085480781323008,84.03841687929665,True
P3_dev_run0,31,1.045,0.405,summer_peak,3,15,5,3,9,-0.04985961652420176,-0.03886696703691972,0.011020994715085095,0.013012176583250362,0.0003077262257534753,0.0051892586773459055,8.861110550291989e-05,0.011009175521398679,0.013023995776936777,84.52993773918453,True
P3_dev_run0,31,1.045,0.405,summer_peak,4,15,5,3,9,-0.04889014414920454,-0.03810802232337654,0.011026895030032877,0.012976762448924237,0.00028370619478579594,0.005235118324206283,8.698939274727089e-05,0.011016629247470227,0.012987028231486888,84.8279456324007,True
P3_dev_run0,31,1.045,0.405,summer_peak,5,15,5,3,9,-0.048792588097939966,-0.038031655372263176,0.011027493215042547,0.012973201437151855,0.0002812946887118555,0.005239867598902996,8.682623634951098e-05,0.011017378966041642,0.01298331568615276,84.85797643965577,True
P3_dev_run0,31,1.045,0.405,summer_peak,6,15,5,3,9,-0.04976168609501867,-0.038790299519542604,0.011021587035411172,0.013008597099994534,0.0003052952849266098,0.005193783595021147,8.84472609624535e-05,0.011009928622317726,0.013020255513087978,84.5600043044511,True
