point_id,bus,S,p_level,q_level,feasible,n_samples,alpha_median,dloss_ratio_to_p0_median,identity_abs_max_mw
P3_dev_run0,31,1.045,0.5225,0.175,True,72,0.964511856975433,0.9796809612543256,4.330737157776099e-15
P3_dev_run0,31,1.045,0.5225,0.2,True,72,0.9645345804118046,0.979581959364552,4.1988981736018616e-15
P3_dev_run0,31,1.045,0.5225,0.25,True,72,0.964564738150429,0.9793743300146898,3.9213424174455724e-15
P3_dev_run0,31,1.045,0.5225,0.3,True,72,0.9645729815697223,0.979152866845006,3.756543687227776e-15
P3_dev_run0,31,1.045,0.5225,0.4,True,72,0.964515271305019,0.9786629182100599,5.7055055124877185e-15
P3_dev_run0,31,1.045,1.045,0.0,True,72,nan,nan,0.0
P3_dev_run0,31,1.045,1.045,0.0375,False,72,0.9708607740313828,0.9665607641169113,4.5116905003639296e-15
P3_dev_run0,31,1.045,1.045,0.05,False,72,0.9708815219800054,0.9665152535929102,4.022173219486724e-15
P3_dev_run0,31,1.045,1.045,0.0625,False,72,0.9709012494435854,0.9664690334162227,4.454986726742938e-15
P3_dev_run0,31,1.045,1.045,0.075,False,72,0.9709199366861929,0.966422089148792,4.724302546388337e-15
P3_dev_run0,31,1.045,1.045,0.1,False,72,0.9709541081366707,0.9663259687530474,4.133412362383737e-15
P3_dev_run0,31,1.045,1.045,0.125,False,72,0.9709838659333387,0.9662267684877471,5.362463945113305e-15
P3_dev_run0,31,1.045,1.045,0.15,False,72,0.9710090297008597,0.9661243573909551,3.608224830031759e-15
P3_dev_run0,31,1.045,1.045,0.175,False,72,0.9710294085461897,0.9660185969172913,3.4356198441720665e-15
P3_dev_run0,31,1.045,1.045,0.2,False,72,0.9710448001752038,0.9659093403344646,4.214510684885653e-15
P3_dev_run0,31,1.045,1.045,0.25,False,72,0.9710597505803475,0.965679707265864,3.978588292152807e-15
P3_dev_run0,31,1.045,1.045,0.3,False,72,0.971052000891574,0.9654340962961665,4.1043557441611256e-15
P3_dev_run0,31,1.045,1.045,0.4,False,72,0.9709596093481945,0.9648885823636875,3.984659824318726e-15
