point_id,b,S,E,solution_label,coefficient_round,scenario,t,p_center_mw,P_net_mw,Q_mvar,p_slack_mw,line_loss_mw,a_P,a_Q,b_PP,b_QQ,b_PQ,matrix_rank,lambda_min_cost,lambda_max_cost,solver,status,objective,lp_pk_proxy_mw
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,10,0.0,1.1800751965787289e-17,0.17594699209053183,7.210365507169331,0.1923001129666138,-0.07003834955944557,-0.03963777039847143,0.001972682946731503,0.02097414885048461,0.0007324458633532184,5,0.0019656272041450387,0.020981204593071075,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,11,0.0,2.6636828168075325e-16,0.17594699209053183,7.316533789768041,0.1981399687753223,-0.0711817625644528,-0.04028301026419558,0.0017398722339350822,0.02104922246914269,0.0007632002893032167,5,0.0017323338216650947,0.021056760881412676,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,12,0.0,1.6260804581076831e-16,0.17594699209053183,7.272435506808462,0.19570349016074443,-0.07070640991543403,-0.040014768700325755,0.0018368323082115737,0.021018027056140278,0.0007504950526274944,5,0.0018294940345745879,0.021025365329777265,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,13,0.0,0.0,0.1759469920905318,7.098900302154805,0.18626478017209025,-0.06884177329345327,-0.03896246513991405,0.002217094314950754,0.020895721807903875,0.0007007265549059584,5,0.0022105247066387668,0.020902291416215864,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,14,0.0,8.478173352768144e-16,0.17594699209053188,7.38136083585439,0.20174966970167502,-0.07188167872721343,-0.040677955376645744,0.0015971041889958017,0.021095162001846773,0.0007819181382517198,5,0.001589268147496085,0.02110299804334649,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,15,0.0,0.07132247126488495,0.160900917003818,7.44826110754494,0.20522171085276966,-0.07345305045839386,-0.041564560728716324,0.00127731842111604,0.02119844215521351,0.000824402638979459,5,0.001268792935999861,0.02120696764032969,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,16,0.0,0.08588881235875717,0.15359566855987217,7.511789485168371,0.20893285791543023,-0.07431560452861952,-0.04205118993675194,0.0011018701858670165,0.021255173270858945,0.0008478119459106427,5,0.0010929576597154818,0.02126408579701048,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,17,0.0,0.021544278835071942,0.17467639808937127,7.721957364870621,0.22103789006074365,-0.07584122240147986,-0.04291182680545157,0.0007915981931066912,0.02135557702571446,0.0008893271005739791,5,0.0007819875379960767,0.02136518768082507,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,18,0.0,5.801836862545288e-16,0.17594699209053188,7.7322187076395625,0.22186382944184588,-0.07569323266410456,-0.04282834516229504,0.0008217929239495855,0.021345842932805795,0.0008853408117731789,5,0.0008122496800645125,0.021355386176690867,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,19,0.0,2.072924500105325e-16,0.17594699209053188,7.686160301982204,0.21916770993948875,-0.0751906164820689,-0.04254481523170643,0.0009239914880366649,0.02131275696846962,0.0008716446806546666,5,0.0009146797715207178,0.021322068684985568,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,20,0.0,1.582700432945236e-16,0.17594699209053188,7.62928929208499,0.2158618770572749,-0.07457095288867797,-0.042195243529940564,0.0010500115141834614,0.021271979257853128,0.000854786428112317,5,0.00104098254927123,0.02128100822276536,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,21,0.0,6.359350157635831e-18,0.17594699209053188,7.417391091263736,0.20377028891102109,-0.07227129257232293,-0.040897790858494563,0.0015180872182374778,0.021120788517565534,0.000792571416969171,5,0.0015100792282952142,0.021128796507507798,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,22,0.0,0.0,0.17594699209053183,7.064762367647895,0.18443600005517619,-0.06847608148789588,-0.03875606762175069,0.0022917731258322214,0.020871743156911635,0.000691013881388187,5,0.002285350413920422,0.020878165868823434,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,summer,23,0.0,-7.346395945320677e-17,0.1759469920905318,6.747206107986724,0.1678650207640119,-0.06509184489658454,-0.0368457496617374,0.0029829117330301014,0.020650185503588984,0.0006016496968091811,5,0.0029777910014050545,0.02065530623521403,CLARABEL,optimal,-26053.813429252572,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,winter,0,0.0,0.13326875732495724,0.11495841994580339,6.607854720116965,0.16152765817706322,-0.06513935916386064,-0.036872489986166684,0.0029745419095951495,0.020652927847866067,0.000602858203611735,5,0.002969403821548883,0.020658065935912334,CLARABEL,optimal,-29923.360247692668,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,winter,1,0.0,3.0589975232392733e-16,0.17594699209053147,6.286712737854791,0.1452457167070748,-0.060239773053675075,-0.03410600117087173,0.003976069058125718,0.020333338563561728,0.000475499202830263,5,0.003972614145523515,0.02033679347616393,CLARABEL,optimal,-29923.360247692668,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,winter,2,0.0,-6.566229041460806e-16,0.17594699209053138,6.058456503683229,0.13465115421551144,-0.057858686196104396,-0.03276113901085525,0.004464206172769979,0.02017824883860232,0.00041443765336314454,5,0.0044614740828343175,0.02018098092853798,CLARABEL,optimal,-29923.360247692668,nan
P1_old_full_opt,15,0.176,0.419,round0,round0,winter,3,0.0,-0.1149584203598238,0.13326875698517593,6.046816342484166,0.13648514806513984,-0.056500517564261596,-0.03199391575879899,0.004742953545120153,0.020089876379543972,0.0003798511206471453,5,0.0047406034847159,0.020092226439948225,CLARABEL,optimal,-29923.360247692668,nan
