method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate
pwl,2,P1_old_full_opt,shoulder,7,1.1714733076156043e-05,0.0,1.1714733076156043e-05,,False
pwl,2,P1_old_full_opt,shoulder,8,4.160451672710193e-12,0.0,4.160451672710193e-12,,False
pwl,2,P1_old_full_opt,shoulder,9,2.9782206524307156e-12,0.0,2.9782206524307156e-12,,False
pwl,2,P1_old_full_opt,shoulder,10,0.047159057867757814,0.0,0.047159057867757814,,False
pwl,2,P1_old_full_opt,shoulder,11,0.0027735035196283938,0.0,0.0027735035196283938,,False
pwl,2,P1_old_full_opt,shoulder,12,2.516683905082016e-12,0.0,2.516683905082016e-12,,False
pwl,2,P1_old_full_opt,shoulder,13,2.486773078251853e-12,0.0,2.486773078251853e-12,,False
pwl,2,P1_old_full_opt,shoulder,14,2.439777721630342e-12,0.0,2.439777721630342e-12,,False
pwl,2,P1_old_full_opt,shoulder,15,2.554251486975351e-12,0.0,2.554251486975351e-12,,False
pwl,2,P1_old_full_opt,shoulder,16,3.775243958748115e-12,0.0,3.775243958748115e-12,,False
pwl,2,P1_old_full_opt,shoulder,17,4.7937699187285295e-12,0.0,4.7937699187285295e-12,,False
pwl,2,P1_old_full_opt,shoulder,18,3.861710236354003e-12,0.0,3.861710236354003e-12,,False
pwl,2,P1_old_full_opt,shoulder,19,6.474437982472206e-12,0.0,6.474437982472206e-12,,False
pwl,2,P1_old_full_opt,shoulder,20,3.512250291689189e-12,0.0,3.512250291689189e-12,,False
pwl,2,P1_old_full_opt,shoulder,21,2.559924286304227e-12,0.0,2.559924286304227e-12,,False
pwl,2,P1_old_full_opt,shoulder,22,2.5027814834086694e-12,0.0,2.5027814834086694e-12,,False
pwl,2,P1_old_full_opt,shoulder,23,2.6072999342589678e-12,0.0,2.6072999342589678e-12,,False
pwl,2,P2_dev_run1,summer,0,0.046212600394400706,0.1,0.0537873996055993,0.537873996055993,False
pwl,2,P2_dev_run1,summer,1,7.346391721486674e-13,0.0,7.346391721486674e-13,,False
pwl,2,P2_dev_run1,summer,2,5.127712374095406e-07,0.0,5.127712374095406e-07,,False
pwl,2,P2_dev_run1,summer,3,4.466748891752722e-07,0.0,4.466748891752722e-07,,False
pwl,2,P2_dev_run1,summer,4,0.025000000001290858,0.05,0.024999999998709145,0.4999999999741829,False
pwl,2,P2_dev_run1,summer,5,0.07769557451304414,0.0,0.07769557451304414,,False
pwl,2,P2_dev_run1,summer,6,1.1297558670325347e-05,0.0,1.1297558670325347e-05,,False
pwl,2,P2_dev_run1,summer,7,1.129755027059185e-05,0.0,1.129755027059185e-05,,False
pwl,2,P2_dev_run1,summer,8,1.1297594144714514e-05,0.0,1.1297594144714514e-05,,False
pwl,2,P2_dev_run1,summer,9,1.0039934832049104e-12,0.0,1.0039934832049104e-12,,False
pwl,2,P2_dev_run1,summer,10,7.754942926790792e-13,0.0,7.754942926790792e-13,,False
pwl,2,P2_dev_run1,summer,11,1.2252006872763974e-12,0.0,1.2252006872763974e-12,,False
pwl,2,P2_dev_run1,summer,12,9.962425069124877e-13,0.0,9.962425069124877e-13,,False
pwl,2,P2_dev_run1,summer,13,7.6428863390736e-13,0.0,7.6428863390736e-13,,False
pwl,2,P2_dev_run1,summer,14,1.7574912225777235e-12,0.0,1.7574912225777235e-12,,False
pwl,2,P2_dev_run1,summer,15,0.025000000000021557,0.0,0.025000000000021557,,False
pwl,2,P2_dev_run1,summer,16,0.03948380244258305,0.1,0.060516197557416954,0.6051619755741695,False
pwl,2,P2_dev_run1,summer,17,3.6770636829020705e-10,0.0,3.6770636829020705e-10,,False
pwl,2,P2_dev_run1,summer,18,3.6404887882630116e-12,0.0,3.6404887882630116e-12,,False
pwl,2,P2_dev_run1,summer,19,1.9131725068314256e-12,0.0,1.9131725068314256e-12,,False
pwl,2,P2_dev_run1,summer,20,9.511313936131941e-13,0.0,9.511313936131941e-13,,False
pwl,2,P2_dev_run1,summer,21,8.584748393425612e-13,0.0,8.584748393425612e-13,,False
pwl,2,P2_dev_run1,summer,22,1.1092760027387742e-12,0.0,1.1092760027387742e-12,,False
pwl,2,P2_dev_run1,summer,23,2.0576453387835646e-11,0.0,2.0576453387835646e-11,,False
pwl,2,P2_dev_run1,winter,0,0.046212599256922234,0.1,0.05378740074307777,0.5378740074307777,False
pwl,2,P2_dev_run1,winter,1,5.770537538767496e-12,0.0,5.770537538767496e-12,,False
pwl,2,P2_dev_run1,winter,2,4.439670799981965e-07,0.0,4.439670799981965e-07,,False
pwl,2,P2_dev_run1,winter,3,0.02499999999891289,0.05,0.025000000001087114,0.5000000000217423,False
pwl,2,P2_dev_run1,winter,4,0.0811886053063319,0.0,0.0811886053063319,,False
pwl,2,P2_dev_run1,winter,5,1.129741421073245e-05,0.0,1.129741421073245e-05,,False
pwl,2,P2_dev_run1,winter,6,1.1297413783109893e-05,0.0,1.1297413783109893e-05,,False
pwl,2,P2_dev_run1,winter,7,1.1297414147151061e-05,0.0,1.1297414147151061e-05,,False
pwl,2,P2_dev_run1,winter,8,1.1297414240137277e-05,0.0,1.1297414240137277e-05,,False
pwl,2,P2_dev_run1,winter,9,0.016920894481422737,0.0,0.016920894481422737,,False
pwl,2,P2_dev_run1,winter,10,0.08118860530672847,0.0,0.08118860530672847,,False
pwl,2,P2_dev_run1,winter,11,0.025000000000394384,0.05,0.02499999999960562,0.49999999999211237,False
pwl,2,P2_dev_run1,winter,12,6.474893306282503e-12,0.0,6.474893306282503e-12,,False
pwl,2,P2_dev_run1,winter,13,9.00378934392332e-12,0.0,9.00378934392332e-12,,False
pwl,2,P2_dev_run1,winter,14,5.630309432627601e-12,0.0,5.630309432627601e-12,,False
pwl,2,P2_dev_run1,winter,15,5.349266868068712e-12,0.0,5.349266868068712e-12,,False
pwl,2,P2_dev_run1,winter,16,5.551206070147673e-12,0.0,5.551206070147673e-12,,False
pwl,2,P2_dev_run1,winter,17,6.33687200428583e-12,0.0,6.33687200428583e-12,,False
pwl,2,P2_dev_run1,winter,18,5.0958846282926576e-12,0.0,5.0958846282926576e-12,,False
pwl,2,P2_dev_run1,winter,19,4.367255778950077e-12,0.0,4.367255778950077e-12,,False
pwl,2,P2_dev_run1,winter,20,0.0,0.0,0.0,,False
pwl,2,P2_dev_run1,winter,21,3.309240110581886e-08,0.0,3.309240110581886e-08,,False
pwl,2,P2_dev_run1,winter,22,7.15835485597139e-07,0.0,7.15835485597139e-07,,False
pwl,2,P2_dev_run1,winter,23,0.0513474367225859,0.1,0.04865256327741411,0.48652563277414107,False
pwl,2,P2_dev_run1,shoulder,0,0.04621259925101305,0.1,0.053787400748986955,0.5378740074898695,False
pwl,2,P2_dev_run1,shoulder,1,2.632709588883465e-10,0.0,2.632709588883465e-10,,False
pwl,2,P2_dev_run1,shoulder,2,4.6664980426498514e-07,0.0,4.6664980426498514e-07,,False
pwl,2,P2_dev_run1,shoulder,3,0.024999999919117458,0.05,0.025000000080882545,0.5000000016176509,False
pwl,2,P2_dev_run1,shoulder,4,0.08118860530526605,0.0,0.08118860530526605,,False
pwl,2,P2_dev_run1,shoulder,5,1.1297324712184357e-05,0.0,1.1297324712184357e-05,,False
pwl,2,P2_dev_run1,shoulder,6,1.1297401907909423e-05,0.0,1.1297401907909423e-05,,False
pwl,2,P2_dev_run1,shoulder,7,1.129741098473309e-05,0.0,1.129741098473309e-05,,False
pwl,2,P2_dev_run1,shoulder,8,4.306990227871831e-09,0.0,4.306990227871831e-09,,False
pwl,2,P2_dev_run1,shoulder,9,1.0932338686033999e-09,0.0,1.0932338686033999e-09,,False
pwl,2,P2_dev_run1,shoulder,10,0.04618736144219327,0.1,0.053812638557806734,0.5381263855780674,False
pwl,2,P2_dev_run1,shoulder,11,1.13649705229118e-08,0.0,1.13649705229118e-08,,False
pwl,2,P2_dev_run1,shoulder,12,1.1463210471916773e-09,0.0,1.1463210471916773e-09,,False
pwl,2,P2_dev_run1,shoulder,13,9.314870979175531e-10,0.0,9.314870979175531e-10,,False
pwl,2,P2_dev_run1,shoulder,14,1.513998699179326e-11,0.0,1.513998699179326e-11,,False
pwl,2,P2_dev_run1,shoulder,15,8.058365167967129e-10,0.0,8.058365167967129e-10,,False
pwl,2,P2_dev_run1,shoulder,16,2.7715327650213283e-10,0.0,2.7715327650213283e-10,,False
pwl,2,P2_dev_run1,shoulder,17,1.3111758103022342e-09,0.0,1.3111758103022342e-09,,False
pwl,2,P2_dev_run1,shoulder,18,1.2927985868021254e-09,0.0,1.2927985868021254e-09,,False
pwl,2,P2_dev_run1,shoulder,19,1.1777858805257082e-09,0.0,1.1777858805257082e-09,,False
pwl,2,P2_dev_run1,shoulder,20,2.726140654734984e-10,0.0,2.726140654734984e-10,,False
pwl,2,P2_dev_run1,shoulder,21,1.145985563421995e-11,0.0,1.145985563421995e-11,,False
pwl,2,P2_dev_run1,shoulder,22,3.2347464368959633e-10,0.0,3.2347464368959633e-10,,False
pwl,2,P2_dev_run1,shoulder,23,2.3839641871340123e-09,0.0,2.3839641871340123e-09,,False
pwl,2,P3_dev_run0,summer,0,0.17289467337580985,0.15,0.02289467337580986,0.1526311558387324,False
pwl,2,P3_dev_run0,summer,1,2.530446950133371e-10,0.0,2.530446950133371e-10,,False
pwl,2,P3_dev_run0,summer,2,3.8740753228740155e-07,0.0,3.8740753228740155e-07,,False
pwl,2,P3_dev_run0,summer,3,4.2633684521875434e-07,0.0,4.2633684521875434e-07,,False
pwl,2,P3_dev_run0,summer,4,0.02500000040779492,0.0,0.02500000040779492,,False
pwl,2,P3_dev_run0,summer,5,0.07794977023676633,0.2,0.12205022976323368,0.6102511488161684,False
pwl,2,P3_dev_run0,summer,6,1.1284539728906181e-05,0.0,1.1284539728906181e-05,,False
pwl,2,P3_dev_run0,summer,7,1.1326741039784172e-05,0.0,1.1326741039784172e-05,,False
pwl,2,P3_dev_run0,summer,8,1.1325412874557879e-05,0.0,1.1325412874557879e-05,,False
pwl,2,P3_dev_run0,summer,9,1.2034006475565212e-07,0.0,1.2034006475565212e-07,,False
pwl,2,P3_dev_run0,summer,10,7.226579374055941e-10,0.0,7.226579374055941e-10,,False
pwl,2,P3_dev_run0,summer,11,1.0190252627126329e-09,0.0,1.0190252627126329e-09,,False
pwl,2,P3_dev_run0,summer,12,8.539860061116134e-10,0.0,8.539860061116134e-10,,False
pwl,2,P3_dev_run0,summer,13,5.52085431226321e-10,0.0,5.52085431226321e-10,,False
pwl,2,P3_dev_run0,summer,14,1.5851892523607776e-09,0.0,1.5851892523607776e-09,,False
pwl,2,P3_dev_run0,summer,15,0.025000000018675035,0.0,0.025000000018675035,,False
pwl,2,P3_dev_run0,summer,16,0.17028743897940385,0.2,0.029712561020596162,0.1485628051029808,False
pwl,2,P3_dev_run0,summer,17,1.8136470988264133e-08,0.0,1.8136470988264133e-08,,False
pwl,2,P3_dev_run0,summer,18,1.0452756271982624e-08,0.0,1.0452756271982624e-08,,False
pwl,2,P3_dev_run0,summer,19,9.05259898144992e-09,0.0,9.05259898144992e-09,,False
pwl,2,P3_dev_run0,summer,20,7.374936882032327e-09,0.0,7.374936882032327e-09,,False
pwl,2,P3_dev_run0,summer,21,1.8607457688857563e-09,0.0,1.8607457688857563e-09,,False
pwl,2,P3_dev_run0,summer,22,7.037127939209425e-09,0.0,7.037127939209425e-09,,False
pwl,2,P3_dev_run0,summer,23,0.025000000056000067,0.0,0.025000000056000067,,False
pwl,2,P3_dev_run0,winter,0,0.1728946782438166,0.15,0.022894678243816607,0.15263118829211073,False
pwl,2,P3_dev_run0,winter,1,0.0,0.0,0.0,,False
pwl,2,P3_dev_run0,winter,2,5.951291217598124e-07,0.0,5.951291217598124e-07,,False
pwl,2,P3_dev_run0,winter,3,5.905437932159178e-07,0.0,5.905437932159178e-07,,False
pwl,2,P3_dev_run0,winter,4,0.10294896387294455,0.2,0.09705103612705546,0.4852551806352773,False
pwl,2,P3_dev_run0,winter,5,1.1325192528637265e-05,0.0,1.1325192528637265e-05,,False
pwl,2,P3_dev_run0,winter,6,1.1325211549172917e-05,0.0,1.1325211549172917e-05,,False
pwl,2,P3_dev_run0,winter,7,1.1325223378457493e-05,0.0,1.1325223378457493e-05,,False
pwl,2,P3_dev_run0,winter,8,1.132535390573941e-05,0.0,1.132535390573941e-05,,False
pwl,2,P3_dev_run0,winter,9,0.0,0.0,0.0,,False
pwl,2,P3_dev_run0,winter,10,0.34577971427008786,0.3,0.04577971427008787,0.15259904756695958,False
pwl,2,P3_dev_run0,winter,11,3.785449404268705e-09,0.0,3.785449404268705e-09,,False
pwl,2,P3_dev_run0,winter,12,0.0,0.0,0.0,,False
pwl,2,P3_dev_run0,winter,13,4.748348531736466e-06,0.0,4.748348531736466e-06,,False
pwl,2,P3_dev_run0,winter,14,1.988591666606516e-09,0.0,1.988591666606516e-09,,False
pwl,2,P3_dev_run0,winter,15,6.883841852066698e-09,0.0,6.883841852066698e-09,,False
pwl,2,P3_dev_run0,winter,16,8.559908994406646e-10,0.0,8.559908994406646e-10,,False
pwl,2,P3_dev_run0,winter,17,8.687064164390306e-09,0.0,8.687064164390306e-09,,False
pwl,2,P3_dev_run0,winter,18,4.620946190969153e-09,0.0,4.620946190969153e-09,,False
pwl,2,P3_dev_run0,winter,19,5.913128424218643e-09,0.0,5.913128424218643e-09,,False
pwl,2,P3_dev_run0,winter,20,4.567512959865321e-08,0.0,4.567512959865321e-08,,False
pwl,2,P3_dev_run0,winter,21,6.204582564190911e-07,0.0,6.204582564190911e-07,,False
pwl,2,P3_dev_run0,winter,22,5.943096470201852e-07,0.0,5.943096470201852e-07,,False
pwl,2,P3_dev_run0,winter,23,0.1921055819675067,0.15,0.04210558196750672,0.28070387978337813,False
pwl,2,P3_dev_run0,shoulder,0,0.04632706062324614,0.1,0.05367293937675387,0.5367293937675386,False
pwl,2,P3_dev_run0,shoulder,1,1.9615241256308467e-11,0.0,1.9615241256308467e-11,,False
pwl,2,P3_dev_run0,shoulder,2,3.045689337058931e-07,0.0,3.045689337058931e-07,,False
pwl,2,P3_dev_run0,shoulder,3,3.064063307466081e-07,0.0,3.064063307466081e-07,,False
pwl,2,P3_dev_run0,shoulder,4,0.10294891417111973,0.2,0.09705108582888028,0.4852554291444014,False
pwl,2,P3_dev_run0,shoulder,5,1.132003865311931e-05,0.0,1.132003865311931e-05,,False
pwl,2,P3_dev_run0,shoulder,6,1.1323276094054049e-05,0.0,1.1323276094054049e-05,,False
pwl,2,P3_dev_run0,shoulder,7,1.1323900466295138e-05,0.0,1.1323900466295138e-05,,False
pwl,2,P3_dev_run0,shoulder,8,1.5875146130456552e-08,0.0,1.5875146130456552e-08,,False
pwl,2,P3_dev_run0,shoulder,9,3.003202501869046e-11,0.0,3.003202501869046e-11,,False
pwl,2,P3_dev_run0,shoulder,10,0.17280024561232857,0.15,0.022800245612328573,0.15200163741552383,False
pwl,2,P3_dev_run0,shoulder,11,8.099377053239352e-09,0.0,8.099377053239352e-09,,False
pwl,2,P3_dev_run0,shoulder,12,2.2636054685322497e-11,0.0,2.2636054685322497e-11,,False
pwl,2,P3_dev_run0,shoulder,13,2.665647907839144e-11,0.0,2.665647907839144e-11,,False
pwl,2,P3_dev_run0,shoulder,14,2.271641924874143e-11,0.0,2.271641924874143e-11,,False
pwl,2,P3_dev_run0,shoulder,15,2.4867624235341142e-11,0.0,2.4867624235341142e-11,,False
pwl,2,P3_dev_run0,shoulder,16,4.902908045886888e-11,0.0,4.902908045886888e-11,,False
pwl,2,P3_dev_run0,shoulder,17,1.103922126148495e-10,0.0,1.103922126148495e-10,,False
pwl,2,P3_dev_run0,shoulder,18,6.681734124648635e-11,0.0,6.681734124648635e-11,,False
pwl,2,P3_dev_run0,shoulder,19,5.546762930526505e-10,0.0,5.546762930526505e-10,,False
pwl,2,P3_dev_run0,shoulder,20,4.7671832899429436e-11,0.0,4.7671832899429436e-11,,False
pwl,2,P3_dev_run0,shoulder,21,2.8162961836128328e-11,0.0,2.8162961836128328e-11,,False
pwl,2,P3_dev_run0,shoulder,22,2.6459386925236327e-11,0.0,2.6459386925236327e-11,,False
pwl,2,P3_dev_run0,shoulder,23,4.753145224108168e-11,0.0,4.753145224108168e-11,,False
pwl,4,P1_old_full_opt,summer,0,0.047159057867910595,0.0,0.047159057867910595,,False
pwl,4,P1_old_full_opt,summer,1,0.0028706816539922587,0.0,0.0028706816539922587,,False
pwl,4,P1_old_full_opt,summer,2,3.215534380580432e-08,0.0,3.215534380580432e-08,,False
pwl,4,P1_old_full_opt,summer,3,0.035511490243165626,0.02,0.015511490243165626,0.7755745121582813,False
pwl,4,P1_old_full_opt,summer,4,0.04715905786811275,0.0,0.04715905786811275,,False
pwl,4,P1_old_full_opt,summer,5,0.04715905786810903,0.0,0.04715905786810903,,False
pwl,4,P1_old_full_opt,summer,6,0.009999999994683659,0.0,0.009999999994683659,,False
pwl,4,P1_old_full_opt,summer,7,1.1714220053682179e-05,0.0,1.1714220053682179e-05,,False
pwl,4,P1_old_full_opt,summer,8,1.171699870706789e-05,0.0,1.171699870706789e-05,,False
pwl,4,P1_old_full_opt,summer,9,7.318374456204687e-12,0.0,7.318374456204687e-12,,False
pwl,4,P1_old_full_opt,summer,10,3.7381337595842236e-12,0.0,3.7381337595842236e-12,,False
pwl,4,P1_old_full_opt,summer,11,4.082630833813122e-12,0.0,4.082630833813122e-12,,False
pwl,4,P1_old_full_opt,summer,12,3.975398129242789e-12,0.0,3.975398129242789e-12,,False
pwl,4,P1_old_full_opt,summer,13,3.703833674756125e-12,0.0,3.703833674756125e-12,,False
pwl,4,P1_old_full_opt,summer,14,5.964329611516486e-12,0.0,5.964329611516486e-12,,False
pwl,4,P1_old_full_opt,summer,15,0.049999999999231964,0.0,0.049999999999231964,,False
pwl,4,P1_old_full_opt,summer,16,0.05000000000014941,0.0,0.05000000000014941,,False
pwl,4,P1_old_full_opt,summer,17,1.9695010049473167e-10,0.0,1.9695010049473167e-10,,False
pwl,4,P1_old_full_opt,summer,18,5.376509662185254e-12,0.0,5.376509662185254e-12,,False
pwl,4,P1_old_full_opt,summer,19,4.403964027364707e-12,0.0,4.403964027364707e-12,,False
pwl,4,P1_old_full_opt,summer,20,4.202399289524169e-12,0.0,4.202399289524169e-12,,False
pwl,4,P1_old_full_opt,summer,21,4.014381986890535e-12,0.0,4.014381986890535e-12,,False
pwl,4,P1_old_full_opt,summer,22,5.03154034862242e-12,0.0,5.03154034862242e-12,,False
pwl,4,P1_old_full_opt,summer,23,3.417176917650559e-11,0.0,3.417176917650559e-11,,False
pwl,4,P1_old_full_opt,winter,0,0.04715905786796206,0.0,0.04715905786796206,,False
pwl,4,P1_old_full_opt,winter,1,0.0028706444368756714,0.0,0.0028706444368756714,,False
pwl,4,P1_old_full_opt,winter,2,4.290946793419322e-12,0.0,4.290946793419322e-12,,False
pwl,4,P1_old_full_opt,winter,3,0.047159060561996036,0.0,0.047159060561996036,,False
pwl,4,P1_old_full_opt,winter,4,0.047159057869147585,0.0,0.047159057869147585,,False
pwl,4,P1_old_full_opt,winter,5,0.045507899599424396,0.02,0.025507899599424396,1.2753949799712199,False
pwl,4,P1_old_full_opt,winter,6,1.171685499288918e-05,0.0,1.171685499288918e-05,,False
pwl,4,P1_old_full_opt,winter,7,1.1716857063916402e-05,0.0,1.1716857063916402e-05,,False
pwl,4,P1_old_full_opt,winter,8,1.1716855364907582e-05,0.0,1.1716855364907582e-05,,False
pwl,4,P1_old_full_opt,winter,9,0.010000000006109367,0.0,0.010000000006109367,,False
pwl,4,P1_old_full_opt,winter,10,0.047159057868430554,0.0,0.047159057868430554,,False
pwl,4,P1_old_full_opt,winter,11,0.05000000000014191,0.0,0.05000000000014191,,False
pwl,4,P1_old_full_opt,winter,12,4.298567468623553e-12,0.0,4.298567468623553e-12,,False
pwl,4,P1_old_full_opt,winter,13,4.262674085852221e-12,0.0,4.262674085852221e-12,,False
pwl,4,P1_old_full_opt,winter,14,3.9723112369700636e-12,0.0,3.9723112369700636e-12,,False
pwl,4,P1_old_full_opt,winter,15,4.000964793241526e-12,0.0,4.000964793241526e-12,,False
pwl,4,P1_old_full_opt,winter,16,4.117039206389332e-12,0.0,4.117039206389332e-12,,False
pwl,4,P1_old_full_opt,winter,17,4.729621888073139e-12,0.0,4.729621888073139e-12,,False
pwl,4,P1_old_full_opt,winter,18,4.303749619815731e-12,0.0,4.303749619815731e-12,,False
pwl,4,P1_old_full_opt,winter,19,3.9586169949647414e-12,0.0,3.9586169949647414e-12,,False
pwl,4,P1_old_full_opt,winter,20,0.0,0.0,0.0,,False
pwl,4,P1_old_full_opt,winter,21,1.978122687092398e-08,0.0,1.978122687092398e-08,,False
pwl,4,P1_old_full_opt,winter,22,0.02274752040661366,0.02,0.0027475204066136592,0.13737602033068297,False
pwl,4,P1_old_full_opt,winter,23,0.04715905787363926,0.0,0.04715905787363926,,False
pwl,4,P1_old_full_opt,shoulder,0,0.0471590578678799,0.0,0.0471590578678799,,False
pwl,4,P1_old_full_opt,shoulder,1,0.002870645394858084,0.0,0.002870645394858084,,False
pwl,4,P1_old_full_opt,shoulder,2,1.2787196081920595e-09,0.0,1.2787196081920595e-09,,False
pwl,4,P1_old_full_opt,shoulder,3,0.04715905786759463,0.0,0.04715905786759463,,False
pwl,4,P1_old_full_opt,shoulder,4,0.04715905786805677,0.0,0.04715905786805677,,False
pwl,4,P1_old_full_opt,shoulder,5,0.012193805531789078,0.02,0.007806194468210922,0.3903097234105461,False
pwl,4,P1_old_full_opt,shoulder,6,1.1701537951894492e-05,0.0,1.1701537951894492e-05,,False
pwl,4,P1_old_full_opt,shoulder,7,1.1716115988265988e-05,0.0,1.1716115988265988e-05,,False
pwl,4,P1_old_full_opt,shoulder,8,3.672269694847813e-12,0.0,3.672269694847813e-12,,False
pwl,4,P1_old_full_opt,shoulder,9,1.8491449390600998e-12,0.0,1.8491449390600998e-12,,False
pwl,4,P1_old_full_opt,shoulder,10,0.04999999999818019,0.0,0.04999999999818019,,False
pwl,4,P1_old_full_opt,shoulder,11,0.004413676691980479,0.0,0.004413676691980479,,False
pwl,4,P1_old_full_opt,shoulder,12,1.4916760587801588e-12,0.0,1.4916760587801588e-12,,False
pwl,4,P1_old_full_opt,shoulder,13,1.529992696706917e-12,0.0,1.529992696706917e-12,,False
pwl,4,P1_old_full_opt,shoulder,14,1.455475389220407e-12,0.0,1.455475389220407e-12,,False
pwl,4,P1_old_full_opt,shoulder,15,1.5720931285942708e-12,0.0,1.5720931285942708e-12,,False
pwl,4,P1_old_full_opt,shoulder,16,2.205971940895849e-12,0.0,2.205971940895849e-12,,False
pwl,4,P1_old_full_opt,shoulder,17,2.584664512523014e-12,0.0,2.584664512523014e-12,,False
pwl,4,P1_old_full_opt,shoulder,18,2.5151577481345157e-12,0.0,2.5151577481345157e-12,,False
pwl,4,P1_old_full_opt,shoulder,19,2.83016044052965e-12,0.0,2.83016044052965e-12,,False
pwl,4,P1_old_full_opt,shoulder,20,2.3370915659280854e-12,0.0,2.3370915659280854e-12,,False
pwl,4,P1_old_full_opt,shoulder,21,1.6539689113142106e-12,0.0,1.6539689113142106e-12,,False
pwl,4,P1_old_full_opt,shoulder,22,1.5943389856830769e-12,0.0,1.5943389856830769e-12,,False
pwl,4,P1_old_full_opt,shoulder,23,1.853781333971945e-12,0.0,1.853781333971945e-12,,False
pwl,4,P2_dev_run1,summer,0,0.049999999964614454,0.1,0.05000000003538555,0.5000000003538555,True
pwl,4,P2_dev_run1,summer,1,2.335105575236057e-10,0.0,2.335105575236057e-10,,True
pwl,4,P2_dev_run1,summer,2,2.4209680727913387e-07,0.0,2.4209680727913387e-07,,True
pwl,4,P2_dev_run1,summer,3,1.4892785648517253e-07,0.0,1.4892785648517253e-07,,True
pwl,4,P2_dev_run1,summer,4,0.05000000013542376,0.05,1.354237555428739e-10,2.708475110857478e-09,True
pwl,4,P2_dev_run1,summer,5,0.0526962538951279,0.0,0.0526962538951279,,True
pwl,4,P2_dev_run1,summer,6,1.128032293385997e-05,0.0,1.128032293385997e-05,,True
pwl,4,P2_dev_run1,summer,7,1.1154030634867066e-05,0.0,1.1154030634867066e-05,,True
pwl,4,P2_dev_run1,summer,8,1.1302493857989264e-05,0.0,1.1302493857989264e-05,,True
pwl,4,P2_dev_run1,summer,9,1.5345882696791346e-10,0.0,1.5345882696791346e-10,,True
pwl,4,P2_dev_run1,summer,10,1.2078777413866512e-10,0.0,1.2078777413866512e-10,,True
pwl,4,P2_dev_run1,summer,11,1.3298873945958344e-10,0.0,1.3298873945958344e-10,,True
pwl,4,P2_dev_run1,summer,12,1.2896058386458843e-10,0.0,1.2896058386458843e-10,,True
pwl,4,P2_dev_run1,summer,13,1.167729542485727e-10,0.0,1.167729542485727e-10,,True
pwl,4,P2_dev_run1,summer,14,1.7792428298706069e-10,0.0,1.7792428298706069e-10,,True
pwl,4,P2_dev_run1,summer,15,0.04999999997958187,0.0,0.04999999997958187,,True
pwl,4,P2_dev_run1,summer,16,0.049999999993707675,0.1,0.05000000000629233,0.5000000000629232,True
pwl,4,P2_dev_run1,summer,17,5.342378774466996e-10,0.0,5.342378774466996e-10,,True
pwl,4,P2_dev_run1,summer,18,1.3667316749079676e-10,0.0,1.3667316749079676e-10,,True
pwl,4,P2_dev_run1,summer,19,1.2992948183334036e-10,0.0,1.2992948183334036e-10,,True
pwl,4,P2_dev_run1,summer,20,1.2974278921064424e-10,0.0,1.2974278921064424e-10,,True
pwl,4,P2_dev_run1,summer,21,1.33234125105098e-10,0.0,1.33234125105098e-10,,True
pwl,4,P2_dev_run1,summer,22,1.4352999745083606e-10,0.0,1.4352999745083606e-10,,True
pwl,4,P2_dev_run1,summer,23,2.4808813383257646e-10,0.0,2.4808813383257646e-10,,True
pwl,4,P2_dev_run1,winter,0,0.049999999987388556,0.1,0.05000000001261145,0.5000000001261145,False
pwl,4,P2_dev_run1,winter,1,9.126807850870838e-10,0.0,9.126807850870838e-10,,False
pwl,4,P2_dev_run1,winter,2,4.4462969496623873e-07,0.0,4.4462969496623873e-07,,False
pwl,4,P2_dev_run1,winter,3,0.04999999995674252,0.05,4.3257480930591896e-11,8.651496186118379e-10,False
pwl,4,P2_dev_run1,winter,4,0.08118860530190515,0.0,0.08118860530190515,,False
pwl,4,P2_dev_run1,winter,5,1.129627740498594e-05,0.0,1.129627740498594e-05,,False
pwl,4,P2_dev_run1,winter,6,1.1296384828958942e-05,0.0,1.1296384828958942e-05,,False
pwl,4,P2_dev_run1,winter,7,1.1296387309241792e-05,0.0,1.1296387309241792e-05,,False
pwl,4,P2_dev_run1,winter,8,1.1296284714239494e-05,0.0,1.1296284714239494e-05,,False
pwl,4,P2_dev_run1,winter,9,2.4432639786438056e-09,0.0,2.4432639786438056e-09,,False
pwl,4,P2_dev_run1,winter,10,0.08118860530820603,0.0,0.08118860530820603,,False
pwl,4,P2_dev_run1,winter,11,0.04192047138373083,0.05,0.00807952861626917,0.1615905723253834,False
pwl,4,P2_dev_run1,winter,12,1.1680114815609328e-09,0.0,1.1680114815609328e-09,,False
pwl,4,P2_dev_run1,winter,13,9.268132354440473e-10,0.0,9.268132354440473e-10,,False
pwl,4,P2_dev_run1,winter,14,1.6667483873937288e-10,0.0,1.6667483873937288e-10,,False
pwl,4,P2_dev_run1,winter,15,5.232997928643594e-11,0.0,5.232997928643594e-11,,False
pwl,4,P2_dev_run1,winter,16,3.9013824242515565e-11,0.0,3.9013824242515565e-11,,False
pwl,4,P2_dev_run1,winter,17,0.0,0.0,0.0,,False
pwl,4,P2_dev_run1,winter,18,0.0,0.0,0.0,,False
pwl,4,P2_dev_run1,winter,19,8.311998894620214e-11,0.0,8.311998894620214e-11,,False
