point_id,b,S,E,scenario,t,n_feasible,matrix_rank,A_P,A_Q,B_PP,B_QQ,B_PQ,relative_max_residual,rmse_mw,lambda_min,lambda_max,lambda_min_over_lambda_max_pct,is_psd
P2_dev_run1,17,0.303,0.404,shoulder,20,24,5,0.0660940506917559,0.038578379048580184,-0.02481004293288702,-0.023585611495334762,-0.0018763296903567441,0.0005643209336211181,5.285410317028099e-06,-0.025318077794581676,-0.023077576633640105,109.7085634098842,False
P2_dev_run1,17,0.303,0.404,shoulder,21,24,5,0.06404596799633526,0.037385502431233196,-0.02466105129891911,-0.023472795480104666,-0.0018098918162182298,0.0005747829292898259,5.230746963893838e-06,-0.02514947365131964,-0.022984373127704138,109.41988067973803,False
P2_dev_run1,17,0.303,0.404,shoulder,22,24,5,0.06177134548173055,0.03606042881433852,-0.024496179093355868,-0.023347777423110644,-0.0017366692889497879,0.0005871980210578161,5.170521613553402e-06,-0.02496299298140044,-0.022880963535066072,109.09939584993248,False
P2_dev_run1,17,0.303,0.404,shoulder,23,24,5,0.060271351486598894,0.035186466390098745,-0.02438779943582665,-0.0232654939195355,-0.0016887071574932906,0.0005958835083238716,5.131083774788044e-06,-0.02484046391166196,-0.02281282944370019,108.88813232468937,False
P3_dev_run0,31,1.045,0.405,summer,0,15,5,0.05513661122297189,0.04445398833028876,-0.013780242301247829,-0.013316818534003702,-0.0013045346122259347,0.0001723274837439978,2.2044313727592044e-06,-0.014240732003607445,-0.012856328831644085,110.76826199836957,False
P3_dev_run0,31,1.045,0.405,summer,1,15,5,0.05003757673519984,0.040329262546328105,-0.013559353700253471,-0.013132039360496419,-0.0011595303420597013,0.0001851122632115066,2.1285096218112997e-06,-0.013963577619080349,-0.012727815441669541,109.70914594946947,False
P3_dev_run0,31,1.045,0.405,summer,2,15,5,0.04788211642558683,0.03858630250793004,-0.013466617896012141,-0.013054416418054616,-0.001099151648078829,0.00019140034986974848,2.096418657672516e-06,-0.013847467837223966,-0.012673566476842792,109.26259677988934,False
P3_dev_run0,31,1.045,0.405,summer,3,15,5,0.04657343903717694,0.03752824601559242,-0.013410515767677484,-0.013007400680096698,-0.001062758078347814,0.00019558280668786687,2.0773758845385266e-06,-0.013777279547376014,-0.012640636900398168,108.99197291983003,False
P3_dev_run0,31,1.045,0.405,summer,4,15,5,0.04579308677276082,0.03689740277328113,-0.01337713140673974,-0.012979412166043869,-0.0010411520796695759,0.00019820905288984954,2.0660844397430444e-06,-0.013735537039081218,-0.01262100653370239,108.83075769276128,False
P3_dev_run0,31,1.045,0.405,summer,5,15,5,0.04573686609525589,0.03685195542544435,-0.013374728207298979,-0.012977397068741939,-0.001039598212314137,0.0001984022766631558,2.065272768616987e-06,-0.013732532870089026,-0.012619592405951893,108.81914746796598,False
P3_dev_run0,31,1.045,0.405,summer,6,15,5,0.046557324878574266,0.03751521869556815,-0.01340982586571732,-0.013006822369752582,-0.0010623111994906799,0.00019563600845820368,2.0771422410081787e-06,-0.013776416738335484,-0.012640231497134417,108.98864266416832,False
P3_dev_run0,31,1.045,0.405,summer,7,15,5,0.04920575214211745,0.03965659311924807,-0.013523508504175417,-0.013102069072071157,-0.0011361648503619727,0.0001874312681611681,2.1158155842506514e-06,-0.01391869343452617,-0.012706884141720406,109.53663604145915,False
P3_dev_run0,31,1.045,0.405,summer,8,15,5,0.053458660647656066,0.0430964352798376,-0.01370730486527653,-0.013255857617081417,-0.0012564801945353177,0.00017620656417972953,2.1790758709362708e-06,-0.01414914155627463,-0.012814020926083317,110.41921687105751,False
P3_dev_run0,31,1.045,0.405,summer,9,15,5,0.0590670481083928,0.047634776638762734,-0.013952028503735,-0.013460245621503832,-0.0014183982657163267,0.00016423891161919572,2.264713433291868e-06,-0.014456754149329192,-0.012955519975909638,111.58760262969798,False
P3_dev_run0,31,1.045,0.405,summer,10,15,5,0.062260525920045225,0.050220030801894855,-0.014092574279111144,-0.013577433263725298,-0.0015122596233977047,0.0001585403348004305,2.3146201888927153e-06,-0.014633799651836324,-0.013036207891000117,112.25503439492665,False
P3_dev_run0,31,1.045,0.405,summer,11,15,5,0.06327366403322332,0.05104036838557723,-0.014137344767066497,-0.013614733838975442,-0.001542290537752859,0.00015687350107544738,2.33062869394315e-06,-0.014690253999062836,-0.0130618246069791,112.46708971435466,False
P3_dev_run0,31,1.045,0.405,summer,12,15,5,0.06285247032053304,0.050699318694575266,-0.014118721593916465,-0.013599219633598777,-0.0015297908993047945,0.00015755873677040694,2.323963127832895e-06,-0.014666767383120078,-0.013051173844395164,112.3789136363296,False
P3_dev_run0,31,1.045,0.405,summer,13,15,5,0.06120015120866202,0.049361527896467534,-0.014045810365886988,-0.013538456820533232,-0.0014809592731668693,0.0001603549252480598,2.2979560345873477e-06,-0.014574860874701239,-0.013009406311718982,112.03325136806653,False
P3_dev_run0,31,1.045,0.405,summer,14,15,5,0.0638938119736652,0.05154253961850096,-0.014164792365671287,-0.013637594888003361,-0.0015607329263554609,0.00015588403786839,2.3404695825989208e-06,-0.014724878100387346,-0.013077509153287302,112.59696267684083,False
P3_dev_run0,31,1.045,0.405,summer,15,15,5,0.06528594675947379,0.05266993880929183,-0.014226527801202378,-0.01368899498985558,-0.0016023001245110144,0.00015374383903425068,2.3626771618537117e-06,-0.014802792047677529,-0.01311273074338043,112.88870592534875,False
P3_dev_run0,31,1.045,0.405,summer,16,15,5,0.06605004705686997,0.05328879444891059,-0.014260483058493936,-0.013717254384180505,-0.0016252133743803474,0.0001526146549355328,2.374934971785654e-06,-0.014845667400266683,-0.013132070042407759,113.04895079241244,False
P3_dev_run0,31,1.045,0.405,summer,17,15,5,0.06740141615727945,0.05438339195286917,-0.014320658036945735,-0.013767315631934616,-0.001665907954613286,0.0001506921817486518,2.396733533120387e-06,-0.014921687969569226,-0.013166285699311124,113.33255490840477,False
P3_dev_run0,31,1.045,0.405,summer,18,15,5,0.06727032995389334,0.05427720741060293,-0.014314814053029175,-0.013762454954389249,-0.0016619509152701127,0.00015087462716966793,2.3946123321546565e-06,-0.01491430302241613,-0.013162965985002294,113.30503352670885,False
P3_dev_run0,31,1.045,0.405,summer,19,15,5,0.06682513224132444,0.053916590579349485,-0.014294977594563668,-0.013745954414195122,-0.0016485272780166907,0.0001515006444177174,2.387418920643619e-06,-0.014889239369381326,-0.013151692639377464,113.21158255175061,False
P3_dev_run0,31,1.045,0.405,summer,20,15,5,0.06627623657429346,0.05347199674712919,-0.014270544116244822,-0.013725626204120055,-0.0016320095453339562,0.0001522863420599804,2.3785728984014078e-06,-0.014858374455567364,-0.013137795864797512,113.0964022312153,False
P3_dev_run0,31,1.045,0.405,summer,21,15,5,0.0642389838577072,0.05182205847924345,-0.014180083845730374,-0.013650328845349414,-0.0015710177331645172,0.0001553431061870116,2.345960771843105e-06,-0.014744172128661552,-0.013086240562418236,112.6692731830458,False
P3_dev_run0,31,1.045,0.405,summer,22,15,5,0.06087607095400378,0.04909912447640249,-0.014031580106527617,-0.013526487640216174,-0.0014714196593160144,0.00016102824004389106,2.2939806209083695e-06,-0.014556882543317764,-0.013001185203426026,111.96581169755036,False
P3_dev_run0,31,1.045,0.405,summer,23,15,5,0.0578765079865075,0.0466711428620434,-0.013899899825256327,-0.013416634935665188,-0.0013837158209176,0.00016666763722045276,2.24746326565036e-06,-0.014391106794413298,-0.012925427966508217,111.33949940924882,False
P3_dev_run0,31,1.045,0.405,winter,0,15,5,0.05791863120641617,0.04670527376081199,-0.013901699045718478,-0.013418246627154294,-0.0013849400784287454,0.00016646969131926134,2.2469702910229522e-06,-0.014393421072826278,-0.012926524600046493,111.34795715141027,False
P3_dev_run0,31,1.045,0.405,winter,1,15,5,0.05357459834257342,0.0431902062997569,-0.01371236161888395,-0.013260024140749973,-0.001259789842167696,0.00017599844671431538,2.1814531726739186e-06,-0.014155461069811361,-0.012816924689822562,110.4435066319121,False
P3_dev_run0,31,1.045,0.405,winter,2,15,5,0.05146290552297068,0.04148204818114773,-0.013620864189356267,-0.013183560644904843,-0.0011997556122870325,0.0001812057959529252,2.1492110696844402e-06,-0.01404069654363724,-0.01276372829062387,110.00466496886665,False
P3_dev_run0,31,1.045,0.405,winter,3,15,5,0.05025822376649949,0.0405077208281276,-0.013568850101134395,-0.013140030927645303,-0.0011657418003744615,0.00018444769318970918,2.131337223018413e-06,-0.013975496032981415,-0.012733384995798284,109.75475914372336,False
P3_dev_run0,31,1.045,0.405,winter,4,15,5,0.049768157808297554,0.040111396326112825,-0.013547725875562869,-0.013122346739529155,-0.0011519536382196157,0.00018581873719915933,2.1240989590520576e-06,-0.013949028285095432,-0.012721044329996592,109.65316937229139,False
P3_dev_run0,31,1.045,0.405,winter,5,15,5,0.050217348703197724,0.040474663752125176,-0.013567087410068904,-0.013138555412340798,-0.001164590691067643,0.00018456086066019647,2.13073276024398e-06,-0.01397328719406444,-0.012732355628345262,109.74628420648705,False
P3_dev_run0,31,1.045,0.405,winter,6,15,5,0.05180815372495563,0.041761300603722316,-0.01363579350989007,-0.013196051079385103,-0.0012095349881648073,0.00018030891378174706,2.154354745759571e-06,-0.01405941827224375,-0.012772426317031424,110.07633102174319,False
P3_dev_run0,31,1.045,0.405,winter,7,15,5,0.05521162910135861,0.04451468697891099,-0.013783508776901465,-0.013319547744821978,-0.0013066907792473415,0.00017216046080856408,2.2055702507978635e-06,-0.014244835665960335,-0.012858220855763108,110.78387769001291,False
P3_dev_run0,31,1.045,0.405,winter,8,15,5,0.06062050649606819,0.04889227034732352,-0.014020287870585289,-0.013517178009472426,-0.0014639056683611261,0.00016137856656910795,2.2888858589581513e-06,-0.014542706346905483,-0.012994759533152232,111.91208509710494,False
P3_dev_run0,31,1.045,0.405,winter,9,15,5,0.06712184570200862,0.054156931333348195,-0.0143081962217637,-0.01375695035361818,-0.0016574711716795746,0.00015108231147161025,2.392211263973598e-06,-0.014905940720690415,-0.013159205854691465,113.27386230815904,False
P3_dev_run0,31,1.045,0.405,winter,10,15,5,0.06758504828419507,0.05453214268453504,-0.014328847063258831,-0.013774126379023375,-0.0016714546309585458,0.00015043803404871477,2.399707510756939e-06,-0.014932037063380465,-0.013170936378901741,113.37111222630911,False
P3_dev_run0,31,1.045,0.405,winter,11,15,5,0.06583274344700125,0.05311279282434016,-0.014250821381553393,-0.013709214232026461,-0.001618689947649598,0.00015293260623515384,2.3714439800134167e-06,-0.01483346602593397,-0.013126569587645886,113.00337020187311,False
P3_dev_run0,31,1.045,0.405,winter,12,15,5,0.06317905040891127,0.05096375653158185,-0.01413316008350089,-0.013611247961645671,-0.0015394808778933522,0.0001570264851478517,2.3291301014080536e-06,-0.0146849760749254,-0.013059431970221164,112.44728031365294,False
P3_dev_run0,31,1.045,0.405,winter,13,15,5,0.05928718562018623,0.047812932307917215,-0.013961723254162561,-0.013468249117924885,-0.0014248296317704871,0.00016390836522450167,2.2690055101678426e-06,-0.014468918577360535,-0.012961053794726911,111.6338131645367,False
P3_dev_run0,31,1.045,0.405,winter,14,15,5,0.06155882110336308,0.04965190557514953,-0.014061617427900526,-0.013551633298667595,-0.0014915316079479684,0.00015973288708661415,2.303582305985895e-06,-0.014594779908658463,-0.013018470817909656,112.10825075231004,False
P3_dev_run0,31,1.045,0.405,winter,15,15,5,0.06276659694015813,0.05062978677490162,-0.014114926545406102,-0.013596057834932661,-0.0015272450508410998,0.00015769978079393756,2.322605950873923e-06,-0.01466198183424843,-0.013049002546090335,112.36093933203627,False
P3_dev_run0,31,1.045,0.405,winter,16,15,5,0.0640404536164414,0.05166128837852296,-0.014171287499428224,-0.0136430039019415,-0.001565100554060583,0.0001556533835680282,2.3428012120634775e-06,-0.014733072952882998,-0.013081218448486726,112.6276807539084,False
P3_dev_run0,31,1.045,0.405,winter,17,15,5,0.06593702640054876,0.05319725472280095,-0.014255457469180785,-0.013713072322962552,-0.001621819804812596,0.00015277971255589037,2.373118821162333e-06,-0.01483932061444921,-0.01312920917769413,113.02524328472482,False
P3_dev_run0,31,1.045,0.405,winter,18,15,5,0.06590226074488245,0.05316909688483456,-0.014253911794786689,-0.013711786050179834,-0.0016207762347053645,0.00015283061915203345,2.372560356497144e-06,-0.014837368659814009,-0.013128329185152514,113.01795110831266,False
P3_dev_run0,31,1.045,0.405,winter,19,15,5,0.06487877105931868,0.05234017896997321,-0.014208454068297216,-0.01367394978896872,-0.0015901185145609379,0.00015435852142397035,2.3561651206366063e-06,-0.014779976587729492,-0.013102427269536443,112.80334768271071,False
P3_dev_run0,31,1.045,0.405,winter,20,15,5,0.06323065353551949,0.0510055412471864,-0.014135442353501438,-0.013613149126938992,-0.0015410131600468388,0.00015694298093937246,2.3299473737577825e-06,-0.01468785455400545,-0.01306073692643498,112.45808438478824,False
P3_dev_run0,31,1.045,0.405,winter,21,15,5,0.06098689453672675,0.049188880747238914,-0.014036417067521107,-0.013530625901255072,-0.0014746804554835818,0.00016072886979073958,2.2946158500605067e-06,-0.01456302567771517,-0.013004017291061008,111.98866743837559,False
P3_dev_run0,31,1.045,0.405,winter,22,15,5,0.05868648705135221,0.0473267479249162,-0.013935337935164896,-0.013446319653948033,-0.001407293632384553,0.00016496681250514192,2.258821845081198e-06,-0.01443574728793584,-0.012945910301177088,111.5081670743794,False
P3_dev_run0,31,1.045,0.405,winter,23,15,5,0.05793548243553471,0.046718912039723705,-0.013902436739827854,-0.01341886234840035,-0.0013854298966520186,0.0001664362096919038,2.247229873547617e-06,-0.014394349106363818,-0.012926949981864385,111.35147213037949,False
P3_dev_run0,31,1.045,0.405,shoulder,0,15,5,0.0506100217580372,0.04079222885151545,-0.0135840367127026,-0.013152718100387912,-0.001175657107852802,0.00018351163508332317,2.136795737607873e-06,-0.013994517442913697,-0.012742237370176816,109.82778798068728,False
P3_dev_run0,31,1.045,0.405,shoulder,1,15,5,0.046235257850588955,0.03725483444906037,-0.01339606106494222,-0.012995235531706891,-0.0010533859665464605,0.0001967716690180886,2.0729677045950144e-06,-0.013759182481540271,-0.01263211411510884,108.922246554782,False
P3_dev_run0,31,1.045,0.405,shoulder,2,15,5,0.04443925519409696,0.035803071948502165,-0.013319334817024183,-0.012930937385471809,-0.0010038362868065407,0.00020301998050128252,2.0466071678566496e-06,-0.013663313547715706,-0.012586958654780284,108.55135003185731,False
P3_dev_run0,31,1.045,0.405,shoulder,3,15,5,0.043482361433359186,0.03502968507492932,-0.013278577134358331,-0.012896738267043408,-0.000977590048742798,0.00020663068456326932,2.032926102447972e-06,-0.013612415555333197,-0.012562899846068542,108.35408800614687,False
P3_dev_run0,31,1.045,0.405,shoulder,4,15,5,0.043076783155146056,0.0347019087416832,-0.013261325311076324,-0.012882258762265937,-0.0009664977455094108,0.0002082173406956785,2.0271487254289308e-06,-0.013590880020663679,-0.012552704052678582,108.27053648065225,False
P3_dev_run0,31,1.045,0.405,shoulder,5,15,5,0.04342665500904957,0.03498466399005056,-0.01327620676560846,-0.012894748941593884,-0.0009760653810400409,0.00020684657759566092,2.032131836219652e-06,-0.013609456312024506,-0.012561499395177837,108.34261009676092,False
P3_dev_run0,31,1.045,0.405,shoulder,6,15,5,0.0447590311797677,0.03606154014051318,-0.013332972471919214,-0.012942377731713021,-0.0010126310438854814,0.00020185317788744638,2.0511948897240085e-06,-0.013680350391956857,-0.012594999811675377,108.61731319182218,False
P3_dev_run0,31,1.045,0.405,shoulder,7,15,5,0.04737237954959321,0.03817416735311743,-0.01344474861529453,-0.013036091908099425,-0.0010849523715170143,0.00019299760739245053,2.0889854781960812e-06,-0.013820101629518114,-0.01266073889387584,109.15714908395333,False
P3_dev_run0,31,1.045,0.405,shoulder,8,15,5,0.050700095083663944,0.04086508591208699,-0.013587914336108505,-0.013155987771619478,-0.0011781981273382793,0.0001832378091240771,2.1378799217437477e-06,-0.013999388577521671,-0.012744513530206312,109.84639424911063,False
P3_dev_run0,31,1.045,0.405,shoulder,9,15,5,0.05383150562823609,0.043398068124159556,-0.013723491090639459,-0.013269389351180072,-0.0012671293552216584,0.00017532026850652585,2.1846904599370105e-06,-0.01416946050155599,-0.012823419940263541,110.49673618709227,False
P3_dev_run0,31,1.045,0.405,shoulder,10,15,5,0.05393931815135203,0.043485290842850126,-0.013728173728365422,-0.013273303695007996,-0.00127021173555353,0.0001750666403212463,2.1863160283194575e-06,-0.014175339445525712,-0.012826137977847705,110.51915603908395,False
P3_dev_run0,31,1.045,0.405,shoulder,11,15,5,0.052995437486183385,0.042721701341000645,-0.013687211511409786,-0.013239056862216485,-0.001243272448853564,0.00017732794196792908,2.1721158241154e-06,-0.014123923293047475,-0.012802345080578795,110.32293852532939,False
P3_dev_run0,31,1.045,0.405,shoulder,12,15,5,0.05129866654570653,0.041349207547172404,-0.013613765666219042,-0.01317762118080016,-0.0011951083504877038,0.0001816373795001494,2.1467674880430836e-06,-0.014031796005953412,-0.01275959084106579,109.97057962699812,False
P3_dev_run0,31,1.045,0.405,shoulder,13,15,5,0.048912818584967585,0.039419715198688816,-0.013510905289875138,-0.013091514444615667,-0.0011279558024855942,0.00018828822471031453,2.111511009142806e-06,-0.01390291016088177,-0.012699509573609035,109.47596110147066,False
P3_dev_run0,31,1.045,0.405,shoulder,14,15,5,0.05144647684053921,0.0414687601519354,-0.013620154027274888,-0.013182966456109094,-0.0011992906075296871,0.00018124882413182914,2.148966560335082e-06,-0.01403980606692134,-0.012763314416462642,110.00125522891004,False
P3_dev_run0,31,1.045,0.405,shoulder,15,15,5,0.05295411927204251,0.04268827693634608,-0.013685420124473987,-0.013237558879763045,-0.0012420955812209472,0.00017742907461062573,2.171495841758444e-06,-0.014121675295551441,-0.012801303708685591,110.314352482474,False
P3_dev_run0,31,1.045,0.405,shoulder,16,15,5,0.05438764401542417,0.04384800612242818,-0.013747656520339137,-0.013289588186197581,-0.0012830441388700603,0.0001740245052315361,2.1930858425488845e-06,-0.014199803104066567,-0.012837441602470152,110.61240661327933,False
P3_dev_run0,31,1.045,0.405,shoulder,17,15,5,0.05636467356384274,0.04544769592292126,-0.01383377556177108,-0.013361537031489833,-0.0013399151656789347,0.00016965838415535693,2.2231321151559524e-06,-0.01430800513359343,-0.012887307459667484,111.02400698029598,False
P3_dev_run0,31,1.045,0.405,shoulder,18,15,5,0.05694315397814841,0.045915823536249616,-0.013859036922516334,-0.013382631706664204,-0.0013566429131699215,0.00016844756692541434,2.2319833347974323e-06,-0.014339764409165758,-0.012901904220014781,111.14455792440637,False
P3_dev_run0,31,1.045,0.405,shoulder,19,15,5,0.05737156943652941,0.04626252964908587,-0.01387776353122164,-0.013398266538675171,-0.001369056762190646,0.0001675692214425722,2.238555883158653e-06,-0.014363313901616664,-0.012912716168280148,111.23386988788526,False
P3_dev_run0,31,1.045,0.405,shoulder,20,15,5,0.05690958310441643,0.04588865604803965,-0.013857570154829664,-0.013381406997996064,-0.0013556710727970784,0.0001685170475138904,2.2314689219214054e-06,-0.014337920098818535,-0.012901057054007193,111.13756057969714,False
P3_dev_run0,31,1.045,0.405,shoulder,21,15,5,0.055153279955844486,0.0444674753379432,-0.013780968060040862,-0.013317424927086922,-0.001305013648468712,0.00017229032436418557,2.2046843790002812e-06,-0.014241643758487074,-0.012856749228640711,110.7717316812967,False
P3_dev_run0,31,1.045,0.405,shoulder,22,15,5,0.053202129312552034,0.04288890688326692,-0.01369617498767332,-0.013246551901024544,-0.0012491626733404876,0.00017682477307754172,2.1752193076773297e-06,-0.014135172209076155,-0.012807554679621708,110.36589390140834,False
P3_dev_run0,31,1.045,0.405,shoulder,23,15,5,0.05191511149136632,0.04184781481167903,-0.013640420658780702,-0.013199921994957595,-0.0012125674750912024,0.00018003386917768234,2.1559501794707834e-06,-0.014065221509893498,-0.012775121143844798,110.0985372390796,False
