point_id,scenario,t,p_t,q_star_t,gain_t_won,s_utilization
P3_dev_run0,shoulder,10,0.17280019603053423,0.15,215.2883513247687,0.2189692575889244
P3_dev_run0,shoulder,11,1.7064806873126355e-08,0.0,0.0,1.6329958730264457e-08
P3_dev_run0,shoulder,12,2.1385369377301237e-09,0.0,0.0,2.046446830363755e-09
P3_dev_run0,shoulder,13,-2.7316787650721814e-09,0.0,0.0,2.6140466651408436e-09
P3_dev_run0,shoulder,14,2.58113952715773e-10,0.0,0.0,2.4699899781413684e-10
P3_dev_run0,shoulder,15,2.103038621807831e-09,0.0,0.0,2.0124771500553404e-09
P3_dev_run0,shoulder,16,5.647139354644067e-09,0.0,0.0,5.403961104922553e-09
P3_dev_run0,shoulder,17,6.289101673793865e-09,0.0,0.0,6.01827911367834e-09
P3_dev_run0,shoulder,18,5.033267428776277e-09,0.0,0.0,4.816523855288304e-09
P3_dev_run0,shoulder,19,6.856543869848554e-09,0.0,0.0,6.561285999855076e-09
P3_dev_run0,shoulder,20,4.2645911658571715e-09,0.0,0.0,4.080948484073849e-09
P3_dev_run0,shoulder,21,6.470726307585617e-10,0.0,0.0,6.192082590991022e-10
P3_dev_run0,shoulder,22,-1.3458103624974693e-09,0.0,0.0,1.287856806217674e-09
P3_dev_run0,shoulder,23,-3.2578141529504486e-09,0.0,0.0,3.1175255052157405e-09
P3_dev_run0,summer_peak,0,-0.034091478438128375,0.05,56.59084916485221,0.05791038502667507
P3_dev_run0,summer_peak,1,-0.06355810905504006,0.05,73.72053963045668,0.07738564476537442
P3_dev_run0,summer_peak,2,-0.057400291232915235,0.05,56.35682828402704,0.07284549339803202
P3_dev_run0,summer_peak,3,-0.05635632783358857,0.05,49.66637340047562,0.07209518626631448
P3_dev_run0,summer_peak,4,-0.05716390590293158,0.05,46.28649678687216,0.07267507657343421
P3_dev_run0,summer_peak,5,-0.05799567369477798,0.05,46.54427265323855,0.07327605946577859
P3_dev_run0,summer_peak,6,-0.06033986673107028,0.05,52.48621573735385,0.07498937001581618
P3_dev_run0,summer_peak,7,-0.0607785793141416,0.05,64.46179239347637,0.07531310651326667
P3_dev_run0,summer_peak,8,-0.0627981402995329,0.05,85.97660179372947,0.0768153851609898
P3_dev_run0,summer_peak,9,-0.050633749098855874,0.05,94.92737222011509,0.0680959018678751
P3_dev_run0,summer_peak,10,-0.040066615750533774,0.05,94.83504719636035,0.06131375887032893
P3_dev_run0,summer_peak,11,-0.03903130793104176,0.1,100.92791504400887,0.10272468980427735
P3_dev_run0,summer_peak,12,-0.04638592805623487,0.1,123.89156986626928,0.10548760031116099
P3_dev_run0,summer_peak,13,-0.10676601298385818,0.15,241.06320687621434,0.17618828764155156
P3_dev_run0,summer_peak,14,-0.12414760048206197,0.2,316.45070197440344,0.22526207392927963
P3_dev_run0,summer_peak,15,-0.0881376323726405,0.15,261.8692406175759,0.16648584321409934
P3_dev_run0,summer_peak,16,-0.014257636062530055,0.05,56.090026905389394,0.04975414186769378
P3_dev_run0,summer_peak,17,0.13424909713403502,0.2,385.225252549571,0.23050647323601872
P3_dev_run0,summer_peak,18,0.13594957410497752,0.2,385.7189431050179,0.23141733199443634
P3_dev_run0,summer_peak,19,0.07558249320332687,0.15,237.27153214080363,0.16073340211386697
P3_dev_run0,summer_peak,20,-0.003013557967081429,0.02,12.750102122304861,0.01935479813905003
P3_dev_run0,summer_peak,21,-0.15654267935603283,0.2,368.0049254165604,0.24304262902018206
P3_dev_run0,summer_peak,22,-0.09965822752789338,0.15,212.9117617415085,0.17233321247612945
P3_dev_run0,summer_peak,23,-0.07744170427035918,0.1,142.67204869052415,0.12103359556926845
P3_dev_run0,winter_peak,0,-0.03759034727174915,0.05,83.634315430445,0.05986052643012621
P3_dev_run0,winter_peak,1,-0.06036904723792147,0.05,96.40977154837802,0.07501087344033587
P3_dev_run0,winter_peak,2,-0.056984207192559866,0.05,79.90021686982514,0.07254573079185787
P3_dev_run0,winter_peak,3,-0.05606766309287092,0.05,73.36349724936909,0.07188878802134094
P3_dev_run0,winter_peak,4,-0.057070761965676065,0.05,72.12826386918607,0.07260801019181622
P3_dev_run0,winter_peak,5,-0.058146697513163315,0.05,74.43112553108257,0.07338557784928987
P3_dev_run0,winter_peak,6,-0.06165990135734023,0.05,83.98800121230738,0.07596629749301172
P3_dev_run0,winter_peak,7,-0.07879229263987297,0.1,127.70741912251665,0.1218292142154985
P3_dev_run0,winter_peak,8,-0.18017425080272453,0.2,362.24015974128514,0.2575972054946982
P3_dev_run0,winter_peak,9,-0.03817591440763199,0.1,136.6990868811278,0.10242990162552539
P3_dev_run0,winter_peak,10,0.19117301866163725,0.2,600.2707521009521,0.26475742344822756
P3_dev_run0,winter_peak,11,0.15461267295160347,0.2,499.98345093717194,0.2419086491721623
P3_dev_run0,winter_peak,12,-0.006663274579044566,0.02,28.263546664533774,0.020172993914943746
P3_dev_run0,winter_peak,13,-0.2872137334652597,0.3,642.3391426956429,0.3974365890341623
P3_dev_run0,winter_peak,14,-0.09452997474688751,0.15,291.59183091267306,0.16966676144973497
P3_dev_run0,winter_peak,15,-0.043458467856121064,0.1,153.84881783472974,0.10433974452872193
P3_dev_run0,winter_peak,16,0.013641456195081503,0.05,55.12297247307453,0.04959568981821885
P3_dev_run0,winter_peak,17,0.13288442663075892,0.2,423.724044064528,0.22978121234262683
P3_dev_run0,winter_peak,18,0.04051932127997482,0.1,148.0884706994443,0.10325095179125504
P3_dev_run0,winter_peak,19,-0.10473285924170028,0.15,308.3133173260106,0.17506724399185764
P3_dev_run0,winter_peak,20,-0.1054906666899077,0.15,280.13911579687556,0.17548340063762174
P3_dev_run0,winter_peak,21,-0.07304896547647943,0.1,181.83884521563843,0.11850642655351262
P3_dev_run0,winter_peak,22,-0.06507704456106195,0.1,138.8171079193085,0.11417283281752849
P3_dev_run0,winter_peak,23,-0.05820249368554137,0.05,115.12807959206131,0.0734260703576649
