point_id,b,S,E,scenario,t,n_feasible,matrix_rank,n_unique_p,n_unique_q,a_P,a_Q,b_PP,b_QQ,b_PQ,relative_max_residual,rmse_mw,lambda_min_cost,lambda_max_cost,lambda_min_over_lambda_max_pct,is_psd_cost
P2_dev_run1,17,0.303,0.404,shoulder,14,37,5,9,17,-0.05971971934711422,-0.03486475728073548,0.024338506926808175,0.02321597728272011,0.001631655564855429,0.0007261298663376856,4.61466545904936e-06,0.022786993059803713,0.024767491149724572,92.0036386489518,True
P2_dev_run1,17,0.303,0.404,shoulder,15,37,5,9,17,-0.061476695323176414,-0.03588848391683196,0.024465275694806766,0.023312144812186665,0.0016873921051611257,0.0007136409002705908,4.656358489111345e-06,0.02286682438058669,0.02491059612640674,91.79557271351878,True
P2_dev_run1,17,0.303,0.404,shoulder,16,37,5,9,17,-0.06314769310549266,-0.03686196613684593,0.024586189266388118,0.02340376652612812,0.0017407269386423702,0.000702389575964709,4.696265544968151e-06,0.022942807067495134,0.025047148725021107,91.59847821151865,True
P2_dev_run1,17,0.303,0.404,shoulder,17,37,5,9,17,-0.06545286341868835,-0.03820466618775367,0.02475354940400163,0.023530416481227775,0.0018148254037834016,0.0006877905351719738,4.7517267593704125e-06,0.02304772001797194,0.02523624586725746,91.32784701497539,True
P2_dev_run1,17,0.303,0.404,shoulder,18,37,5,9,17,-0.06612749630836694,-0.03859757039195486,0.02480265156923502,0.02356753813131277,0.001836625786603506,0.0006837072772684981,4.768048058911285e-06,0.02307844455721006,0.025291745143337728,91.24892104683141,True
P2_dev_run1,17,0.303,0.404,shoulder,19,37,5,9,17,-0.06662716134256444,-0.03888855888026552,0.02483905470862032,0.023595048576987354,0.001852805685053055,0.0006807356420550324,4.780162710300477e-06,0.023101206653333376,0.0253328966322743,91.19054559241468,True
P2_dev_run1,17,0.303,0.404,shoulder,20,37,5,9,17,-0.06608834372450957,-0.03857476867706422,0.02479980039010189,0.023565383066876045,0.0018353591722008872,0.0006839420038231156,4.767099728315184e-06,0.023076661190563775,0.025288522266414155,91.253498118441,True
P2_dev_run1,17,0.303,0.404,shoulder,21,37,5,9,17,-0.06404031989572552,-0.037381929678927735,0.024650919060017335,0.023452773709994736,0.0017693480684615667,0.0006966141559127409,4.7176853384732506e-06,0.022983419402574683,0.025120273367437388,91.49350831654309,True
P2_dev_run1,17,0.303,0.404,shoulder,22,37,5,9,17,-0.061765762249029424,-0.03605689750120116,0.024486168311329916,0.023327983338407545,0.001696595797943165,0.0007116521470707974,4.6632442641869225e-06,0.022879964617026367,0.024934187032711094,91.76142212701862,True
P2_dev_run1,17,0.303,0.404,shoulder,23,37,5,9,17,-0.06026581073831865,-0.035182962208048105,0.02437786815050159,0.023245848932169036,0.0016489416428780296,0.0007221726751957516,4.627594911446358e-06,0.022811799036569276,0.02481191804610135,91.9388778980497,True
P3_dev_run0,31,1.045,0.405,summer,0,15,5,3,9,-0.05509776934369673,-0.04434152295230945,0.013691643131718861,0.013096869680828866,0.0010830454119856814,0.000474553056959682,1.1436582334743337e-05,0.012776449231196797,0.014012063581350931,91.18178173414336,True
P3_dev_run0,31,1.045,0.405,summer,1,15,5,3,9,-0.04999994077672817,-0.04021975029023167,0.013473704532905145,0.012917691658406854,0.0009449334544804229,0.0005205298581878548,1.1098373250373644e-05,0.012647507994047954,0.013743888197264045,92.02277996241017,True
P3_dev_run0,31,1.045,0.405,summer,2,15,5,3,9,-0.047844981496246344,-0.03847800045298514,0.013382217273416737,0.012842366571007721,0.0008874181443383018,0.000544027075352973,1.0957773345370173e-05,0.012592929393771754,0.013631654450652706,92.38005144099573,True
P3_dev_run0,31,1.045,0.405,summer,3,15,5,3,9,-0.046536605795588284,-0.03742068297995825,0.013326856288454062,0.012796754054373069,0.0008527486662005909,0.0005597615571570654,1.0873088894293291e-05,0.012559762178661811,0.01356384816416532,92.59733688145943,True
P3_dev_run0,31,1.045,0.405,summer,4,15,5,3,9,-0.04575643252659571,-0.036790278671310975,0.013293911525013892,0.012769599128797082,0.0008321655742095118,0.0005697379424978436,1.0822835775437279e-05,0.012539972084072308,0.013523538569738664,92.72700350877645,True
P3_dev_run0,31,1.045,0.405,summer,5,15,5,3,9,-0.045700224719267296,-0.0367448628966372,0.013291539928086914,0.01276764399711255,0.0008306852547794064,0.0005704749184148593,1.081922228686826e-05,0.01253854590086025,0.013520638024339216,92.73634778395035,True
P3_dev_run0,31,1.045,0.405,summer,6,15,5,3,9,-0.04652049534015997,-0.03740766473703726,0.013326175481890896,0.012796192981385443,0.0008523229491404451,0.0005599629087963178,1.0872049341762801e-05,0.01255935361766731,0.013563014845609029,92.60001379216473,True
P3_dev_run0,31,1.045,0.405,summer,7,15,5,3,9,-0.049168310149644,-0.039547539875576534,0.01343835324719415,0.012888593237387296,0.0009226764928006334,0.000529266341190283,1.104394798368086e-05,0.012626451832394034,0.013700494652187412,92.16055443938372,True
P3_dev_run0,31,1.045,0.405,summer,8,15,5,3,9,-0.05342021883009009,-0.04298494296329282,0.013619690491470453,0.01303775401276541,0.0010372775784223567,0.0004883914859950173,1.1324412706039208e-05,0.012734038546282349,0.013923405957953515,91.45778399866478,True
