method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate,free_zone_width_mvar,max_uncounted_loss_mva,n_free_zone_hours,n_vertex_stuck_hours,n_nonzero_q_hours,frac_in_free_zone,max_pad_mw,max_pad_scenario,max_pad_t,max_pad_unit,max_pad_annual_won_implied,qp_v2_correction
pwl,1,P1_old_full_opt,summer,0,0.01725101669800584,0.0,0.01725101669800584,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,1,0.0011278760375835668,0.0,0.0011278760375835668,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,2,7.133621414259868e-12,0.0,7.133621414259868e-12,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,3,0.014316646100815756,0.02,0.005683353899184245,0.28416769495921224,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,4,0.017251016698012437,0.0,0.017251016698012437,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,5,0.0172510166980123,0.0,0.0172510166980123,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,6,3.554220422883529e-06,0.0,3.554220422883529e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,7,3.6166791515272288e-06,0.0,3.6166791515272288e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,8,3.554224636479508e-06,0.0,3.554224636479508e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,9,4.189413106257167e-14,0.0,4.189413106257167e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,10,3.7756624842384206e-14,0.0,3.7756624842384206e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,11,4.026488005402473e-14,0.0,4.026488005402473e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,12,3.908103471380814e-14,0.0,3.908103471380814e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,13,3.657687327397051e-14,0.0,3.657687327397051e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,14,6.779683233402586e-14,0.0,6.779683233402586e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,15,0.012580620833563799,0.0,0.012580620833563799,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,16,0.08296582568136067,0.0,0.08296582568136067,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,17,3.4511021938553897e-10,0.0,3.4511021938553897e-10,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,18,5.536636493630885e-14,0.0,5.536636493630885e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,19,4.521817985147873e-14,0.0,4.521817985147873e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,20,4.411486905668811e-14,0.0,4.411486905668811e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,21,4.119456751917356e-14,0.0,4.119456751917356e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,22,3.816677368401183e-14,0.0,3.816677368401183e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,summer,23,1.063598719011876e-13,0.0,1.063598719011876e-13,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,0,0.017251016698341958,0.0,0.017251016698341958,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,1,1.392098202219725e-10,0.0,1.392098202219725e-10,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,2,1.374017115312286e-12,0.0,1.374017115312286e-12,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,3,0.05109010319625773,0.0,0.05109010319625773,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,4,0.05109010315595708,0.0,0.05109010315595708,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,5,0.01714929239053451,0.02,0.0028507076094654894,0.14253538047327446,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,6,3.554408038440245e-06,0.0,3.554408038440245e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,7,3.699498944711453e-06,0.0,3.699498944711453e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,8,3.759101650107452e-10,0.0,3.759101650107452e-10,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,9,0.011155198174699274,0.0,0.011155198174699274,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,10,0.05109010319637503,0.0,0.05109010319637503,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,11,0.051090103198893254,0.0,0.051090103198893254,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
pwl,1,P1_old_full_opt,winter,12,1.744104232449384e-12,0.0,1.744104232449384e-12,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True
