method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate,free_zone_width_mvar,max_uncounted_loss_mva,n_free_zone_hours,n_vertex_stuck_hours,n_nonzero_q_hours,frac_in_free_zone,max_pad_mw,max_pad_scenario,max_pad_t,max_pad_unit,max_pad_annual_won_implied,qp_v2_correction,p_ch,p_dis,p_net,s_app,q_penalty,pcs_true,pcs_charged,poly_n,s_cap,norm_true,s_app_deficit,at_s_cap
qp,,P1_old_full_opt,winter,9,0.06327212536716219,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.663709175044949e-17,0.06327212536716194,0.0632721253671619,0.08643133060297768,0.023159205235815886,0.0007862451734174828,0.0006947761570744772,12,0.17000294542687602,0.0894802978144113,0.0030489672114336203,False
qp,,P1_old_full_opt,winter,10,0.04555215193804482,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,0.1700029454268751,0.1700029454268751,0.17000294542687588,1.0565737469965648e-15,0.00017991163719372914,3.169721240989697e-17,12,0.17000294542687602,0.1759999999999994,0.0059970545731235225,True
qp,,P1_old_full_opt,winter,11,0.12445079348882589,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.889379358493147e-17,0.12445079348882945,0.1244507934888294,0.17000294542687042,0.0455521519380411,0.0015464761953349192,0.0013665645581412342,12,0.17000294542687602,0.17599999999999333,0.005997054573122912,True
qp,,P1_old_full_opt,winter,12,1.630646118667123e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.4389170246930036e-15,2.5860198698323065e-15,1.1471028451393029e-15,1.7677246536943022e-14,1.363378345577972e-14,4.559896769063615e-16,4.0901350367339197e-16,12,0.17000294542687602,1.6346758742018005e-14,-1.3304877949250176e-15,False
qp,,P1_old_full_opt,winter,13,1.4676938550780822e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,2.6281210014121312e-15,1.1974439083165127e-15,-1.4306770930956185e-15,1.5960879217760665e-14,1.2096926046680342e-14,3.9947478884286903e-16,3.629077814004106e-16,12,0.17000294542687602,1.474650338785791e-14,-1.214375829902757e-15,False
qp,,P1_old_full_opt,winter,14,1.469116424430509e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,6.654243069447699e-16,7.972340697972806e-16,1.318097628525107e-16,1.5873353658054002e-14,1.4110477786070436e-14,4.367983731302512e-16,4.2331433358211347e-16,12,0.17000294542687602,1.469175553386087e-14,-1.1815981241931306e-15,False
qp,,P1_old_full_opt,winter,15,1.527878828217985e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,9.20354572199923e-16,6.296995404791643e-16,-2.9065503172075874e-16,1.6505310785004463e-14,1.4632105089761172e-14,4.497269288668192e-16,4.3896315269283553e-16,12,0.17000294542687602,1.5281552660614722e-14,-1.2237581243897415e-15,False
qp,,P1_old_full_opt,winter,16,1.6245137051142362e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.4055134254952104e-15,1.4710592001496369e-15,6.554577465442649e-17,1.7553815934769773e-14,1.447786874860324e-14,4.853917052335537e-16,4.3433606245809753e-16,12,0.17000294542687602,1.6245269282439533e-14,-1.3085466523302392e-15,False
qp,,P1_old_full_opt,winter,17,1.9625151311509196e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,2.160434231291586e-15,3.6590727157311865e-15,1.4986384844396004e-15,2.1288775576786344e-14,1.543010397912414e-14,5.455095010074831e-16,4.629031193737246e-16,12,0.17000294542687602,1.9682288518022353e-14,-1.606487058763991e-15,False
qp,,P1_old_full_opt,winter,18,1.7478944943060833e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.5499606003427442e-15,7.661872619302625e-16,-7.837733384124817e-16,1.888959479456472e-14,1.6107040831263018e-14,5.013820610871445e-16,4.83211224937891e-16,12,0.17000294542687602,1.749650870798395e-14,-1.3930860865807698e-15,False
qp,,P1_old_full_opt,winter,19,1.683620457948305e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.0659641069548036e-15,7.825148396615387e-16,-2.8344926729326483e-16,1.81819635853365e-14,1.583390816695674e-14,4.966542352910178e-16,4.750172450087027e-16,12,0.17000294542687602,1.6838590443660512e-14,-1.3433731416759877e-15,False
qp,,P1_old_full_opt,winter,20,1.5995231577040845e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,7.427518883259576e-16,1.1634757441926937e-15,4.2072385586673603e-16,1.725473260993383e-14,1.4919828463749027e-14,4.674011979327697e-16,4.475948539124712e-16,12,0.17000294542687602,1.6000763786959046e-14,-1.2539688229747846e-15,False
qp,,P1_old_full_opt,winter,21,3.839081758774658e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.900315360262679e-14,3.269758031610957e-14,-1.6305573286517225e-14,5.912162585134492e-14,0.0,7.621336987636501e-16,0.0,12,0.17000294542687602,4.1710029911972205e-14,-1.7411595939372715e-14,False
qp,,P1_old_full_opt,winter,22,0.02874474257195799,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.028744742571958883,3.759776715117967e-17,-0.028744742571958845,0.03926604857853988,0.010521306006581181,0.0003571938666068414,0.00031563918019743574,12,0.17000294542687602,0.04065120479218688,0.0013851562136470014,False
qp,,P1_old_full_opt,winter,23,0.045552151939792104,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.1700029454259044,3.980731728616789e-14,-0.1700029454258646,0.17000294542687447,9.095655992339997e-13,0.00017991163720832914,2.7286967977020015e-14,12,0.17000294542687602,0.17599999999947558,0.005997054572601107,True
qp,,P1_old_full_opt,shoulder,0,0.0455521519380435,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,2.5006216097621802e-18,0.17000294542687602,0.17000294542687602,0.17000294542687602,2.050549468889214e-16,0.00017991163719371833,6.1516484066676475e-18,12,0.17000294542687602,0.17599999999999996,0.005997054573123939,True
qp,,P1_old_full_opt,shoulder,1,0.0088675315360036,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,3.414385205277573e-17,0.008867531536007112,0.008867531536007077,0.012113273347043669,0.0032457418110366024,0.000110191554809484,9.737225433109816e-05,12,0.17000294542687602,0.012540583362989874,0.0004273100159462046,False
qp,,P1_old_full_opt,shoulder,2,2.8332928430451915e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.1509755434248154e-15,0.0,-4.1509755434248154e-15,5.839251356496197e-15,2.030522986666722e-15,2.624318365713996e-17,6.09156896000017e-17,12,0.17000294542687602,5.025748331996147e-15,-8.135030245000505e-16,False
qp,,P1_old_full_opt,shoulder,3,0.03350707066788443,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.1250500901453069,0.0,-0.1250500901453069,0.1250500901453122,5.535387781248122e-15,0.00013233868620797046,1.660616334374438e-16,12,0.17000294542687602,0.1294613796855726,0.004411289540260377,False
qp,,P1_old_full_opt,shoulder,4,0.04555215193804388,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.1700029454268756,7.467781859304423e-18,-0.1700029454268756,0.17000294542687588,4.350573551547847e-16,0.00017991163719372166,1.3051720654643552e-17,12,0.17000294542687602,0.17599999999999966,0.005997054573123772,True
qp,,P1_old_full_opt,shoulder,5,0.027451890429482605,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.10245184984659232,0.0,-0.10245184984659232,0.10245184984659934,7.372323997637903e-15,0.0001084232981561593,2.211697199291373e-16,12,0.17000294542687602,0.10606595978513096,0.0036141099385316178,False
qp,,P1_old_full_opt,shoulder,6,1.1716873839617778e-05,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.1716873844375492e-05,3.935831666933944e-17,-1.1716873844336134e-05,1.6005547321915207e-05,4.28867347757614e-06,1.4559864154806698e-07,1.2866020432728433e-07,12,0.17000294542687602,1.6570161895938362e-05,5.646145740231555e-07,False
qp,,P1_old_full_opt,shoulder,7,1.17168738422945e-05,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.171687384446533e-05,3.45334245015245e-17,-1.1716873844430797e-05,1.600554732335703e-05,4.288673478924209e-06,1.4559864160401705e-07,1.286602043677264e-07,12,0.17000294542687602,1.6570161897898027e-05,5.646145745409976e-07,False
qp,,P1_old_full_opt,shoulder,8,5.148289104728017e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.126778124363047e-15,0.0,-4.126778124363047e-15,6.674444470225126e-15,2.69863736220593e-15,7.414023548860328e-17,8.095912086617797e-17,12,0.17000294542687602,6.598119307316487e-15,-7.63251629086393e-17,False
qp,,P1_old_full_opt,shoulder,9,4.351634756480791e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,1.989320956778741e-15,1.989320956778741e-15,4.91740436962282e-15,3.020272645486175e-15,8.386378156197064e-17,9.060817936458532e-17,12,0.17000294542687602,4.78478034217776e-15,-1.326240274450604e-16,False
qp,,P1_old_full_opt,shoulder,10,0.08893124475169005,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,2.0378333516799647e-17,0.1449580145137126,0.14495801451371257,0.17000294542687355,0.025044930913160963,0.0007531644086991475,0.0007513479273948295,12,0.17000294542687602,0.17006349480368413,6.054937681057582e-05,True
qp,,P1_old_full_opt,shoulder,11,0.033136187711356554,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.9771351020618408e-17,0.033136187711357505,0.033136187711357484,0.045264874198283706,0.012128686486926239,0.0004117637506615294,0.00036386059460778746,12,0.17000294542687602,0.046861646066741786,0.00159677186845808,False
qp,,P1_old_full_opt,shoulder,12,3.3206639690040807e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,4.711271363561858e-18,5.584172732565978e-16,5.537060018930359e-16,3.608641517061409e-15,3.1160474732112893e-15,8.438416428351449e-17,9.348142419633876e-17,12,0.17000294542687602,3.366511478010183e-15,-2.421300390512258e-16,False
qp,,P1_old_full_opt,shoulder,13,3.3188436785917506e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,9.384472862952143e-16,0.0,-9.384472862952143e-16,3.710003634295391e-15,2.8542464333615107e-15,7.531573625873553e-17,8.56273930008454e-17,12,0.17000294542687602,3.448971828253063e-15,-2.610318060423281e-16,False
qp,,P1_old_full_opt,shoulder,14,3.2914557642969337e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,5.2777205616846656e-17,1.0552779141886269e-16,5.2750585802016036e-17,3.561055134194348e-15,3.4777279219904193e-15,9.717383566644443e-17,1.0433183765971267e-16,12,0.17000294542687602,3.291878441350161e-15,-2.691766928441867e-16,False
qp,,P1_old_full_opt,shoulder,15,3.570097166482335e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,6.674868308229308e-16,6.674868308229308e-16,3.844623923591765e-15,3.2480962988335614e-15,8.893419096945973e-17,9.744288896500693e-17,12,0.17000294542687602,3.631959863138253e-15,-2.1266406045351204e-16,False
qp,,P1_old_full_opt,shoulder,16,7.514545653672576e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,6.666341801740646e-15,6.666341801740646e-15,9.790205628145012e-15,3.421727686806929e-15,1.013694288167533e-16,1.0265183060420796e-16,12,0.17000294542687602,1.0045322762299086e-14,2.551171341540743e-16,False
qp,,P1_old_full_opt,shoulder,17,2.543715084810522e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,2.300483517885498e-14,2.300483517885498e-14,3.203526100274201e-14,1.1827305487051064e-14,3.387592047032795e-16,3.548191646115322e-16,12,0.17000294542687602,3.429680866896429e-14,2.2615476662222795e-15,False
qp,,P1_old_full_opt,shoulder,18,1.1149856678387283e-14,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,1.0087830578571966e-14,1.0087830578571966e-14,1.4361315088328877e-14,4.919993470283232e-15,1.4844741077983895e-16,1.4759980410849708e-16,12,0.17000294542687602,1.5036077604566594e-14,6.747625162377167e-16,False
qp,,P1_old_full_opt,shoulder,19,0.0006782831901277015,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.9410567306837664e-17,0.000678283190127742,0.0006782831901277226,0.0009265520686745801,0.0002482688785468796,8.4286228944173e-06,7.448066356406395e-06,12,0.17000294542687602,0.000959237286608299,3.2685217933718885e-05,False
qp,,P1_old_full_opt,shoulder,20,7.081972967594428e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,0.0,5.580510092748019e-15,5.580510092748019e-15,8.870442708252045e-15,3.5305327999698285e-15,1.0307830270223762e-16,1.0591598399909495e-16,12,0.17000294542687602,9.016453516155936e-15,1.460108079038909e-16,False
qp,,P1_old_full_opt,shoulder,21,3.781106081306013e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,2.0754787180978015e-17,2.02761852499305e-16,1.8200706531832698e-16,4.005782961957915e-15,3.857208184726728e-15,1.0810431063850286e-16,1.1571624554180194e-16,12,0.17000294542687602,3.785484086601752e-15,-2.2029887535616306e-16,False
qp,,P1_old_full_opt,shoulder,22,3.5775984176103674e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.6540600098934578e-16,2.6466052071319392e-17,-1.389399489180264e-16,3.831377754699996e-15,3.7177423000080116e-15,1.032406618391593e-16,1.1153226900024046e-16,12,0.17000294542687602,3.5802953435566664e-15,-2.5108241114332972e-16,False
qp,,P1_old_full_opt,shoulder,23,3.804952222499793e-15,,,,False,0.04555215193804365,0.0013665645581413107,,,34,,,,,,,True,1.1388481661576367e-15,0.0,-1.1388481661576367e-15,4.178893712500062e-15,3.1323069315317955e-15,8.498644507564751e-17,9.396920794595395e-17,12,0.17000294542687602,3.971729668679218e-15,-2.071640438208447e-16,False
qp,,P2_dev_run1,summer,0,0.10484822627002997,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,5.4096218751173545e-17,0.17246777322978274,0.17246777322978268,0.2017855860861406,0.029317812856357917,0.0008810848877791913,0.0008795343856907383,12,0.29267552536558766,0.20183726948908903,5.168340294842144e-05,False
qp,,P2_dev_run1,summer,1,3.72165596765797e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,2.5602909197884827e-16,0.0,-2.5602909197884827e-16,4.06191337788267e-15,3.975828451571739e-15,1.0423269493369557e-16,1.1927485354715228e-16,12,0.29267552536558766,3.730452256435364e-15,-3.314611214473056e-16,False
qp,,P2_dev_run1,summer,2,5.946008035228427e-07,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,5.946008065112393e-07,0.0,-5.946008065112393e-07,8.122398052817016e-07,2.176389988595069e-07,7.388751484254616e-09,6.529169965785213e-09,12,0.29267552536558766,8.408925226530596e-07,2.865271737135803e-08,False
qp,,P2_dev_run1,summer,3,5.946008038624157e-07,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,5.946008078232753e-07,2.3721643826655475e-17,-5.946008077995536e-07,8.122398068509801e-07,2.1763899908443463e-07,7.388751480137896e-09,6.529169972533045e-09,12,0.29267552536558766,8.408925238041499e-07,2.8652716953169816e-08,False
qp,,P2_dev_run1,summer,4,0.05082625593849121,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.18968616952089315,4.204435510088597e-17,-0.1896861695208931,0.18968616952090067,7.615924803869304e-15,0.0002007421061196137,2.284777441160793e-16,12,0.29267552536558766,0.19637757305821354,0.006691403537312873,False
qp,,P2_dev_run1,summer,5,0.051870039207808326,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.1935816217140806,0.0,-0.1935816217140806,0.19358162171408747,7.047758276057547e-15,0.00020486460634997446,2.114327482817266e-16,12,0.29267552536558766,0.20041044192574642,0.006828820211658954,False
qp,,P2_dev_run1,summer,6,1.1297415351834006e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415353787513e-05,6.074871349167545e-17,-1.1297415353726763e-05,1.5432556369527324e-05,4.135141015789145e-06,1.4038627973811857e-07,1.2405423047367445e-07,12,0.29267552536558766,1.5976958011664045e-05,5.444016421367213e-07,False
qp,,P2_dev_run1,summer,7,1.1297415352554988e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415353597176e-05,5.2394805827478645e-17,-1.1297415353544782e-05,1.5432556369791096e-05,4.135141016241218e-06,1.4038627975501195e-07,1.2405423048723667e-07,12,0.29267552536558766,1.5976958012045176e-05,5.444016422540794e-07,False
qp,,P2_dev_run1,summer,8,1.1297415353403788e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415353587233e-05,5.091808609771816e-17,-1.1297415353536315e-05,1.543255637030072e-05,4.135141016746133e-06,1.4038627977309208e-07,1.240542305023841e-07,12,0.29267552536558766,1.597695801263938e-05,5.444016423386608e-07,False
qp,,P2_dev_run1,summer,9,6.835522194153484e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,2.936654407722882e-15,0.0,-2.936654407722882e-15,7.614893900406116e-15,5.087632782232244e-15,1.3508968762803898e-16,1.5262898346696747e-16,12,0.29267552536558766,7.439643995324177e-15,-1.7524990508193884e-16,False
qp,,P2_dev_run1,summer,10,5.541234248751634e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.2746368927335742e-16,2.0434681114386963e-17,-1.0702900815897046e-16,5.696959016205756e-15,5.670917814027798e-15,1.6305716332546671e-16,1.701275344208341e-16,12,0.29267552536558766,5.542267785674523e-15,-1.5469123053123306e-16,False
qp,,P2_dev_run1,summer,11,5.750250256422784e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,3.1995977115546204e-16,3.1995977115546204e-16,5.893684438866308e-15,5.724791713544218e-15,1.6317555982312726e-16,1.717437514063267e-16,12,0.29267552536558766,5.7591450985930325e-15,-1.3453934027327575e-16,False
qp,,P2_dev_run1,summer,12,5.632466779055701e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,2.4699814966915396e-16,2.4699814966915396e-16,5.781112844664433e-15,5.6764574624161054e-15,1.6172645340462907e-16,1.7029372387248332e-16,12,0.29267552536558766,5.637879929823451e-15,-1.4323291484098145e-16,False
qp,,P2_dev_run1,summer,13,5.283100552964732e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.7431532126760804e-16,0.0,-1.7431532126760804e-16,5.4531280450102795e-15,5.4172272472834545e-15,1.5334980620580281e-16,1.6251681741850377e-16,12,0.29267552536558766,5.285975528127697e-15,-1.6715251688258254e-16,False
qp,,P2_dev_run1,summer,14,6.7195305991103775e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,1.4814116071262165e-15,1.4814116071262165e-15,6.895826213208258e-15,5.669069903824408e-15,1.6198440547840846e-16,1.700720971147324e-16,12,0.29267552536558766,6.880891789739827e-15,-1.493442346843091e-17,False
qp,,P2_dev_run1,summer,15,0.06974046866043883,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,4.085397385478094e-17,0.06974046866043898,0.06974046866043894,0.09526725186199221,0.025526783201553264,0.0008666234389622866,0.0007658034960465987,12,0.29267552536558766,0.09862791662584847,0.0033606647638562553,False
qp,,P2_dev_run1,summer,16,0.10764109265823718,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,4.14885168410204e-17,0.10764109265823761,0.10764109265823757,0.14704046706226712,0.03939937440402954,0.0013375920134310224,0.0011819812321208873,12,0.29267552536558766,0.15222749310593828,0.005187026043671161,False
qp,,P2_dev_run1,summer,17,1.8384805024987894e-14,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,8.461246725804931e-15,8.461246725804931e-15,1.9132194094557203e-14,1.1202063246025084e-14,3.533152781718346e-16,3.360618973807528e-16,12,0.29267552536558766,2.0238422664866073e-14,1.1062285703088707e-15,False
qp,,P2_dev_run1,summer,18,7.639512351966531e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,1.1964848126728337e-15,1.1964848126728337e-15,7.72392441439013e-15,6.730449590405267e-15,1.9608466243483417e-16,2.0191348771215817e-16,12,0.29267552536558766,7.7326402271673e-15,8.715812777169667e-18,False
qp,,P2_dev_run1,summer,19,7.064185723607497e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,3.6331591974609447e-16,3.6331591974609447e-16,7.149314760240549e-15,6.883118778516441e-15,2.013061928211217e-16,2.0649356335549343e-16,12,0.29267552536558766,7.073522347116811e-15,-7.579241312373768e-17,False
qp,,P2_dev_run1,summer,20,6.833996374681483e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.841205616456675e-18,2.7545169445145227e-16,2.736104888349956e-16,6.928507850679664e-15,6.735710227633965e-15,1.9697582759229967e-16,2.0207130682901913e-16,12,0.29267552536558766,6.839471408578311e-15,-8.90364421013529e-17,False
qp,,P2_dev_run1,summer,21,6.1906258683075724e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.9190214604971646e-16,1.233058633223195e-17,-1.795715597174845e-16,6.320145312221048e-15,6.221748860939945e-15,1.8040974534549828e-16,1.8665246582819852e-16,12,0.29267552536558766,6.193229737900755e-15,-1.269155743202931e-16,False
qp,,P2_dev_run1,summer,22,6.214658090722796e-15,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.585877139080223e-15,0.0,-1.585877139080223e-15,6.484232773548787e-15,5.192858801661776e-15,1.4483803907692675e-16,1.5578576404985341e-16,12,0.29267552536558766,6.413811774977777e-15,-7.04209985710107e-17,False
qp,,P2_dev_run1,summer,23,0.005581773767567257,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.005581773767567302,3.50793377472582e-17,-0.0055817737675672675,0.00762484476467466,0.002043070997107409,6.936139189874172e-05,6.129212991322232e-05,12,0.29267552536558766,0.00789382016419199,0.00026897539951732923,False
qp,,P2_dev_run1,winter,0,0.1254749477986896,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.6166944050455016e-16,0.17246777322978363,0.17246777322978346,0.2120989468504714,0.03963117362068798,0.0012244186310982888,0.0011889352086206404,12,0.29267552536558766,0.21328172759972638,0.0011827807492549858,False
qp,,P2_dev_run1,winter,1,1.9960539008680166e-14,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,3.9530187768211736e-16,0.0,-3.9530187768211736e-16,2.0927923696569935e-14,2.1903211394688577e-14,5.87074531792951e-16,6.570963418406579e-16,12,0.29267552536558766,1.9964452937447136e-14,-9.63470759122799e-16,False
qp,,P2_dev_run1,winter,2,5.946008069778102e-07,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,5.946008087481187e-07,1.3817768174225195e-16,-5.946008086099411e-07,8.122398099846123e-07,2.1763900154894806e-07,7.3887515391046824e-09,6.529170046468448e-09,12,0.29267552536558766,8.408925265800969e-07,2.8652716595484637e-08,False
qp,,P2_dev_run1,winter,3,0.06815754888760275,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0891794984767732,1.447469194084483e-16,-0.08917949847677306,0.11131048562144297,0.0221309871446701,0.0006918974777243416,0.0006639296143401036,12,0.29267552536558766,0.1122427477342511,0.0009322621128081271,False
qp,,P2_dev_run1,winter,4,0.07620714365879024,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.28440893203406986,0.0,-0.28440893203406986,0.2844089320341082,4.999504170545867e-14,0.0003009858239006777,1.4998512511637616e-15,12,0.29267552536558766,0.2944417928307591,0.010032860796650889,False
qp,,P2_dev_run1,winter,5,0.009687581203164165,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.00968758120316969,1.4694752410776437e-16,-0.009687581203169543,0.013233482024752193,0.003545900821582814,0.00012038182562819075,0.00010637702464748452,12,0.29267552536558766,0.01370030872410923,0.0004668266993570376,False
qp,,P2_dev_run1,winter,6,1.129741535144222e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415354349146e-05,1.3910751508278756e-16,-1.1297415354210038e-05,1.5432556370358578e-05,4.135141016315778e-06,1.4038627972556112e-07,1.2405423048947347e-07,12,0.29267552536558766,1.5976958011728738e-05,5.444016413701599e-07,False
qp,,P2_dev_run1,winter,7,1.1297415352860547e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415353842278e-05,1.178209561868225e-16,-1.1297415353724458e-05,1.5432556370771998e-05,4.135141017219948e-06,1.4038627975991506e-07,1.2405423051659853e-07,12,0.29267552536558766,1.597695801238829e-05,5.444016416162907e-07,False
qp,,P2_dev_run1,winter,8,1.1297415354275434e-05,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.1297415352982977e-05,8.449387148199057e-17,-1.1297415352898484e-05,1.5432556371085285e-05,4.135141018365814e-06,1.4038627979718702e-07,1.2405423055097452e-07,12,0.29267552536558766,1.5976958012804714e-05,5.444016417194289e-07,False
qp,,P2_dev_run1,winter,9,1.0375805377999476e-13,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,7.144632415302871e-14,7.144632415302871e-14,1.2860482424331693e-13,6.648716906705135e-14,1.6359329479620865e-15,1.9946150720115422e-15,12,0.29267552536558766,1.2597742241843155e-13,-2.6274018248853853e-15,False
qp,,P2_dev_run1,winter,10,0.07842217066606977,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,0.2926755253655833,0.2926755253655833,0.29267552536558705,4.220118571341529e-15,0.00030973423903242177,1.2660355714024598e-16,12,0.29267552536558766,0.3029999999999973,0.010324474634410274,True
qp,,P2_dev_run1,winter,11,0.052244647431273855,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.0287854276406496e-16,0.05224464743127362,0.052244647431273515,0.07136751560288207,0.019122868171608652,0.0006492132458230331,0.00057368604514826,12,0.29267552536558766,0.07388508895870793,0.002517573355825864,False
qp,,P2_dev_run1,winter,12,2.651356422583451e-14,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,0.0,1.9492288442094396e-15,1.9492288442094396e-15,2.6370213923537415e-14,2.7069247945176967e-14,7.390767209236288e-16,8.120774383553098e-16,12,0.29267552536558766,2.658511954166371e-14,2.149056181262946e-16,False
qp,,P2_dev_run1,winter,13,3.137718172615117e-14,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,1.3263079371897092e-14,0.0,-1.3263079371897092e-14,3.348439990494647e-14,2.3641941847284807e-14,6.240631593393665e-16,7.092582554185449e-16,12,0.29267552536558766,3.406518468320929e-14,5.807847782628177e-16,False
qp,,P2_dev_run1,winter,14,2.4806622738411603e-14,,,,False,0.07842217066606379,0.0023526651199819158,,,28,,,,,,,True,5.782290763849568e-16,0.0,-5.782290763849568e-16,2.487716913353608e-14,2.6702762810813422e-14,7.270539555529613e-16,8.010828843244033e-16,12,0.29267552536558766,2.4813360928150313e-14,-6.380820538576568e-17,False
