point_id,bus,S,scenario,t,p_level,q_level,feasible,A,B,C,dLoss_total,alpha,dloss_ratio_to_p0,identity_abs_mw
P2_dev_run1,17,0.303,winter,9,0.1515,0.0375,True,0.0008200091351957418,2.9290780990131655e-05,1.562950260386385e-05,0.000864929418791266,0.9480647985609045,0.9895365267776075,1.5286166429873127e-15
P2_dev_run1,17,0.303,winter,9,0.1515,0.05,True,0.0010795745229462933,3.83127585883048e-05,2.0764860146626196e-05,0.0011386521416818507,0.948116183535828,0.9894970529075264,6.264520152621245e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.0625,True,0.0013322637503584201,4.696486231421323e-05,2.5869661167056968e-05,0.0014050982738406659,0.9481641072099808,0.9894565097160503,9.755651148024569e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.075,True,0.0015780823989024772,5.52476436341311e-05,3.094789373312913e-05,0.0016642779362678328,0.9482084479479128,0.9894148570706727,1.904509536188037e-15
P2_dev_run1,17,0.303,winter,9,0.1515,0.1,True,0.0020491302267765747,7.070743158192491e-05,4.1040536485306375e-05,0.0021608781948445066,0.9482858551053253,0.9893280517470615,7.008282842946301e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.125,True,0.0024927624198597988,8.469646810815466e-05,5.1074416348057063e-05,0.002628533304315117,0.9483472839273405,0.9892362719219029,8.933825901280557e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.15,True,0.002909023199080798,9.721903769818263e-05,6.108094173274602e-05,0.003067323178511272,0.9483914898373034,0.9891391123765202,4.544975507059235e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.175,True,0.003297956593982064,0.00010827936334871388,7.109130329456767e-05,0.0034773272606281047,0.9484170878372715,0.9890361223957828,2.759511369410106e-15
P2_dev_run1,17,0.303,winter,9,0.1515,0.2,True,0.0036596064444243694,0.00011788160739543109,8.113647571702108e-05,0.0038586245275349373,0.9484225319954337,0.9889267992689621,1.8843433757798067e-15
P2_dev_run1,17,0.303,winter,9,0.1515,0.25,True,0.0043012299313346,0.0001327282037927885,0.00010145408260240622,0.0045354122177296285,0.9483658209766306,0.9886868342516942,1.6653345369377348e-16
P2_dev_run1,17,0.303,winter,9,0.1515,0.3,False,0.00483424063528613,0.00014179092127281556,0.00012227730653281972,0.005098308863091761,0.9482047410431914,0.9884138216107936,4.336808689942018e-18
P2_dev_run1,17,0.303,winter,9,0.1515,0.4,False,0.005575796921153205,0.00014268853664606586,0.0001663981129280205,0.005884883570725141,0.9474778649641407,0.9877389622175501,2.149322386735264e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.0,True,0.0,0.0,0.0,0.0,nan,nan,0.0
P2_dev_run1,17,0.303,winter,9,0.303,0.0375,False,0.0008160860707590544,2.7680601720052876e-05,1.3636048019295112e-05,0.0008574027204996115,0.9518118513590885,0.9809254855483299,1.209210682973083e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.05,False,0.0010743903497065627,3.622143750210104e-05,1.8109482653875863e-05,0.0011287212698616877,0.9518650692550671,0.9808670525420599,8.519660671391094e-16
P2_dev_run1,17,0.303,winter,9,0.303,0.0625,False,0.001325841669032293,4.442012026054334e-05,2.2553562498802324e-05,0.001392815351789839,0.9519148875897431,0.9808069957227652,1.7997756063259374e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.075,False,0.0015704455571097199,5.227715933760734e-05,2.6972228472967947e-05,0.0016496949449208709,0.9519611864877525,0.9807452544851973,5.757113535898029e-16
P2_dev_run1,17,0.303,winter,9,0.303,0.1,False,0.002039133095628681,6.696833022287833e-05,3.574901444877838e-05,0.002141850440299048,0.95204270908102,0.9806164587574647,1.289766904388756e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.125,False,0.0024804969579642904,8.029895967664456e-05,4.447109637045208e-05,0.002605267014009316,0.9521085342215985,0.9804801118817087,2.0708261494473135e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.15,False,0.0028945809475422494,9.227299915013818e-05,5.316951451805516e-05,0.003040023461208158,0.952157437098164,0.9803355998120442,2.284630817861455e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.175,False,0.0032814286795247176,0.0001028943412681007,6.187509539160148e-05,0.0034461981161815203,0.9521880544582935,0.9801822395112058,2.899590290095233e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.2,False,0.003641083582408039,0.00011216682035750146,7.061845344668971e-05,0.003823868856213719,0.9521988643756292,0.9800192689946718,1.4888264232570947e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.25,False,0.00427898769041685,0.0001266802443450798,8.833990905408138e-05,0.0044940078438139575,0.9521540324650113,0.9796609822661055,2.0539125955565396e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.3,False,0.004808637016802642,0.00013584279503188113,0.00010657462069036632,0.005051054432522517,0.9520065722992396,0.9792525617575285,2.3722343533982837e-15
P2_dev_run1,17,0.303,winter,9,0.303,0.4,False,0.005544531865027193,0.00013822900810371154,0.00014553039951445719,0.005828291272643504,0.9513134477427021,0.9782403175791525,1.8578888427711604e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.0,True,0.0,0.0,0.0,0.0,nan,nan,0.0
P2_dev_run1,17,0.303,winter,10,-0.303,0.0375,False,0.0008427730732853401,3.545152453503576e-05,2.567718111745742e-05,0.0009039017789322923,0.9323724025422777,1.0268010953681654,5.5410320429216675e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.05,False,0.001109769457168104,4.634582738049215e-05,3.4148484972537016e-05,0.0011902637695197504,0.9323727106436883,1.0269438789207959,1.3827914507880124e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.0625,False,0.001369811489929673,5.677986965353654e-05,4.2582864167294906e-05,0.0014691742237504801,0.9323683112495973,1.0270903805365577,2.45029690981724e-17
P2_dev_run1,17,0.303,winter,10,-0.303,0.075,False,0.001622904932356122,6.675434629866511e-05,5.098446848275069e-05,0.0017406437471389757,0.9323590395930379,1.027240739340837,1.437868921150276e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.1,False,0.0021082690279103124,8.532736701568082e-05,6.770587801007737e-05,0.0022613022729349175,0.9323251708291147,1.0275536210723542,1.1531574306555825e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.125,False,0.0025659075786956453,0.0001020703725933571,8.434561789012575e-05,0.0027523235691768178,0.9322695948365813,1.0278837877474374,2.310651670001107e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.15,False,0.0029958662165642854,0.00011698877582055816,0.00010093635914518337,0.003213791351531159,0.9321906399234516,1.0282326399332316,1.1319070680748666e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.175,False,0.003398190371315888,0.00013008791893021627,0.00011751054140044542,0.003645788831647262,0.9320864504871769,1.0286017345185683,7.125376677574735e-16
P2_dev_run1,17,0.303,winter,10,-0.303,0.2,False,0.0037729252725018534,0.00014137307431000257,0.00013410037482469158,0.004048398721639701,0.9319549609416253,1.0289928067942902,3.152859917587847e-15
P2_dev_run1,17,0.303,winter,10,-0.303,0.25,False,0.004439807240904738,0.0001585221706735138,0.00016745470012416067,0.004765784111702587,0.9316005796407355,1.0298488810780329,1.7433970933566911e-16
P2_dev_run1,17,0.303,winter,10,-0.303,0.3,False,0.0049968700088663925,0.0001684768592534792,0.00020125249900678605,0.005366599367126579,0.9311054668017543,1.0308194446470267,7.892991815694472e-17
P2_dev_run1,17,0.303,winter,10,-0.303,0.4,False,0.005782954016520932,0.0001669609572615476,0.0002711734789837889,0.00622108845276545,0.9295727042669271,1.033206013067225,8.187894806610529e-16
P2_dev_run1,17,0.303,winter,10,-0.1515,0.0,True,0.0,0.0,0.0,0.0,nan,nan,0.0
P2_dev_run1,17,0.303,winter,10,-0.1515,0.0375,True,0.0008361112188055902,3.3364412953181125e-05,2.1746714760020222e-05,0.0008912223465166735,0.9381623138978907,1.012397699560733,2.1180973641676815e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.05,True,0.0011009382901951592,4.3623060407222165e-05,2.8912873762625885e-05,0.0011734742243654783,0.9381870239122289,1.0124580808417694,4.709774237277031e-16
P2_dev_run1,17,0.303,winter,10,-0.1515,0.0625,True,0.0013588365632571076,5.3451390397023635e-05,3.6044521751755565e-05,0.0014483324754073212,0.938207618989525,1.0125200464735378,1.4343994741983224e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.075,True,0.0016098117391286579,6.28500496367125e-05,4.3145753979954596e-05,0.0017158075427440023,0.9382239552078021,1.012583655714709,1.3225098099978183e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.1,True,0.0020910155433840998,8.036092728174258e-05,5.727328001498759e-05,0.0022286497506793235,0.938243231242024,1.012716056947265,1.506607338885857e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.125,True,0.002544595065172073,9.616079341794536e-05,7.132792582442655e-05,0.0027120837844163137,0.9382435305993737,1.0128558227069246,1.8687308644960154e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.15,True,0.0029705954671309463,0.00011025468105754293,8.534193671594486e-05,0.003166192084901931,0.9382233886870944,1.0130035493571619,2.5032059758345326e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.175,True,0.003369061713477463,0.0001226475556871317,9.934733122201651e-05,0.00359105660038328,0.938181178519402,1.0131598999494589,3.331102754744464e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.2,True,0.003740038571741454,0.00013334431602409966,0.00011337590298366498,0.003986758790749306,0.9381150874789991,1.0133256134522708,8.760353553682876e-17
P2_dev_run1,17,0.303,winter,10,-0.1515,0.25,True,0.004399702219945959,0.00014966876365620245,0.0001416286396129979,0.0046909996232142315,0.9379029148016265,1.0136885347453888,9.280770596475918e-16
P2_dev_run1,17,0.303,winter,10,-0.1515,0.3,False,0.004949940671865604,0.00015926589063014883,0.00017035006776388572,0.005279556630258281,0.9375674925989852,1.0141002264715926,1.3574211199518516e-15
P2_dev_run1,17,0.303,winter,10,-0.1515,0.4,False,0.005723543820940013,0.000158424644089893,0.0002301813358415309,0.006112149800871103,0.9364207369597346,1.0151133479255419,3.3480163086352377e-16
P2_dev_run1,17,0.303,winter,10,0.0,0.0,True,0.0,0.0,0.0,0.0,nan,nan,0.0
P2_dev_run1,17,0.303,winter,10,0.0,0.0375,True,0.0008303765566534101,3.1453583898737824e-05,1.8478405097974942e-05,0.0008803085456469961,0.9432789909396054,1.0,3.1267306452309462e-15
P2_dev_run1,17,0.303,winter,10,0.0,0.05,True,0.0010933417731474996,4.1133814683324776e-05,2.4559286376802988e-05,0.0011590348742042123,0.9433208590019199,1.0,3.415236843329339e-15
P2_dev_run1,17,0.303,winter,10,0.0,0.0625,True,0.0013494029446052154,5.041291332477405e-05,3.060764870014059e-05,0.001430423506627504,0.9433590390210309,1.0,2.626154502194389e-15
P2_dev_run1,17,0.303,winter,10,0.0,0.075,True,0.0015985657148168252,5.929148012147591e-05,3.6627535344868926e-05,0.0016944847302842736,0.9433934022814378,1.0,1.1035009711557464e-15
P2_dev_run1,17,0.303,winter,10,0.0,0.1,True,0.0020762185669926537,7.584940609825611e-05,4.859798395855948e-05,0.0022006659570475984,0.9434501226065665,1.0,1.8708992688409865e-15
P2_dev_run1,17,0.303,winter,10,0.0,0.125,True,0.0025263452370198145,9.081232588146131e-05,6.050269595826957e-05,0.0026776602588590437,0.9434898354492124,1.0,5.0133508455729725e-16
