method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err
pwl,1,P1_old_full_opt,summer_peak,2,0.17599997271057388,0.0,0.17599997271057388,
pwl,1,P1_old_full_opt,summer_peak,3,0.1759999701072682,0.0,0.1759999701072682,
pwl,1,P1_old_full_opt,summer_peak,4,0.17599996796822895,0.02,0.15599996796822896,7.799998398411447
pwl,1,P1_old_full_opt,summer_peak,5,0.17599996776418672,0.02,0.15599996776418673,7.799998388209336
pwl,1,P1_old_full_opt,summer_peak,6,0.175999969871946,0.02,0.155999969871946,7.7999984935973
pwl,1,P1_old_full_opt,summer_peak,7,0.17599997467465447,0.02,0.15599997467465448,7.799998733732724
pwl,1,P1_old_full_opt,summer_peak,8,0.17599998026059538,0.02,0.1559999802605954,7.799999013029769
pwl,1,P1_old_full_opt,summer_peak,9,0.1759999842512383,0.02,0.15599998425123832,7.799999212561915
pwl,1,P1_old_full_opt,summer_peak,10,0.17599998625317953,0.02,0.15599998625317954,7.799999312658977
pwl,1,P1_old_full_opt,summer_peak,11,0.17599998693180605,0.02,0.15599998693180606,7.799999346590303
pwl,1,P1_old_full_opt,summer_peak,12,0.1759999870598945,0.02,0.1559999870598945,7.799999352994726
pwl,1,P1_old_full_opt,summer_peak,13,0.17599998605123085,0.05,0.12599998605123086,2.5199997210246172
pwl,1,P1_old_full_opt,summer_peak,14,0.17599998731644864,0.05,0.12599998731644863,2.5199997463289723
pwl,1,P1_old_full_opt,summer_peak,15,0.17599998749318724,0.05,0.12599998749318725,2.5199997498637448
pwl,1,P1_old_full_opt,summer_peak,16,0.17599998907395853,0.02,0.15599998907395854,7.799999453697927
pwl,1,P1_old_full_opt,summer_peak,17,0.11257112869869507,0.1,0.012571128698695061,0.1257112869869506
pwl,1,P1_old_full_opt,summer_peak,18,0.10962662527822958,0.1,0.009626625278229578,0.09626625278229578
pwl,1,P1_old_full_opt,summer_peak,19,0.07956699700872161,0.1,0.0204330029912784,0.20433002991278398
pwl,1,P1_old_full_opt,summer_peak,20,0.022907841286650167,0.0,0.022907841286650167,
pwl,1,P1_old_full_opt,summer_peak,21,0.17599997321130353,0.1,0.07599997321130353,0.7599997321130353
pwl,1,P1_old_full_opt,summer_peak,22,0.17599991947971302,0.05,0.125999919479713,2.51999838959426
pwl,1,P1_old_full_opt,summer_peak,23,0.13293155775041668,0.05,0.08293155775041668,1.6586311550083335
pwl,1,P1_old_full_opt,winter_peak,0,0.17599999902386385,0.0,0.17599999902386385,
pwl,1,P1_old_full_opt,winter_peak,1,0.17599999878686554,0.02,0.15599999878686555,7.7999999393432775
pwl,1,P1_old_full_opt,winter_peak,2,0.17599999861094184,0.02,0.15599999861094185,7.799999930547092
pwl,1,P1_old_full_opt,winter_peak,3,0.17599999851838868,0.02,0.1559999985183887,7.799999925919434
pwl,1,P1_old_full_opt,winter_peak,4,0.17599999847600858,0.02,0.1559999984760086,7.79999992380043
pwl,1,P1_old_full_opt,winter_peak,5,0.17599999849743891,0.02,0.15599999849743892,7.799999924871946
pwl,1,P1_old_full_opt,winter_peak,6,0.17599999859694415,0.02,0.15599999859694416,7.799999929847208
pwl,1,P1_old_full_opt,winter_peak,7,0.17599999881658548,0.05,0.12599999881658547,2.519999976331709
pwl,1,P1_old_full_opt,winter_peak,8,0.17599999907829428,0.05,0.1259999990782943,2.519999981565886
pwl,1,P1_old_full_opt,winter_peak,9,0.17599999929577392,0.05,0.12599999929577393,2.5199999859154785
pwl,1,P1_old_full_opt,winter_peak,10,0.047158478526535166,0.0,0.047158478526535166,
pwl,1,P1_old_full_opt,winter_peak,11,0.11048345590164765,0.05,0.06048345590164765,1.2096691180329529
pwl,1,P1_old_full_opt,winter_peak,12,0.17599999930743807,0.02,0.15599999930743808,7.799999965371904
pwl,1,P1_old_full_opt,winter_peak,13,0.1759999992256313,0.1,0.0759999992256313,0.759999992256313
pwl,1,P1_old_full_opt,winter_peak,14,0.17599999927371804,0.1,0.07599999927371803,0.7599999927371803
pwl,1,P1_old_full_opt,winter_peak,15,0.17599999929489682,0.05,0.1259999992948968,2.519999985897936
pwl,1,P1_old_full_opt,winter_peak,16,0.17599999931931135,0.0,0.17599999931931135,
pwl,1,P1_old_full_opt,winter_peak,17,0.14628434649926406,0.1,0.04628434649926405,0.4628434649926405
pwl,1,P1_old_full_opt,winter_peak,18,0.17599999929837915,0.05,0.12599999929837913,2.5199999859675826
pwl,1,P1_old_full_opt,winter_peak,19,0.17599999925345594,0.05,0.12599999925345595,2.519999985069119
pwl,1,P1_old_full_opt,winter_peak,20,0.17599999920258175,0.05,0.12599999920258176,2.519999984051635
pwl,1,P1_old_full_opt,winter_peak,21,0.17599999913860745,0.02,0.15599999913860746,7.799999956930373
pwl,1,P1_old_full_opt,winter_peak,22,0.1759999990489758,0.02,0.15599999904897582,7.799999952448791
pwl,1,P1_old_full_opt,winter_peak,23,0.17599999900498978,0.02,0.1559999990049898,7.7999999502494894
pwl,1,P2_dev_run1,summer,0,0.04621258910080441,0.1,0.053787410899195594,0.5378741089919559
pwl,1,P2_dev_run1,summer,1,1.1499127430746956e-13,0.0,1.1499127430746956e-13,
pwl,1,P2_dev_run1,summer,2,5.240517975654198e-08,0.0,5.240517975654198e-08,
pwl,1,P2_dev_run1,summer,3,0.0,0.0,0.0,
pwl,1,P2_dev_run1,summer,4,0.021506857777475033,0.05,0.02849314222252497,0.5698628444504994
pwl,1,P2_dev_run1,summer,5,0.0811886051809966,0.0,0.0811886051809966,
pwl,1,P2_dev_run1,summer,6,3.0271308485539654e-06,0.0,3.0271308485539654e-06,
pwl,1,P2_dev_run1,summer,7,3.0271313432877173e-06,0.0,3.0271313432877173e-06,
pwl,1,P2_dev_run1,summer,8,3.027130516439459e-06,0.0,3.027130516439459e-06,
pwl,1,P2_dev_run1,summer,9,1.6084106759782943e-13,0.0,1.6084106759782943e-13,
pwl,1,P2_dev_run1,summer,10,1.371556892249484e-13,0.0,1.371556892249484e-13,
pwl,1,P2_dev_run1,summer,11,1.4179981749894517e-13,0.0,1.4179981749894517e-13,
pwl,1,P2_dev_run1,summer,12,1.3767039634230395e-13,0.0,1.3767039634230395e-13,
pwl,1,P2_dev_run1,summer,13,1.3194617300505675e-13,0.0,1.3194617300505675e-13,
pwl,1,P2_dev_run1,summer,14,1.4882383823055571e-13,0.0,1.4882383823055571e-13,
pwl,1,P2_dev_run1,summer,15,1.1220321215550503e-12,0.0,1.1220321215550503e-12,
pwl,1,P2_dev_run1,summer,16,0.046182345068935836,0.1,0.05381765493106417,0.5381765493106416
pwl,1,P2_dev_run1,summer,17,1.8970703010771872e-13,0.0,1.8970703010771872e-13,
pwl,1,P2_dev_run1,summer,18,1.572566867831972e-13,0.0,1.572566867831972e-13,
pwl,1,P2_dev_run1,summer,19,1.524199664952749e-13,0.0,1.524199664952749e-13,
pwl,1,P2_dev_run1,summer,20,1.4996483190196795e-13,0.0,1.4996483190196795e-13,
pwl,1,P2_dev_run1,summer,21,1.4398716555428886e-13,0.0,1.4398716555428886e-13,
pwl,1,P2_dev_run1,summer,22,1.392077987618255e-13,0.0,1.392077987618255e-13,
pwl,1,P2_dev_run1,summer,23,1.7090032998331271e-13,0.0,1.7090032998331271e-13,
pwl,1,P2_dev_run1,winter,0,0.046212600438293866,0.1,0.05378739956170614,0.5378739956170614
pwl,1,P2_dev_run1,winter,1,3.961197178898947e-12,0.0,3.961197178898947e-12,
pwl,1,P2_dev_run1,winter,2,1.9546543260927306e-07,0.0,1.9546543260927306e-07,
pwl,1,P2_dev_run1,winter,3,0.021506871214494423,0.05,0.02849312878550558,0.5698625757101116
pwl,1,P2_dev_run1,winter,4,0.08118860530675971,0.0,0.08118860530675971,
pwl,1,P2_dev_run1,winter,5,3.0271340614996173e-06,0.0,3.0271340614996173e-06,
pwl,1,P2_dev_run1,winter,6,3.027134425764713e-06,0.0,3.027134425764713e-06,
pwl,1,P2_dev_run1,winter,7,3.027143365301519e-06,0.0,3.027143365301519e-06,
pwl,1,P2_dev_run1,winter,8,3.02714175291635e-06,0.0,3.02714175291635e-06,
pwl,1,P2_dev_run1,winter,9,1.238378084137082e-11,0.0,1.238378084137082e-11,
pwl,1,P2_dev_run1,winter,10,0.08118860530679455,0.0,0.08118860530679455,
pwl,1,P2_dev_run1,winter,11,0.011232410313779804,0.05,0.0387675896862202,0.7753517937244039
pwl,1,P2_dev_run1,winter,12,3.434759559840545e-12,0.0,3.434759559840545e-12,
pwl,1,P2_dev_run1,winter,13,3.0385526172409854e-12,0.0,3.0385526172409854e-12,
pwl,1,P2_dev_run1,winter,14,2.966026884865341e-12,0.0,2.966026884865341e-12,
pwl,1,P2_dev_run1,winter,15,3.0840152245151462e-12,0.0,3.0840152245151462e-12,
pwl,1,P2_dev_run1,winter,16,3.4469773246472656e-12,0.0,3.4469773246472656e-12,
pwl,1,P2_dev_run1,winter,17,3.89766656243753e-12,0.0,3.89766656243753e-12,
pwl,1,P2_dev_run1,winter,18,3.5246065178377325e-12,0.0,3.5246065178377325e-12,
pwl,1,P2_dev_run1,winter,19,3.5840724806009105e-12,0.0,3.5840724806009105e-12,
pwl,1,P2_dev_run1,winter,20,5.5891749594017976e-12,0.0,5.5891749594017976e-12,
pwl,1,P2_dev_run1,winter,21,1.1319550722527789e-09,0.0,1.1319550722527789e-09,
pwl,1,P2_dev_run1,winter,22,1.6302593727224706e-07,0.0,1.6302593727224706e-07,
pwl,1,P2_dev_run1,winter,23,0.05134743784150629,0.1,0.048652562158493715,0.4865256215849371
pwl,1,P2_dev_run1,shoulder,0,0.046212599150732316,0.1,0.05378740084926769,0.5378740084926769
pwl,1,P2_dev_run1,shoulder,1,3.1693928817405693e-12,0.0,3.1693928817405693e-12,
pwl,1,P2_dev_run1,shoulder,2,3.780702523961441e-08,0.0,3.780702523961441e-08,
pwl,1,P2_dev_run1,shoulder,3,0.021506871429489986,0.05,0.028493128570510017,0.5698625714102004
pwl,1,P2_dev_run1,shoulder,4,0.0811886053053669,0.0,0.0811886053053669,
pwl,1,P2_dev_run1,shoulder,5,3.0272752831949608e-06,0.0,3.0272752831949608e-06,
pwl,1,P2_dev_run1,shoulder,6,3.026769950911982e-06,0.0,3.026769950911982e-06,
pwl,1,P2_dev_run1,shoulder,7,3.027280469445967e-06,0.0,3.027280469445967e-06,
pwl,1,P2_dev_run1,shoulder,8,0.0,0.0,0.0,
pwl,1,P2_dev_run1,shoulder,9,3.823702392234135e-12,0.0,3.823702392234135e-12,
pwl,1,P2_dev_run1,shoulder,10,0.046187359547847064,0.1,0.05381264045215294,0.5381264045215294
pwl,1,P2_dev_run1,shoulder,11,1.9948081378289792e-11,0.0,1.9948081378289792e-11,
pwl,1,P2_dev_run1,shoulder,12,3.334487702586489e-12,0.0,3.334487702586489e-12,
pwl,1,P2_dev_run1,shoulder,13,3.3386942700330234e-12,0.0,3.3386942700330234e-12,
pwl,1,P2_dev_run1,shoulder,14,3.3355228277771663e-12,0.0,3.3355228277771663e-12,
pwl,1,P2_dev_run1,shoulder,15,3.4872298164201945e-12,0.0,3.4872298164201945e-12,
pwl,1,P2_dev_run1,shoulder,16,4.264978024402683e-12,0.0,4.264978024402683e-12,
pwl,1,P2_dev_run1,shoulder,17,4.7501917139468594e-12,0.0,4.7501917139468594e-12,
pwl,1,P2_dev_run1,shoulder,18,4.443236194328225e-12,0.0,4.443236194328225e-12,
pwl,1,P2_dev_run1,shoulder,19,5.096268268916772e-12,0.0,5.096268268916772e-12,
pwl,1,P2_dev_run1,shoulder,20,4.231914692367989e-12,0.0,4.231914692367989e-12,
pwl,1,P2_dev_run1,shoulder,21,3.6870308380791496e-12,0.0,3.6870308380791496e-12,
pwl,1,P2_dev_run1,shoulder,22,3.5816406434115998e-12,0.0,3.5816406434115998e-12,
pwl,1,P2_dev_run1,shoulder,23,3.87324527534718e-12,0.0,3.87324527534718e-12,
pwl,1,P2_dev_run1,summer_peak,0,0.3029997943126205,0.0,0.3029997943126205,
pwl,1,P2_dev_run1,summer_peak,1,0.302999732047141,0.02,0.28299973204714096,14.149986602357048
pwl,1,P2_dev_run1,summer_peak,2,0.30299968070136896,0.02,0.28299968070136894,14.149984035068446
pwl,1,P2_dev_run1,summer_peak,3,0.3029996464685551,0.02,0.2829996464685551,14.149982323427754
pwl,1,P2_dev_run1,summer_peak,4,0.3029996168447396,0.02,0.28299961684473957,14.149980842236978
pwl,1,P2_dev_run1,summer_peak,5,0.30299961331096875,0.02,0.28299961331096873,14.149980665548437
pwl,1,P2_dev_run1,summer_peak,6,0.30299964241053245,0.02,0.28299964241053244,14.149982120526621
pwl,1,P2_dev_run1,summer_peak,7,0.3029997055240703,0.02,0.2829997055240703,14.149985276203514
pwl,1,P2_dev_run1,summer_peak,8,0.3029997731492464,0.02,0.2829997731492464,14.14998865746232
pwl,1,P2_dev_run1,summer_peak,9,0.30299982155482874,0.02,0.2829998215548287,14.149991077741436
pwl,1,P2_dev_run1,summer_peak,10,0.3029998459569954,0.0,0.3029998459569954,
pwl,1,P2_dev_run1,summer_peak,11,0.30299985473316143,0.02,0.2829998547331614,14.14999273665807
pwl,1,P2_dev_run1,summer_peak,12,0.30299985731319523,0.02,0.2829998573131952,14.14999286565976
pwl,1,P2_dev_run1,summer_peak,13,0.30299984896271814,0.05,0.25299984896271815,5.059996979254363
pwl,1,P2_dev_run1,summer_peak,14,0.3029998651195644,0.1,0.2029998651195644,2.0299986511956436
pwl,1,P2_dev_run1,summer_peak,15,0.30299987502380793,0.05,0.25299987502380794,5.059997500476158
pwl,1,P2_dev_run1,summer_peak,16,0.30299988277557643,0.02,0.2829998827755764,14.14999413877882
pwl,1,P2_dev_run1,summer_peak,17,0.13396330797261102,0.1,0.03396330797261102,0.3396330797261102
pwl,1,P2_dev_run1,summer_peak,18,0.1356645274991887,0.1,0.03566452749918869,0.3566452749918869
pwl,1,P2_dev_run1,summer_peak,19,0.07529722441312509,0.1,0.02470277558687492,0.2470277558687492
pwl,1,P2_dev_run1,summer_peak,20,0.10403625306122176,0.02,0.08403625306122176,4.201812653061087
pwl,1,P2_dev_run1,summer_peak,21,0.3029998686426738,0.1,0.2029998686426738,2.029998686426738
pwl,1,P2_dev_run1,summer_peak,22,0.3029998548871626,0.05,0.2529998548871626,5.059997097743252
pwl,1,P2_dev_run1,summer_peak,23,0.3029998405652848,0.05,0.2529998405652848,5.0599968113056955
pwl,1,P2_dev_run1,winter_peak,0,0.3029999826328098,0.0,0.3029999826328098,
pwl,1,P2_dev_run1,winter_peak,1,0.3029999779120803,0.02,0.28299997791208026,14.149998895604012
pwl,1,P2_dev_run1,winter_peak,2,0.30299997434091264,0.02,0.2829999743409126,14.14999871704563
pwl,1,P2_dev_run1,winter_peak,3,0.30299997236317106,0.02,0.28299997236317104,14.149998618158552
pwl,1,P2_dev_run1,winter_peak,4,0.3029999714072707,0.02,0.2829999714072707,14.149998570363534
pwl,1,P2_dev_run1,winter_peak,5,0.30299997185344085,0.02,0.28299997185344083,14.149998592672041
pwl,1,P2_dev_run1,winter_peak,6,0.30299997399277345,0.02,0.28299997399277343,14.14999869963867
pwl,1,P2_dev_run1,winter_peak,7,0.3029999785234467,0.05,0.2529999785234467,5.059999570468934
pwl,1,P2_dev_run1,winter_peak,8,0.3029999837082499,0.1,0.20299998370824987,2.0299998370824985
pwl,1,P2_dev_run1,winter_peak,9,0.302999987900253,0.05,0.252999987900253,5.05999975800506
pwl,1,P2_dev_run1,winter_peak,10,0.19074602873043617,0.15,0.04074602873043617,0.2716401915362412
pwl,1,P2_dev_run1,winter_peak,11,0.15418521557312426,0.15,0.004185215573124262,0.02790143715416175
pwl,1,P2_dev_run1,winter_peak,12,0.20450295831909382,0.02,0.18450295831909383,9.225147915954691
pwl,1,P2_dev_run1,winter_peak,13,0.30299997300656056,0.15,0.15299997300656057,1.0199998200437372
pwl,1,P2_dev_run1,winter_peak,14,0.3029999826577291,0.1,0.2029999826577291,2.0299998265772907
pwl,1,P2_dev_run1,winter_peak,15,0.30299998831315567,0.05,0.2529999883131557,5.059999766263113
pwl,1,P2_dev_run1,winter_peak,16,0.3029999883803594,0.02,0.2829999883803594,14.14999941901797
pwl,1,P2_dev_run1,winter_peak,17,0.28441749454995424,0.1,0.18441749454995424,1.8441749454995422
pwl,1,P2_dev_run1,winter_peak,18,0.30299998803068234,0.05,0.25299998803068235,5.059999760613647
pwl,1,P2_dev_run1,winter_peak,19,0.3029999870422875,0.05,0.2529999870422875,5.0599997408457495
pwl,1,P2_dev_run1,winter_peak,20,0.3029999860677729,0.05,0.2529999860677729,5.0599997213554575
pwl,1,P2_dev_run1,winter_peak,21,0.30299998480032536,0.02,0.28299998480032534,14.149999240016268
pwl,1,P2_dev_run1,winter_peak,22,0.30299998301681363,0.02,0.2829999830168136,14.14999915084068
pwl,1,P2_dev_run1,winter_peak,23,0.30299998214412455,0.02,0.28299998214412453,14.149999107206225
pwl,1,P3_dev_run0,summer,0,0.1728946814855077,0.15,0.022894681485507717,0.1526312099033848
pwl,1,P3_dev_run0,summer,1,1.6270912009093203e-12,0.0,1.6270912009093203e-12,
pwl,1,P3_dev_run0,summer,2,4.2846235870317456e-07,0.0,4.2846235870317456e-07,
pwl,1,P3_dev_run0,summer,3,3.076947925938304e-07,0.0,3.076947925938304e-07,
pwl,1,P3_dev_run0,summer,4,1.646065081592284e-07,0.0,1.646065081592284e-07,
pwl,1,P3_dev_run0,summer,5,0.10294891123961161,0.2,0.0970510887603884,0.48525544380194197
pwl,1,P3_dev_run0,summer,6,3.034819213585597e-06,0.0,3.034819213585597e-06,
pwl,1,P3_dev_run0,summer,7,3.0390056044373405e-06,0.0,3.0390056044373405e-06,
pwl,1,P3_dev_run0,summer,8,1.1323142631926767e-05,0.0,1.1323142631926767e-05,
pwl,1,P3_dev_run0,summer,9,3.8266998789348176e-12,0.0,3.8266998789348176e-12,
pwl,1,P3_dev_run0,summer,10,2.292046000989571e-12,0.0,2.292046000989571e-12,
pwl,1,P3_dev_run0,summer,11,2.313475574259838e-12,0.0,2.313475574259838e-12,
pwl,1,P3_dev_run0,summer,12,2.253350935078476e-12,0.0,2.253350935078476e-12,
pwl,1,P3_dev_run0,summer,13,2.1304336377495084e-12,0.0,2.1304336377495084e-12,
pwl,1,P3_dev_run0,summer,14,2.419629263880481e-12,0.0,2.419629263880481e-12,
pwl,1,P3_dev_run0,summer,15,2.074796067095784e-11,0.0,2.074796067095784e-11,
pwl,1,P3_dev_run0,summer,16,0.17278147500182578,0.2,0.02721852499817423,0.13609262499087116
pwl,1,P3_dev_run0,summer,17,3.3422342067647287e-12,0.0,3.3422342067647287e-12,
pwl,1,P3_dev_run0,summer,18,2.7816630734072264e-12,0.0,2.7816630734072264e-12,
pwl,1,P3_dev_run0,summer,19,2.7050250187251858e-12,0.0,2.7050250187251858e-12,
pwl,1,P3_dev_run0,summer,20,2.630883681891474e-12,0.0,2.630883681891474e-12,
pwl,1,P3_dev_run0,summer,21,2.4224625208266606e-12,0.0,2.4224625208266606e-12,
pwl,1,P3_dev_run0,summer,22,2.805245503446251e-12,0.0,2.805245503446251e-12,
pwl,1,P3_dev_run0,summer,23,2.5188780258907057e-09,0.0,2.5188780258907057e-09,
pwl,1,P3_dev_run0,winter,0,0.17289466522774377,0.15,0.022894665227743777,0.15263110151829185
pwl,1,P3_dev_run0,winter,1,0.0,0.0,0.0,
pwl,1,P3_dev_run0,winter,2,3.096791819973247e-07,0.0,3.096791819973247e-07,
pwl,1,P3_dev_run0,winter,3,6.948709178595639e-07,0.0,6.948709178595639e-07,
pwl,1,P3_dev_run0,winter,4,0.10294898220912654,0.2,0.09705101779087347,0.4852550889543673
pwl,1,P3_dev_run0,winter,5,1.132495223860862e-05,0.0,1.132495223860862e-05,
pwl,1,P3_dev_run0,winter,6,1.1325208184747687e-05,0.0,1.1325208184747687e-05,
pwl,1,P3_dev_run0,winter,7,1.1325218141626237e-05,0.0,1.1325218141626237e-05,
pwl,1,P3_dev_run0,winter,8,1.132520464226651e-05,0.0,1.132520464226651e-05,
pwl,1,P3_dev_run0,winter,9,9.979759388435841e-12,0.0,9.979759388435841e-12,
pwl,1,P3_dev_run0,winter,10,0.3457796909318831,0.3,0.04577969093188311,0.1525989697729437
pwl,1,P3_dev_run0,winter,11,9.629212267514046e-12,0.0,9.629212267514046e-12,
pwl,1,P3_dev_run0,winter,12,1.070956700432684e-12,0.0,1.070956700432684e-12,
pwl,1,P3_dev_run0,winter,13,4.710078937368364e-06,0.0,4.710078937368364e-06,
