method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err,inaccurate,free_zone_width_mvar,max_uncounted_loss_mva,n_free_zone_hours,n_vertex_stuck_hours,n_nonzero_q_hours,frac_in_free_zone,max_pad_mw,max_pad_scenario,max_pad_t,max_pad_unit,max_pad_annual_won_implied,qp_v2_correction,p_ch,p_dis,p_net,s_app,q_penalty,pcs_true,pcs_charged
pwl,1,P1_old_full_opt,summer,10,3.7756624842384206e-14,0.0,3.7756624842384206e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,0.0,0.0,5.0141021456338787e-14,7.193081105173955e-14,1.1326987452715272e-15,2.157924331552188e-15
pwl,1,P1_old_full_opt,summer,11,4.026488005402473e-14,0.0,4.026488005402473e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,4.1968555560563e-15,4.1968555560563e-15,5.11973347652025e-14,5.747115120435434e-14,1.0885846569072071e-15,1.7241345361306316e-15
pwl,1,P1_old_full_opt,summer,12,3.908103471380814e-14,0.0,3.908103471380814e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,1.116257777305032e-15,1.116257777305032e-15,5.0295052348094226e-14,6.072283546374731e-14,1.1394214597365376e-15,1.821685063912421e-15
pwl,1,P1_old_full_opt,summer,13,3.657687327397051e-14,0.0,3.657687327397051e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,0.0,0.0,4.915943638625397e-14,7.14055126851474e-14,1.0973061982191163e-15,2.142165380554424e-15
pwl,1,P1_old_full_opt,summer,14,6.779683233402586e-14,0.0,6.779683233402586e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,5.5456559746180027e-14,5.5456559746180027e-14,8.571798498418411e-14,3.5222697539804985e-14,9.63974504422609e-16,1.0566809261941505e-15
pwl,1,P1_old_full_opt,summer,15,0.012580620833563799,0.0,0.012580620833563799,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,6.861788658940146e-16,0.023536686118221194,0.023536686118220507,0.026559457729640003,0.0030227716114190496,9.45384440975411e-05,9.068314834257157e-05
pwl,1,P1_old_full_opt,summer,16,0.08296582568136067,0.0,0.08296582568136067,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,6.892739845784075e-16,0.15521814252530186,0.15521814252530117,0.17515251189429357,0.019934369368991903,0.0006234557242405081,0.0005980310810697576
pwl,1,P1_old_full_opt,summer,17,3.4511021938553897e-10,0.0,3.4511021938553897e-10,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,6.663318657372847e-10,6.663318657372847e-10,5.79706767987985e-10,1.5392838533296796e-10,2.5220252143328004e-12,4.617851559989043e-12
pwl,1,P1_old_full_opt,summer,18,5.536636493630885e-14,0.0,5.536636493630885e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,2.63788679084307e-14,2.63788679084307e-14,6.463329917832066e-14,3.710637551806826e-14,1.0485119843973925e-15,1.1131912655420486e-15
pwl,1,P1_old_full_opt,summer,19,4.521817985147873e-14,0.0,4.521817985147873e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,0.0,0.0,5.482127529674376e-14,7.35724879196986e-14,1.356545395544363e-15,2.20717463759096e-15
pwl,1,P1_old_full_opt,summer,20,4.411486905668811e-14,0.0,4.411486905668811e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,0.0,0.0,5.404687055041442e-14,7.491135342811008e-14,1.3234460717006444e-15,2.2473406028433042e-15
pwl,1,P1_old_full_opt,summer,21,4.119456751917356e-14,0.0,4.119456751917356e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.0,0.0,0.0,5.2437180611181003e-14,7.975421605973415e-14,1.235837025575208e-15,2.3926264817920268e-15
pwl,1,P1_old_full_opt,summer,22,3.816677368401183e-14,0.0,3.816677368401183e-14,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,3.615475765621946e-15,0.0,-3.615475765621946e-15,5.1841969176756165e-14,6.568988091939013e-14,1.0416647852733032e-15,1.9706964275817056e-15
pwl,1,P1_old_full_opt,summer,23,1.063598719011876e-13,0.0,1.063598719011876e-13,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,1.5123551948551582e-13,0.0,-1.5123551948551582e-13,1.6810420068965374e-13,5.243523853766224e-14,1.0096581542195926e-15,1.5730571561298686e-15
pwl,1,P1_old_full_opt,winter,0,0.017251016698341958,0.0,0.017251016698341958,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,1.2179971097671496e-14,0.1751525118942115,0.1751525118941993,0.17515251189428546,1.1369726485911698e-13,2.5424643171813056e-05,3.4109179457735126e-15
pwl,1,P1_old_full_opt,winter,1,1.392098202219725e-10,0.0,1.392098202219725e-10,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,2.236723781697997e-09,2.404012308029497e-09,1.672885263314999e-10,1.705177155732514e-10,0.0,1.510382621609875e-12,0.0
pwl,1,P1_old_full_opt,winter,2,1.374017115312286e-12,0.0,1.374017115312286e-12,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,1.2673671440121577e-09,1.1199592384069108e-09,-1.474079056052469e-10,3.7687316675262705e-11,0.0,1.9210794896127954e-16,0.0
pwl,1,P1_old_full_opt,winter,3,0.05109010319625773,0.0,0.05109010319625773,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.16842149908873458,2.3303761823859976e-14,-0.16842149908871126,0.1751525118940943,0.006731012805376501,0.00022735502732954596,0.0002019303841612952
pwl,1,P1_old_full_opt,winter,4,0.05109010315595708,0.0,0.05109010315595708,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.168421499096891,2.3092549024638835e-14,-0.1684214990968679,0.17515251189421507,0.006731012797341393,0.00022735502696804932,0.00020193038392024196
pwl,1,P1_old_full_opt,winter,5,0.01714929239053451,0.02,0.0028507076094654894,0.14253538047327446,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,0.05653364060757331,2.3446006157545563e-14,-0.05653364060754986,0.05879302353038771,0.0022593829228308125,7.631571666994976e-05,6.778148768492443e-05
pwl,1,P1_old_full_opt,winter,6,3.554408038440245e-06,0.0,3.554408038440245e-06,,False,0.017251016698002664,0.0008474881056933404,22,6,30,0.7333333333333333,4.066583282603517e-08,shoulder,6,0,0.8458493227815315,True,1.1717300653088183e-05,0.0,-1.1717300653088183e-05,1.2185587372791792e-05,4.6828695715722053e-07,1.581741474069213e-08,1.4048608714716628e-08
