bus,scenario,t,P_assumed,S_assumed,lhs_0,a_slope,q_star,gain_won
7,summer,0,0.5,2.4,0.013880474108339789,0.025,0.1696496026000636,150.88440621089924
7,summer,0,1.0,1.0,0.013880474108339789,0.025,0.0,0.0
7,summer,0,1.0,2.4,0.013880474108339789,0.025,0.2567729788238584,230.77628367571089
8,summer,0,0.0,0.3,0.015012369211380754,0.025,0.0,0.0
8,summer,0,0.0,1.0,0.015012369211380754,0.025,0.0,0.0
8,summer,0,0.0,2.4,0.015012369211380754,0.025,0.0,0.0
8,summer,0,0.1,0.3,0.015012369211380754,0.025,0.0514549098925558,47.74389645722308
8,summer,0,0.1,1.0,0.015012369211380754,0.025,0.05145490989254648,47.74389645722306
8,summer,0,0.1,2.4,0.015012369211380754,0.025,0.051454909892538356,47.743896457223066
8,summer,0,0.3,0.3,0.015012369211380754,0.025,0.0,0.0
8,summer,0,0.3,1.0,0.015012369211380754,0.025,0.1283815597860316,121.71467776537867
8,summer,0,0.3,2.4,0.015012369211380754,0.025,0.12838155978610705,121.71467776537858
8,summer,0,0.5,1.0,0.015012369211380754,0.025,0.18469269814805897,177.07531496722586
8,summer,0,0.5,2.4,0.015012369211380754,0.025,0.18469269814805858,177.07531496722623
8,summer,0,1.0,1.0,0.015012369211380754,0.025,0.0,0.0
8,summer,0,1.0,2.4,0.015012369211380754,0.025,0.27852273122473387,270.34525185580065
9,summer,0,0.0,0.3,0.016085052868466315,0.025,0.0,0.0
9,summer,0,0.0,1.0,0.016085052868466315,0.025,0.0,0.0
9,summer,0,0.0,2.4,0.016085052868466315,0.025,0.0,0.0
9,summer,0,0.1,0.3,0.016085052868466315,0.025,0.05612026162752093,55.27745310311153
9,summer,0,0.1,1.0,0.016085052868466315,0.025,0.056120261627718535,55.277453103111505
9,summer,0,0.1,2.4,0.016085052868466315,0.025,0.05612026162732674,55.277453103111526
9,summer,0,0.3,0.3,0.016085052868466315,0.025,0.0,0.0
9,summer,0,0.3,1.0,0.016085052868466315,0.025,0.13898038428905973,140.44157428128048
9,summer,0,0.3,2.4,0.016085052868466315,0.025,0.13898038428941561,140.44157428128045
9,summer,0,0.5,1.0,0.016085052868466315,0.025,0.19922440512988776,203.96811075370965
9,summer,0,0.5,2.4,0.016085052868466315,0.025,0.19922440512988576,203.9681107537093
9,summer,0,1.0,1.0,0.016085052868466315,0.025,0.0,0.0
9,summer,0,1.0,2.4,0.016085052868466315,0.025,0.2993111949425042,310.8244649654594
10,summer,0,0.0,0.3,0.016273031226283204,0.025,0.0,0.0
10,summer,0,0.0,1.0,0.016273031226283204,0.025,0.0,0.0
10,summer,0,0.0,2.4,0.016273031226283204,0.025,0.0,0.0
10,summer,0,0.1,0.3,0.016273031226283204,0.025,0.0569636548422784,56.665752645548196
10,summer,0,0.1,1.0,0.016273031226283204,0.025,0.056963654841726774,56.66575264554824
