method,M,point_id,scenario,t,q_lp,q_star,abs_err,rel_err
pwl,2,P1_old_full_opt,shoulder,21,2.5745397193475494e-11,0.0,2.5745397193475494e-11,
pwl,2,P1_old_full_opt,shoulder,22,2.4018418671247457e-11,0.0,2.4018418671247457e-11,
pwl,2,P1_old_full_opt,shoulder,23,2.7727349972445292e-11,0.0,2.7727349972445292e-11,
pwl,2,P2_dev_run1,summer,0,0.14999999999319447,0.1,0.04999999999319446,0.4999999999319446
pwl,2,P2_dev_run1,summer,1,1.1052255979826592e-11,0.0,1.1052255979826592e-11,
pwl,2,P2_dev_run1,summer,2,3.073814857173061e-07,0.0,3.073814857173061e-07,
pwl,2,P2_dev_run1,summer,3,4.903215477627801e-08,0.0,4.903215477627801e-08,
pwl,2,P2_dev_run1,summer,4,0.021506870055158278,0.05,0.028493129944841725,0.5698625988968344
pwl,2,P2_dev_run1,summer,5,0.08118859983873482,0.0,0.08118859983873482,
pwl,2,P2_dev_run1,summer,6,3.0271733772472712e-06,0.0,3.0271733772472712e-06,
pwl,2,P2_dev_run1,summer,7,3.0346531948335416e-06,0.0,3.0346531948335416e-06,
pwl,2,P2_dev_run1,summer,8,1.1297404651941068e-05,0.0,1.1297404651941068e-05,
pwl,2,P2_dev_run1,summer,9,3.731930841875227e-11,0.0,3.731930841875227e-11,
pwl,2,P2_dev_run1,summer,10,1.2561598858647101e-11,0.0,1.2561598858647101e-11,
pwl,2,P2_dev_run1,summer,11,1.3751377162880937e-11,0.0,1.3751377162880937e-11,
pwl,2,P2_dev_run1,summer,12,1.2991016558412077e-11,0.0,1.2991016558412077e-11,
pwl,2,P2_dev_run1,summer,13,1.2468981877619572e-11,0.0,1.2468981877619572e-11,
pwl,2,P2_dev_run1,summer,14,1.927369402786275e-11,0.0,1.927369402786275e-11,
pwl,2,P2_dev_run1,summer,15,0.022355483089578507,0.0,0.022355483089578507,
pwl,2,P2_dev_run1,summer,16,0.14999999999708086,0.1,0.04999999999708085,0.4999999999708085
pwl,2,P2_dev_run1,summer,17,3.5712332638868656e-11,0.0,3.5712332638868656e-11,
pwl,2,P2_dev_run1,summer,18,1.7704460071105173e-11,0.0,1.7704460071105173e-11,
pwl,2,P2_dev_run1,summer,19,1.4818060457853637e-11,0.0,1.4818060457853637e-11,
pwl,2,P2_dev_run1,summer,20,1.429342107460761e-11,0.0,1.429342107460761e-11,
pwl,2,P2_dev_run1,summer,21,1.4191797435436461e-11,0.0,1.4191797435436461e-11,
pwl,2,P2_dev_run1,summer,22,7.867797674416946e-11,0.0,7.867797674416946e-11,
pwl,2,P2_dev_run1,summer,23,1.871607410414147e-09,0.0,1.871607410414147e-09,
pwl,2,P2_dev_run1,winter,0,0.14999999999928518,0.1,0.04999999999928517,0.4999999999928517
pwl,2,P2_dev_run1,winter,1,0.0,0.0,0.0,
pwl,2,P2_dev_run1,winter,2,3.1648509192377554e-07,0.0,3.1648509192377554e-07,
pwl,2,P2_dev_run1,winter,3,0.021506882924871146,0.05,0.028493117075128856,0.5698623415025771
pwl,2,P2_dev_run1,winter,4,0.08118860530810916,0.0,0.08118860530810916,
pwl,2,P2_dev_run1,winter,5,3.027862048254447e-06,0.0,3.027862048254447e-06,
pwl,2,P2_dev_run1,winter,6,1.1297361429801165e-05,0.0,1.1297361429801165e-05,
pwl,2,P2_dev_run1,winter,7,1.1297370722782527e-05,0.0,1.1297370722782527e-05,
pwl,2,P2_dev_run1,winter,8,1.1297385024452664e-05,0.0,1.1297385024452664e-05,
pwl,2,P2_dev_run1,winter,9,7.964237434997295e-10,0.0,7.964237434997295e-10,
pwl,2,P2_dev_run1,winter,10,0.08118860530742758,0.0,0.08118860530742758,
pwl,2,P2_dev_run1,winter,11,0.041920461802452715,0.05,0.008079538197547288,0.16159076395094576
pwl,2,P2_dev_run1,winter,12,2.716492364907407e-12,0.0,2.716492364907407e-12,
pwl,2,P2_dev_run1,winter,13,4.543448842146658e-12,0.0,4.543448842146658e-12,
pwl,2,P2_dev_run1,winter,14,2.6035016089133627e-12,0.0,2.6035016089133627e-12,
pwl,2,P2_dev_run1,winter,15,2.5496890459326306e-12,0.0,2.5496890459326306e-12,
pwl,2,P2_dev_run1,winter,16,2.662886547676685e-12,0.0,2.662886547676685e-12,
pwl,2,P2_dev_run1,winter,17,3.016031279191099e-12,0.0,3.016031279191099e-12,
pwl,2,P2_dev_run1,winter,18,2.9287163486970956e-12,0.0,2.9287163486970956e-12,
pwl,2,P2_dev_run1,winter,19,0.0,0.0,0.0,
pwl,2,P2_dev_run1,winter,20,2.2039260642272095e-10,0.0,2.2039260642272095e-10,
pwl,2,P2_dev_run1,winter,21,6.207426994044172e-07,0.0,6.207426994044172e-07,
pwl,2,P2_dev_run1,winter,22,6.189021059305186e-07,0.0,6.189021059305186e-07,
pwl,2,P2_dev_run1,winter,23,0.1499999999992821,0.1,0.04999999999928209,0.4999999999928209
pwl,2,P2_dev_run1,shoulder,0,0.046212645312726584,0.1,0.05378735468727342,0.5378735468727341
pwl,2,P2_dev_run1,shoulder,1,6.921402178784577e-12,0.0,6.921402178784577e-12,
pwl,2,P2_dev_run1,shoulder,2,1.8727934718653935e-07,0.0,1.8727934718653935e-07,
pwl,2,P2_dev_run1,shoulder,3,0.021506871582489543,0.05,0.02849312841751046,0.5698625683502092
pwl,2,P2_dev_run1,shoulder,4,0.08118860530761944,0.0,0.08118860530761944,
pwl,2,P2_dev_run1,shoulder,5,3.0271453435228057e-06,0.0,3.0271453435228057e-06,
pwl,2,P2_dev_run1,shoulder,6,3.0271400778463784e-06,0.0,3.0271400778463784e-06,
pwl,2,P2_dev_run1,shoulder,7,3.027148234601114e-06,0.0,3.027148234601114e-06,
pwl,2,P2_dev_run1,shoulder,8,2.5629398055566664e-10,0.0,2.5629398055566664e-10,
pwl,2,P2_dev_run1,shoulder,9,9.206453062319389e-12,0.0,9.206453062319389e-12,
pwl,2,P2_dev_run1,shoulder,10,0.14999999999335129,0.1,0.04999999999335128,0.4999999999335128
pwl,2,P2_dev_run1,shoulder,11,6.814109101420972e-09,0.0,6.814109101420972e-09,
pwl,2,P2_dev_run1,shoulder,12,7.494877666131913e-12,0.0,7.494877666131913e-12,
pwl,2,P2_dev_run1,shoulder,13,8.82448451781581e-12,0.0,8.82448451781581e-12,
pwl,2,P2_dev_run1,shoulder,14,6.955307300511981e-12,0.0,6.955307300511981e-12,
pwl,2,P2_dev_run1,shoulder,15,7.867925832778798e-12,0.0,7.867925832778798e-12,
pwl,2,P2_dev_run1,shoulder,16,1.3318055957930322e-11,0.0,1.3318055957930322e-11,
pwl,2,P2_dev_run1,shoulder,17,2.6155329855422757e-11,0.0,2.6155329855422757e-11,
pwl,2,P2_dev_run1,shoulder,18,3.375765102461286e-11,0.0,3.375765102461286e-11,
pwl,2,P2_dev_run1,shoulder,19,3.4530357400989354e-10,0.0,3.4530357400989354e-10,
pwl,2,P2_dev_run1,shoulder,20,2.4151166578589115e-11,0.0,2.4151166578589115e-11,
pwl,2,P2_dev_run1,shoulder,21,7.720429658325383e-12,0.0,7.720429658325383e-12,
pwl,2,P2_dev_run1,shoulder,22,8.09945949975347e-12,0.0,8.09945949975347e-12,
pwl,2,P2_dev_run1,shoulder,23,1.2964790267110154e-11,0.0,1.2964790267110154e-11,
pwl,2,P3_dev_run0,summer,0,0.1728946741027118,0.15,0.022894674102711815,0.15263116068474544
pwl,2,P3_dev_run0,summer,1,2.1842410199440707e-11,0.0,2.1842410199440707e-11,
pwl,2,P3_dev_run0,summer,2,3.2838880974399257e-07,0.0,3.2838880974399257e-07,
pwl,2,P3_dev_run0,summer,3,3.395345031391043e-07,0.0,3.395345031391043e-07,
pwl,2,P3_dev_run0,summer,4,0.1499999999972546,0.0,0.1499999999972546,
pwl,2,P3_dev_run0,summer,5,0.14999999999770547,0.2,0.05000000000229454,0.2500000000114727
pwl,2,P3_dev_run0,summer,6,1.1325315272555957e-05,0.0,1.1325315272555957e-05,
pwl,2,P3_dev_run0,summer,7,1.1325376666476773e-05,0.0,1.1325376666476773e-05,
pwl,2,P3_dev_run0,summer,8,1.132538134878186e-05,0.0,1.132538134878186e-05,
pwl,2,P3_dev_run0,summer,9,3.2061411159670456e-09,0.0,3.2061411159670456e-09,
pwl,2,P3_dev_run0,summer,10,6.220731304339682e-11,0.0,6.220731304339682e-11,
pwl,2,P3_dev_run0,summer,11,7.132146287687533e-11,0.0,7.132146287687533e-11,
pwl,2,P3_dev_run0,summer,12,7.019494624432456e-11,0.0,7.019494624432456e-11,
pwl,2,P3_dev_run0,summer,13,5.231464657252244e-11,0.0,5.231464657252244e-11,
pwl,2,P3_dev_run0,summer,14,1.4498738731802342e-10,0.0,1.4498738731802342e-10,
pwl,2,P3_dev_run0,summer,15,0.15000000000193897,0.0,0.15000000000193897,
pwl,2,P3_dev_run0,summer,16,0.15781682365535035,0.2,0.04218317634464966,0.2109158817232483
pwl,2,P3_dev_run0,summer,17,8.887458476319365e-09,0.0,8.887458476319365e-09,
pwl,2,P3_dev_run0,summer,18,4.0956444395206694e-10,0.0,4.0956444395206694e-10,
pwl,2,P3_dev_run0,summer,19,2.750335999950264e-10,0.0,2.750335999950264e-10,
pwl,2,P3_dev_run0,summer,20,2.5226559967828753e-10,0.0,2.5226559967828753e-10,
pwl,2,P3_dev_run0,summer,21,1.1382215836071875e-10,0.0,1.1382215836071875e-10,
pwl,2,P3_dev_run0,summer,22,3.396820029787382e-10,0.0,3.396820029787382e-10,
pwl,2,P3_dev_run0,summer,23,0.14999999999280966,0.0,0.14999999999280966,
pwl,2,P3_dev_run0,winter,0,0.17289467483356316,0.15,0.022894674833563167,0.15263116555708778
pwl,2,P3_dev_run0,winter,1,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,2,5.982243980662763e-07,0.0,5.982243980662763e-07,
pwl,2,P3_dev_run0,winter,3,6.015393478525364e-07,0.0,6.015393478525364e-07,
pwl,2,P3_dev_run0,winter,4,0.15000000000057065,0.2,0.04999999999942936,0.2499999999971468
pwl,2,P3_dev_run0,winter,5,1.1325288763544567e-05,0.0,1.1325288763544567e-05,
pwl,2,P3_dev_run0,winter,6,1.1325297789622142e-05,0.0,1.1325297789622142e-05,
pwl,2,P3_dev_run0,winter,7,1.1325297939897874e-05,0.0,1.1325297939897874e-05,
pwl,2,P3_dev_run0,winter,8,1.132529007440001e-05,0.0,1.132529007440001e-05,
pwl,2,P3_dev_run0,winter,9,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,10,0.34577969352841953,0.3,0.04577969352841954,0.15259897842806514
pwl,2,P3_dev_run0,winter,11,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,12,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,13,4.759069596003948e-06,0.0,4.759069596003948e-06,
pwl,2,P3_dev_run0,winter,14,2.2910231530915212e-10,0.0,2.2910231530915212e-10,
pwl,2,P3_dev_run0,winter,15,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,16,0.0,0.0,0.0,
pwl,2,P3_dev_run0,winter,17,1.2523880785037814e-09,0.0,1.2523880785037814e-09,
pwl,2,P3_dev_run0,winter,18,1.131709248147865e-09,0.0,1.131709248147865e-09,
pwl,2,P3_dev_run0,winter,19,2.4992982404959877e-10,0.0,2.4992982404959877e-10,
pwl,2,P3_dev_run0,winter,20,1.69566924899604e-09,0.0,1.69566924899604e-09,
pwl,2,P3_dev_run0,winter,21,6.033569827129916e-07,0.0,6.033569827129916e-07,
pwl,2,P3_dev_run0,winter,22,6.01562704088101e-07,0.0,6.01562704088101e-07,
pwl,2,P3_dev_run0,winter,23,0.19210558164338104,0.15,0.042105581643381046,0.28070387762254034
pwl,2,P3_dev_run0,shoulder,0,0.1500000000007412,0.1,0.0500000000007412,0.500000000007412
pwl,2,P3_dev_run0,shoulder,1,2.1513659040987074e-12,0.0,2.1513659040987074e-12,
pwl,2,P3_dev_run0,shoulder,2,3.057555294942783e-07,0.0,3.057555294942783e-07,
pwl,2,P3_dev_run0,shoulder,3,3.073610627519359e-07,0.0,3.073610627519359e-07,
pwl,2,P3_dev_run0,shoulder,4,0.14999999999883426,0.2,0.05000000000116575,0.2500000000058287
pwl,2,P3_dev_run0,shoulder,5,1.1324677895114346e-05,0.0,1.1324677895114346e-05,
pwl,2,P3_dev_run0,shoulder,6,1.1324895076248609e-05,0.0,1.1324895076248609e-05,
pwl,2,P3_dev_run0,shoulder,7,1.1325384691429569e-05,0.0,1.1325384691429569e-05,
pwl,2,P3_dev_run0,shoulder,8,2.225726577287655e-10,0.0,2.225726577287655e-10,
pwl,2,P3_dev_run0,shoulder,9,2.9218522515842207e-12,0.0,2.9218522515842207e-12,
pwl,2,P3_dev_run0,shoulder,10,0.15000000000498886,0.15,4.988870427879988e-12,3.325913618586659e-11
pwl,2,P3_dev_run0,shoulder,11,4.691092916475613e-09,0.0,4.691092916475613e-09,
pwl,2,P3_dev_run0,shoulder,12,2.3887854777102264e-12,0.0,2.3887854777102264e-12,
pwl,2,P3_dev_run0,shoulder,13,2.5502255943535416e-12,0.0,2.5502255943535416e-12,
pwl,2,P3_dev_run0,shoulder,14,2.4040534246853697e-12,0.0,2.4040534246853697e-12,
pwl,2,P3_dev_run0,shoulder,15,2.566422541538505e-12,0.0,2.566422541538505e-12,
pwl,2,P3_dev_run0,shoulder,16,3.686001246306929e-12,0.0,3.686001246306929e-12,
pwl,2,P3_dev_run0,shoulder,17,4.53679371831957e-12,0.0,4.53679371831957e-12,
pwl,2,P3_dev_run0,shoulder,18,4.174037807136018e-12,0.0,4.174037807136018e-12,
pwl,2,P3_dev_run0,shoulder,19,5.188938137743797e-12,0.0,5.188938137743797e-12,
pwl,2,P3_dev_run0,shoulder,20,3.75268990332412e-12,0.0,3.75268990332412e-12,
pwl,2,P3_dev_run0,shoulder,21,2.8149562320037518e-12,0.0,2.8149562320037518e-12,
pwl,2,P3_dev_run0,shoulder,22,2.663823766086644e-12,0.0,2.663823766086644e-12,
pwl,2,P3_dev_run0,shoulder,23,3.417632239246599e-12,0.0,3.417632239246599e-12,
pwl,4,P1_old_full_opt,summer,0,0.0471590578678812,0.0,0.0471590578678812,
pwl,4,P1_old_full_opt,summer,1,0.0028706454411008974,0.0,0.0028706454411008974,
pwl,4,P1_old_full_opt,summer,2,1.0040703686271728e-09,0.0,1.0040703686271728e-09,
pwl,4,P1_old_full_opt,summer,3,0.045500609920493616,0.02,0.025500609920493616,1.2750304960246808
pwl,4,P1_old_full_opt,summer,4,0.047159057867908374,0.0,0.047159057867908374,
pwl,4,P1_old_full_opt,summer,5,0.04715905786790788,0.0,0.04715905786790788,
pwl,4,P1_old_full_opt,summer,6,1.1716982162419847e-05,0.0,1.1716982162419847e-05,
pwl,4,P1_old_full_opt,summer,7,1.1713850807246618e-05,0.0,1.1713850807246618e-05,
pwl,4,P1_old_full_opt,summer,8,1.1716968187587077e-05,0.0,1.1716968187587077e-05,
pwl,4,P1_old_full_opt,summer,9,7.948908872074662e-13,0.0,7.948908872074662e-13,
pwl,4,P1_old_full_opt,summer,10,4.3392253578703233e-13,0.0,4.3392253578703233e-13,
pwl,4,P1_old_full_opt,summer,11,4.471876127408534e-13,0.0,4.471876127408534e-13,
pwl,4,P1_old_full_opt,summer,12,4.39722910147999e-13,0.0,4.39722910147999e-13,
pwl,4,P1_old_full_opt,summer,13,4.257578764919258e-13,0.0,4.257578764919258e-13,
pwl,4,P1_old_full_opt,summer,14,4.848192623347551e-13,0.0,4.848192623347551e-13,
pwl,4,P1_old_full_opt,summer,15,0.049999999999401405,0.0,0.049999999999401405,
pwl,4,P1_old_full_opt,summer,16,0.1287555686719021,0.0,0.1287555686719021,
pwl,4,P1_old_full_opt,summer,17,7.323720925476341e-13,0.0,7.323720925476341e-13,
pwl,4,P1_old_full_opt,summer,18,5.39318865669575e-13,0.0,5.39318865669575e-13,
pwl,4,P1_old_full_opt,summer,19,5.293737979851187e-13,0.0,5.293737979851187e-13,
pwl,4,P1_old_full_opt,summer,20,5.163971073221416e-13,0.0,5.163971073221416e-13,
pwl,4,P1_old_full_opt,summer,21,4.837074054125076e-13,0.0,4.837074054125076e-13,
pwl,4,P1_old_full_opt,summer,22,5.211658303586429e-13,0.0,5.211658303586429e-13,
pwl,4,P1_old_full_opt,summer,23,4.122792829208329e-12,0.0,4.122792829208329e-12,
pwl,4,P1_old_full_opt,winter,0,0.04715905786813714,0.0,0.04715905786813714,
pwl,4,P1_old_full_opt,winter,1,0.0028706443023411117,0.0,0.0028706443023411117,
pwl,4,P1_old_full_opt,winter,2,1.0138946559678263e-11,0.0,1.0138946559678263e-11,
pwl,4,P1_old_full_opt,winter,3,0.04715906006575622,0.0,0.04715906006575622,
pwl,4,P1_old_full_opt,winter,4,0.04715905787281533,0.0,0.04715905787281533,
pwl,4,P1_old_full_opt,winter,5,0.04550790193179082,0.02,0.02550790193179082,1.275395096589541
pwl,4,P1_old_full_opt,winter,6,1.1645931681291306e-05,0.0,1.1645931681291306e-05,
pwl,4,P1_old_full_opt,winter,7,1.169386185109756e-05,0.0,1.169386185109756e-05,
pwl,4,P1_old_full_opt,winter,8,1.1715211054901046e-05,0.0,1.1715211054901046e-05,
pwl,4,P1_old_full_opt,winter,9,0.05288451058029535,0.0,0.05288451058029535,
pwl,4,P1_old_full_opt,winter,10,0.04715905786933693,0.0,0.04715905786933693,
pwl,4,P1_old_full_opt,winter,11,0.12884094212889274,0.0,0.12884094212889274,
pwl,4,P1_old_full_opt,winter,12,1.321060513552369e-11,0.0,1.321060513552369e-11,
pwl,4,P1_old_full_opt,winter,13,1.0783863579038401e-11,0.0,1.0783863579038401e-11,
pwl,4,P1_old_full_opt,winter,14,1.0627183005251092e-11,0.0,1.0627183005251092e-11,
pwl,4,P1_old_full_opt,winter,15,1.0876712201045759e-11,0.0,1.0876712201045759e-11,
pwl,4,P1_old_full_opt,winter,16,1.2053586894070622e-11,0.0,1.2053586894070622e-11,
pwl,4,P1_old_full_opt,winter,17,1.449613806670892e-11,0.0,1.449613806670892e-11,
pwl,4,P1_old_full_opt,winter,18,1.2295523966653766e-11,0.0,1.2295523966653766e-11,
pwl,4,P1_old_full_opt,winter,19,1.2000295690585704e-11,0.0,1.2000295690585704e-11,
pwl,4,P1_old_full_opt,winter,20,1.3426990291424585e-11,0.0,1.3426990291424585e-11,
pwl,4,P1_old_full_opt,winter,21,4.044636477803964e-09,0.0,4.044636477803964e-09,
pwl,4,P1_old_full_opt,winter,22,0.02274751806662632,0.02,0.00274751806662632,0.137375903331316
pwl,4,P1_old_full_opt,winter,23,0.047159058067661984,0.0,0.047159058067661984,
pwl,4,P1_old_full_opt,shoulder,0,0.04715905786790811,0.0,0.04715905786790811,
pwl,4,P1_old_full_opt,shoulder,1,0.0028706443641261983,0.0,0.0028706443641261983,
pwl,4,P1_old_full_opt,shoulder,2,1.1081467575903969e-10,0.0,1.1081467575903969e-10,
pwl,4,P1_old_full_opt,shoulder,3,0.04715905941849152,0.0,0.04715905941849152,
pwl,4,P1_old_full_opt,shoulder,4,0.047159057869004775,0.0,0.047159057869004775,
pwl,4,P1_old_full_opt,shoulder,5,0.012193804944239531,0.02,0.007806195055760469,0.39030975278802343
pwl,4,P1_old_full_opt,shoulder,6,3.157217247494744e-06,0.0,3.157217247494744e-06,
pwl,4,P1_old_full_opt,shoulder,7,1.1717893151850538e-05,0.0,1.1717893151850538e-05,
pwl,4,P1_old_full_opt,shoulder,8,2.1451445389452625e-11,0.0,2.1451445389452625e-11,
pwl,4,P1_old_full_opt,shoulder,9,8.694581823549534e-12,0.0,8.694581823549534e-12,
pwl,4,P1_old_full_opt,shoulder,10,0.049999999999260226,0.0,0.049999999999260226,
pwl,4,P1_old_full_opt,shoulder,11,0.004413676378515156,0.0,0.004413676378515156,
pwl,4,P1_old_full_opt,shoulder,12,6.888824832076656e-12,0.0,6.888824832076656e-12,
pwl,4,P1_old_full_opt,shoulder,13,7.034754866560407e-12,0.0,7.034754866560407e-12,
pwl,4,P1_old_full_opt,shoulder,14,6.692724188254712e-12,0.0,6.692724188254712e-12,
pwl,4,P1_old_full_opt,shoulder,15,7.183415202388623e-12,0.0,7.183415202388623e-12,
pwl,4,P1_old_full_opt,shoulder,16,1.4049846541040512e-11,0.0,1.4049846541040512e-11,
pwl,4,P1_old_full_opt,shoulder,17,2.51603475238245e-11,0.0,2.51603475238245e-11,
pwl,4,P1_old_full_opt,shoulder,18,1.3748637436686503e-11,0.0,1.3748637436686503e-11,
pwl,4,P1_old_full_opt,shoulder,19,4.321825332382295e-11,0.0,4.321825332382295e-11,
pwl,4,P1_old_full_opt,shoulder,20,1.229484365588827e-11,0.0,1.229484365588827e-11,
pwl,4,P1_old_full_opt,shoulder,21,7.399284890414435e-12,0.0,7.399284890414435e-12,
pwl,4,P1_old_full_opt,shoulder,22,7.1874221474979504e-12,0.0,7.1874221474979504e-12,
pwl,4,P1_old_full_opt,shoulder,23,8.716939138582822e-12,0.0,8.716939138582822e-12,
pwl,4,P2_dev_run1,summer,0,0.1499999999904439,0.1,0.04999999999044388,0.49999999990443883
pwl,4,P2_dev_run1,summer,1,4.33291863776441e-12,0.0,4.33291863776441e-12,
pwl,4,P2_dev_run1,summer,2,4.5156570068515683e-07,0.0,4.5156570068515683e-07,
pwl,4,P2_dev_run1,summer,3,4.5081738460631857e-07,0.0,4.5081738460631857e-07,
pwl,4,P2_dev_run1,summer,4,0.050000000007682906,0.05,7.682902924965873e-12,1.5365805849931746e-10
pwl,4,P2_dev_run1,summer,5,0.052696272638831185,0.0,0.052696272638831185,
pwl,4,P2_dev_run1,summer,6,1.129755427792584e-05,0.0,1.129755427792584e-05,
pwl,4,P2_dev_run1,summer,7,1.1297548829524181e-05,0.0,1.1297548829524181e-05,
pwl,4,P2_dev_run1,summer,8,1.1297592970667079e-05,0.0,1.1297592970667079e-05,
pwl,4,P2_dev_run1,summer,9,8.00017316504462e-09,0.0,8.00017316504462e-09,
pwl,4,P2_dev_run1,summer,10,4.863702965845063e-12,0.0,4.863702965845063e-12,
pwl,4,P2_dev_run1,summer,11,5.2994224998435755e-12,0.0,5.2994224998435755e-12,
pwl,4,P2_dev_run1,summer,12,4.887815336904142e-12,0.0,4.887815336904142e-12,
pwl,4,P2_dev_run1,summer,13,4.88043746613931e-12,0.0,4.88043746613931e-12,
pwl,4,P2_dev_run1,summer,14,2.254143638265915e-09,0.0,2.254143638265915e-09,
pwl,4,P2_dev_run1,summer,15,0.04999999999882882,0.0,0.04999999999882882,
pwl,4,P2_dev_run1,summer,16,0.12235626032914682,0.1,0.02235626032914681,0.2235626032914681
pwl,4,P2_dev_run1,summer,17,4.584219110312247e-09,0.0,4.584219110312247e-09,
pwl,4,P2_dev_run1,summer,18,5.808544445913976e-10,0.0,5.808544445913976e-10,
pwl,4,P2_dev_run1,summer,19,5.726988048083888e-12,0.0,5.726988048083888e-12,
pwl,4,P2_dev_run1,summer,20,5.308458494384218e-12,0.0,5.308458494384218e-12,
pwl,4,P2_dev_run1,summer,21,6.192189482695904e-12,0.0,6.192189482695904e-12,
pwl,4,P2_dev_run1,summer,22,1.4738728414830077e-11,0.0,1.4738728414830077e-11,
pwl,4,P2_dev_run1,summer,23,6.221951136384478e-09,0.0,6.221951136384478e-09,
pwl,4,P2_dev_run1,winter,0,0.14999999999258534,0.1,0.04999999999258534,0.49999999992585337
pwl,4,P2_dev_run1,winter,1,4.705603064317346e-11,0.0,4.705603064317346e-11,
pwl,4,P2_dev_run1,winter,2,3.1051637624963785e-07,0.0,3.1051637624963785e-07,
pwl,4,P2_dev_run1,winter,3,0.05000000000516383,0.05,5.163827698773105e-12,1.0327655397546209e-10
pwl,4,P2_dev_run1,winter,4,0.08118860531188309,0.0,0.08118860531188309,
pwl,4,P2_dev_run1,winter,5,1.129691414903566e-05,0.0,1.129691414903566e-05,
pwl,4,P2_dev_run1,winter,6,1.1296483654123702e-05,0.0,1.1296483654123702e-05,
pwl,4,P2_dev_run1,winter,7,1.1296992847151214e-05,0.0,1.1296992847151214e-05,
pwl,4,P2_dev_run1,winter,8,1.1296633921854488e-05,0.0,1.1296633921854488e-05,
pwl,4,P2_dev_run1,winter,9,5.808763589849903e-11,0.0,5.808763589849903e-11,
pwl,4,P2_dev_run1,winter,10,0.08118860530929192,0.0,0.08118860530929192,
pwl,4,P2_dev_run1,winter,11,0.04192048046214323,0.05,0.008079519537856773,0.16159039075713547
pwl,4,P2_dev_run1,winter,12,1.653129645720695e-11,0.0,1.653129645720695e-11,
pwl,4,P2_dev_run1,winter,13,2.270423515519043e-11,0.0,2.270423515519043e-11,
pwl,4,P2_dev_run1,winter,14,1.6311065457722005e-11,0.0,1.6311065457722005e-11,
pwl,4,P2_dev_run1,winter,15,1.636140387038408e-11,0.0,1.636140387038408e-11,
pwl,4,P2_dev_run1,winter,16,1.6995215563934202e-11,0.0,1.6995215563934202e-11,
pwl,4,P2_dev_run1,winter,17,1.9776511412441776e-11,0.0,1.9776511412441776e-11,
pwl,4,P2_dev_run1,winter,18,1.8170247836475063e-11,0.0,1.8170247836475063e-11,
pwl,4,P2_dev_run1,winter,19,8.957689803747277e-12,0.0,8.957689803747277e-12,
pwl,4,P2_dev_run1,winter,20,1.3201357106590508e-08,0.0,1.3201357106590508e-08,
pwl,4,P2_dev_run1,winter,21,1.1543839086686467e-06,0.0,1.1543839086686467e-06,
pwl,4,P2_dev_run1,winter,22,2.9812196431456946e-07,0.0,2.9812196431456946e-07,
pwl,4,P2_dev_run1,winter,23,0.14999999999257346,0.1,0.04999999999257346,0.4999999999257346
pwl,4,P2_dev_run1,shoulder,0,0.050000000001580155,0.1,0.04999999999841985,0.4999999999841985
pwl,4,P2_dev_run1,shoulder,1,5.972198524899394e-12,0.0,5.972198524899394e-12,
pwl,4,P2_dev_run1,shoulder,2,4.375280052711058e-07,0.0,4.375280052711058e-07,
pwl,4,P2_dev_run1,shoulder,3,0.0215068808161933,0.05,0.028493119183806703,0.5698623836761341
pwl,4,P2_dev_run1,shoulder,4,0.08118860530703233,0.0,0.08118860530703233,
pwl,4,P2_dev_run1,shoulder,5,3.059424427622924e-06,0.0,3.059424427622924e-06,
pwl,4,P2_dev_run1,shoulder,6,1.1293990322202673e-05,0.0,1.1293990322202673e-05,
pwl,4,P2_dev_run1,shoulder,7,1.129750280963166e-05,0.0,1.129750280963166e-05,
pwl,4,P2_dev_run1,shoulder,8,4.838240929331767e-09,0.0,4.838240929331767e-09,
pwl,4,P2_dev_run1,shoulder,9,4.2476915928510756e-10,0.0,4.2476915928510756e-10,
pwl,4,P2_dev_run1,shoulder,10,0.050000000022578546,0.1,0.04999999997742146,0.49999999977421455
pwl,4,P2_dev_run1,shoulder,11,5.425010736309817e-09,0.0,5.425010736309817e-09,
pwl,4,P2_dev_run1,shoulder,12,5.4808202907043004e-12,0.0,5.4808202907043004e-12,
pwl,4,P2_dev_run1,shoulder,13,2.2713546267714555e-09,0.0,2.2713546267714555e-09,
pwl,4,P2_dev_run1,shoulder,14,3.8940748109143805e-12,0.0,3.8940748109143805e-12,
pwl,4,P2_dev_run1,shoulder,15,5.979522395172207e-12,0.0,5.979522395172207e-12,
pwl,4,P2_dev_run1,shoulder,16,1.1977973634171408e-09,0.0,1.1977973634171408e-09,
pwl,4,P2_dev_run1,shoulder,17,1.4211449988250055e-09,0.0,1.4211449988250055e-09,
pwl,4,P2_dev_run1,shoulder,18,1.946924119301608e-09,0.0,1.946924119301608e-09,
pwl,4,P2_dev_run1,shoulder,19,2.3099542066010592e-09,0.0,2.3099542066010592e-09,
pwl,4,P2_dev_run1,shoulder,20,1.649936275676943e-09,0.0,1.649936275676943e-09,
pwl,4,P2_dev_run1,shoulder,21,4.358580437005673e-12,0.0,4.358580437005673e-12,
